US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
178,Stupify (Live At Red Rocks),Disturbed,3,3,0,3,0,4000,4000,0,2414,2024.02.22
183,Texas Hold 'Em,Beyonce,3,3,0,3,0,2200,2200,0,29817125,2024.02.22
183,We Make Hits,Yard Act,3,3,0,3,0,2200,2200,0,21880,2024.02.22
185,ballad of a homeschooled girl,Olivia Rodrigo,3,3,0,3,0,700,700,0,1288327,2024.02.22
186,YOU CAN'T GO BACK,Paul Collins,3,3,0,3,0,400,400,0,410,2024.02.22
187,SHOUT AT THE DEVIL (DEMO),Motley Crue,3,3,0,1,0,5100,5100,0,0,2024.02.22
188,Nowhere To Go,Bad Omens,3,3,0,1,0,0,0,0,480762,2024.02.22
189,Dance Devil Dance,Avatar,3,2,1,3,0,3100,2600,500,23701,2024.02.22
190,Pump It,Electric Callboy,3,2,1,1,0,0,0,0,126702,2024.02.22
191,Strength Of The Mind,Killswitch Engage,3,1,2,2,0,1800,-300,2100,15168,2024.02.22
192,I Am Above,In Flames,3,1,2,2,0,500,500,0,60898,2024.02.22
193,Doomsday,Architects (UK),3,1,2,2,0,400,400,0,104332,2024.02.22
194,Amen!,Bring Me The Horizon,3,1,2,2,0,0,0,0,201253,2024.02.22
195,Misery,Memphis May Fire,3,1,2,2,0,0,-800,800,313352,2024.02.22
196,Death By A Thousand Cuts,Imminence,3,0,3,2,0,3600,200,3400,54471,2024.02.22
197,Year Of The Goat,Exhorder,3,0,3,2,0,800,0,800,5252,2024.02.22
198,Emergency Contact,Pierce The Veil,3,0,3,1,0,0,0,0,334533,2024.02.22
199,Run For Your Life,Beasto Blanco,3,-1,4,3,0,2300,800,1500,1916,2024.02.22
200,Breed,Levels,3,-1,4,2,0,1600,-1400,3000,3633,2024.02.22
201,Full Circle,Alborn,3,-1,4,1,0,3600,300,3300,282,2024.02.22
202,Hypa Hypa,Electric Callboy,3,-1,4,1,0,0,0,0,130169,2024.02.22
203,One More Time,Messer,3,-5,8,2,0,2400,-3700,6100,292,2024.02.22
204,Bow Down,I Prevail,3,-5,8,2,0,0,0,0,376951,2024.02.22
205,Cellar Door,Spiritbox,3,-7,10,2,0,0,0,0,162299,2024.02.22
206,Cash & Cobain,Puddle Of Mudd,3,-9,12,1,0,7700,-2600,10300,4741,2024.02.22
207,Get That Done,Any Given Day,3,-16,19,3,0,1200,-9200,10400,23138,2024.02.22
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2024.02.22
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2024.02.29
1,Leave A Light On,Papa Roach,1870,-1,1871,72,0,3047800,85500,2962300,647030,2024.02.29
2,Don't Tell Me,Disturbed,1836,280,1556,74,0,2770100,554100,2216000,428281,2024.02.29
3,Dark Matter,Pearl Jam,1679,394,1285,74,0,3649000,631600,3017400,880771,2024.02.29
4,The Glass,Foo Fighters,1386,150,1236,69,0,1953600,199400,1754200,195629,2024.02.29
5,A Symptom Of Being Human,Shinedown,1272,-270,1542,67,0,2565600,-532100,3097700,1734688,2024.02.29
6,Legends Never Die,Bad Wolves,1270,-292,1562,72,0,1776400,-318800,2095200,267276,2024.02.29
7,Dilemma,Green Day,1254,198,1056,74,0,2088300,288500,1799800,490094,2024.02.29
8,Friendly Fire,Linkin Park,1235,1231,4,75,0,3413500,3404500,9000,3209350,2024.02.29
9,Gone,Atreyu,1170,85,1085,66,0,1308500,110600,1197900,82910,2024.02.29
10,Dark Void,Asking Alexandria,1150,60,1090,64,0,1225800,44200,1181600,240206,2024.02.29
11,Sign Of Life,Motionless In White,1101,-11,1112,63,0,1192900,52500,1140400,507243,2024.02.29
12,Spotlight,Fozzy,1062,16,1046,67,0,1058900,17200,1041700,41777,2024.02.29
13,I'M Alright,Mammoth WVH,1059,-310,1369,67,0,1500000,-808300,2308300,54338,2024.02.29
14,I Was Alive,Beartooth,1046,99,947,65,0,1203400,202800,1000600,306184,2024.02.29
15,Higher Power,Scott Stapp,963,43,920,64,0,1007300,-72200,1079500,57664,2024.02.29
16,I Am The Lightning,Des Rocs,846,64,782,65,0,935500,48200,887300,56639,2024.02.29
17,Running In Circles,Dead Poet Society,672,57,615,60,0,712800,66200,646600,82133,2024.02.29
18,If It Doesn'T Hurt,Nothing More,661,160,501,45,0,531300,142100,389200,431244,2024.02.29
19,We Are The Rest,Corey Taylor,661,72,589,56,0,662400,115400,547000,18694,2024.02.29
20,Wanting And Waiting,Black Crowes,652,-63,715,54,0,1025000,-85800,1110800,167662,2024.02.29
21,Truth,Godsmack,511,92,419,50,0,565700,41900,523800,139172,2024.02.29
22,Below The Belt,Point North,485,-25,510,44,0,285000,-24800,309800,124582,2024.02.29
23,Beautiful People (Stay High),Black Keys,461,8,453,35,0,979800,82500,897300,454099,2024.02.29
24,Dynamite,Any Given Sin,415,35,380,45,0,328500,69600,258900,96074,2024.02.29
25,Rockstar,Hardy,414,68,346,52,0,288500,82600,205900,1257973,2024.02.29
26,Wolf,Saint Asonia,383,15,368,28,0,288700,-900,289600,47816,2024.02.29
27,Deadzone,Blind Channel,354,-20,374,42,0,228800,4800,224000,17719,2024.02.29
28,When The Pain Comes,Black Stone Cherry,332,77,255,37,0,267700,89100,178600,120155,2024.02.29
29,Screaming Suicide,Metallica,322,251,71,48,0,376100,302900,73200,97297,2024.02.29
30,S!Ck,Warning,319,106,213,31,0,368700,168400,200300,138854,2024.02.29
31,Look Alive,Oxymorrons,306,-3,309,43,0,195000,15100,179900,0,2024.02.29
32,Closure,I Prevail,298,-15,313,25,0,392100,15900,376200,142104,2024.02.29
33,Neon Pill,Cage The Elephant,297,-1,298,31,0,632300,-26600,658900,603546,2024.02.29
34,Dreamstate,Dayseeker,295,11,284,33,0,257800,35400,222400,126169,2024.02.29
35,Crown Of Horns,Judas Priest,266,17,249,30,0,298600,9000,289600,142182,2024.02.29
36,The American Dream Is Killing Me,Green Day,233,-90,323,34,0,285600,-134000,419600,222688,2024.02.29
37,Landmines,Sum 41,229,46,183,17,0,415300,118900,296400,382929,2024.02.29
38,Coming Home (Ballad Of The Shire),Dirty Honey,204,39,165,20,0,225500,74900,150600,16694,2024.02.29
39,Closure,The Plot In You,197,15,182,34,0,88700,8600,80100,135686,2024.02.29
39,Closure,The Plot In You,197,15,182,34,0,88700,8600,80100,0,2024.02.29
41,When The Darkness Comes,Jeris Johnson,193,-26,219,24,0,82500,-77300,159800,617011,2024.02.29
42,Kool-Aid,Bring Me The Horizon,168,-6,174,14,0,114100,-42500,156600,864642,2024.02.29
43,Fallout,Sleep Theory,166,74,92,24,0,85200,39800,45400,472736,2024.02.29
44,Love What I Hate,Kobra Paige,159,-15,174,10,0,46000,-2800,48800,565,2024.02.29
45,Barely Breathing,From Ashes To New,151,94,57,21,0,47000,36400,10600,581309,2024.02.29
46,Dead To Me,Palaye Royale,135,26,109,21,0,51100,10900,40200,77609,2024.02.29
47,Six Feet Deep,Royale Lynn,121,-3,124,17,0,61300,17000,44300,301396,2024.02.29
48,Hurts To Be Human,Lines Of Loyalty,114,45,69,17,0,48200,30200,18000,3833,2024.02.29
49,Seeing Red,Architects,99,-13,112,7,0,35800,-2300,38100,366769,2024.02.29
50,Poetry Glass,Peyton Parrish,98,-1,99,15,0,26600,-2900,29500,64329,2024.02.29
51,V.A.N,"Bad Omens, Poppy",86,24,62,7,0,50400,50400,0,882479,2024.02.29
52,Never Gets Old,Jesse James Dupree,82,-8,90,19,0,79700,-59600,139300,1197,2024.02.29
53,Hope It Hurts,Plush,78,21,57,30,0,61500,33800,27700,33975,2024.02.29
54,Nightmare (The Devil),Fame On Fire,63,55,8,20,0,30700,24100,6600,287680,2024.02.29
55,Sleep When I'M Dead,Autumn Kings,62,30,32,4,0,8400,6900,1500,74273,2024.02.29
56,Darkside,Bring Me The Horizon,50,-6,56,5,0,83000,10000,73000,494378,2024.02.29
57,So Good,Hot For Crime,47,-1,48,10,0,13100,-3200,16300,13157,2024.02.29
58,Meat & Greet,Ice Nine Kills,47,-5,52,6,0,11400,1200,10200,218073,2024.02.29
59,Evil People,Set It Off,46,-7,53,6,0,1400,-5700,7100,134160,2024.02.29
60,Worth It,Pop Evil,39,-1,40,1,0,0,0,0,85980,2024.02.29
61,Right Side Of Wrong,Mick Mars,39,-9,48,7,0,53300,-28900,82200,44014,2024.02.29
62,What Do I Got To Lose?,Sebastian Bach,37,0,37,7,0,36300,-4200,40500,15587,2024.02.29
63,We Didn't Start The Fire,Fall Out Boy,33,-40,73,3,0,36000,-53700,89700,1304664,2024.02.29
64,The Summoning,Sleep Token,32,-2,34,4,0,5300,2400,2900,1723948,2024.02.29
65,Octane,Nik Nocturnal,31,13,18,1,0,0,0,0,183881,2024.02.29
66,Waiting,(Hed) P.E.,31,1,30,16,0,22800,1600,21200,8985,2024.02.29
67,Crazy,Slash,31,-2,33,1,0,70700,-11100,81800,0,2024.02.29
68,Dead Winter,Through Fire,31,-3,34,4,0,28000,-6900,34900,2109,2024.02.29
69,A Dozen Roses,Amira Elfeky,31,-11,42,2,0,0,0,0,123876,2024.02.29
70,Rise (Redux),Word Alive,30,25,5,5,0,7200,5000,2200,0,2024.02.29
71,Future Proof,Many Eyes,30,-4,34,2,0,0,0,0,19806,2024.02.29
72,Virus,Elijah,29,1,28,2,0,0,0,0,128157,2024.02.29
73,We Got The Moves,Electric Callboy,28,0,28,3,0,2400,2400,0,344125,2024.02.29
74,Idle Hands,Kerry King,28,-1,29,22,0,24500,500,24000,56644,2024.02.29
75,Normal People Things,Lovejoy,27,12,15,3,0,10600,8300,2300,281701,2024.02.29
76,Another Ghost,Upon A Burning Body,25,23,2,3,0,3900,3900,0,80940,2024.02.29
77,21 Gun Salute,Catch Your Breath,25,-11,36,2,0,0,0,0,162260,2024.02.29
78,Rise,10 Years,23,11,12,4,0,5000,-300,5300,186529,2024.02.29
79,Heavy Rain,Ghostkid,23,-15,38,1,0,0,0,0,47943,2024.02.29
80,Hole In Your Head,Ekoh,22,1,21,1,0,0,0,0,90993,2024.02.29
81,Wash It Away,Ghost Inside,21,20,1,2,0,0,0,0,116632,2024.02.29
82,I Felt It All,Zero 9:36,21,3,18,1,0,0,0,0,48379,2024.02.29
83,Ready Rock,Fever 333,21,0,21,1,0,0,0,0,26555,2024.02.29
84,Smother,Unpeople,21,-3,24,2,0,36400,-12800,49200,1718,2024.02.29
85,Afterglow Of Ragnarok,Bruce Dickinson,20,8,12,19,0,13500,5800,7700,13862,2024.02.29
86,Dark Thoughts,Funeral Portrait,20,-7,27,1,0,0,0,0,62136,2024.02.29
87,Jaded,Spiritbox,20,-8,28,2,0,0,-700,700,333888,2024.02.29
88,Keeping Secrets,Fit For A King,19,12,7,17,0,12100,11100,1000,103764,2024.02.29
89,It's Your Lack Of Respect,Flat Black,19,-2,21,1,0,46400,-2000,48400,7626,2024.02.29
90,Run Away With Me,Cold War Kids,18,2,16,2,0,11500,400,11100,270369,2024.02.29
91,Overcome,Major Moment,18,-6,24,1,0,0,0,0,4961,2024.02.29
92,Goddamn White Trash,Ministry,17,14,3,15,0,22100,18100,4000,40663,2024.02.29
93,Breed,Levels,17,14,3,14,0,9900,8300,1600,2732,2024.02.29
94,Rain Check,Cinnamon Babe,17,6,11,1,0,0,0,0,0,2024.02.29
95,Pretty Vicious,Struts,17,-8,25,3,0,47800,-15000,62800,150416,2024.02.29
96,Perpetual -Terminal,Darkest Hour,16,15,1,16,0,9100,9100,0,0,2024.02.29
97,Panic Attack,Judas Priest,16,11,5,16,0,8600,3800,4800,86655,2024.02.29
98,Minerva,American Dream Machine,15,15,0,3,0,4900,4900,0,4652,2024.02.29
99,The Agony Seeping Storm,Job For A Cowboy,15,14,1,14,0,9200,8500,700,59363,2024.02.29
100,Mustang,Kings Of Leon,15,13,2,5,0,24800,17800,7000,1179121,2024.02.29
101,The Drop,Kemikalfire,15,2,13,1,0,0,-900,900,14791,2024.02.29
102,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,15,1,14,11,0,3400,-1200,4600,226966,2024.02.29
103,Records,Weezer,15,-4,19,3,0,110800,-56300,167100,46195,2024.02.29
104,The Surface,Beartooth,14,-1,15,1,0,16700,-3800,20500,100482,2024.02.29
105,"Look Ma, No Brains",Green Day,14,-2,16,1,0,27800,-12500,40300,136312,2024.02.29
106,Truck Bed,Hardy,13,9,4,1,0,8300,5100,3200,8616142,2024.02.29
107,Self Hell,While She Sleeps,13,-1,14,2,0,0,0,0,16070,2024.02.29
108,Eyes Wide Open,Kittie,12,4,8,9,0,11600,2100,9500,106475,2024.02.29
109,The Chemistry Of Meant To Be,Kalamity Kills,12,2,10,2,0,3600,2500,1100,6946,2024.02.29
110,Dial Tone,Catch Your Breath,12,1,11,4,0,1100,-600,1700,530458,2024.02.29
111,On The Verge,Thrown,12,0,12,1,0,0,0,0,272674,2024.02.29
112,New Reality,Word Alive,12,-9,21,1,0,0,0,0,23097,2024.02.29
113,Make Me A Believer,Yelawolf & Shooter Jennings,11,11,0,11,0,12000,12000,0,14448,2024.02.29
114,Black Smoke Rising,Greta Van Fleet,11,5,6,6,0,15100,1900,13200,341305,2024.02.29
115,Mary On A Cross,Ghost,11,-1,12,4,0,0,-1300,1300,1570894,2024.02.29
116,Hold The Line,Who On Earth,11,-5,16,2,0,600,-600,1200,1210,2024.02.29
117,Drowning,Atreyu,10,9,1,1,0,0,0,0,91705,2024.02.29
118,Drop (Feat. Randy Blythe),P.O.D.,10,1,9,2,0,5600,-800,6400,43954,2024.02.29
119,There's Fear In Letting Go,I Prevail,10,-1,11,1,0,0,0,0,347623,2024.02.29
120,Antimatter,Silent Planet,10,-2,12,1,0,0,0,0,158324,2024.02.29
121,"10,000 Volts",Ace Frehley,10,-7,17,4,0,15400,-30300,45700,100343,2024.02.29
122,The Artist In The Ambulance,Thrice,9,1,8,1,0,0,0,0,146289,2024.02.29
122,Best Times,Nothing More,9,1,8,1,0,0,0,0,28278,2024.02.29
124,Terrible Things,Halestorm,9,0,9,1,0,0,0,0,34206,2024.02.29
124,Medusa (Stone),Theory Of A Deadman,9,0,9,1,0,0,0,0,57949,2024.02.29
126,Self-Destruct,Zero 9:36,9,-1,10,1,0,0,0,0,23298,2024.02.29
127,Temple Of Love,Black Veil Brides,9,-2,11,1,0,0,-2800,2800,15607,2024.02.29
128,War,"Phix, Call Me Karizma",8,8,0,1,0,0,0,0,171234,2024.02.29
128,Victim,Major Moment,8,8,0,1,0,0,0,0,11068,2024.02.29
128,Fake Ass Friends,Set It Off,8,8,0,1,0,0,0,0,1943,2024.02.29
131,Knockin On The Door,Bites,8,4,4,1,0,14800,9700,5100,890,2024.02.29
132,I Am... You Are,Geddy Lee,8,2,6,1,0,27800,7200,20600,2249,2024.02.29
133,Sunshine,Beartooth,8,0,8,4,0,0,0,0,204659,2024.02.29
134,Fighting Myself,Linkin Park,8,0,8,3,0,17000,11000,6000,833771,2024.02.29
135,STRANDED,Gojira,8,0,8,3,0,9300,4600,4700,220428,2024.02.29
136,Dying For,Rain City Drive,8,0,8,1,0,0,0,0,36293,2024.02.29
136,Running From Ghosts,Eternal Frequency,8,0,8,1,0,0,0,0,198,2024.02.29
136,Pass The Nirvana,Pierce The Veil,8,0,8,1,0,0,0,0,483464,2024.02.29
136,Poison Pill,Silverstein,8,0,8,1,0,0,0,0,4897,2024.02.29
140,Fence,Sevendust,8,-1,9,1,0,0,0,0,14127,2024.02.29
141,Calm Before The Storm,Any Given Sin,8,-3,11,1,0,0,-5300,5300,17172,2024.02.29
142,The American Nightmare,Ice Nine Kills,7,3,4,2,0,0,0,0,196817,2024.02.29
143,Circle With Me,Spiritbox,7,2,5,2,0,0,0,0,306239,2024.02.29
144,Chokehold,Sleep Token,7,-1,8,1,0,0,0,0,828932,2024.02.29
144,Accusation,Gxtp,7,-1,8,1,0,0,0,0,517,2024.02.29
146,Heartless,Ovtlier,7,-2,9,1,0,0,0,0,3365,2024.02.29
147,Headspace Holiday,Keith Wallen,6,6,0,5,0,15300,15300,0,3996,2024.02.29
148,Sin So Sweet,Warren Zeiders,6,6,0,3,0,8000,8000,0,1971295,2024.02.29
149,Bite My Head Off,Rolling Stones,6,6,0,1,0,4200,4200,0,33605,2024.02.29
150,Get That Done,Any Given Day,6,3,3,5,0,5200,4000,1200,22973,2024.02.29
151,Bow Down,I Prevail,6,3,3,3,0,2000,2000,0,391340,2024.02.29
152,One More Time,Messer,6,3,3,3,0,1200,-1200,2400,266,2024.02.29
153,Hypa Hypa,Electric Callboy,6,3,3,2,0,2000,2000,0,131610,2024.02.29
154,Enter Sandman (S&M2),Metallica & The San Francisco Symphony Orchestra,6,1,5,1,0,9000,4000,5000,6109,2024.02.29
155,Favourite Song,Taproot,6,1,5,1,0,5000,-2000,7000,2908,2024.02.29
156,Cold Blooded,Of Virtue,6,1,5,1,0,1200,-4300,5500,38817,2024.02.29
157,Nothing Ever After,Illenium & Motionless In White,6,1,5,1,0,0,0,0,0,2024.02.29
158,Gossip,Maneskin,6,0,6,2,0,9800,0,9800,706910,2024.02.29
159,Never Back Down,Caleb Hyles,5,4,1,4,0,2300,1400,900,34824,2024.02.29
160,Burning Down,High On Fire,5,3,2,5,0,9400,7200,2200,64053,2024.02.29
161,Container,Boston Manor,5,3,2,5,0,4500,3700,800,29485,2024.02.29
162,Body Bag,I Prevail,5,3,2,2,0,0,0,0,193211,2024.02.29
163,A Little Bit Of Love,Weezer,5,1,4,1,0,4200,200,4000,133081,2024.02.29
164,Rain On The Graves,Bruce Dickinson,4,4,0,4,0,14800,14800,0,25732,2024.02.29
165,The Serpent And The King,Judas Priest,4,4,0,4,0,5800,5800,0,236291,2024.02.29
166,Bad Idea Right?,Olivia Rodrigo,4,4,0,4,0,2300,2300,0,4647841,2024.02.29
167,Westbound,Paul Collins,4,4,0,4,0,800,800,0,125,2024.02.29
167,Fancy Sauce,Green Day,4,4,0,4,0,800,800,0,69772,2024.02.29
169,Waste,Unpeople,4,4,0,3,0,10200,10200,0,9920,2024.02.29
170,I Am,Sonic Universe,4,2,2,4,0,8700,4300,4400,428,2024.02.29
171,Loyal To The Lie,Mick Mars,4,2,2,3,0,3100,-5200,8300,52350,2024.02.29
172,Obsolete,Of Mice & Men,4,2,2,2,0,0,0,0,149834,2024.02.29
173,Terrible Lie,Static-X,4,2,2,1,0,5800,4100,1700,17651,2024.02.29
174,Medicine,Bring Me The Horizon,4,2,2,1,0,0,0,0,75272,2024.02.29
175,Texas Hold 'Em,Beyonce,4,1,3,4,0,800,-1400,2200,27069034,2024.02.29
175,We Make Hits,Yard Act,4,1,3,4,0,800,-1400,2200,22134,2024.02.29
177,Cellar Door,Spiritbox,4,1,3,2,0,0,0,0,180258,2024.02.29
178,Push,Alborn,4,0,4,1,0,5200,1500,3700,3114,2024.02.29
179,Manic,Wage War,4,0,4,1,0,0,0,0,253822,2024.02.29
180,Bury The Cross...With Your Christ,Deicide,4,-1,5,2,0,1800,-2200,4000,6099,2024.02.29
181,Supermodel Avalanches,Royal Blood,4,-1,5,1,0,0,0,0,20291,2024.02.29
182,Born To Ride The Lightning,Jesse James Dupree,3,3,0,3,0,4000,4000,0,261,2024.02.29
182,Sad But True,Royal Blood,3,3,0,3,0,4000,4000,0,5189,2024.02.29
184,Me Before You,Bleachers,3,3,0,3,0,500,500,0,595998,2024.02.29
185,Broken Wings,Upon Wings,3,3,0,2,0,9500,9500,0,160,2024.02.29
186,Ballroom Blitz,Struts,3,3,0,1,0,9100,9100,0,8284,2024.02.29
187,Slaughterhouse,Motionless In White Feat. Bryan Garris,3,2,1,1,0,0,0,0,240104,2024.02.29
187,Hostage,Maggie Lindemann,3,2,1,1,0,0,0,0,87004,2024.02.29
187,Just Like You,Falling In Reverse,3,2,1,1,0,0,0,0,162898,2024.02.29
190,Codependent Parasites,Fear Of Water Feat. Elias Soriano Of Nonpoint,3,1,2,3,0,2600,1800,800,0,2024.02.29
191,Blood & Water,Memphis May Fire,3,1,2,2,0,400,400,0,96256,2024.02.29
192,Holy Ghost Fire,Larkin Poe,3,1,2,1,0,29100,-16700,45800,11733,2024.02.29
193,Hard And Loud,Royal Bliss,3,1,2,1,0,9600,7800,1800,1832,2024.02.29
194,Don't Cry For Me,Lonely Ones,3,1,2,1,0,3300,2300,1000,702,2024.02.29
195,The Dying Song (Time To Sing),Slipknot,3,1,2,1,0,3000,1100,1900,167476,2024.02.29
196,Freak Flag,Ice Nine Kills,3,1,2,1,0,0,0,0,28788,2024.02.29
197,Death By A Thousand Cuts,Imminence,3,0,3,2,0,3300,-300,3600,46811,2024.02.29
198,Year Of The Goat,Exhorder,3,0,3,2,0,800,0,800,5270,2024.02.29
199,Amen!,Bring Me The Horizon,3,0,3,2,0,0,0,0,199968,2024.02.29
200,Strength Of The Mind,Killswitch Engage,3,0,3,1,0,3700,1900,1800,16124,2024.02.29
201,Full Circle,Alborn,3,0,3,1,0,3100,-500,3600,359,2024.02.29
202,Pump It,Electric Callboy,3,0,3,1,0,0,0,0,133698,2024.02.29
202,Nowhere To Go,Bad Omens,3,0,3,1,0,0,0,0,498667,2024.02.29
204,Deutschland,Rammstein,3,-1,4,2,0,500,-1100,1600,365301,2024.02.29
205,Last Resort (Reloaded),Papa Roach X Jeris Johnson,3,-1,4,1,0,7400,-700,8100,498703,2024.02.29
206,Ghost,Wayland,3,-1,4,1,0,6600,1500,5100,1615,2024.02.29
207,No Leaf Clover (S&M2),Metallica & The San Francisco Symphony Orchestra,3,-1,4,1,0,4400,-200,4600,22510,2024.02.29
208,A Million Watts,Nonpoint,3,-1,4,1,0,2300,200,2100,12638,2024.02.29
209,Free To Be Me,A.D.A.M. Music Project,3,-3,6,2,0,3300,-5700,9000,7416,2024.02.29
210,Enemy,"Imagine Dragons, JID & League Of Legends",3,-3,6,1,0,7000,-8200,15200,2592324,2024.02.29
211,The Sound Of Silence (Live At Red Rocks),Disturbed,3,-3,6,1,0,0,-4000,4000,21001,2024.02.29
212,Positive Charge,Gaslight Anthem,3,-4,7,1,0,4700,-5100,9800,17194,2024.02.29
213,Disruption,Comeback Kid,3,-15,18,3,0,3900,-8400,12300,5237,2024.02.29
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2024.02.29
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2024.03.07
1,Dark Matter,Pearl Jam,1905,226,1679,75,0,3940400,291400,3649000,738264,2024.03.07
2,Don't Tell Me,Disturbed,1856,20,1836,74,0,2702000,-68100,2770100,404493,2024.03.07
3,Leave A Light On,Papa Roach,1656,-214,1870,70,0,2874600,-173200,3047800,644901,2024.03.07
4,The Glass,Foo Fighters,1594,208,1386,71,0,2418200,464600,1953600,190492,2024.03.07
5,Dilemma,Green Day,1517,263,1254,74,0,2557900,469600,2088300,399078,2024.03.07
6,Friendly Fire,Linkin Park,1296,61,1235,73,0,2448600,-964900,3413500,1464330,2024.03.07
7,Gone,Atreyu,1254,84,1170,68,0,1316500,8000,1308500,82219,2024.03.07
8,Dark Void,Asking Alexandria,1222,72,1150,67,0,1344300,118500,1225800,216451,2024.03.07
9,I Was Alive,Beartooth,1179,133,1046,67,0,1362900,159500,1203400,304506,2024.03.07
10,Spotlight,Fozzy,1159,97,1062,67,0,1222100,163200,1058900,42745,2024.03.07
11,A Symptom Of Being Human,Shinedown,1119,-153,1272,65,0,2161500,-404100,2565600,1705540,2024.03.07
12,Higher Power,Scott Stapp,1031,68,963,63,0,1124700,117400,1007300,41777,2024.03.07
13,I Am The Lightning,Des Rocs,921,75,846,67,0,1009000,73500,935500,59716,2024.03.07
14,If It Doesn'T Hurt,Nothing More,886,225,661,63,0,662400,131100,531300,404685,2024.03.07
15,Wanting And Waiting,Black Crowes,730,78,652,58,0,1010500,-14500,1025000,196871,2024.03.07
16,We Are The Rest,Corey Taylor,709,48,661,55,0,725900,63500,662400,17659,2024.03.07
17,Running In Circles,Dead Poet Society,706,34,672,61,0,750200,37400,712800,67963,2024.03.07
18,Screaming Suicide,Metallica,683,361,322,59,0,750600,374500,376100,95228,2024.03.07
19,Truth,Godsmack,631,120,511,62,0,713000,147300,565700,392252,2024.03.07
20,Rockstar,Hardy,543,129,414,58,0,423800,135300,288500,1168029,2024.03.07
21,Beautiful People (Stay High),Black Keys,484,23,461,36,0,916400,-63400,979800,436369,2024.03.07
22,Dynamite,Any Given Sin,436,21,415,45,0,327300,-1200,328500,97600,2024.03.07
23,Wolf,Saint Asonia,415,32,383,29,0,293100,4400,288700,48302,2024.03.07
24,S!Ck,Warning,406,87,319,39,0,496400,127700,368700,111454,2024.03.07
25,Deadzone,Blind Channel,394,40,354,40,0,248400,19600,228800,22854,2024.03.07
26,When The Pain Comes,Black Stone Cherry,359,27,332,33,0,304500,36800,267700,58638,2024.03.07
27,Below The Belt,Point North,344,-141,485,42,0,181500,-103500,285000,136921,2024.03.07
28,Neon Pill,Cage The Elephant,330,33,297,32,0,490700,-141600,632300,774937,2024.03.07
29,Dreamstate,Dayseeker,324,29,295,32,0,247800,-10000,257800,133770,2024.03.07
30,Barely Breathing,From Ashes To New,316,165,151,28,0,157200,110200,47000,498637,2024.03.07
31,Closure,I Prevail,293,-5,298,19,0,341400,-50700,392100,140957,2024.03.07
32,Look Alive,Oxymorrons,277,-29,306,30,0,152100,-42900,195000,0,2024.03.07
33,Crown Of Horns,Judas Priest,266,0,266,27,0,356100,57500,298600,101696,2024.03.07
34,Fallout,Sleep Theory,259,93,166,31,0,152100,66900,85200,601418,2024.03.07
35,Landmines,Sum 41,245,16,229,18,0,510200,94900,415300,382488,2024.03.07
36,Closure,The Plot In You,240,43,197,48,0,145400,56700,88700,0,2024.03.07
36,Closure,The Plot In You,240,43,197,48,0,145400,56700,88700,133378,2024.03.07
38,Coming Home (Ballad Of The Shire),Dirty Honey,236,32,204,25,0,264100,38600,225500,15345,2024.03.07
39,Six Feet Deep,Royale Lynn,181,60,121,20,0,80800,19500,61300,286394,2024.03.07
40,Nightmare (The Devil),Fame On Fire,168,105,63,26,0,64400,33700,30700,188935,2024.03.07
41,Dead To Me,Palaye Royale,161,26,135,22,0,76200,25100,51100,81155,2024.03.07
42,Kool-Aid,Bring Me The Horizon,158,-10,168,13,0,105700,-8400,114100,858138,2024.03.07
43,The American Dream Is Killing Me,Green Day,157,-76,233,31,0,214200,-71400,285600,192938,2024.03.07
44,V.A.N,"Bad Omens, Poppy",131,45,86,23,0,103500,53100,50400,781913,2024.03.07
45,Hurts To Be Human,Lines Of Loyalty,121,7,114,16,0,46800,-1400,48200,2846,2024.03.07
46,Poetry Glass,Peyton Parrish,119,21,98,15,0,43900,17300,26600,59309,2024.03.07
47,Love What I Hate,Kobra Paige,91,-68,159,9,0,30300,-15700,46000,506,2024.03.07
