US_Chart - Current Country Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.22
51,Bluegrass Album,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,5,39,35,16,136,-59.0,332,10224,2024.01.04
52,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,58,53,31,135,-27.8,187,11877,2024.01.04
53,The Devil I Know,Ashley McBryde,Warner Music Nashville,WNS,3,66,59,17,131,-18.6,161,10155,2024.01.04
54,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,52,61,5,125,-40.8,211,32020,2024.01.04
55,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,54,63,42,122,-39.0,200,13390,2024.01.04
56,#1's - Vo. 2 (Walmar,George Strait,MCA NASHVILLE,MCAN,23,49,48,6,117,-47.3,222,9960,2024.01.04
57,100% Songwriter,Toby Keith,MERCURY NASHVILLE,MERN,12,40,49,7,116,-64.6,328,3575,2024.01.04
58,#1's - Volumes 1 & 2,Keith Urban,CAPITOL NASHVILLE,CAPN,26,,,1,113,-0.9,114,1492,2024.01.04
59,Sweet Memories: The Music Of Ray Price &,Vince Gill & Paul Franklin,MCA NASHVILLE,MCAN,7,,,1,103,13.2,91,7803,2024.01.04
60,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,65,54,64,101,-37.7,162,52527,2024.01.04
61,The Man From Waco,Charley Crockett,RED INK,RDIK,2,51,44,68,99,-54.6,218,33991,2024.01.04
61,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,44,62,25,99,-66.0,291,11619,2024.01.04
63,#1's-Volume 2(Wlmart,Keith Urban,,,45,45,75,3,98,-58.8,238,1639,2024.01.04
64,Will The Circle Be Unbroken,Brothers Of The Heart,GAITHER MUSIC GROUP,VCMG,14,59,70,12,97,-47.8,186,4428,2024.01.04
65,'23,Corey Kent,RCA NASHVILLE,RCNA,65,,,1,93,,0,93,2024.01.04
66,Brandy Clark,Brandy Clark,Warner Records,WAR,6,,64,4,92,-13.2,106,6455,2024.01.04
67,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,,74,2,91,4.6,87,9671,2024.01.04
68,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,56,55,48,90,-54.5,198,67471,2024.01.04
69,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,75,72,30,87,-28.1,121,12227,2024.01.04
69,City Of Gold,Molly Tuttle & Golden Highway, WARNER Records,WAR ,6,75,60,24,87,-28.1,121,9294,2024.01.04
71,Come Get Your Wife,Elle King, RCA,RCA ,1,,,1,85,-19.0,105,21792,2024.01.04
72,elly Roll Collection - Whitsitt Chapel / Ballads of the Broken Set 2 CD,Jelly Roll,,,51,53,51,3,84,-59.0,205,1249,2024.01.04
73,#1's - Volume 1 (Wal,Keith Urban,CAPITOL NASHVILLE,CAPN,10,50,,2,83,-62.3,220,9591,2024.01.04
74,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,10,,,1,79,-22.5,102,5312,2024.01.04
75,Søn Of Dad,Stephen Wilson Jr.,Big Loud Records,BLR,50,,,3,78,-14.3,91,1222,2024.01.04
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.01.04
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.11
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,27,6841,-29.7,9725,925027,2024.01.11
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,2,112,5638,-18.4,6906,1171114,2024.01.11
3,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,2,3,9,3911,-54.4,8578,222095,2024.01.11
4,Higher,Chris Stapleton,MERCURY NASHVILLE,MERN,1,4,4,9,3453,-21.1,4376,132511,2024.01.11
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,8,7,32,2576,2.9,2503,173381,2024.01.11
6,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,7,5,45,2314,-13.3,2668,330852,2024.01.11
7,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,5,6,20,1962,-46.3,3652,107148,2024.01.11
8,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,10,13,63,1357,-13.1,1562,111201,2024.01.11
9,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,9,8,85,1327,-21.2,1685,172863,2024.01.11
10,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,11,10,453,1148,-19.8,1431,3094762,2024.01.11
11,Highway Desperado,Jason Aldean,BROKEN BOW RECORDS,BB2,2,12,11,10,986,-21.4,1254,39334,2024.01.11
12,Greatest Hits,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,6,13,9,10,949,-23.9,1247,24378,2024.01.11
13,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,6,12,10,904,-72.6,3294,104559,2024.01.11
14,All I've Ever Known,Alexandra Kay, INDEPENDENT LABEL SUBMISSION,INDI,8,31,31,12,812,211.1,261,14026,2024.01.11
15,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,15,17,42,735,-19.9,918,109239,2024.01.11
16,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,19,24,51,639,-12.1,727,72670,2024.01.11
17,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,14,18,156,521,-43.7,926,435532,2024.01.11
18,Leather,Cody Johnson,Warner Music Nashville,WNS,4,22,26,10,491,-13.9,570,15934,2024.01.11
19,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,18,19,345,481,-34.5,734,799486,2024.01.11
20,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,20,16,60,463,-33.3,694,89398,2024.01.11
21,Not That Fancy,Reba,UMG NASHVILLE,UMGN,1,23,20,14,414,-25.4,555,27081,2024.01.11
22,#1's - Volumes 1 & 2,Keith Urban,CAPITOL NASHVILLE,CAPN,22,58,,2,383,238.9,113,1875,2024.01.11
22,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,24,27,35,383,-17.3,463,29453,2024.01.11
24,Long Story Short: Willie Nelson 90: Live At The Hollywood Bowl,"Willie Nelson, Various Artists", SONY,SNY,10,16,14,4,360,-59.1,880,7708,2024.01.11
25,Rustin' In The Rain,Tyler Childers, RCA,RCA ,1,21,22,18,355,-47.5,676,42691,2024.01.11
26,20 Number Ones,Thomas Rhett,VALORY,VALO,2,25,21,15,352,-23.5,460,15572,2024.01.11
27,Lucky,Megan Moroney,ARNV,ARNV,4,26,35,36,306,-13.6,354,14146,2024.01.11
28,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,2,27,28,46,282,-16.3,337,32278,2024.01.11
29,Memory Lane,Old Dominion,ARNV,ARNV,3,30,34,14,273,2.2,267,23247,2024.01.11
30,NOW Country Best Of,Various Artists,NOW,NOW ,17,28,23,16,243,-25.5,326,7535,2024.01.11
31,Bigger Houses,Dan + Shay,Warner Music Nashville,WNS,1,29,29,17,225,-19.1,278,18126,2024.01.11
32,The Devil I Know,Ashley McBryde,Warner Music Nashville,WNS,3,53,66,18,205,56.5,131,10360,2024.01.11
33,Carolyn's Boy,Darius Rucker,CAPITOL NASHVILLE,CAPN,5,34,42,14,189,-24.7,251,10813,2024.01.11
34,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,41,57,21,186,6.3,175,9178,2024.01.11
35,NOW Country 16,Various Artists,NOW,NOW ,8,40,36,32,185,1.1,183,18522,2024.01.11
36,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,33,30,70,181,-28.7,254,70796,2024.01.11
37,Little Songs,Colter Wall, RCA,RCA ,2,39,36,26,178,-7.8,193,21464,2024.01.11
38,Brothers Osborne,Brothers Osborne,EMI NASHVILLE,ENAS,3,47,70,17,174,8.1,161,9672,2024.01.11
39,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,36,43,30,172,-22.5,222,11364,2024.01.11
40,Greatest Hits,Josh Turner,MCA NASHVILLE,MCAN,17,35,33,18,169,-29.9,241,6260,2024.01.11
40,Brandy Clark,Brandy Clark,Warner Records,WAR,6,66,,5,169,83.7,92,6624,2024.01.11
42,A Cat In The Rain,Turnpike Troubadours,RED INK,RDIK,2,44,45,20,160,-6.4,171,20629,2024.01.11
42,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,32,25,217,160,-37.5,256,536842,2024.01.11
44,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,4,38,32,20,157,-19.9,196,15931,2024.01.11
45,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,49,68,36,153,9.3,140,10504,2024.01.11
46,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,,,1,146,121.2,66,13453,2024.01.11
47,elly Roll Collection - Whitsitt Chapel / Ballads of the Broken Set 2 CD,Jelly Roll,,,47,72,53,4,137,63.1,84,1386,2024.01.11
47,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,52,58,32,137,1.5,135,12014,2024.01.11
49,The Last Recordings,John Denver,Windstar Records,WIN,16,,,1,135,92.9,70,2387,2024.01.11
50,100% Songwriter,Toby Keith,MERCURY NASHVILLE,MERN,12,57,40,8,130,12.1,116,3705,2024.01.11
51,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,45,70,7,120,-28.6,168,30107,2024.01.11
52,Snow Below (Full Album),Jared Daws,,,52,,,1,117,,0,117,2024.01.11
53,A Tribute To The Judds,Various Artists,BROKEN BOW RECORDS,BB2,4,42,41,11,115,-33.5,173,7861,2024.01.11
54,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,55,54,43,113,-7.4,122,13503,2024.01.11
55,The Hunger Games: The Ballad Of Songbird,"Olivia Rodrigo, Rachel Zegler, Flatland",INTERSCOPE/GEFFEN/A&M,INT ,22,48,70,6,107,-25.2,143,2163,2024.01.11
56,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,50,54,70,105,-24.5,139,29479,2024.01.11
57,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,,,1,104,60.0,65,10623,2024.01.11
57,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,54,52,6,104,-16.8,125,32124,2024.01.11
59,Sweet Memories: The Music Of Ray Price &,Vince Gill & Paul Franklin,MCA NASHVILLE,MCAN,7,59,,2,102,-1.0,103,7905,2024.01.11
59,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,46,48,67,102,-38.9,167,32536,2024.01.11
59,Ain'T My Last Rodeo,Riley Green,BMLG RECORDS,BMLG,6,37,64,4,102,-50.0,204,3554,2024.01.11
62,Will The Circle Be Unbroken,Brothers Of The Heart,GAITHER MUSIC GROUP,VCMG,14,64,59,13,101,4.1,97,4529,2024.01.11
63,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,67,,3,98,7.7,91,9769,2024.01.11
64,Greatest Hits,Florida Georgia Line,BMX,BMX ,9,43,36,58,97,-43.6,172,29368,2024.01.11
65,The Man From Waco,Charley Crockett,RED INK,RDIK,2,61,51,69,95,-4.0,99,34086,2024.01.11
65,Bluegrass Album,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,5,51,39,17,95,-30.1,136,10319,2024.01.11
67,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,60,65,65,92,-8.9,101,52619,2024.01.11
67,As Seen On Tv,Home Free,THE ORCHARD,ORCH,8,,62,7,92,43.8,64,5216,2024.01.11
69,Family Ties,Charles Wesley Godwin,Big Loud Records,BLR,17,,,1,91,40.0,65,3053,2024.01.11
70,Come Get Your Wife,Elle King, RCA,RCA ,1,71,,2,87,2.4,85,21879,2024.01.11
71,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,68,56,49,84,-6.7,90,67555,2024.01.11
72,Have A Nice Day,Treaty Oak Revival,,,50,,,1,81,19.1,68,598,2024.01.11
72,Million Eyes,Sam Barber,ATLANTIC GROUP,ATLG,72,,,1,81,92.9,42,558,2024.01.11
72,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,69,75,31,81,-6.9,87,12308,2024.01.11
72,Livin' My Best Life,Dylan Scott,CURB,CURB,1,,,1,81,72.3,47,10462,2024.01.11
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.01.11
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.18
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,28,5105,-25.4,6841,930132,2024.01.18
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,3,113,3979,-29.4,5638,1175093,2024.01.18
3,Higher,Chris Stapleton,MERCURY NASHVILLE,MERN,1,4,4,10,2736,-20.8,3453,135247,2024.01.18
4,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,3,2,10,2359,-39.7,3911,224454,2024.01.18
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,5,8,33,2044,-20.7,2576,175425,2024.01.18
6,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,6,7,46,1846,-20.2,2314,332698,2024.01.18
7,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,7,5,21,1749,-10.9,1962,108897,2024.01.18
8,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,10,11,454,1386,20.7,1148,3096148,2024.01.18
9,Statler Made,Wilson Fairchild,GAITHER MUSIC GROUP,VCMG,9,,,1,1304,999.0,1,1305,2024.01.18
10,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,9,9,86,875,-34.1,1327,173738,2024.01.18
11,Greatest Hits,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,6,12,13,11,866,-8.7,949,25244,2024.01.18
12,As Seen On Tv,Home Free,THE ORCHARD,ORCH,8,67,,8,833,805.4,92,6049,2024.01.18
13,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,8,10,64,816,-39.9,1357,112017,2024.01.18
14,All I've Ever Known,Alexandra Kay, INDEPENDENT LABEL SUBMISSION,INDI,8,14,31,13,793,-2.3,812,14819,2024.01.18
15,Highway Desperado,Jason Aldean,BROKEN BOW RECORDS,BB2,2,11,12,11,783,-20.6,986,40117,2024.01.18
16,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,15,15,43,647,-12.0,735,109886,2024.01.18
17,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,13,6,11,506,-44.0,904,105065,2024.01.18
18,#1's - Volumes 1 & 2,Keith Urban,CAPITOL NASHVILLE,CAPN,18,22,58,3,433,13.1,383,2308,2024.01.18
19,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,16,19,52,422,-34.0,639,73092,2024.01.18
20,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,17,14,157,371,-28.8,521,435903,2024.01.18
21,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,19,18,346,347,-27.9,481,799833,2024.01.18
22,Leather,Cody Johnson,Warner Music Nashville,WNS,4,18,22,11,343,-30.1,491,16277,2024.01.18
23,A Tribute To The Judds,Various Artists,BROKEN BOW RECORDS,BB2,4,53,42,12,335,191.3,115,8196,2024.01.18
24,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,20,20,61,324,-30.0,463,89722,2024.01.18
25,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,46,,2,281,92.5,146,13734,2024.01.18
26,20 Number Ones,Thomas Rhett,VALORY,VALO,2,26,25,16,275,-21.9,352,15847,2024.01.18
27,Rustin' In The Rain,Tyler Childers, RCA,RCA ,1,25,21,19,237,-33.2,355,42928,2024.01.18
27,Not That Fancy,Reba,UMG NASHVILLE,UMGN,1,21,23,15,237,-42.8,414,27318,2024.01.18
29,Long Story Short: Willie Nelson 90: Live At The Hollywood Bowl,"Willie Nelson, Various Artists", SONY,SNY,10,24,16,5,223,-38.1,360,7931,2024.01.18
30,That Girl,Hannah Ellis, INDEPENDENT LABEL SUBMISSION,INDI,30,,,1,217,,0,218,2024.01.18
31,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,22,24,36,215,-43.9,383,29668,2024.01.18
32,Austin City Limits Live At The Moody Theater,Watchhouse,YEP ROC RECORDS,YROC,32,,,1,214,999.0,1,220,2024.01.18
33,NOW Country Best Of,Various Artists,NOW,NOW ,17,30,28,17,179,-26.3,243,7714,2024.01.18
34,Greatest Hits,Josh Turner,MCA NASHVILLE,MCAN,17,40,35,19,167,-1.2,169,6427,2024.01.18
35,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,2,28,27,47,161,-42.9,282,32439,2024.01.18
36,Memory Lane,Old Dominion,ARNV,ARNV,3,29,30,15,155,-43.2,273,23402,2024.01.18
37,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,34,41,22,154,-17.2,186,9332,2024.01.18
38,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,45,49,37,153,0.0,153,10657,2024.01.18
38,Lucky,Megan Moroney,ARNV,ARNV,4,27,26,37,153,-50.0,306,14299,2024.01.18
40,A Cat In The Rain,Turnpike Troubadours,RED INK,RDIK,2,42,44,21,146,-8.8,160,20775,2024.01.18
41,NOW Country 16,Various Artists,NOW,NOW ,8,35,40,33,145,-21.6,185,18667,2024.01.18
42,Family Ties,Charles Wesley Godwin,Big Loud Records,BLR,17,69,,2,139,52.7,91,3192,2024.01.18
42,Little Songs,Colter Wall, RCA,RCA ,2,37,39,27,139,-21.9,178,21603,2024.01.18
44,Bigger Houses,Dan + Shay,Warner Music Nashville,WNS,1,31,29,18,138,-38.7,225,18264,2024.01.18
45,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,54,55,44,119,5.3,113,13622,2024.01.18
45,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,42,32,218,119,-25.6,160,536961,2024.01.18
47,Carolyn's Boy,Darius Rucker,CAPITOL NASHVILLE,CAPN,5,33,34,15,118,-37.6,189,10931,2024.01.18
48,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,39,36,31,112,-34.9,172,11476,2024.01.18
48,Greatest Hits,Florida Georgia Line,BMX,BMX ,9,64,43,59,112,15.5,97,29480,2024.01.18
50,Will The Circle Be Unbroken,Brothers Of The Heart,GAITHER MUSIC GROUP,VCMG,14,62,64,14,98,-3.0,101,4627,2024.01.18
51,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,4,44,38,21,97,-38.2,157,16028,2024.01.18
52,Have A Nice Day,Treaty Oak Revival,,,50,72,,2,93,14.8,81,691,2024.01.18
53,No Better Time,Dylan Gossett,MERCURY / REPUBLIC RECORDS,R-MR,21,,,1,92,27.8,72,1192,2024.01.18
54,Brothers Osborne,Brothers Osborne,EMI NASHVILLE,ENAS,3,38,47,18,90,-48.3,174,9762,2024.01.18
55,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,57,54,7,89,-14.4,104,32213,2024.01.18
56,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,47,52,33,86,-37.2,137,12100,2024.01.18
57,elly Roll Collection - Whitsitt Chapel / Ballads of the Broken Set 2 CD,Jelly Roll,,,47,47,72,5,84,-38.7,137,1470,2024.01.18
58,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,10,,74,2,83,31.7,63,5458,2024.01.18
58,The Devil I Know,Ashley McBryde,Warner Music Nashville,WNS,3,32,53,19,83,-59.5,205,10443,2024.01.18
60,The Last Recordings,John Denver,Windstar Records,WIN,16,49,,2,81,-40.0,135,2468,2024.01.18
61,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,63,67,4,74,-24.5,98,9843,2024.01.18
62,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,59,46,68,73,-28.4,102,32609,2024.01.18
63,100% Songwriter,Toby Keith,MERCURY NASHVILLE,MERN,12,50,57,9,72,-44.6,130,3777,2024.01.18
64,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,51,45,8,71,-40.8,120,30178,2024.01.18
64,Ain'T My Last Rodeo,Riley Green,BMLG RECORDS,BMLG,6,59,37,5,71,-30.4,102,3625,2024.01.18
66,More Than A Whisper:,Various Artists,NEW ROUNDER,ROUN,9,,,1,68,4.6,65,5616,2024.01.18
67,Boys Of Faith,Zach Bryan,WARNER RECORDS,WAR,3,,,1,65,-13.3,75,6230,2024.01.18
67,Bluegrass Album,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,5,65,51,18,65,-31.6,95,10384,2024.01.18
69,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,,61,26,63,-19.2,78,11760,2024.01.18
70,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,57,,2,62,-40.4,104,10685,2024.01.18
70,#1's - Vo. 2 (Walmar,George Strait,MCA NASHVILLE,MCAN,23,,56,7,62,17.0,53,10075,2024.01.18
72,I Don'T Know A Thing About Love: The Son,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,5,,,1,61,19.6,51,7032,2024.01.18
73,The Man From Waco,Charley Crockett,RED INK,RDIK,2,65,61,70,60,-36.8,95,34146,2024.01.18
73,The Hunger Games: The Ballad Of Songbird,"Olivia Rodrigo, Rachel Zegler, Flatland",INTERSCOPE/GEFFEN/A&M,INT ,22,55,48,7,60,-43.9,107,2223,2024.01.18
75,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,71,68,50,59,-29.8,84,67614,2024.01.18
75,Last Rodeo,Restless Road,RCA NASHVILLE,RCNA,5,,,1,59,15.7,51,2971,2024.01.18
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.01.18
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.25
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,29,4235,-17.0,5105,934367,2024.01.25
2,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,4,3,11,3712,57.4,2359,228166,2024.01.25
3,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,2,114,3286,-17.4,3979,1178379,2024.01.25
4,Higher,Chris Stapleton,MERCURY NASHVILLE,MERN,1,3,4,11,2736,0.0,2736,137983,2024.01.25
5,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,7,7,22,2218,26.8,1749,111115,2024.01.25
6,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,8,10,455,2038,47.0,1386,3098186,2024.01.25
7,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,5,5,34,1972,-3.5,2044,177397,2024.01.25
8,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,6,6,47,1736,-6.0,1846,334434,2024.01.25
9,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,13,8,65,964,18.1,816,112981,2024.01.25
10,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,10,9,87,867,-0.9,875,174605,2024.01.25
11,Greatest Hits,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,6,11,12,12,840,-3.0,866,26084,2024.01.25
12,Better Days,Niko Moon,Empire,EMPR,12,,,1,776,,0,776,2024.01.25
13,Highway Desperado,Jason Aldean,BROKEN BOW RECORDS,BB2,2,15,11,12,739,-5.6,783,40856,2024.01.25
14,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,16,15,44,664,2.6,647,110550,2024.01.25
15,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,17,13,12,579,14.4,506,105644,2024.01.25
16,My Stupid Life,Brittney Spencer,ATLANTIC GROUP,ATLG,16,,,1,524,999.0,3,527,2024.01.25
17,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,20,17,158,434,17.0,371,436337,2024.01.25
18,Ain'T My Last Rodeo,Riley Green,BMLG RECORDS,BMLG,6,64,59,6,423,495.8,71,4048,2024.01.25
19,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,19,16,53,410,-2.8,422,73502,2024.01.25
20,Leather,Cody Johnson,Warner Music Nashville,WNS,4,22,18,12,400,16.6,343,16677,2024.01.25
21,Søn Of Dad,Stephen Wilson Jr.,Big Loud Records,BLR,21,,,4,398,765.2,46,1743,2024.01.25
22,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,24,20,62,379,17.0,324,90101,2024.01.25
23,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,21,19,347,373,7.5,347,800206,2024.01.25
24,#1's - Volumes 1 & 2,Keith Urban,CAPITOL NASHVILLE,CAPN,18,18,22,4,358,-17.3,433,2666,2024.01.25
25,Not That Fancy,Reba,UMG NASHVILLE,UMGN,1,27,21,16,283,19.4,237,27601,2024.01.25
26,20 Number Ones,Thomas Rhett,VALORY,VALO,2,26,26,17,259,-5.8,275,16106,2024.01.25
27,Rustin' In The Rain,Tyler Childers, RCA,RCA ,1,27,25,20,244,3.0,237,43172,2024.01.25
28,Statler Made,Wilson Fairchild,GAITHER MUSIC GROUP,VCMG,9,9,,2,236,-81.9,1304,1541,2024.01.25
29,Little Songs,Colter Wall, RCA,RCA ,2,42,37,28,235,69.1,139,21838,2024.01.25
30,NOW Country Best Of,Various Artists,NOW,NOW ,17,33,30,18,212,18.4,179,7926,2024.01.25
31,All I've Ever Known,Alexandra Kay, INDEPENDENT LABEL SUBMISSION,INDI,8,14,14,14,201,-74.7,793,15020,2024.01.25
32,Long Story Short: Willie Nelson 90: Live At The Hollywood Bowl,"Willie Nelson, Various Artists", SONY,SNY,10,29,24,6,200,-10.3,223,8131,2024.01.25
33,Lucky,Megan Moroney,ARNV,ARNV,4,38,27,38,194,26.8,153,14493,2024.01.25
34,A Tribute To The Judds,Various Artists,BROKEN BOW RECORDS,BB2,4,23,53,13,186,-44.5,335,8382,2024.01.25
35,Memory Lane,Old Dominion,ARNV,ARNV,3,36,29,16,185,19.4,155,23587,2024.01.25
36,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,37,34,23,177,14.9,154,9509,2024.01.25
36,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,31,22,37,177,-17.7,215,29845,2024.01.25
38,The Man From Waco,Charley Crockett,RED INK,RDIK,2,73,65,71,174,190.0,60,34320,2024.01.25
