US_Chart - Current Country Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.22
1,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,1,1,3,4969,-29.9,7091,75094,2023.06.22
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,3,83,4718,10.8,4259,944640,2023.06.22
3,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,2,2,16,4597,-0.1,4603,237391,2023.06.22
4,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,4,8,13,2229,5.0,2122,71907,2023.06.22
5,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,8,11,424,1815,13.9,1594,3048594,2023.06.22
6,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,5,7,57,1762,3.0,1710,110634,2023.06.22
7,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,7,10,34,1692,4.0,1627,64837,2023.06.22
8,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,1,6,,4,1500,-11.2,1689,22679,2023.06.22
9,NOW Country 16,Various Artists,NOW,NOW ,9,9,9,3,1134,-19.5,1408,4396,2023.06.22
10,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,,,1,1102,,0,1102,2023.06.22
11,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,11,15,22,992,0.3,989,53801,2023.06.22
12,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,13,16,127,901,-5.5,953,415840,2023.06.22
13,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,18,19,316,805,14.3,704,780031,2023.06.22
14,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,8,20,32,29,798,38.3,577,12012,2023.06.22
15,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,19,24,20,774,31.0,591,60406,2023.06.22
16,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,17,14,6,716,-10.3,798,12918,2023.06.22
17,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,16,13,3,654,-19.5,812,2636,2023.06.22
18,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,10,4,3,647,-37.5,1036,5099,2023.06.22
19,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,24,20,31,619,22.3,506,70499,2023.06.22
20,Ain’t Through Honky Tonkin’ Yet,Brennen Leigh,SIGNATURESOUNDSRECORDINGS,SIGS,20,,,1,609,,0,609,2023.06.22
21,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,22,25,52,566,2.2,554,119216,2023.06.22
22,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,27,38,54,559,28.8,434,76329,2023.06.22
23,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,,,1,497,,0,497,2023.06.22
24,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,28,27,41,492,14.4,430,61219,2023.06.22
25,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,12,5,3,483,-50.7,979,4306,2023.06.22
26,Lucky,Megan Moroney,ARNV,ARNV,4,26,23,7,453,-2.6,465,5149,2023.06.22
27,The Man From Waco,Charley Crockett,RED INK,RDIK,2,34,35,41,435,13.9,382,28015,2023.06.22
28,Stray Dog,Justin Moore,VALORY,VALO,2,37,37,7,434,50.2,289,6456,2023.06.22
29,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,29,29,38,393,-7.3,424,25591,2023.06.22
30,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,32,33,188,388,-2.8,399,528298,2023.06.22
31,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,33,42,38,357,-9.6,395,46371,2023.06.22
32,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,44,31,34,352,53.0,230,23082,2023.06.22
33,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,30,28,13,341,-16.4,408,12546,2023.06.22
34,Humble Quest,Maren Morris,CLNV,CLNV,2,40,56,5,335,32.4,253,37069,2023.06.22
35,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,31,6,39,333,-18.0,406,25976,2023.06.22
36,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,25,21,5,306,-36.9,485,4730,2023.06.22
37,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,35,36,31,297,-9.5,328,39169,2023.06.22
38,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,23,30,6,275,-14.6,322,6312,2023.06.22
39,So Help Me God,Brantley Gilbert,VALORY,VALO,6,38,41,9,249,-5.3,263,10252,2023.06.22
40,Live At The Ryman,Jackson Dean,BIG MACHINE,BGMA,23,,,1,244,408.3,48,1331,2023.06.22
41,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,61,49,17,227,50.3,151,15910,2023.06.22
42,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,50,46,36,221,18.8,186,25699,2023.06.22
42,Come Get Your Wife,Elle King, RCA,RCA ,1,39,50,21,221,-13.7,256,18364,2023.06.22
44,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,41,44,8,208,-17.5,252,5690,2023.06.22
45,Must Be The Country,Colt Ford,DOUG KAYE,AJE ,36,36,,3,204,-31.1,296,778,2023.06.22
46,NOW Country 15,Various Artists,NOW,NOW ,1,47,47,55,201,-5.2,212,42763,2023.06.22
47,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,49,43,42,198,0.5,197,24229,2023.06.22
48,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,45,48,21,196,-8.8,215,15883,2023.06.22
49,Unlocked: The Ep,Lauren Alaina,Big Loud Records,BLR,14,14,,2,190,-78.8,895,1085,2023.06.22
50,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,4,60,45,24,183,18.1,155,10910,2023.06.22
50,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,47,17,18,183,-13.7,212,8766,2023.06.22
52,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,51,57,60,176,-2.2,180,79393,2023.06.22
53,Brandy Clark,Brandy Clark,Warner Records,WAR,6,43,40,5,174,-25.3,233,3358,2023.06.22
54,"Heads Carolina, Tails Californ",Jo Dee Messina,CURB,CURB,13,73,64,15,172,49.6,115,3166,2023.06.22
55,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,65,52,42,171,20.4,142,15837,2023.06.22
56,#1's (Walmart),George Strait,MCA NASHVILLE,MCAN,10,,,1,163,365.7,35,21716,2023.06.22
57,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,54,54,14,161,-4.7,169,9883,2023.06.22
58,Live At Third Man Records,Old Crow Medicine Show,,,34,58,34,3,159,0.0,159,659,2023.06.22
59,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,64,70,29,155,7.6,144,17474,2023.06.22
60,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,4,63,73,19,153,4.8,146,13109,2023.06.22
61,Everyone's An Outlaw,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,55,55,,2,143,-13.3,165,308,2023.06.22
62,Bronco,Orville Peck,Columbia Records,COL,1,46,51,61,141,-33.8,213,39560,2023.06.22
63,Frayed At Both Ends,Aaron Lewis,VALORY,VALO,1,62,59,71,135,-9.4,149,39063,2023.06.22
64,NOW Country Classics '80s,Various Artists,NOW,NOW ,3,58,55,55,134,-15.7,159,34115,2023.06.22
64,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,70,74,19,134,5.5,127,6977,2023.06.22
66,Tornillo,Whiskey Myers,RED INK,RDIK,1,73,66,44,127,10.4,115,19870,2023.06.22
67,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,55,60,23,125,-24.2,165,6508,2023.06.22
68,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,57,26,3,119,-27.0,163,7235,2023.06.22
69,Strays,Margo Price,LOMA VISTA,LVR,1,,,20,118,61.6,73,16667,2023.06.22
70,Elvis On Tour,Elvis Presley, RCA,RCA,10,67,,2,117,-12.0,133,4122,2023.06.22
71,Cup Of Sugar,Tim O'Brien,,,71,,,1,111,,0,111,2023.06.22
72,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,21,21,,2,109,-80.8,568,677,2023.06.22
73,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,71,62,65,106,-15.9,126,47767,2023.06.22
73,Get Behind The Wheel,Eilen Jewell,SIGNATURESOUNDSRECORDINGS,SIGS,21,,,5,106,34.2,79,1326,2023.06.22
75,Run Rose Run,Dolly Parton,BUTTERFLY RECORDS,BTTY,1,66,,65,105,-22.2,135,68505,2023.06.22
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.06.22
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.29
1,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,1,1,4,5193,4.5,4969,80287,2023.06.29
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,3,84,4893,3.7,4718,949533,2023.06.29
3,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,3,2,17,4318,-6.1,4597,241709,2023.06.29
4,Loving You,"Amanda Shires, Bobbie Nelson","ATO RECORDS, L.L.C.",ATO ,4,,,1,2066,999.0,1,2066,2023.06.29
5,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,4,4,14,1754,-21.3,2229,73661,2023.06.29
6,Memory Lane,Old Dominion,ARNV,ARNV,6,,,1,1650,999.0,63,5612,2023.06.29
7,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,7,7,35,1561,-7.7,1692,66398,2023.06.29
8,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,6,5,58,1326,-24.7,1762,111960,2023.06.29
9,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,5,8,425,1322,-27.2,1817,3049916,2023.06.29
10,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,12,13,128,996,10.5,901,416836,2023.06.29
11,NOW Country 16,Various Artists,NOW,NOW ,9,9,9,4,995,-12.3,1134,5391,2023.06.29
12,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,11,11,23,916,-7.7,992,54717,2023.06.29
13,Loose Cannon,Jake Owen,Big Loud Records,BLR,13,,,1,756,,0,756,2023.06.29
14,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,16,17,7,727,1.5,716,13645,2023.06.29
15,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,17,16,4,679,3.8,654,3315,2023.06.29
16,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,15,19,21,618,-20.2,774,61024,2023.06.29
17,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,18,10,4,518,-19.9,647,5617,2023.06.29
18,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,24,28,42,516,4.9,492,61735,2023.06.29
19,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,21,22,53,494,-12.7,566,119710,2023.06.29
20,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,8,14,20,30,490,-38.6,798,12502,2023.06.29
21,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,13,18,317,487,-39.5,805,780518,2023.06.29
22,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,19,24,32,483,-22.0,619,70982,2023.06.29
23,God Fearing Heathen,Dan Tyminski,,,23,,,1,421,,0,421,2023.06.29
24,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,22,27,55,395,-29.3,559,76724,2023.06.29
25,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,29,29,39,388,-1.3,393,25979,2023.06.29
26,Lucky,Megan Moroney,ARNV,ARNV,4,26,26,8,380,-16.1,453,5529,2023.06.29
27,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,35,31,40,363,9.0,333,26339,2023.06.29
28,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,28,,,1,350,,0,350,2023.06.29
29,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,23,,2,342,-31.2,497,839,2023.06.29
30,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,32,44,35,337,-4.3,352,23419,2023.06.29
31,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,10,,2,321,-70.9,1102,1423,2023.06.29
32,Dive Bars & Broken Hearts Ep,Michael Ray,ATLANTIC GROUP,ATLG,32,,,1,313,999.0,3,316,2023.06.29
33,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,30,32,189,312,-19.6,388,528610,2023.06.29
34,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,25,12,4,302,-37.5,483,4608,2023.06.29
35,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,31,33,39,276,-22.7,357,46647,2023.06.29
36,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,73,71,66,273,157.5,106,48040,2023.06.29
37,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,38,23,7,266,-3.3,275,6578,2023.06.29
38,The Man From Waco,Charley Crockett,RED INK,RDIK,2,27,34,42,265,-39.1,435,28280,2023.06.29
39,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,36,25,6,260,-15.0,306,4990,2023.06.29
40,Stray Dog,Justin Moore,VALORY,VALO,2,28,37,8,248,-42.9,434,6704,2023.06.29
41,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,50,47,19,235,28.4,183,9001,2023.06.29
42,Ain’t Through Honky Tonkin’ Yet,Brennen Leigh,SIGNATURESOUNDSRECORDINGS,SIGS,20,20,,2,232,-61.9,609,841,2023.06.29
43,So Help Me God,Brantley Gilbert,VALORY,VALO,6,39,38,10,226,-9.2,249,10478,2023.06.29
44,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,4,50,60,25,218,19.1,183,11128,2023.06.29
45,Blonde,Tigirlily Gold,MONU,MONU,45,,,1,216,,0,216,2023.06.29
45,Live At Third Man Records,Old Crow Medicine Show,,,34,58,58,4,216,35.8,159,875,2023.06.29
47,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,47,49,43,211,6.6,198,24440,2023.06.29
48,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,41,61,18,207,-8.8,227,16117,2023.06.29
49,Humble Quest,Maren Morris,CLNV,CLNV,2,34,40,6,206,-38.5,335,37275,2023.06.29
50,Three Months Two Streets,Russell Dickerson,THE ORCHARD,ORCH,50,,,1,195,,0,195,2023.06.29
51,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,42,50,37,192,-13.1,221,25891,2023.06.29
52,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,4,60,63,20,188,22.9,153,13297,2023.06.29
53,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,44,41,9,182,-12.5,208,5872,2023.06.29
54,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,48,45,22,173,-11.7,196,16056,2023.06.29
55,Come Get Your Wife,Elle King, RCA,RCA ,1,42,39,22,167,-24.4,221,18531,2023.06.29
56,NOW Country 15,Various Artists,NOW,NOW ,1,46,47,56,163,-18.9,201,42926,2023.06.29
57,Bronco,Orville Peck,Columbia Records,COL,1,62,46,62,150,6.4,141,39710,2023.06.29
57,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,33,30,14,150,-56.0,341,12696,2023.06.29
57,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,67,55,24,150,20.0,125,6658,2023.06.29
60,12th Of June,Lyle Lovett,Verve Music Group,VERV,1,,,1,143,50.5,95,21171,2023.06.29
60,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,52,51,61,143,-18.8,176,79536,2023.06.29
62,Brandy Clark,Brandy Clark,Warner Records,WAR,6,53,43,6,142,-18.4,174,3500,2023.06.29
63,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,68,57,4,141,18.5,119,7376,2023.06.29
63,Fortis,Patrick McAvinue,,,63,,,1,141,,0,141,2023.06.29
65,Elvis On Tour,Elvis Presley, RCA,RCA,10,70,67,3,133,13.7,117,4255,2023.06.29
66,Must Be The Country,Colt Ford,DOUG KAYE,AJE ,36,45,36,4,131,-35.8,204,909,2023.06.29
67,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,64,70,20,130,-3.0,134,7107,2023.06.29
68,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,55,65,43,129,-24.6,171,15966,2023.06.29
69,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,57,54,15,127,-21.1,161,10010,2023.06.29
70,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,37,35,32,126,-57.6,297,39295,2023.06.29
71,Strays,Margo Price,LOMA VISTA,LVR,1,69,,21,125,5.9,118,16792,2023.06.29
72,#1's (Walmart),George Strait,MCA NASHVILLE,MCAN,10,56,,2,124,-23.9,163,21840,2023.06.29
73,Frayed At Both Ends,Aaron Lewis,VALORY,VALO,1,63,62,72,121,-10.4,135,39184,2023.06.29
74,Down In A Small Town,Donny Lee, INDEPENDENT LABEL SUBMISSION,INDI,51,,,1,118,,0,298,2023.06.29
75,"Heads Carolina, Tails Californ",Jo Dee Messina,CURB,CURB,13,54,73,16,115,-33.1,172,3281,2023.06.29
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.06.29
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.06
1,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,2,85,5443,11.2,4893,954976,2023.07.06
2,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,3,3,18,4202,-2.7,4318,245911,2023.07.06
3,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,1,1,5,4198,-19.2,5193,84485,2023.07.06
4,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,5,4,15,1867,6.4,1754,75528,2023.07.06
5,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,7,7,36,1557,-0.3,1561,67955,2023.07.06
6,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,9,5,426,1391,5.2,1322,3051307,2023.07.06
7,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,8,6,59,1350,1.8,1326,113310,2023.07.06
8,NOW Country 16,Various Artists,NOW,NOW ,8,11,9,5,1123,12.9,995,6514,2023.07.06
9,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,12,11,24,976,6.6,916,55693,2023.07.06
10,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,14,16,8,932,28.2,727,14577,2023.07.06
11,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,10,12,129,889,-10.7,996,417725,2023.07.06
12,Memory Lane,Old Dominion,ARNV,ARNV,6,6,,2,779,-52.8,1650,6391,2023.07.06
13,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,15,17,5,742,9.3,679,4057,2023.07.06
14,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,16,15,22,692,12.0,618,61716,2023.07.06
15,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,21,13,318,669,37.4,487,781187,2023.07.06
16,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,17,18,5,541,4.4,518,6158,2023.07.06
17,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,22,19,33,521,7.9,483,71503,2023.07.06
18,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,18,24,43,506,-1.9,516,62241,2023.07.06
19,Loving You,"Amanda Shires, Bobbie Nelson","ATO RECORDS, L.L.C.",ATO ,4,4,,2,468,-77.3,2066,2534,2023.07.06
20,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,19,21,54,459,-7.1,494,120169,2023.07.06
21,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,30,32,36,391,16.0,337,23810,2023.07.06
22,Lucky,Megan Moroney,ARNV,ARNV,4,26,26,9,369,-2.9,380,5898,2023.07.06
23,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,25,29,40,366,-5.7,388,26345,2023.07.06
24,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,8,20,14,31,321,-34.5,490,12823,2023.07.06
25,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,33,30,190,317,1.6,312,528927,2023.07.06
26,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,27,35,41,294,-19.0,363,26633,2023.07.06
27,You Know Who,The Pink Stones,,,27,,,1,288,,0,290,2023.07.06
28,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,34,25,5,286,-5.3,302,4894,2023.07.06
29,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,37,38,8,273,2.6,266,6851,2023.07.06
30,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,24,22,56,271,-31.4,395,76995,2023.07.06
31,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,29,23,3,259,-24.3,342,1098,2023.07.06
31,The Man From Waco,Charley Crockett,RED INK,RDIK,2,38,27,43,259,-2.3,265,28539,2023.07.06
33,So Help Me God,Brantley Gilbert,VALORY,VALO,6,43,39,11,255,12.8,226,10733,2023.07.06
34,Stray Dog,Justin Moore,VALORY,VALO,2,40,28,9,249,0.4,248,6953,2023.07.06
35,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,47,47,44,246,16.6,211,24686,2023.07.06
36,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,4,44,50,26,244,11.9,218,11372,2023.07.06
37,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,35,31,40,243,-12.0,276,46890,2023.07.06
38,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,41,50,20,221,-6.0,235,9222,2023.07.06
39,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,31,10,3,205,-36.1,321,1628,2023.07.06
40,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,51,42,38,203,5.7,192,26094,2023.07.06
41,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,53,44,10,196,7.7,182,6068,2023.07.06
42,NOW Country 15,Various Artists,NOW,NOW ,1,56,46,57,171,4.9,163,43097,2023.07.06
42,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,39,36,7,171,-34.2,260,5161,2023.07.06
44,Humble Quest,Maren Morris,CLNV,CLNV,2,49,34,7,170,-17.5,206,37445,2023.07.06
45,Bronco,Orville Peck,Columbia Records,COL,1,57,62,63,169,12.7,150,39879,2023.07.06
46,Three Months Two Streets,Russell Dickerson,THE ORCHARD,ORCH,46,50,,2,165,-15.4,195,360,2023.07.06
47,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,54,48,23,162,-6.4,173,16218,2023.07.06
48,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,36,73,67,156,-42.9,273,48196,2023.07.06
49,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,68,55,44,150,16.3,129,16116,2023.07.06
50,Come Get Your Wife,Elle King, RCA,RCA ,1,55,42,23,148,-11.4,167,18679,2023.07.06
51,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,60,52,62,146,2.1,143,79682,2023.07.06
52,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,48,41,19,141,-31.9,207,16258,2023.07.06
52,Must Be The Country,Colt Ford,DOUG KAYE,AJE ,36,66,45,5,141,7.6,131,1050,2023.07.06
54,Still Picks Up,Shane Profitt,BMX,BMX ,54,,,1,140,,0,140,2023.07.06
55,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,57,33,15,139,-7.3,150,12835,2023.07.06
56,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,4,52,60,21,138,-26.6,188,13435,2023.07.06
57,NOW Country Classics '80s,Various Artists,NOW,NOW ,3,,64,56,132,22.2,108,34355,2023.07.06
58,God Fearing Heathen,Dan Tyminski,,,23,23,,2,131,-68.9,421,552,2023.07.06
59,A Beautiful Time,Willie Nelson,SME/LEGACY RECORDINGS,LEGC,2,,,1,130,44.4,90,35907,2023.07.06
59,Ain’t Through Honky Tonkin’ Yet,Brennen Leigh,SIGNATURESOUNDSRECORDINGS,SIGS,20,42,20,3,130,-44.0,232,971,2023.07.06
61,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,67,64,21,129,-0.8,130,7236,2023.07.06
62,Frayed At Both Ends,Aaron Lewis,VALORY,VALO,1,73,63,73,127,5.0,121,39311,2023.07.06
63,Elvis On Tour,Elvis Presley, RCA,RCA,10,65,70,4,117,-12.0,133,4372,2023.07.06
63,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,70,37,33,117,-7.1,126,39412,2023.07.06
65,Stereotype,Cole Swindell, WARNER Records,WAR ,2,,,1,116,39.8,83,21246,2023.07.06
66,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,,,1,115,45.6,79,9411,2023.07.06
67,12th Of June,Lyle Lovett,Verve Music Group,VERV,1,60,,2,114,-20.3,143,21285,2023.07.06
68,Everyone's An Outlaw,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,55,,61,3,113,3.7,109,530,2023.07.06
69,Loose Cannon,Jake Owen,Big Loud Records,BLR,13,13,,2,111,-85.3,756,867,2023.07.06
70,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,57,67,25,109,-27.3,150,6767,2023.07.06
71,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,,59,30,108,18.7,91,17673,2023.07.06
