US_Chart - Mainstream R&B/Hip-Hop Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
71,Fuk You Mean,Gunna,84,20,64,42,0,338800,-6100,344900,0,2023.06.29
72,WHO DAT,Backwoods Fam,83,-8,91,10,0,87600,-15400,103000,2322,2023.06.29
73,Beach Ball,Busta Rhymes,81,79,2,32,0,400100,392800,7300,649608,2023.06.29
74,Back To Your Place,October London,81,38,43,6,0,369200,149400,219800,410186,2023.06.29
75,Don't Think You Ever Loved Me,Tyrese Feat. Lenny Kravitz,81,14,67,10,0,489500,115900,373600,0,2023.06.29
76,Don't Give Up On Me,Fridayy,81,-16,97,24,0,370600,-70000,440600,266683,2023.06.29
77,Mourning,Post Malone,80,17,63,3,0,252600,68500,184100,4803514,2023.06.29
78,Throw It!,Spiffy The Goat,79,-8,87,23,0,194500,-29600,224100,229715,2023.06.29
79,Cinderella Girl (Where You Dey,Blaqbonez,76,36,40,24,0,253000,74400,178600,32065,2023.06.29
80,Motion God,Moneybagg Yo,75,-19,94,21,0,226500,-70800,297300,2424376,2023.06.29
81,Mad Dog,Young Thug,74,,,12,0,500800,,,5087065,2023.06.29
82,Remember That,Rjae,73,23,50,11,0,175300,92000,83300,1435,2023.06.29
83,Aquafina,Young Jonn,73,9,64,25,0,207500,-119600,327100,328704,2023.06.29
84,Put It On Me,Tucka,68,-7,75,2,0,31400,-2200,33600,0,2023.06.29
85,Where Ya Bih @,Moneybagg Yo,67,21,46,17,0,190800,54400,136400,1397192,2023.06.29
86,On My Mama,Victoria Monet,65,58,7,6,0,92900,68400,24500,1829800,2023.06.29
87,The Suspect,Fivio Foreign,65,-20,85,10,0,126900,-59000,185900,0,2023.06.29
88,The Party Ain't Ova,Ronnie Bell,64,-3,67,3,0,31700,-400,32100,0,2023.06.29
89,Look My Way,Kevin Ross,62,15,47,4,0,193100,36000,157100,95494,2023.06.29
90,Fallin',Coco Jones,62,-6,68,1,0,0,0,0,0,2023.06.29
91,America Has A Problem,Beyonce,62,-73,135,12,0,201600,-325100,526700,4618878,2023.06.29
92,Essence Fest,Curren$y & Jermaine Dupri,59,5,54,16,0,114900,-68400,183300,30636,2023.06.29
93,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",58,57,1,18,0,320600,295400,25200,16933468,2023.06.29
94,Standards,Keke Palmer,58,4,54,8,0,93400,18100,75300,23371,2023.06.29
95,Get Your Lick Back,Honey Bxby,57,-7,64,1,0,0,0,0,195566,2023.06.29
96,Changed,Tamar Braxton,56,5,51,4,0,141400,34500,106900,76658,2023.06.29
97,Reppin,Guda Mann X Super Jay,56,,,1,0,0,,,0,2023.06.29
98,Bounce When She Walk (Feat. Mykfresh & Gwallagangspec),Ohboyprince,54,18,36,9,0,143100,-3400,146500,1591407,2023.06.29
99,As A Matter Of Fact,Babyface,53,22,31,6,0,144700,73900,70800,60053,2023.06.29
100,Party No Dey Stop,Adekunle Gold,52,-41,93,13,0,128000,-274700,402700,505919,2023.06.29
101,Shiesty,Finesse2tymes Feat. Kali & Sexyy Red,51,23,28,17,0,211300,95200,116100,1159576,2023.06.29
102,Nah Fr,Big Homie Sho,51,-7,58,5,0,155400,-74900,230300,8234,2023.06.29
103,How Does It Feel,Chloe & Chris Brown,50,-3,53,5,0,88200,-7900,96100,912908,2023.06.29
104,Summer,Kenya Vaun,49,8,41,17,0,206600,4800,201800,128011,2023.06.29
105,Wtf,YoungBoy Never Broke Again Feat. Nicki Minaj,47,8,39,15,0,138300,17200,121100,731166,2023.06.29
106,Right On,Lil Baby,45,3,42,22,0,167700,33400,134300,2117827,2023.06.29
107,Who Do U Luv,Rodney Block,45,-1,46,1,0,177900,-16900,194800,0,2023.06.29
108,Titi Me Pregunto,Bad Bunny,45,-6,51,3,0,601200,-38900,640100,5927479,2023.06.29
109,Dusties,Maiya The Don,45,-30,75,17,0,140200,-186200,326400,199319,2023.06.29
110,Keep It Low,Moneybagg Yo Feat. Future,44,-1,45,21,0,151000,7000,144000,0,2023.06.29
111,I Know,Kanii,43,13,30,5,0,57200,39000,18200,3168788,2023.06.29
112,Waste My Time,Ari Lennox,43,-18,61,8,0,219800,-33500,253300,181085,2023.06.29
113,Moonlight,Kali Uchis,43,-18,61,4,0,19400,-54600,74000,6295046,2023.06.29
114,Motion,Ty Dolla $ign,42,3,39,3,0,318200,-29400,347600,239507,2023.06.29
115,Been Thinking,Tyla,40,3,37,5,0,31900,-35300,67200,29542,2023.06.29
116,Overdose,Finesse2tymes,40,-9,49,18,0,110500,-70500,181000,812053,2023.06.29
117,Flip A Switch.,Raye,40,-11,51,2,0,19100,-34900,54000,482231,2023.06.29
118,If Pretty Was A Person,Hylan Starr,39,-48,87,2,0,40900,-47500,88400,0,2023.06.29
119,Calling All Ladies,Eddie F X Miss Jones,37,5,32,14,0,183500,76000,107500,0,2023.06.29
120,Sneaky Link,A.R. The Mermaid,37,0,37,2,0,73100,-2400,75500,7067,2023.06.29
121,Get Money,A.T.L.D.V.,36,25,11,4,0,73000,54700,18300,14,2023.06.29
122,The Journey,H.E.R.,36,-43,79,2,0,35000,-3400,38400,366517,2023.06.29
123,Verbalize,Stokley Feat. Snoop Dogg,35,6,29,2,0,92100,14500,77600,0,2023.06.29
124,Piss Set Off,Sett,35,-1,36,1,0,59000,-12400,71400,558765,2023.06.29
125,Florida Water,"Danny Towers, Dj Scheme, Ski Mask The Slump God",35,-11,46,8,0,83600,-64800,148400,0,2023.06.29
126,Calm & Patient,Jhene Aiko,34,1,33,1,0,0,0,0,640125,2023.06.29
127,Walk It Back,Hollywood 40 fCee Lo Green,34,-2,36,1,0,54200,-1000,55200,0,2023.06.29
128,"Nothing Else Matters (Instead Of Complaining, Praise Him)",Brent Jones,33,-2,35,18,0,120500,-24800,145300,0,2023.06.29
129,Off The Court,Sleazyworld Go,33,-10,43,14,0,107200,-1800,109000,1194819,2023.06.29
130,48 Laws Of Power,Hunxho,33,-17,50,5,0,48800,-42200,91000,317687,2023.06.29
131,Piñata,City Girls,32,9,23,17,0,146700,44700,102000,538720,2023.06.29
132,Texas,Bigxthaplug,32,5,27,3,0,120800,43300,77500,2377829,2023.06.29
133,My Image,Real Boston Richey,32,2,30,15,0,120100,-500,120600,581302,2023.06.29
134,Jesus,Tim Bowman Jr. And Faith City Music Feat. Le'Andria Johnson,31,14,17,15,0,130900,52100,78800,37704,2023.06.29
135,Aogg,Kenny Muney,31,-4,35,1,0,47800,-22500,70300,108262,2023.06.29
136,They Don'T Love It,Jack Harlow,31,-7,38,7,0,56400,-23500,79900,1575061,2023.06.29
137,Just Relax,Lola Brooke,30,-5,35,10,0,170500,-21300,191800,223394,2023.06.29
138,What We On,"Lil Jon, E-40 & P-LO",30,-11,41,5,0,174400,-148800,323200,0,2023.06.29
139,Bread & Butter,Gunna,30,-61,91,13,0,96900,-348400,445300,6810529,2023.06.29
140,Celebrate,Doobie,29,26,3,4,0,74900,65100,9800,45235,2023.06.29
141,Just Like You,Slum Village,29,5,24,1,0,64800,8300,56500,50145,2023.06.29
142,Bitch Let's Do It,Youngboy Never Broke Again,28,8,20,6,0,74100,14600,59500,6034157,2023.06.29
143,WOW (Walk On Water),Lena Byrd Miles,28,8,20,18,0,116300,39000,77300,26985,2023.06.29
144,Don't Need It,K.A.L.F.O x Joe Money,28,6,22,2,0,18700,1500,17200,0,2023.06.29
145,OH BOY,"Kash Doll & Dj Drama Feat. Skilla Baby, Baby Money, Cash Kidd, Risktaker D-Boy &",28,-3,31,2,0,178800,-32700,211500,177728,2023.06.29
146,California Breeze,Lil Baby,28,-9,37,19,0,83400,-37000,120400,3588439,2023.06.29
147,(s)ex,Maeta,27,3,24,1,0,51900,9300,42600,0,2023.06.29
148,See Bout It,"Quavo, Takeoff & Mustard",27,-5,32,15,0,73100,-39900,113000,181737,2023.06.29
149,Break The Rules,Aye Five,27,-5,32,13,0,66800,-23700,90500,84,2023.06.29
150,Gorgeous,Tee Grizzley & Skilla Baby,27,,,10,0,107200,,,969190,2023.06.29
151,She Ready,Myles Brando,26,10,16,4,0,257500,68400,189100,105712,2023.06.29
152,Oochie,Big Baby Cheef Feat. Supa Chuli,26,4,22,8,0,35000,12900,22100,0,2023.06.29
153,Where She Goes,Bad Bunny,26,-10,36,3,0,372300,-84200,456500,11248567,2023.06.29
154,Miracles,Kierra Sheard Feat. Pastor Mike Jr.,25,5,20,15,0,93400,24600,68800,222609,2023.06.29
155,Spin,Kodak Black,25,-17,42,10,0,60300,-78700,139000,346063,2023.06.29
156,Let's Do It,Dd Osama,24,12,12,9,0,100200,13200,87000,111256,2023.06.29
157,Quickie,Moneybagg Yo,24,-4,28,16,0,60000,-50800,110800,2695460,2023.06.29
158,Monalisa,Lojay (Feat. Chris Brown),24,-12,36,12,0,154900,-86500,241400,776063,2023.06.29
159,Won'T Let Pain Show,Rio Benji,24,,,1,0,40700,,,1344,2023.06.29
160,Feel Alright (Blessed),Erica Campbell,23,-3,26,14,0,95100,-20000,115100,65172,2023.06.29
161,MOUSKATOOL,"Mello Buckzz Feat. Amari Blaze, Moni Da G, Kashh Mirr",23,-4,27,4,0,106300,-20400,126700,0,2023.06.29
162,Slut Me Out,Nle Choppa,23,-5,28,7,0,65800,-21500,87300,6605546,2023.06.29
163,Johnny Dang,"Drodi, Paul Wall, That Mexican Ot",22,10,12,8,0,137500,59900,77600,5456489,2023.06.29
164,4EVA,Kaytramine Feat. Amine & Kaytranda,22,0,22,5,0,22300,-9800,32100,626696,2023.06.29
165,Daily Bread,Otis Kemp,22,-1,23,14,0,93000,11900,81100,27547,2023.06.29
166,Spicy,Shonte Renee,22,-1,23,11,0,73400,-1700,75100,162,2023.06.29
167,Throw A Bag,Homebwoi,21,1,20,1,0,37200,3300,33900,0,2023.06.29
168,Round The Corner,CEO Fully Loaded Feat. Fatt Macc,21,0,21,2,0,19900,-1100,21000,0,2023.06.29
169,Ambition For Cash,Key Glock,20,2,18,9,0,59800,19800,40000,2076258,2023.06.29
170,This Is New York,Scar Lip,20,-4,24,7,0,53500,-44400,97900,221134,2023.06.29
171,Back To The Moon,Gunna,20,-43,63,8,0,52000,-313400,365400,7731079,2023.06.29
172,Mhm,Luh Kel,19,11,8,6,0,44000,3300,40700,32031,2023.06.29
173,First Show,Luh Tyler,19,7,12,12,0,71300,27400,43900,1212968,2023.06.29
174,Hanging With Wolves,Only The Family & Lil Durk,19,3,16,9,0,48400,1900,46500,0,2023.06.29
175,Slide,Black Militia,19,2,17,4,0,27400,1100,26300,101,2023.06.29
176,The Day,After 7,19,1,18,1,0,42900,9900,33000,6020,2023.06.29
177,Gangsta Boo,Ice Spice & Lil Tjay,19,-10,29,12,0,74300,-65000,139300,1000041,2023.06.29
178,Receipts,Scotty Lvx Feat. Rick Ross,18,4,14,1,0,15100,3000,12100,5,2023.06.29
179,Put On A Show,Jus Donny,18,3,15,1,0,13200,-2100,15300,397,2023.06.29
180,Hurt Me So Good,Jazmine Sullivan,18,1,17,5,0,60500,28600,31900,689493,2023.06.29
181,Jumpin,Pitbull Feat. Lil Jon,18,-3,21,7,0,37000,-2800,39800,1478667,2023.06.29
182,Blessed,Glorilla,18,-4,22,10,0,49200,-6600,55800,598932,2023.06.29
183,Anti,DMO 2X/Anti Da Menace,17,7,10,2,0,21600,13200,8400,0,2023.06.29
184,Lick Back,Tocarra Feat. BenOne,17,5,12,3,0,8700,2900,5800,0,2023.06.29
185,Rock,Pge Bear Feat. Chubb Loc,17,3,14,3,0,9500,2000,7500,0,2023.06.29
186,All Things,Kirk Franklin,17,3,14,13,0,64200,22300,41900,518126,2023.06.29
187,Rule The World,Treske,17,2,15,1,0,0,0,0,150,2023.06.29
188,Kush & P***y,Glc,17,0,17,4,0,75800,-1900,77700,0,2023.06.29
189,Scientists & Engineers,"André 3000, Killer Mike",17,-5,22,8,0,53700,-64700,118400,1775761,2023.06.29
190,F.B,Pretty Brayah,17,-8,25,12,0,67200,-34600,101800,0,2023.06.29
191,Sirens,Loudmouf Beats/Thomas Who?/K.O.,16,14,2,1,0,0,0,0,0,2023.06.29
192,Where The Money At,Santos LB4R,16,3,13,3,0,15900,5300,10600,0,2023.06.29
193,Always,Jovonta Patton,16,3,13,14,0,69400,14500,54900,4565,2023.06.29
194,Up,Ycmg Franko,16,3,13,1,0,22900,3500,19400,44,2023.06.29
195,Sprinter,Dave & Central Cee,16,2,14,4,0,86000,38800,47200,0,2023.06.29
196,Slow Dance (2022),Cupid Feat. Mr Talkbox,16,0,16,2,0,48000,9600,38400,14758,2023.06.29
197,The Moment,Tasha Cobbs Leonard,16,0,16,12,0,72600,-3700,76300,70455,2023.06.29
198,Making Love,Treety,16,,,2,0,55800,,,347618,2023.06.29
199,For U,Dj Stevie J,15,4,11,2,0,63300,16000,47300,0,2023.06.29
200,Heaven,Anthony David & Algebra Blessett,15,4,11,14,0,50300,10000,40300,59557,2023.06.29
201,U-Digg,Lil Baby & 42 Dugg Feat. Veeze,15,4,11,10,0,36600,1000,35600,831722,2023.06.29
202,Aura,Adena Ajayi,15,-1,16,5,0,25800,0,25800,880,2023.06.29
203,Deuce,41,15,-2,17,3,0,160900,-36200,197100,399028,2023.06.29
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.06.29
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.07.06
1,All My Life,Lil Durk Feat. J. Cole,4338,-190,4528,71,0,18288400,-738900,19027300,18922188,2023.07.06
2,Snooze,Sza,4305,-488,4793,73,0,17880800,-2304500,20185300,10783237,2023.07.06
3,Put It On Da Floor,Latto,3029,549,2480,71,0,12209100,2452500,9756600,10987798,2023.07.06
4,Ain't Gonna Answer,Nle Choppa,2961,104,2857,71,0,9487300,112300,9375000,1292099,2023.07.06
5,Favorite Song,Toosii,2926,-550,3476,71,0,10853600,-2188100,13041700,19375833,2023.07.06
6,Search & Rescue,Drake,2744,-91,2835,73,0,9048700,-995600,10044300,10061764,2023.07.06
7,Glu,Usher,2739,-360,3099,69,0,8177600,-1049800,9227400,737553,2023.07.06
8,Fight The Feeling,Rod Wave,2712,39,2673,66,0,9137700,-138600,9276300,4414553,2023.07.06
9,Calm Down,Rema & Selena Gomez,2337,154,2183,70,0,8817000,353600,8463400,18792458,2023.07.06
10,What It Is (Block Boy),Doechii & Kodak Black,2159,-285,2444,70,0,6618400,-1049900,7668300,7194772,2023.07.06
11,Under The Influence,Chris Brown,1997,-331,2328,70,0,8436600,-1913800,10350400,7508310,2023.07.06
12,Princess Diana,Ice Spice,1982,196,1786,71,0,8077700,526200,7551500,7279898,2023.07.06
13,Pound Town,Sexyy Red,1916,262,1654,69,0,6435300,1160400,5274900,5917832,2023.07.06
14,Shake Sumn,DaBaby,1854,63,1791,68,0,6910900,313600,6597300,7125852,2023.07.06
15,Peaches & Eggplants,Young Nudy Feat. 21 Savage,1809,75,1734,70,0,5944800,470400,5474400,10213017,2023.07.06
16,Dogtooth,"Tyler, The Creator",1793,-326,2119,69,0,5311600,-817400,6129000,1980708,2023.07.06
17,Area Codes,Kali,1636,247,1389,68,0,5528800,1229500,4299300,13960166,2023.07.06
18,Sittin' On Top Of The World,Burna Boy,1634,179,1455,72,0,6285400,891400,5394000,2065929,2023.07.06
19,Act Bad,Diddy,1583,141,1442,73,0,5769400,728200,5041200,917551,2023.07.06
20,Curious,Eric Bellinger,1166,69,1097,64,0,3442400,83100,3359300,576211,2023.07.06
21,People,Libianca,1108,-73,1181,58,0,4172800,-46000,4218800,4825386,2023.07.06
22,Lick Or Sum,Glorilla,1085,75,1010,65,0,3181200,353300,2827900,3000445,2023.07.06
23,Always,Daniel Caesar,980,82,898,38,0,1851100,196200,1654900,1090191,2023.07.06
24,Stop Playing With Me,Pretty Porcelain,909,-27,936,40,0,1891800,67200,1824600,8500,2023.07.06
25,Double Back,Coco Jones,907,201,706,46,0,2402800,543800,1859000,761981,2023.07.06
26,Bops,Coi Leray,877,18,859,53,0,2410400,81200,2329200,635700,2023.07.06
27,I'm Geekin,Ddg,876,17,859,52,0,2068700,185300,1883400,6226363,2023.07.06
28,Private Landing,Don Toliver,855,-287,1142,62,0,2784600,-865600,3650200,2652273,2023.07.06
29,Fake Love,Tink,767,-2,769,43,0,1625300,-63800,1689100,0,2023.07.06
30,Chromosomes,Key Glock,684,54,630,47,0,1311800,180400,1131400,729835,2023.07.06
31,The Hillbillies,Baby Keem & Kendrick Lamar,608,84,524,49,0,1412900,262300,1150600,2123037,2023.07.06
32,Reflections,Dustystaytrue,593,67,526,39,0,1176300,317400,858900,89661,2023.07.06
33,Mine,Wanmor,590,-414,1004,43,0,1566100,-1073200,2639300,91530,2023.07.06
34,Give It To Me,Miguel,571,10,561,31,0,1828200,86000,1742200,300777,2023.07.06
35,Summer Too Hot,Chris Brown,563,212,351,40,0,1644300,278200,1366100,2463202,2023.07.06
36,Bluffin',Gucci Mane Feat. Lil Baby,539,193,346,47,0,1368200,566800,801400,3032995,2023.07.06
37,Calling (Spider-Man: Across The Spider-Verse),"Metro Boomin, Swae Lee & Nav Feat. A Boogie Wit Da Hoodie",386,226,160,28,0,940200,350500,589700,7028467,2023.07.06
38,Get What You Give,Kendrick P.,378,-15,393,21,0,817800,48300,769500,7923,2023.07.06
39,Popular,"Madonna, Playboi Carti, The Weeknd",364,80,284,30,0,752500,185500,567000,5591522,2023.07.06
40,fukumean,Gunna,363,279,84,47,0,1467400,1128600,338800,20776740,2023.07.06
41,Talibans,Byron Messia,345,25,320,53,0,2102400,-48100,2150500,1821143,2023.07.06
42,Attention,Doja Cat,296,83,213,47,0,965500,317600,647900,6778346,2023.07.06
43,Don'T Stop,GoGo Morrow,289,-7,296,17,0,529700,33900,495800,70443,2023.07.06
44,Jealous,Kiana Lede,288,-10,298,24,0,598200,-103400,701600,0,2023.07.06
45,Keep Dat,iCandy,279,-22,301,43,0,1056400,25300,1031100,4724395,2023.07.06
46,Beach Ball,Busta Rhymes,269,188,81,52,0,1071100,671000,400100,623483,2023.07.06
47,We Don'T Know That,Ham,238,13,225,19,0,341500,50600,290900,163,2023.07.06
48,Tell Me It's Over,"Jacquees, Summer Walker, 6lack",235,19,216,22,0,304500,-27600,332100,673795,2023.07.06
49,Who Told You,J Hus Feat. Drake,222,-52,274,37,0,914800,-175100,1089900,2227559,2023.07.06
50,Strike (Holster),Lil Yachty,206,7,199,38,0,1203600,136800,1066800,2742626,2023.07.06
51,Hot Boy,Nardo Wick Feat. Lil Baby,197,80,117,37,0,780600,373700,406900,1614945,2023.07.06
52,West Coast Weekend,"Tyga, YG & Blxst",187,103,84,32,0,895800,579600,316200,874994,2023.07.06
53,To The Floor,Yella Beezy,180,8,172,35,0,683600,86400,597200,32645,2023.07.06
54,Unavailable,DaVido,178,46,132,47,0,853400,368700,484700,1391730,2023.07.06
55,Telepatia,Kali Uchis,162,14,148,5,0,1910800,56300,1854500,3197224,2023.07.06
56,Low Down,Lil Baby,155,12,143,30,0,484200,148500,335700,5103335,2023.07.06
57,Oh U Went,Young Thug,151,23,128,37,0,829500,104400,725100,8541527,2023.07.06
58,Bad B*tches,BreezyLyn,139,7,132,34,0,467200,-35400,502600,13364,2023.07.06
59,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",136,78,58,33,0,531100,210500,320600,13428794,2023.07.06
60,Don't Give Up On Me,Fridayy,131,50,81,48,0,651800,281200,370600,273343,2023.07.06
61,Bad Mama Jama,CuhDeeJah Feat. Snoop Dogg,125,-54,179,14,0,160700,-29900,190600,742,2023.07.06
62,Where Ya Bih @,Moneybagg Yo,121,54,67,25,0,370500,179700,190800,1167039,2023.07.06
63,I Need A Thug,City Girls,117,8,109,34,0,535600,84000,451600,560971,2023.07.06
64,Go Hard,Lil Baby,115,13,102,33,0,397200,48900,348300,2912566,2023.07.06
65,Cinderella Girl (Where You Dey,Blaqbonez,113,37,76,24,0,299900,46900,253000,27982,2023.07.06
66,Come For Me,Alicia Keys Feat. Khalid & Lucky Daye,112,-7,119,9,0,554600,-123400,678000,207863,2023.07.06
67,Lipstick Lover,Janelle Monae,112,-23,135,17,0,564700,-68800,633500,513557,2023.07.06
68,Bounce When She Walk (Feat. Mykfresh & Gwallagangspec),Ohboyprince,109,55,54,20,0,372400,229300,143100,1243100,2023.07.06
69,Gorgeous,Tee Grizzley & Skilla Baby,108,81,27,19,0,390700,283500,107200,1139011,2023.07.06
70,DUMB,Rican Da Menace,104,-4,108,28,0,373700,-19100,392800,0,2023.07.06
71,Casamigos (Pour It In My Cup),Sukihana x Afro B,104,-18,122,23,0,371000,64000,307000,0,2023.07.06
72,Throw It!,Spiffy The Goat,103,24,79,30,0,313900,119400,194500,243665,2023.07.06
73,Aquafina,Young Jonn,102,29,73,19,0,223400,15900,207500,320038,2023.07.06
74,Slide,WayneInDisThang Feat. Super Jay & Si'Yir,96,89,7,4,0,23200,23200,0,0,2023.07.06
75,Body Like Sza,Jxhines,96,9,87,8,0,132200,-500,132700,2992,2023.07.06
76,Overdose,Finesse2tymes,92,52,40,27,0,414800,304300,110500,797137,2023.07.06
77,Florida Water,"Danny Towers, Dj Scheme, Ski Mask The Slump God",90,55,35,19,0,307500,223900,83600,0,2023.07.06
78,Money,J. Lock Feat. Finesse2Tymes,88,77,11,25,0,245200,217700,27500,0,2023.07.06
79,Mourning,Post Malone,88,8,80,5,0,249700,-2900,252600,4564774,2023.07.06
80,Back To Your Place,October London,87,6,81,6,0,398400,29200,369200,387336,2023.07.06
81,Remember That,Rjae,83,10,73,23,0,257100,81800,175300,1007,2023.07.06
82,Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",83,-13,96,14,0,431300,30200,401100,641304,2023.07.06
83,Just Relax,Lola Brooke,82,52,30,20,0,442000,271500,170500,215367,2023.07.06
84,GEEKALEEK,Ohgeesy,82,-6,88,22,0,617300,-158000,775300,2132458,2023.07.06
85,WHO DAT,Backwoods Fam,80,-3,83,11,0,101800,14200,87600,1850,2023.07.06
86,America Has A Problem,Beyonce,77,15,62,23,0,280900,79300,201600,4095704,2023.07.06
87,Don't Think You Ever Loved Me,Tyrese Feat. Lenny Kravitz,77,-4,81,11,0,468500,-21000,489500,0,2023.07.06
88,Bread & Butter,Gunna,74,44,30,22,0,258400,161500,96900,5356735,2023.07.06
89,The Suspect,Fivio Foreign,72,7,65,9,0,125000,-1900,126900,0,2023.07.06
90,Standards,Keke Palmer,68,10,58,8,0,131900,38500,93400,28041,2023.07.06
91,Get Your Lick Back,Honey Bxby,67,10,57,1,0,0,0,0,261613,2023.07.06
92,Get Money,A.T.L.D.V.,66,30,36,5,0,93800,20800,73000,58,2023.07.06
93,Keep It Low,Moneybagg Yo Feat. Future,66,22,44,26,0,251500,100500,151000,0,2023.07.06
94,Motion God,Moneybagg Yo,66,-9,75,23,0,217600,-8900,226500,2177488,2023.07.06
95,Essence Fest,Curren$y & Jermaine Dupri,65,6,59,12,0,143100,28200,114900,29459,2023.07.06
96,Fallin',Coco Jones,64,2,62,1,0,0,0,0,0,2023.07.06
97,On My Mama,Victoria Monet,63,-2,65,10,0,92800,-100,92900,1553204,2023.07.06
98,Making Love,Treety,58,42,16,3,0,185600,129800,55800,353107,2023.07.06
99,The Party Ain't Ova,Ronnie Bell,58,-6,64,3,0,26400,-5300,31700,0,2023.07.06
100,California Breeze,Lil Baby,57,29,28,27,0,197900,114500,83400,3634678,2023.07.06
101,Right On,Lil Baby,57,12,45,25,0,215800,48100,167700,2100239,2023.07.06
102,Bitch Let's Do It,Youngboy Never Broke Again,55,27,28,20,0,262800,188700,74100,5899160,2023.07.06
103,As A Matter Of Fact,Babyface,55,2,53,4,0,91800,-52900,144700,71295,2023.07.06
104,How Does It Feel,Chloe & Chris Brown,52,2,50,5,0,102400,14200,88200,841168,2023.07.06
105,Look My Way,Kevin Ross,52,-10,62,4,0,169100,-24000,193100,107350,2023.07.06
106,Nah Fr,Big Homie Sho,51,0,51,4,0,226700,71300,155400,9347,2023.07.06
107,Sprinter,Dave & Central Cee,50,34,16,12,0,272200,186200,86000,0,2023.07.06
108,Been Thinking,Tyla,50,10,40,11,0,72900,41000,31900,29276,2023.07.06
109,Motion,Ty Dolla $ign,50,8,42,3,0,415600,97400,318200,227817,2023.07.06
110,Shiesty,Finesse2tymes Feat. Kali & Sexyy Red,49,-2,51,17,0,173600,-37700,211300,822198,2023.07.06
111,Off The Court,Sleazyworld Go,47,14,33,15,0,148100,40900,107200,1067350,2023.07.06
112,Cars Bring Me Out,Young Thug Feat. Future,47,-56,103,10,0,199700,-395100,594800,2818582,2023.07.06
113,Titi Me Pregunto,Bad Bunny,46,1,45,2,0,528700,-72500,601200,6045078,2023.07.06
114,Changed,Tamar Braxton,45,-11,56,4,0,105400,-36000,141400,92534,2023.07.06
