US_Chart - Mainstream Top 40 Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.06.22
131,Mama's Boy,Dominic Fike,38,22,16,2,0,6400,6400,0,4827305,2023.09.28
132,Little Things,Jorja Smith,38,2,36,2,0,5800,5800,0,171955,2023.09.28
133,Honey (Are U Coming?),Maneskin,38,0,38,1,0,0,0,0,1044560,2023.09.28
134,I Know,"Train, Tenille Townes & Bryce Vine",37,1,36,1,0,200600,-1100,201700,117364,2023.09.28
135,Give Me A Kiss,Crash Adams,36,0,36,1,0,0,0,0,516411,2023.09.28
136,I'M In Love With You,The 1975,35,8,27,1,0,0,-2300,2300,447596,2023.09.28
137,Deli,Ice Spice,35,0,35,4,0,22900,14000,8900,8964333,2023.09.28
138,You Wish,Flyana Boss,35,-3,38,1,0,0,0,0,1474388,2023.09.28
139,Sins (Let Me In),Kanii,35,,,1,0,0,,,1871568,2023.09.28
140,Candy Paint,Post Malone,30,-3,33,1,0,232700,-71000,303700,1581637,2023.09.28
141,Gimme Love,Sia,29,26,3,19,0,42100,33800,8300,757356,2023.09.28
142,Lost,Linkin Park,28,8,20,2,0,140400,34800,105600,1078957,2023.09.28
143,See You Again,"Tyler, The Creator",28,0,28,1,0,0,0,0,6764487,2023.09.28
144,It's A Wrap,Mariah Carey,27,4,23,1,0,0,0,0,513295,2023.09.28
145,Pretty Girls Walk,Big Boss Vette,27,1,26,4,0,14000,12800,1200,891826,2023.09.28
146,Collide,Justine Skye,26,-2,28,1,0,0,0,0,2274639,2023.09.28
147,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,26,-83,109,15,0,89100,-150000,239100,1611476,2023.09.28
148,444+222,Lil Uzi Vert,25,2,23,1,0,0,0,0,244554,2023.09.28
149,High Heels,Flo Rida & Walker Hayes,25,-1,26,1,0,128700,-17800,146500,379047,2023.09.28
150,Jackie Brown,Brent Faiyaz,25,-3,28,1,0,0,0,0,3081716,2023.09.28
150,Those Eyes,New West,25,-3,28,1,0,0,0,0,2074733,2023.09.28
152,ballad of a homeschooled girl,Olivia Rodrigo,24,18,6,1,0,0,0,0,5447400,2023.09.28
153,Painting Pictures,Superstar Pride,24,1,23,1,0,0,0,0,1771257,2023.09.28
154,Give It To Me,Henrik,24,-2,26,1,0,0,0,0,0,2023.09.28
155,Endless Fashion,Lil Uzi Vert,24,-7,31,3,0,13700,1000,12700,1972634,2023.09.28
156,One In A Million,"Bebe Rexha, David Guetta",24,-25,49,18,0,25100,-257000,282100,1217788,2023.09.28
157,Daylight,Harry Styles,22,7,15,2,0,2800,2000,800,983608,2023.09.28
158,Skeeyee,Sexyy Red,21,1,20,4,0,10200,2400,7800,6337475,2023.09.28
159,Drunk (And I Don'T Wanna Go Home),Elle King & Miranda Lambert,20,4,16,3,0,55600,-19000,74600,2122035,2023.09.28
160,I Know,Kanii,19,-10,29,1,0,0,0,0,1801878,2023.09.28
161,There I Go,Gucci Mane,18,13,5,3,0,10400,7800,2600,1463214,2023.09.28
162,Fake As Hell,All Time Low w/Avril Lavigne,18,5,13,2,0,6800,6800,0,0,2023.09.28
163,Lala,Myke Towers,17,15,2,2,0,34100,23700,10400,8214315,2023.09.28
164,Walking on a Dream,Empire Of The Sun,17,2,15,6,0,34100,3100,31000,2390286,2023.09.28
165,Drinkin',Joel Corry & Rita Ora,17,1,16,16,0,42400,-1300,43700,248511,2023.09.28
166,Tension,Kylie Minogue,16,14,2,13,0,16800,14600,2200,812570,2023.09.28
167,You,Wiz Khalifa Feat. Ty Dolla $ign,16,0,16,2,0,30500,1300,29200,0,2023.09.28
168,The Girls,Blackpink,16,-7,23,12,0,24100,-18900,43000,1886369,2023.09.28
169,VooDoo,Shab X Fat Joe,16,-17,33,11,0,23500,300,23200,28066,2023.09.28
170,Love You Better,Future,15,0,15,1,0,26500,1300,25200,2379795,2023.09.28
171,Rich Men North Of Richmond,Oliver Anthony Music,15,-4,19,1,0,20900,-6100,27000,13019795,2023.09.28
172,In A Dream,Acraze,15,-5,20,5,0,14000,-10800,24800,33013,2023.09.28
173,But Sometimes,Boynextdoor,15,-26,41,14,0,15300,-44300,59600,191582,2023.09.28
174,Sticky,Drake,13,10,3,8,0,18400,14300,4100,1681046,2023.09.28
175,Wait,Flo Rida,13,-7,20,2,0,28600,-22000,50600,11576,2023.09.28
176,Better Place,'N Sync,13,,,10,0,37500,,,7640,2023.09.28
177,Enemies,Post Malone,12,4,8,2,0,71400,28900,42500,1233381,2023.09.28
178,Dancing With Your Shadows,Phillip Phillips,12,1,11,1,0,45800,3500,42300,452827,2023.09.28
179,I LOVE YOU HOE,Odetari,12,0,12,1,0,0,0,0,0,2023.09.28
180,Irrelevant,P!Nk,12,-6,18,1,0,71600,-27400,99000,122197,2023.09.28
181,One Margarita (Margarita Song),"That Chick Angel, Steve Terrell, Casa Di",12,-13,25,9,0,11200,-14000,25200,671071,2023.09.28
182,Sunshine (My Girl),Wuki,10,6,4,3,0,42000,34700,7300,169844,2023.09.28
183,Get It,Big Boss Vette,10,2,8,2,0,200,0,200,83658,2023.09.28
184,Atmosphere,FISHER X Kita Alexander,10,1,9,6,0,31100,-3900,35000,992915,2023.09.28
185,Shy Away,Twenty One Pilots,10,1,9,1,0,0,0,0,274884,2023.09.28
186,Phone,Meduza,10,-2,12,7,0,24300,2700,21600,426451,2023.09.28
187,Ex Wants Me Dead,Orlando Kallen,10,-8,18,7,0,8700,-7500,16200,17501,2023.09.28
188,Shirt,Nightly,9,0,9,1,0,0,0,0,17986,2023.09.28
189,You Proof,Morgan Wallen,9,-1,10,3,0,8800,600,8200,10525209,2023.09.28
190,Slide Away,Miley Cyrus,9,-1,10,1,0,19400,-1500,20900,416964,2023.09.28
191,Titi Me Pregunto,Bad Bunny,9,-2,11,5,0,22100,3800,18300,4550690,2023.09.28
192,22 (Taylor's Version),Taylor Swift,9,-65,74,5,0,13200,-378000,391200,1706714,2023.09.28
193,Closer,William Singe,9,,,9,0,7700,,,1456,2023.09.28
193,My Whole Heart,J. Brown,9,,,9,0,7700,,,101133,2023.09.28
195,Back To Me,Rose (Band),9,,,1,0,0,,,453082,2023.09.28
195,Pick Up The Phone,Henry Moodie,9,,,1,0,0,,,88763,2023.09.28
195,Hotter Now,Lu Kala,9,,,1,0,0,,,97507,2023.09.28
195,Not The 1975,Knox,9,,,1,0,0,,,155372,2023.09.28
199,Love Tonight,Shouse,8,5,3,3,0,33200,17600,15600,765882,2023.09.28
200,Doja,Central Cee,8,4,4,7,0,7200,6900,300,2774420,2023.09.28
201,Why Boy,Steff Da Campo & Dave Crusher,8,1,7,6,0,7600,100,7500,4317,2023.09.28
202,Good Summer,French Montana,8,0,8,5,0,30200,7000,23200,35328,2023.09.28
203,Talibans,Burna Boy,8,0,8,3,0,8600,4600,4000,2279571,2023.09.28
204,90s Kids,Jax,8,0,8,1,0,0,0,0,233124,2023.09.28
205,You Go First,Alex Angelo,8,-3,11,1,0,13600,-4100,17700,2524,2023.09.28
206,Peaches & Eggplants,Young Nudy Feat. 21 Savage,8,-26,34,4,0,3700,-15000,18700,11021896,2023.09.28
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.09.28
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.10.05
1,Cruel Summer,Taylor Swift,14560,-270,14830,153,0,46742800,-467000,47209800,20750114,2023.10.05
2,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",14216,849,13367,153,0,43445100,1104800,42340300,13285189,2023.10.05
3,Snooze,Sza,13198,667,12531,153,0,38799500,1846200,36953300,17150000,2023.10.05
4,Dance The Night,Dua Lipa,11731,-785,12516,154,0,35431900,-3012700,38444600,19345176,2023.10.05
5,Paint The Town Red,Doja Cat,11585,1873,9712,154,0,37099900,7403600,29696300,39997807,2023.10.05
6,What It Is (Block Boy),Doechii & Kodak Black,11132,712,10420,153,0,33284300,1942800,31341500,7554846,2023.10.05
7,Calm Down,Rema & Selena Gomez,9050,-234,9284,154,0,28147800,-1562400,29710200,14988450,2023.10.05
8,Vampire,Olivia Rodrigo,8968,-1031,9999,149,0,28960700,-2077900,31038600,14726971,2023.10.05
9,Used To Be Young,Miley Cyrus,7860,598,7262,154,0,24543900,1424100,23119800,7029237,2023.10.05
10,Sure Thing,Miguel,7779,242,7537,151,0,23927100,1116000,22811100,8951665,2023.10.05
11,Single Soon,Selena Gomez,7238,479,6759,153,0,20072800,929600,19143200,4640030,2023.10.05
12,Fast Car,Luke Combs,7138,-1800,8938,147,0,19135900,-5806600,24942500,15803855,2023.10.05
13,Daylight,David Kushner,6814,657,6157,150,0,18706100,1574500,17131600,11153455,2023.10.05
14,Bad Idea Right?,Olivia Rodrigo,6452,352,6100,154,0,18775800,681900,18093900,12814092,2023.10.05
15,Popular,"Madonna, Playboi Carti, The Weeknd",5747,78,5669,153,0,13959100,-189400,14148500,3870086,2023.10.05
16,Better Place,'N Sync,5385,5372,13,152,0,16557000,16519500,37500,4873291,2023.10.05
17,What Was I Made For? [From The Motion Picture 'Barbie'],Billie Eilish,4940,572,4368,150,0,12690400,1434500,11255900,13606558,2023.10.05
18,Lil Boo Thang,Paul Russell,4888,1101,3787,154,0,12204600,3097200,9107400,5664995,2023.10.05
19,Dial Drunk,Noah Kahan,4412,184,4228,151,0,11113800,-203200,11317000,8401446,2023.10.05
20,Keep Going Up,Timbaland Feat. Nelly Furtado & Justin Timberlake,4216,51,4165,150,0,9086200,-110700,9196900,949841,2023.10.05
21,Need A Favor,Jelly Roll,3792,486,3306,147,0,9270700,1495000,7775700,7085730,2023.10.05
22,Greedy,Tate Mcrae,3225,1401,1824,149,0,8771200,3813600,4957600,17292665,2023.10.05
23,Speed Drive,Charli Xcx,3097,339,2758,153,0,4975900,240700,4735200,4426072,2023.10.05
24,All My Life,Lil Durk Feat. J. Cole,2869,-2162,5031,138,0,7190200,-4505100,11695300,9397464,2023.10.05
25,Seven,Jung Kook Feat. Latto,2658,-2156,4814,147,0,5156000,-5212400,10368400,8899052,2023.10.05
26,Last Time I Saw You,Nicki Minaj,2577,550,2027,146,0,5647400,1376500,4270900,3375995,2023.10.05
27,We Didn't Start The Fire,Fall Out Boy,2368,150,2218,135,0,6103500,990000,5113500,2233330,2023.10.05
28,Good Good,"Usher, Summer Walker, 21 Savage",2160,491,1669,125,0,5741600,1446600,4295000,5655646,2023.10.05
29,I Do,(G)i-Dle,1886,231,1655,141,0,2656600,338100,2318500,408390,2023.10.05
30,Hell N Back,Bakar,1779,-1894,3673,137,0,4279900,-3644700,7924600,3531141,2023.10.05
31,Heartbroken,"Diplo, Jessie Murph & Polo G",1487,230,1257,139,0,2167000,712000,1455000,4537411,2023.10.05
32,get him back!,Olivia Rodrigo,1319,441,878,88,0,4350000,1472300,2877700,12003786,2023.10.05
33,Summer Too Hot,Chris Brown,1082,-453,1535,127,0,2451400,-515900,2967300,1757937,2023.10.05
34,3D,Jung Kook,1066,1062,4,131,0,2479400,2460500,18900,14583760,2023.10.05
35,I Know ?,Travis Scott,1053,373,680,112,0,1342000,300400,1041600,9622865,2023.10.05
36,Summer Vibes,Tyla Yaweh,1025,111,914,108,0,1876700,346900,1529800,48257,2023.10.05
37,If Only I,Loud Luxury & Two Friends with Bebe Rexha,903,71,832,121,0,1082000,100300,981700,1010572,2023.10.05
38,Lemon,Smith,728,116,612,94,0,937400,483700,453700,263058,2023.10.05
39,Mona Lisa (Spider-Man: Across The Spider-Verse),Dominic Fike,726,-515,1241,94,0,2103600,-1567900,3671500,1643981,2023.10.05
40,STRINGS,Max,689,79,610,110,0,641800,72800,569000,0,2023.10.05
41,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,646,227,419,86,0,974600,270100,704500,25293657,2023.10.05
42,Feather,Sabrina Carpenter,628,55,573,70,0,1478000,122400,1355600,2347828,2023.10.05
43,Super Shy,Newjeans,530,-307,837,116,0,738400,-628000,1366400,5632855,2023.10.05
44,FREE.K,Pitbull,478,257,221,68,0,1221000,313500,907500,1970,2023.10.05
45,Both,Tiesto,463,53,410,64,0,665500,59700,605800,1580092,2023.10.05
46,CYA,Alice The G00n,450,32,418,62,0,217100,47500,169600,430,2023.10.05
47,Stand By Me,Lil Durk Feat. Morgan Wallen,444,100,344,27,0,1503200,301900,1201300,4584303,2023.10.05
48,On My Love,Zara Larsson & David Guetta,439,253,186,62,0,495000,243100,251900,800807,2023.10.05
49,K-POP,"Travis Scott, Bad Bunny & The Weeknd",381,-1047,1428,118,0,889700,-1797100,2686800,3080672,2023.10.05
50,Dientes,"J Balvin, Usher, Dj Khaled",308,-3,311,32,0,583300,-66200,649500,809376,2023.10.05
51,Xxl,Lany,264,59,205,22,0,478000,133100,344900,429390,2023.10.05
52,Sittin' On Top Of The World,Burna Boy,248,53,195,21,0,495300,117100,378200,1507333,2023.10.05
53,Strangers,Kenya Grace,232,87,145,46,0,389300,193100,196200,9611160,2023.10.05
54,Happiness,Vella,231,27,204,35,0,119400,48500,70900,1934,2023.10.05
55,Bongos,Cardi B Feat. Megan Thee Stallion,209,-57,266,20,0,299500,-67700,367200,8825295,2023.10.05
56,"Yes, I'm A Mess",AJR,191,,,42,0,397000,,,0,2023.10.05
57,Agora Hills,Doja Cat,184,107,77,8,0,873100,440500,432600,10781377,2023.10.05
58,Fukumean,Gunna,168,-9,177,25,0,155700,-78400,234100,19727045,2023.10.05
59,Dandelion Eyes,Patrick Martin,156,37,119,2,0,342900,72600,270300,19872,2023.10.05
60,Someone Else,Anna Aya,152,24,128,24,0,71100,8600,62500,298,2023.10.05
61,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,136,8,128,3,0,270700,1900,268800,3642306,2023.10.05
62,I'M Not Crazy,Charlieonnafriday,113,-10,123,55,0,437000,-56700,493700,1290967,2023.10.05
63,I Knew You Were Trouble (Taylor's Version),Taylor Swift,106,48,58,54,0,496500,109000,387500,2456732,2023.10.05
64,(It Goes Like) Nanana,Peggy Gou,102,-97,199,17,0,162600,-211600,374200,2137656,2023.10.05
65,Water,Tyla,92,37,55,37,0,75200,57200,18000,9974158,2023.10.05
66,Lose Control,Teddy Swims,90,-16,106,4,0,68700,32800,35900,9331948,2023.10.05
67,Got Me Started,Troye Sivan,85,82,3,56,0,153500,135500,18000,2681845,2023.10.05
68,West Coast Weekend,"Tyga, YG & Blxst",82,29,53,3,0,39900,4500,35400,687124,2023.10.05
69,A Symptom Of Being Human,Shinedown,77,3,74,2,0,359900,55600,304300,1034846,2023.10.05
70,Slime You Out,Drake,73,3,70,6,0,100800,-6200,107000,13404965,2023.10.05
71,New Dance,Xg,72,3,69,54,0,152600,-9500,162100,559237,2023.10.05
72,Prada,Casso,71,15,56,1,0,0,0,0,2036070,2023.10.05
73,One More Time,Blink-182,70,20,50,5,0,75100,42600,32500,3185032,2023.10.05
74,Meltdown,Niall Horan,65,14,51,2,0,758100,120000,638100,443286,2023.10.05
75,Enough Is Enough,Post Malone,61,-3,64,2,0,69500,-6200,75700,2079352,2023.10.05
76,Put It On Da Floor,Latto,60,-39,99,2,0,89400,-41100,130500,3918813,2023.10.05
77,Birthday,Saweetie,58,-17,75,6,0,85800,-6900,92700,249760,2023.10.05
78,August,Taylor Swift,56,-14,70,2,0,0,0,0,4557904,2023.10.05
79,Thinkin' Bout Me,Morgan Wallen,55,11,44,2,0,69200,8100,61100,12615797,2023.10.05
80,Oh U Went,Young Thug,55,-4,59,3,0,85100,-7200,92300,4150222,2023.10.05
81,Supposed To Be Loved,Dj Khaled,55,-71,126,10,0,77500,-147800,225300,1103306,2023.10.05
82,Other Boys,Marshmello & Dove Cameron,54,50,4,38,0,110800,105900,4900,1755982,2023.10.05
83,Right Now,Micah Banks & Marc E Bassy,54,5,49,49,0,203200,17400,185800,0,2023.10.05
84,Princess Diana,Ice Spice,54,-15,69,11,0,50700,-25000,75700,4021253,2023.10.05
85,Where She Goes,Bad Bunny,52,9,43,1,0,166700,74100,92600,4751485,2023.10.05
86,It's Getting Hot,Nle Choppa,51,1,50,6,0,24300,6300,18000,4426628,2023.10.05
87,Sprinter,Dave & Central Cee,50,2,48,2,0,100,100,0,3903536,2023.10.05
88,Honey (Are U Coming?),Maneskin,49,11,38,4,0,2900,2900,0,1049389,2023.10.05
89,Love Like That,Lauv,49,-8,57,1,0,132800,-2900,135700,27807,2023.10.05
90,Gimme Love,Sia,48,19,29,39,0,98200,56100,42100,646500,2023.10.05
91,Sugar Mommy,Crash Adams,47,-1,48,1,0,0,0,0,62619,2023.10.05
92,Rush,Troye Sivan,47,-7,54,5,0,8400,-3900,12300,2856368,2023.10.05
93,Here With Me,D4vd,47,-8,55,2,0,14200,-5600,19800,3736085,2023.10.05
94,Wrapped Around Your Finger,Post Malone,45,0,45,1,0,100700,1800,98900,1186420,2023.10.05
95,From The Start,Laufey,45,-7,52,1,0,0,0,0,4333597,2023.10.05
96,Hold Me Like A Grudge,Fall Out Boy,44,-2,46,1,0,0,0,0,454117,2023.10.05
97,I Know,"Train, Tenille Townes & Bryce Vine",43,6,37,1,0,247000,46400,200600,114091,2023.10.05
98,Sweet Relief,Madison Beer,43,-9,52,39,0,93800,-32500,126300,448680,2023.10.05
99,Down Under,Luude Feat. Colin Hay,43,,,42,0,67300,,,139435,2023.10.05
100,Another One Of Me,Diddy,42,-7,49,4,0,43700,6100,37600,2026287,2023.10.05
101,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,41,15,26,20,0,100100,11000,89100,1626034,2023.10.05
102,Meltdown,Travis Scott,41,-42,83,6,0,43900,-34900,78800,7721530,2023.10.05
103,Mama's Boy,Dominic Fike,40,2,38,2,0,3200,-3200,6400,4808836,2023.10.05
104,Back For More,"Tomorrow X Together, Anitta",39,-13,52,38,0,58000,-19500,77500,1913983,2023.10.05
105,Qlona,"Karol G, Peso Pluma",36,-7,43,3,0,62500,-9400,71900,10834620,2023.10.05
106,Skeeyee,Sexyy Red,35,14,21,16,0,19700,9500,10200,5941397,2023.10.05
107,Give Me A Kiss,Crash Adams,35,-1,36,1,0,0,0,0,175252,2023.10.05
108,Candy Paint,Post Malone,34,4,30,1,0,287800,55100,232700,1613611,2023.10.05
109,I'M In Love With You,The 1975,34,-1,35,1,0,0,0,0,475509,2023.10.05
110,You Wish,Flyana Boss,33,-2,35,1,0,0,0,0,1148715,2023.10.05
111,One In A Million,"Bebe Rexha, David Guetta",32,8,24,24,0,55600,30500,25100,1026762,2023.10.05
112,Stuck,Thirty Seconds To Mars,32,-81,113,22,0,64000,-107600,171600,557482,2023.10.05
113,Sins (Let Me In),Kanii,31,-4,35,1,0,0,0,0,2558448,2023.10.05
114,Lala,Myke Towers,30,13,17,1,0,33400,-700,34100,8071796,2023.10.05
115,American Town,Ed Sheeran,30,,,1,0,0,,,4258339,2023.10.05
116,Tension,Kylie Minogue,29,13,16,19,0,35600,18800,16800,582768,2023.10.05
117,VooDoo,Shab X Fat Joe,28,12,16,17,0,49600,26100,23500,25290,2023.10.05
118,See You Again,"Tyler, The Creator",28,0,28,1,0,0,0,0,6483790,2023.10.05
119,Lost,Linkin Park,27,-1,28,2,0,146800,6400,140400,1081221,2023.10.05
120,High Heels,Flo Rida & Walker Hayes,26,1,25,1,0,144600,15900,128700,375318,2023.10.05
121,Do It Like That,TXT x Jonas Brothers,26,-14,40,6,0,20800,0,20800,0,2023.10.05
122,For The Night,Pop Smoke Feat. Lil Baby & Dababy,24,17,7,3,0,42400,32200,10200,3015941,2023.10.05
123,I Know,Kanii,24,5,19,1,0,0,0,0,1768913,2023.10.05
124,444+222,Lil Uzi Vert,24,-1,25,1,0,0,0,0,240615,2023.10.05
124,Jackie Brown,Brent Faiyaz,24,-1,25,1,0,0,0,0,2891469,2023.10.05
126,Pretty Girls Walk,Big Boss Vette,24,-3,27,2,0,500,-13500,14000,906849,2023.10.05
127,Deli,Ice Spice,24,-11,35,6,0,11300,-11600,22900,7664027,2023.10.05
128,One Margarita (Margarita Song),"That Chick Angel, Steve Terrell, Casa Di",23,11,12,15,0,23400,12200,11200,615659,2023.10.05
129,Painting Pictures,Superstar Pride,23,-1,24,1,0,0,0,0,1464018,2023.10.05
129,Give It To Me,Henrik,23,-1,24,1,0,0,0,0,546,2023.10.05
131,Those Eyes,New West,23,-2,25,1,0,0,0,0,2009975,2023.10.05
132,Collide,Justine Skye,23,-3,26,1,0,0,0,0,2299950,2023.10.05
133,It's A Wrap,Mariah Carey,23,-4,27,1,0,0,0,0,504248,2023.10.05
134,Seasons,Thirty Seconds To Mars,23,-74,97,1,0,50000,-80700,130700,385698,2023.10.05
135,Phone,Meduza,22,12,10,16,0,49500,25200,24300,376657,2023.10.05
136,Ex Wants Me Dead,Orlando Kallen,22,12,10,11,0,16800,8100,8700,15635,2023.10.05
137,ballad of a homeschooled girl,Olivia Rodrigo,22,-2,24,1,0,0,0,0,4222083,2023.10.05
138,Drunk (And I Don'T Wanna Go Home),Elle King & Miranda Lambert,21,1,20,3,0,77400,21800,55600,1956358,2023.10.05
139,Can't Wait,Doja Cat,20,,,1,0,35200,,,1686077,2023.10.05
140,Walking on a Dream,Empire Of The Sun,19,2,17,8,0,44800,10700,34100,2419503,2023.10.05
141,Endless Fashion,Lil Uzi Vert,19,-5,24,3,0,13400,-300,13700,1903018,2023.10.05
142,Chocolate Milk,Antwon Levee & Dust,19,,,1,0,14500,,,0,2023.10.05
143,Fake As Hell,All Time Low w/Avril Lavigne,18,0,18,2,0,0,-6800,6800,0,2023.10.05
144,Hotter Now,Lu Kala,17,8,9,1,0,0,0,0,58562,2023.10.05
145,In A Dream,Acraze,17,2,15,5,0,27000,13000,14000,31210,2023.10.05
146,Call Me Back,No Lonely Hearts,16,12,4,3,0,26000,21200,4800,1361,2023.10.05
147,Love You Better,Future,16,1,15,1,0,21900,-4600,26500,2421122,2023.10.05
148,You,Wiz Khalifa Feat. Ty Dolla $ign,16,0,16,2,0,39400,8900,30500,0,2023.10.05
149,There I Go,Gucci Mane,16,-2,18,3,0,13800,3400,10400,1407415,2023.10.05
150,Little Things,Jorja Smith,15,-23,38,1,0,0,-5800,5800,391846,2023.10.05
151,22 (Taylor's Version),Taylor Swift,14,5,9,4,0,24300,11100,13200,1733939,2023.10.05
152,Drinkin',Joel Corry & Rita Ora,14,-3,17,14,0,29100,-13300,42400,213168,2023.10.05
153,My Body / Your Body,Snakehips & Muni Long,13,7,6,8,0,14500,11000,3500,0,2023.10.05
154,Other Side,Illenium,13,6,7,9,0,16400,9400,7000,156533,2023.10.05
155,Irrelevant,P!Nk,13,1,12,1,0,80100,8500,71600,118997,2023.10.05
156,Wait,Flo Rida,13,0,13,1,0,18100,-10500,28600,11790,2023.10.05
157,Daylight,Harry Styles,13,-9,22,2,0,2800,0,2800,1004135,2023.10.05
158,Mosquito,Pinkpantheress,13,,,2,0,9600,,,2304889,2023.10.05
159,It Is What It Is,Jenna Raine,13,,,2,0,0,,,972789,2023.10.05
160,Dead To Me,Hayes Warner,12,5,7,1,0,9600,4000,5600,17513,2023.10.05
161,Dancing With Your Shadows,Phillip Phillips,12,0,12,2,0,42900,-2900,45800,476200,2023.10.05
162,I LOVE YOU HOE,Odetari,12,0,12,1,0,0,0,0,0,2023.10.05
163,Segun Quien,Maluma & Carin Leon,12,,,1,0,0,,,8161745,2023.10.05
164,Save Me,Jelly Roll & Lainey Wilson,11,8,3,1,0,14500,9900,4600,8643108,2023.10.05
165,Number 1,James Hype & Major Lazer,11,6,5,9,0,7700,2700,5000,116143,2023.10.05
166,Beggin',Chris Lake & Aluna,11,6,5,7,0,23200,3100,20100,434056,2023.10.05
167,Shy Away,Twenty One Pilots,11,1,10,1,0,0,0,0,270704,2023.10.05
168,Set Fire To The Rain,BADDIESONLY,10,4,6,2,0,9000,1800,7200,0,2023.10.05
169,Ring-A-Ling,Tkay Maidza,10,3,7,9,0,7000,1000,6000,11241,2023.10.05
170,0800 Heaven,Nathan Dawe X Joel Corry X Ell,10,3,7,8,0,9400,1800,7600,151083,2023.10.05
171,Moments,Diddy,10,,,5,0,86800,,,695999,2023.10.05
172,Cheers 2 U,Dj Norie,9,4,5,8,0,4700,900,3800,15793,2023.10.05
173,Take It Off,FISHER & Aatig,9,2,7,7,0,27800,-400,28200,441829,2023.10.05
174,You Go First,Alex Angelo,9,1,8,1,0,13200,-400,13600,3261,2023.10.05
175,My Whole Heart,J. Brown,9,0,9,9,0,7700,0,7700,109017,2023.10.05
176,Pick Up The Phone,Henry Moodie,9,0,9,1,0,0,0,0,87102,2023.10.05
176,Not The 1975,Knox,9,0,9,1,0,0,0,0,157024,2023.10.05
178,Sweet Sounds Of Heaven,"Lady Gaga, The Rolling Stones",9,,,6,0,45800,,,1924014,2023.10.05
179,Unbelievable (Feat. Ayra Starr),Tori Kelly,9,,,1,0,0,,,48819,2023.10.05
179,Stick Season,Noah Kahan,9,,,1,0,0,,,5679086,2023.10.05
179,Breadcrumbs,Hayes Warner,9,,,1,0,0,,,35979,2023.10.05
179,Have Your Way,Presley Regier,9,,,1,0,0,,,28228,2023.10.05
183,Coming Your Way,"Michaël Brun, Anne-Marie, Becky G",8,6,2,6,0,5000,4200,800,154363,2023.10.05
184,This Is Your Night,Martial Simon,8,5,3,5,0,15500,14500,1000,0,2023.10.05
185,Eat Your Man (With Nelly Furtado),Dom Dolla,8,4,4,6,0,16800,-5200,22000,318819,2023.10.05
186,Ferrari,James Hype Feat. Miggy Dela Rosa,8,4,4,5,0,9700,-20300,30000,585813,2023.10.05
187,Talibans,Burna Boy,8,0,8,3,0,5800,-2800,8600,2199019,2023.10.05
188,Slide Away,Miley Cyrus,8,-1,9,1,0,18100,-1300,19400,422940,2023.10.05
189,Back To Me,Rose (Band),8,-1,9,1,0,0,0,0,405303,2023.10.05
190,The Girls,Blackpink,8,-8,16,7,0,21100,-3000,24100,1608651,2023.10.05
191,Buttons!,Knock2 & Dillon Francis,7,4,3,7,0,7100,1100,6000,152558,2023.10.05
192,Place In The Sun,Pretty Poison Feat. Jade Starling,7,3,4,5,0,7600,5700,1900,0,2023.10.05
193,emo girl,Machine Gun Kelly Feat. WILLOW,7,2,5,1,0,6600,1100,5500,430541,2023.10.05
194,Greek Tragedy,Wombats,7,2,5,1,0,0,0,0,985930,2023.10.05
194,Eyes On You,Nicky Youre,7,2,5,1,0,0,0,0,183099,2023.10.05
196,Right Now,Ian Asher & Quarterhead,7,1,6,6,0,5100,2000,3100,9995,2023.10.05
197,How We Roll,Ciara Feat. Chris Brown,7,1,6,3,0,2800,900,1900,2422491,2023.10.05
198,Dissolve,Absofacto,7,1,6,1,0,0,0,0,417496,2023.10.05
199,Lights Go Down,Bluckther & Able Faces,7,0,7,6,0,10000,1300,8700,0,2023.10.05
200,Why Boy,Steff Da Campo & Dave Crusher,7,-1,8,6,0,7500,-100,7600,5323,2023.10.05
201,Titi Me Pregunto,Bad Bunny,7,-2,9,5,0,17200,-4900,22100,4379703,2023.10.05
202,Atmosphere,FISHER X Kita Alexander,7,-3,10,5,0,29100,-2000,31100,960137,2023.10.05
203,Enemies,Post Malone,7,-5,12,2,0,36500,-34900,71400,1227208,2023.10.05
204,Special,Mat.Joe/Thando1988,7,-45,52,5,0,15000,-172700,187700,0,2023.10.05
205,Ratata,"Skrillex, Missy Elliott, Mr. Oizo",7,,,6,0,8900,,,319846,2023.10.05
