US_Chart - Mainstream Top 40 Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.06.22
1,Sure Thing,Miguel,14246,170,14076,149,0,44548300,1252500,43295800,11086555,2023.06.22
2,Calm Down,Rema & Selena Gomez,14012,-65,14077,150,0,46022400,263800,45758600,20003930,2023.06.22
3,Karma,Taylor Swift,12860,627,12233,150,0,41782800,2114000,39668800,11801083,2023.06.22
4,Flowers,Miley Cyrus,12824,-850,13674,151,0,41987400,-2956800,44944200,16594770,2023.06.22
5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",11406,-496,11902,149,0,40465500,-1189100,41654600,8997228,2023.06.22
6,Chemical,Post Malone,9826,41,9785,149,0,27769100,-500700,28269800,6833058,2023.06.22
7,Kill Bill,Sza,9432,-1556,10988,148,0,28747200,-6255100,35002300,15191771,2023.06.22
8,Last Night,Morgan Wallen,8875,697,8178,147,0,25434700,2546900,22887800,30828403,2023.06.22
9,Eyes Closed,Ed Sheeran,8684,406,8278,149,0,23925300,963700,22961600,5148925,2023.06.22
10,Dance The Night,Dua Lipa,7834,702,7132,149,0,23355300,1722500,21632800,6872370,2023.06.22
11,Die For You,Weeknd,7566,-183,7749,149,0,24491300,-700400,25191700,13178008,2023.06.22
12,Favorite Song,Toosii,7041,284,6757,150,0,16025600,82400,15943200,22407592,2023.06.22
13,Waffle House,Jonas Brothers,6204,206,5998,148,0,18668100,968600,17699500,3291249,2023.06.22
14,Cupid,Fifty Fifty,6012,727,5285,150,0,15545200,2070800,13474400,34019006,2023.06.22
15,Jaded,Miley Cyrus,4846,359,4487,148,0,11952100,1488800,10463300,3361496,2023.06.22
16,Happy,Nf,4790,24,4766,147,0,10266100,-354800,10620900,3847865,2023.06.22
17,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,4752,344,4408,149,0,12727500,769800,11957700,3879458,2023.06.22
18,Snooze,Sza,4686,707,3979,146,0,13747900,2893800,10854100,10289788,2023.06.22
19,Mourning,Post Malone,3950,50,3900,145,0,9988600,685700,9302900,5001916,2023.06.22
20,Trustfall,P!Nk,3755,103,3652,146,0,8943700,706300,8237400,2560845,2023.06.22
21,Boy's A Liar,Pinkpantheress,3507,-1332,4839,139,0,9577700,-3967000,13544700,12418634,2023.06.22
22,Fast Car,Luke Combs,3220,344,2876,140,0,8446200,1555800,6890400,21482246,2023.06.22
23,Praising You,Rita Ora,2897,261,2636,146,0,5932000,451200,5480800,584649,2023.06.22
24,Cruel Summer,Taylor Swift,2593,1431,1162,122,0,11807000,5783800,6023200,13228561,2023.06.22
25,Void,Melanie Martinez,2497,181,2316,132,0,5755000,565600,5189400,2464293,2023.06.22
26,All My Life,Lil Durk Feat. J. Cole,2192,723,1469,128,0,4707400,1541100,3166300,20462241,2023.06.22
27,Satellite,Harry Styles,1941,253,1688,137,0,3762000,363000,3399000,2300317,2023.06.22
28,Hell N Back,Bakar,1855,355,1500,138,0,3606100,1095900,2510200,4231382,2023.06.22
29,Alone,Kim Petras Feat. Nicki Minaj,1707,-581,2288,134,0,3188200,-1479800,4668000,2593601,2023.06.22
30,Jumpin,Pitbull Feat. Lil Jon,1669,211,1458,133,0,3220500,687700,2532800,921108,2023.06.22
31,What A Night,Flo Rida,1601,161,1440,140,0,3515600,542800,2972800,242017,2023.06.22
32,Popular,"Madonna, Playboi Carti, The Weeknd",1443,368,1075,129,0,2409700,917200,1492500,5178010,2023.06.22
33,Wish You The Best,Lewis Capaldi,1258,-127,1385,124,0,3212500,-278700,3491200,2911622,2023.06.22
34,Summer Baby,Jonas Brothers,1235,151,1084,122,0,2961000,714500,2246500,1698587,2023.06.22
35,I know it won't work,Gracie Abrams,1215,-12,1227,113,0,1730900,114200,1616700,607495,2023.06.22
36,Runaway,Onerepublic,1097,94,1003,97,0,2195100,299900,1895200,901581,2023.06.22
37,Angel Pt. 1,"Jimin Feat. Kodak Black, Nle Choppa, Jvke & Muni Long",980,95,885,102,0,2189700,363000,1826700,5723923,2023.06.22
38,Daylight,David Kushner,766,56,710,64,0,1825800,233500,1592300,11730482,2023.06.22
39,Keep Dat,iCandy,696,126,570,74,0,759400,223600,535800,4923560,2023.06.22
40,Miracle,Calvin Harris & Ellie Goulding,616,148,468,78,0,840100,260100,580000,2169773,2023.06.22
41,Never Ending Song,Conan Gray,533,-131,664,66,0,855700,-582700,1438400,645478,2023.06.22
42,What It Is (Block Boy),Doechii & Kodak Black,489,35,454,73,0,1768200,216000,1552200,6653874,2023.06.22
43,Timezone,Olivia Lunny,467,48,419,71,0,287100,58700,228400,4722,2023.06.22
44,Middle Ground,Maroon 5,427,-52,479,96,0,1102800,139700,963100,665628,2023.06.22
45,Area Codes,Kali,418,129,289,27,0,461300,168700,292600,18868271,2023.06.22
46,Attention,Doja Cat,363,360,3,53,0,1099700,1087500,12200,12358808,2023.06.22
47,In The Stars,Benson Boone,292,221,71,33,0,223600,162200,61400,2003157,2023.06.22
48,Princess Diana,Ice Spice,266,31,235,26,0,257900,68500,189400,7477903,2023.06.22
49,Calling (Spider-Man: Across The Spider-Verse),"Metro Boomin, Swae Lee & Nav Feat. A Boogie Wit Da Hoodie",225,180,45,36,0,980100,792100,188000,8632008,2023.06.22
50,Mona Lisa (Spider-Man: Across The Spider-Verse),Dominic Fike,179,168,11,32,0,360300,321500,38800,4400459,2023.06.22
51,Stand By Me,Lil Durk Feat. Morgan Wallen,178,67,111,30,0,339300,121500,217800,10966103,2023.06.22
52,Search & Rescue,Drake,150,-37,187,24,0,121800,-58800,180600,10996874,2023.06.22
53,Sail Away,Lovelytheband,132,-3,135,26,0,263900,52100,211800,387340,2023.06.22
54,People,Libianca,108,-80,188,25,0,418800,-169900,588700,5524463,2023.06.22
55,I Knew You Were Trouble (Taylor's Version),Taylor Swift,101,7,94,36,0,498500,-14900,513400,4808902,2023.06.22
56,Dandelion Eyes,Patrick Martin,101,-19,120,4,0,295800,-9500,305300,19295,2023.06.22
57,ICU,Coco Jones,99,1,98,52,0,174300,7600,166700,4222838,2023.06.22
58,Vulgar,Sam Smith & Madonna,92,34,58,14,0,31300,5500,25800,795350,2023.06.22
59,Hits Different,Taylor Swift,90,14,76,3,0,238300,49300,189000,4878783,2023.06.22
60,Slow,Jackson Wang & Ciara,88,-28,116,10,0,21100,-12500,33600,191772,2023.06.22
61,Here With Me,D4vd,82,24,58,13,0,36500,19800,16700,4530616,2023.06.22
62,That Part,Lauren Spencer Smith,75,-75,150,22,0,41800,-65900,107700,2928584,2023.06.22
63,Makeba,Jain,72,42,30,2,0,5100,5100,0,8033375,2023.06.22
64,Sittin' On Top Of The World,Burna Boy,72,2,70,41,0,308000,27800,280200,1242600,2023.06.22
65,Where She Goes,Bad Bunny,71,25,46,46,0,231500,49300,182200,12564392,2023.06.22
66,I'm Not Dead Yet,Mike Posner,69,16,53,1,0,155700,46400,109300,80535,2023.06.22
67,Mi Amore,Menudo,68,-31,99,45,0,182700,1700,181000,3834,2023.06.22
68,Lost,Linkin Park,67,-23,90,5,0,247000,-53400,300400,1401743,2023.06.22
69,A Symptom Of Being Human,Shinedown,66,-1,67,1,0,353800,-27600,381400,729507,2023.06.22
70,How Do I Say Goodbye,Dean Lewis,66,-2,68,2,0,262100,-3200,265300,3048580,2023.06.22
71,See You Again,"Tyler, The Creator",65,-7,72,2,0,22400,-13100,35500,8992850,2023.06.22
72,Let Go,Central Cee,63,6,57,1,0,142600,10000,132600,666613,2023.06.22
73,AM:PM,Notd,62,28,34,49,0,251400,118100,133300,277978,2023.06.22
74,Padam Padam,Kylie Minogue,61,34,27,5,0,226900,143600,83300,2512446,2023.06.22
75,Good Times Go,Nicky Youre,60,50,10,49,0,138300,134900,3400,270923,2023.06.22
76,Give Me A Kiss,Crash Adams,60,14,46,1,0,0,0,0,207213,2023.06.22
77,Rush,Ayra Starr,60,-2,62,46,0,78200,-7000,85200,2231977,2023.06.22
78,Be My Lover,Hypaton X David Guetta Feat. La Bouche,60,-9,69,15,0,42200,-27400,69600,359400,2023.06.22
79,Bops,Coi Leray,57,14,43,10,0,20100,-1400,21500,701821,2023.06.22
80,Girls Like Me Don'T Cry,Thuy,55,37,18,1,0,398400,280200,118200,1935867,2023.06.22
81,When Love Sucks (Feat. Dido),Jason Derulo,54,-8,62,44,0,206000,-14700,220700,1383789,2023.06.22
82,Boat,Ed Sheeran,54,,,50,0,153900,,,716668,2023.06.22
83,Am I Dreaming,"Metro Boomin, A$ap Rocky & Roisee",53,41,12,23,0,139000,106700,32300,7438904,2023.06.22
84,Eat Your Man (With Nelly Furtado),Dom Dolla,53,-2,55,46,0,141300,3900,137400,749597,2023.06.22
85,Fight The Feeling,Rod Wave,51,5,46,8,0,11600,800,10800,5100686,2023.06.22
86,Unavailable,DaVido,51,-11,62,2,0,3400,3400,0,1290329,2023.06.22
87,WHAT THE HELL ARE WE DYING FOR?,Shawn Mendes,50,28,22,49,0,133700,-9700,143400,933705,2023.06.22
88,Life Goes On,Ed Sheeran,50,,,48,0,138800,,,2403362,2023.06.22
89,Get Off The Wall,Philly Goats,49,13,36,1,0,0,0,0,3065941,2023.06.22
90,Rodeo,Lah Pat Feat. Big Jade,49,1,48,2,0,1200,0,1200,2751636,2023.06.22
91,Hold Me Like A Grudge,Fall Out Boy,48,-16,64,2,0,8000,-350700,358700,385281,2023.06.22
92,Dial Drunk,Noah Kahan,47,46,1,24,0,89900,89100,800,6847247,2023.06.22
93,Pretty Girls Walk,Big Boss Vette,47,-24,71,9,0,38800,-12500,51300,1613589,2023.06.22
94,Put It On Da Floor,Latto,46,29,17,6,0,4400,-10200,14600,14318681,2023.06.22
95,I Know,Kanii,46,0,46,1,0,0,0,0,3661874,2023.06.22
96,If I Were A Fish (Feat. Olivia Barton),Corook,46,-8,54,8,0,35800,-36500,72300,419345,2023.06.22
97,Read Your Mind,Sabrina Carpenter,45,3,42,1,0,92500,-2500,95000,242189,2023.06.22
98,Waves,Big Time Rush,45,0,45,44,0,66000,-900,66900,155608,2023.06.22
99,Ella Baila Sola,Eslabon Armado,44,1,43,2,0,5200,-3800,9000,23819251,2023.06.22
100,Shirt,Sza,41,1,40,16,0,55500,-9200,64700,4073596,2023.06.22
101,I'M In Love With You,The 1975,40,-14,54,1,0,0,0,0,572768,2023.06.22
102,Queencard,(G)i-Dle,39,-2,41,38,0,53700,-4200,57900,4456148,2023.06.22
103,Meltdown,Niall Horan,39,-80,119,1,0,0,-338700,338700,1651552,2023.06.22
104,Feels Good,O.N.E The Duo,38,-2,40,1,0,0,0,0,22694,2023.06.22
105,Collide,Justine Skye,37,-2,39,1,0,0,0,0,2551210,2023.06.22
106,Sleepwalking,All Time Low,37,-33,70,1,0,203600,-74500,278100,278636,2023.06.22
107,Astrologically Illogical,Stephanie Poetri,37,,,37,0,54500,,,22953,2023.06.22
108,Wrapped Around Your Finger,Post Malone,36,2,34,1,0,84000,11900,72100,1466060,2023.06.22
109,Private Landing,Don Toliver,36,-13,49,12,0,11700,2500,9200,2704388,2023.06.22
110,Give It To Me,Henrik,35,1,34,1,0,0,0,0,0,2023.06.22
111,"Hey, Mickey",Baby Tate,35,0,35,1,0,0,0,0,0,2023.06.22
112,Little Girl Gone,Chinchilla,35,-18,53,2,0,9200,-7300,16500,4007845,2023.06.22
113,Call On Me,Bebe Rexha,34,33,1,27,0,127300,124300,3000,820957,2023.06.22
114,It's A Wrap,Mariah Carey,34,1,33,1,0,0,0,0,969815,2023.06.22
115,Blicky,Fresh X Reckless,34,-4,38,1,0,0,0,0,815216,2023.06.22
116,The Show,Steve Aoki & Jj Lin,34,-12,46,34,0,48200,-19700,67900,0,2023.06.22
117,Mine,Kelly Clarkson,33,3,30,23,0,151000,16000,135000,1867597,2023.06.22
118,Those Eyes,New West,33,-2,35,1,0,0,-2200,2200,1915259,2023.06.22
119,I Won't Back Down,Goo Goo Dolls/O.A.R.,30,0,30,1,0,117600,13600,104000,57717,2023.06.22
120,Painting Pictures,Superstar Pride,30,-1,31,1,0,0,0,0,4695767,2023.06.22
121,Home To Another One,Madison Beer,30,-2,32,5,0,28800,14000,14800,1051001,2023.06.22
122,Jackie Brown,Brent Faiyaz,30,-5,35,1,0,0,0,0,3069977,2023.06.22
123,High Heels,Flo Rida & Walker Hayes,30,-18,48,1,0,176700,-94700,271400,627033,2023.06.22
124,Ain't Gonna Answer,Nle Choppa,29,6,23,8,0,24000,9200,14800,1388107,2023.06.22
125,Lemon,Smith,29,6,23,3,0,0,0,0,94608,2023.06.22
126,Take My Name,Parmalee,29,-23,52,2,0,59900,-46400,106300,1821857,2023.06.22
127,I'M That Bitch,BIA,28,-4,32,2,0,49100,-7300,56400,350338,2023.06.22
128,444+222,Lil Uzi Vert,28,-6,34,1,0,0,0,0,231987,2023.06.22
129,Drunk (And I Don'T Wanna Go Home),Elle King & Miranda Lambert,26,4,22,4,0,106600,20100,86500,2906570,2023.06.22
130,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,26,3,23,1,0,0,0,0,778943,2023.06.22
131,Poland,Lil Yachty,26,2,24,1,0,0,0,0,823833,2023.06.22
132,With All My Heart,Illenium & Jvke,26,-1,27,17,0,35100,-14000,49100,0,2023.06.22
133,Infinity,Jaymes Young,25,22,3,20,0,27500,27500,0,1583095,2023.06.22
134,Miami,Lola Audreys Feat. Nile Rodgers,25,6,19,13,0,15700,-7100,22800,0,2023.06.22
135,Oh No,Kreepa,25,3,22,1,0,0,0,0,1795558,2023.06.22
136,Love You Better,Future,25,1,24,1,0,34400,-6000,40400,2592196,2023.06.22
137,Candy Paint,Post Malone,25,-1,26,1,0,241900,28800,213100,1546081,2023.06.22
138,Need A Favor,Jelly Roll,24,1,23,1,0,24900,-2900,27800,11042808,2023.06.22
139,Chill Like That,"Sunday Scaries, Pickuplines",24,-3,27,1,0,0,-300,300,158538,2023.06.22
140,You Make Me Feel (Mighty Real),Adam Lambert X Sigala,24,,,23,0,125600,,,155381,2023.06.22
141,Hallucinate,Dua Lipa,23,4,19,1,0,53000,12200,40800,714246,2023.06.22
142,Moonlight,Kali Uchis,23,-1,24,4,0,33900,-8600,42500,6472332,2023.06.22
143,Love Me Like I Am,for King & Country,22,17,5,15,0,24700,10800,13900,1034160,2023.06.22
144,BEL MERCY,Jengi,22,-5,27,1,0,0,0,0,220256,2023.06.22
145,Self Destruction Mode,Chainsmokers & Bludnymph,22,-16,38,4,0,9900,-5600,15500,757942,2023.06.22
146,Where You Are,John Summit & Hayla,20,8,12,12,0,82200,53100,29100,1894734,2023.06.22
147,Dogtooth,"Tyler, The Creator",20,2,18,5,0,12900,2600,10300,2404792,2023.06.22
148,Angel,Pinkpantheress,19,6,13,1,0,0,-19400,19400,1123071,2023.06.22
149,Jump,P1harmony,18,16,2,8,0,32700,21900,10800,397716,2023.06.22
150,Bye Bye,"Jazzy K, DJ Fluke & G4BBA",18,3,15,13,0,22300,7200,15100,0,2023.06.22
151,Use Me (Brutal Hearts),"Diplo, Sturgill Simpson & Dove Cameron",18,0,18,10,0,15900,4900,11000,499544,2023.06.22
152,Glad U Came,Jason Derulo,18,,,18,0,118400,,,244432,2023.06.22
152,Cheat,Mahlia,18,,,18,0,118400,,,0,2023.06.22
154,Curious,Eric Bellinger,17,,,1,0,0,,,535646,2023.06.22
155,Miss Americana & The Heartbreak Prince,Taylor Swift,16,4,12,2,0,11400,11400,0,2793974,2023.06.22
156,Crossed,Brady,16,,,8,0,11500,,,9622,2023.06.22
157,Peace And Love,Wiz Khalifa,15,1,14,1,0,20000,-13200,33200,58040,2023.06.22
158,I Don'T Miss You,Jp Saxe,15,-50,65,3,0,44100,-134600,178700,188884,2023.06.22
159,Other Side,Illenium,15,,,11,0,19100,,,290503,2023.06.22
160,Show Me,Owenn,14,7,7,1,0,64200,20700,43500,4556,2023.06.22
161,Take Two,BTS,14,2,12,2,0,22100,-11100,33200,3243583,2023.06.22
162,Those Days,Nickelback,14,1,13,1,0,93000,25200,67800,174403,2023.06.22
163,Irrelevant,P!Nk,14,-4,18,1,0,67600,-33100,100700,78212,2023.06.22
164,Ratata,"Skrillex, Missy Elliott, Mr. Oizo",13,3,10,11,0,23000,6700,16300,480303,2023.06.22
165,Finally,Jonas Blue & RANI,13,3,10,10,0,9800,4500,5300,61965,2023.06.22
166,Unbreak My Heart,Jazzy K,13,-1,14,11,0,15200,1000,14200,1532,2023.06.22
167,Sweet Tea,Marquette King,13,-5,18,9,0,18000,1700,16300,1562,2023.06.22
168,Luv Me A Little (Feat. Nina Ne,Illenium,13,-11,24,2,0,22400,-37700,60100,295644,2023.06.22
169,All The King's Men,Heather Cole,13,-13,26,2,0,3600,-700,4300,442,2023.06.22
170,Love Is All Around (2023),Sir Ivan,13,,,7,0,12800,,,0,2023.06.22
171,Love Tonight,Shouse,12,5,7,3,0,13500,13500,0,940441,2023.06.22
172,Push It,Movada & DJ YUKI Feat. Lena Leon,12,2,10,11,0,7100,-3400,10500,0,2023.06.22
173,Wait,Flo Rida,12,0,12,2,0,27200,800,26400,17406,2023.06.22
174,Gentle,Calabasas,12,-3,15,1,0,17400,-5600,23000,0,2023.06.22
175,Black Barbies,Nicki Minaj & Mike Will Made-It,12,,,1,0,0,,,381188,2023.06.22
176,Don't Walk Away,Gino Caporale,11,6,5,8,0,9400,6100,3300,0,2023.06.22
177,Beggin',Chris Lake & Aluna,11,4,7,7,0,31400,9400,22000,752199,2023.06.22
178,Sticky,Drake,11,3,8,7,0,13400,2400,11000,1788838,2023.06.22
179,Walking on a Dream,Empire Of The Sun,11,2,9,2,0,28300,7100,21200,3466190,2023.06.22
180,Orange Afternoon,Astronomers,11,1,10,1,0,53000,9900,43100,51761,2023.06.22
181,Down Under,Luude Feat. Colin Hay,10,9,1,8,0,10600,9400,1200,146231,2023.06.22
182,Annihilate,"Metro Boomin, Swae Lee, Lil Wayne & Offset",10,4,6,2,0,12600,4200,8400,8571144,2023.06.22
183,Self Love,"Metro Boomin, Coi Leray",10,4,6,1,0,14000,5600,8400,7813711,2023.06.22
184,By My Side,Kristine W,10,3,7,8,0,25900,3000,22900,0,2023.06.22
185,Lights Go Down,Bluckther & Able Faces,10,3,7,8,0,20400,10700,9700,0,2023.06.22
186,Free Mind,Tems,10,0,10,4,0,4500,1000,3500,3085959,2023.06.22
187,Ferrari,James Hype Feat. Miggy Dela Rosa,10,-1,11,4,0,4500,-6300,10800,738332,2023.06.22
188,Doja,Central Cee,10,-2,12,7,0,8600,1300,7300,2952559,2023.06.22
189,Beatbox,Spotemgottem,10,,,5,0,2300,,,1814584,2023.06.22
190,Same Friends,Charlieonnafriday,10,,,1,0,8100,,,0,2023.06.22
191,Texas,Jessie Murph & Maren Morris,9,0,9,1,0,0,0,0,2227737,2023.06.22
191,If You Leave Me,Niall Horan,9,0,9,1,0,0,0,0,436555,2023.06.22
191,Lucky,Crash Adams,9,0,9,1,0,0,0,0,51438,2023.06.22
194,Loving You,Cannons,9,-1,10,1,0,5200,-1900,7100,562300,2023.06.22
195,The Show,Niall Horan,9,-67,76,4,0,20600,-330100,350700,1059374,2023.06.22
196,1-800-Got-Stress,Devon Cole,9,,,1,0,0,,,45726,2023.06.22
197,In Da Getto,J Balvin & Skrillex,8,5,3,4,0,17100,14800,2300,1134961,2023.06.22
198,Buss It,Erica Banks,8,2,6,2,0,7100,7100,0,728319,2023.06.22
199,Shy Away,Twenty One Pilots,8,2,6,1,0,0,0,0,305577,2023.06.22
199,Space Girl,Frances Forever,8,2,6,1,0,0,0,0,267280,2023.06.22
199,Your Love (9pm),ATB x Topic x A7S,8,2,6,1,0,0,0,0,402477,2023.06.22
202,F.N.F. (Let's Go),Hitkidd & Glorilla,8,1,7,6,0,3900,-200,4100,1859330,2023.06.22
203,Bad For Me,Meghan Trainor Feat. Teddy Swims,8,1,7,1,0,58700,24900,33800,374947,2023.06.22
204,Shake Sumn,DaBaby,8,0,8,6,0,7600,3900,3700,8068774,2023.06.22
205,Pound Town,Sexyy Red,8,,,6,0,4600,,,5113283,2023.06.22
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.06.22
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.06.29
1,Sure Thing,Miguel,14042,-204,14246,149,0,43591900,-956400,44548300,10551861,2023.06.29
2,Calm Down,Rema & Selena Gomez,13881,-131,14012,151,0,45032400,-990000,46022400,19183197,2023.06.29
3,Karma,Taylor Swift,13607,747,12860,150,0,43518200,1735400,41782800,10690965,2023.06.29
4,Flowers,Miley Cyrus,12391,-433,12824,151,0,40521800,-1465600,41987400,16057778,2023.06.29
5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",11111,-295,11406,149,0,38704000,-1761500,40465500,9032464,2023.06.29
6,Chemical,Post Malone,9303,-523,9826,148,0,26187100,-1582000,27769100,7068902,2023.06.29
7,Last Night,Morgan Wallen,9257,382,8875,148,0,25981500,546800,25434700,30514107,2023.06.29
8,Eyes Closed,Ed Sheeran,8822,138,8684,149,0,23908800,-16500,23925300,4326635,2023.06.29
9,Kill Bill,Sza,8722,-710,9432,148,0,27824200,-923000,28747200,14759413,2023.06.29
10,Dance The Night,Dua Lipa,8093,259,7834,149,0,23649700,294400,23355300,7172475,2023.06.29
11,Die For You,Weeknd,7151,-415,7566,149,0,22984000,-1507300,24491300,11706943,2023.06.29
12,Favorite Song,Toosii,6931,-110,7041,150,0,15820200,-205400,16025600,21512225,2023.06.29
13,Cupid,Fifty Fifty,6523,511,6012,150,0,17653500,2108300,15545200,37505354,2023.06.29
14,Waffle House,Jonas Brothers,6267,63,6204,148,0,18438800,-229300,18668100,3215984,2023.06.29
15,Snooze,Sza,5618,932,4686,146,0,16698300,2950400,13747900,11102473,2023.06.29
16,Jaded,Miley Cyrus,5062,216,4846,148,0,12550400,598300,11952100,3354282,2023.06.29
17,Happy,Nf,4994,204,4790,147,0,10118400,-147700,10266100,3962320,2023.06.29
18,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,4924,172,4752,149,0,13170800,443300,12727500,4067578,2023.06.29
19,Cruel Summer,Taylor Swift,4522,1929,2593,143,0,17389800,5582800,11807000,14713382,2023.06.29
20,Mourning,Post Malone,4107,157,3950,146,0,10089100,100500,9988600,4803514,2023.06.29
21,Trustfall,P!Nk,3679,-76,3755,147,0,8394300,-549400,8943700,2556099,2023.06.29
22,Fast Car,Luke Combs,3663,443,3220,144,0,10017600,1571400,8446200,22551816,2023.06.29
23,All My Life,Lil Durk Feat. J. Cole,3051,859,2192,139,0,6853400,2146000,4707400,19602103,2023.06.29
24,Praising You,Rita Ora,3022,125,2897,146,0,6233700,301700,5932000,542222,2023.06.29
25,Boy's A Liar,Pinkpantheress,2910,-597,3507,138,0,8765700,-812000,9577700,11726518,2023.06.29
26,Void,Melanie Martinez,2755,258,2497,136,0,6824100,1069100,5755000,2103006,2023.06.29
27,Satellite,Harry Styles,2118,177,1941,137,0,4211100,449100,3762000,2313862,2023.06.29
28,Hell N Back,Bakar,2015,160,1855,138,0,3922700,316600,3606100,4286362,2023.06.29
29,What A Night,Flo Rida,1743,142,1601,141,0,3687500,171900,3515600,211765,2023.06.29
30,Jumpin,Pitbull Feat. Lil Jon,1652,-17,1669,136,0,3121400,-99100,3220500,1478667,2023.06.29
31,Popular,"Madonna, Playboi Carti, The Weeknd",1548,105,1443,136,0,2799800,390100,2409700,5438483,2023.06.29
32,I know it won't work,Gracie Abrams,1286,71,1215,116,0,2084400,353500,1730900,493423,2023.06.29
33,Summer Baby,Jonas Brothers,1252,17,1235,127,0,2925500,-35500,2961000,1970736,2023.06.29
34,Runaway,Onerepublic,1227,130,1097,122,0,2578300,383200,2195100,844196,2023.06.29
35,Angel Pt. 1,"Jimin Feat. Kodak Black, Nle Choppa, Jvke & Muni Long",1046,66,980,107,0,2203100,13400,2189700,4287890,2023.06.29
36,Wish You The Best,Lewis Capaldi,948,-310,1258,98,0,2640600,-571900,3212500,2837137,2023.06.29
37,Daylight,David Kushner,886,120,766,77,0,1902400,76600,1825800,16843280,2023.06.29
38,Keep Dat,iCandy,777,81,696,114,0,1010700,251300,759400,5338754,2023.06.29
39,Mona Lisa (Spider-Man: Across The Spider-Verse),Dominic Fike,719,540,179,50,0,1501100,1140800,360300,4332417,2023.06.29
40,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",713,711,2,92,0,2401000,2396400,4600,16933468,2023.06.29
41,Alone,Kim Petras Feat. Nicki Minaj,645,-1062,1707,123,0,1384700,-1803500,3188200,2992262,2023.06.29
42,What It Is (Block Boy),Doechii & Kodak Black,606,117,489,73,0,2096300,328100,1768200,6457636,2023.06.29
43,Miracle,Calvin Harris & Ellie Goulding,582,-34,616,66,0,798800,-41300,840100,1872762,2023.06.29
44,Attention,Doja Cat,579,216,363,62,0,774500,-325200,1099700,7767289,2023.06.29
45,Timezone,Olivia Lunny,546,79,467,76,0,367900,80800,287100,4089,2023.06.29
46,Area Codes,Kali,516,98,418,48,0,624800,163500,461300,16343327,2023.06.29
47,Calling (Spider-Man: Across The Spider-Verse),"Metro Boomin, Swae Lee & Nav Feat. A Boogie Wit Da Hoodie",479,254,225,64,0,1949900,969800,980100,7844950,2023.06.29
48,In The Stars,Benson Boone,424,132,292,66,0,487700,264100,223600,2312466,2023.06.29
49,Never Ending Song,Conan Gray,398,-135,533,98,0,699400,-156300,855700,604140,2023.06.29
50,Middle Ground,Maroon 5,288,-139,427,98,0,926400,-176400,1102800,572527,2023.06.29
51,Princess Diana,Ice Spice,222,-44,266,15,0,230300,-27600,257900,7819520,2023.06.29
52,Here With Me,D4vd,181,99,82,22,0,57400,20900,36500,4354431,2023.06.29
53,Lemon,Smith,180,151,29,45,0,97600,97600,0,72012,2023.06.29
54,Stand By Me,Lil Durk Feat. Morgan Wallen,179,1,178,31,0,314000,-25300,339300,9648294,2023.06.29
55,Hold Me Like A Grudge,Fall Out Boy,148,100,48,66,0,405600,397600,8000,582186,2023.06.29
56,Dandelion Eyes,Patrick Martin,148,47,101,51,0,380800,85000,295800,19033,2023.06.29
57,People,Libianca,142,34,108,26,0,601300,182500,418800,5067428,2023.06.29
58,That Part,Lauren Spencer Smith,121,46,75,22,0,78900,37100,41800,2762426,2023.06.29
59,Makeba,Jain,116,44,72,8,0,54700,49600,5100,23785808,2023.06.29
60,Search & Rescue,Drake,115,-35,150,24,0,103100,-18700,121800,10363245,2023.06.29
61,Sail Away,Lovelytheband,109,-23,132,24,0,214100,-49800,263900,379911,2023.06.29
62,Padam Padam,Kylie Minogue,106,45,61,16,0,262400,35500,226900,2842877,2023.06.29
63,Sittin' On Top Of The World,Burna Boy,102,30,72,49,0,321800,13800,308000,2340976,2023.06.29
64,I Knew You Were Trouble (Taylor's Version),Taylor Swift,97,-4,101,30,0,551000,52500,498500,4071640,2023.06.29
65,Am I Dreaming,"Metro Boomin, A$ap Rocky & Roisee",86,33,53,23,0,173600,34600,139000,6283425,2023.06.29
66,ICU,Coco Jones,80,-19,99,52,0,165100,-9200,174300,4392156,2023.06.29
67,Unavailable,DaVido,73,22,51,1,0,0,-3400,3400,1387137,2023.06.29
68,Where She Goes,Bad Bunny,70,-1,71,41,0,214700,-16800,231500,11248567,2023.06.29
69,See You Again,"Tyler, The Creator",69,4,65,2,0,23800,1400,22400,8368712,2023.06.29
70,Give Me A Kiss,Crash Adams,67,7,60,1,0,0,0,0,187092,2023.06.29
