Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
49,Who We Used To Be,James Blunt,ATLANTIC GROUP,ATLG,20,71,,2,129,111.5,61,2109,2024.02.29
50,Cher Christmas,Cher,Warner Records,WAR,1,51,49,19,127,-5.2,134,140821,2024.02.29
51,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,52,51,76,126,-4.5,132,201279,2024.02.29
52,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,54,45,42,123,-2.4,126,64052,2024.02.29
53,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,36,36,,2,121,-58.3,290,411,2024.02.29
54,Where Am I?,Natalie Jane,CAPITOL MUSIC GROUP,CAP ,54,,,1,115,999.0,4,461,2024.02.29
55,Heaven Knows,PinkPantheress,300 ENTERTAINME,300E,18,50,42,16,114,-15.6,135,6476,2024.02.29
56,Now That I'Ve Been Honest,Maddie Zahm,AWAL,AWAL,29,60,60,4,107,17.6,91,985,2024.02.29
57,The Art Of War,Eddy Mack,,,57,,,1,101,,0,101,2024.02.29
58,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,65,61,11,93,12.0,83,7662,2024.02.29
59,Tension,Kylie Minogue, BMG DISTRIBUTION,BMG,2,67,59,23,85,16.4,73,29214,2024.02.29
60,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,91,,5,82,105.0,40,11225,2024.02.29
61,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,66,40,41,80,-1.2,81,42198,2024.02.29
62,Slut Pop Miami,Kim Petras,REPUBLIC RECORDS,R-RR,26,29,26,3,77,-77.2,338,812,2024.02.29
63,Silence Between Songs,Madison Beer,EPIC,EPIC,7,58,53,24,76,-17.4,92,11003,2024.02.29
64,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,64,64,30,75,-11.8,85,15502,2024.02.29
65,Scared To Go To Sleep,Carobae,,,65,75,,2,72,35.8,53,147,2024.02.29
65,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,70,70,36,72,10.8,65,12050,2024.02.29
67,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,84,61,68,68,54.5,44,85488,2024.02.29
68,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,89,,2,65,58.5,41,2983,2024.02.29
68,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,73,67,8,65,8.3,60,4273,2024.02.29
70,Apple Music Live: Jennifer Lopez,Jennifer Lopez,,,70,99,,2,61,79.4,34,95,2024.02.29
70,Weedkiller,Ashnikko,PARLOPHONE,PRL,6,62,63,27,61,-31.5,89,11442,2024.02.29
72,Patterns On The Window: British Progressive Pop,Patterns On The Window: British Progressive Pop,,,72,,,1,59,,0,59,2024.02.29
73,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,,82,13,56,93.1,29,35425,2024.02.29
73,Ar,Addison Rae,ATLANTIC GROUP,ATLG,13,62,47,6,56,-37.1,89,3820,2024.02.29
75,NOW 86,Various Artists,NOW,NOW ,7,89,82,43,55,34.1,41,18043,2024.02.29
75,Pulse,Benson Boone,Warner Records,WAR,31,69,55,5,55,-17.9,67,1491,2024.02.29
77,Life's A Party Then You'Re Dead,Dolo Tonight,Epitaph,EPI,71,,,1,54,,0,148,2024.02.29
77,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,84,69,75,54,22.7,44,76485,2024.02.29
79,American Dream,Hadas Levy,,,79,94,,2,53,39.5,38,91,2024.02.29
79,Party 'Til The Robots Take Over,Dalia Perez,,,79,,,1,53,,0,53,2024.02.29
81,Live For Me,Omar Apollo,WARNER RECORDS,WAR,12,68,52,13,50,-27.5,69,8014,2024.02.29
82,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,58,,7,49,-46.7,92,21352,2024.02.29
83,The 1st Mini Album - Ep,Ten, INDEPENDENT LABEL SUBMISSION,INDI,30,55,30,3,47,-60.2,118,518,2024.02.29
84,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,81,72,13,46,0.0,46,46379,2024.02.29
85,The Family Business,Jonas Brothers,REPUBLIC RECORDS,R-RR,17,,,1,45,164.7,17,5300,2024.02.29
86,The Songs Of Bacharach & Costello,Elvis Costello & Burt Bacharach,UMe,UME,4,57,,2,44,-57.7,104,9650,2024.02.29
86,The Greatest Christmas Hits,Pentatonix, RCA,RCA ,9,,90,18,44,33.3,33,31608,2024.02.29
88,The Glorification Of Sadness,Paloma Faith,THE ORCHARD,ORCH,35,35,,2,43,-85.5,297,340,2024.02.29
89,Drowning,Jessie Murph,Columbia Records,COL ,16,,,5,42,133.3,18,2967,2024.02.29
89,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,79,57,11,42,-12.5,48,16339,2024.02.29
89,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,99,94,7,42,23.5,34,7243,2024.02.29
92,Messy,Olivia Dean,ISLAND,ISL,42,,,1,41,583.3,6,1300,2024.02.29
93,Jfk Inauguration Hot 100 20th,Various Artists,,,93,,,1,40,,0,48,2024.02.29
93,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,96,76,8,40,14.3,35,7326,2024.02.29
95,Mansionz 2,Mansionz,ISLAND,ISL ,21,21,,2,39,-96.4,1079,1302,2024.02.29
96,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,74,77,35,38,-30.9,55,11625,2024.02.29
97,Lucid Dreams,BoyWithUke,MERCURY / REPUBLIC RECORDS,R-MR,20,78,77,20,36,-28.0,50,3448,2024.02.29
97,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,86,90,17,36,-16.3,43,31413,2024.02.29
97,Mirror,Lauren Spencer-Smith,ISLAND / REPUBLIC RECORDS,R-IS,4,75,66,33,36,-32.1,53,9184,2024.02.29
100,NOW 85,Various Artists,SONY,SONY,4,,,1,35,9.4,32,29411,2024.02.29
100,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,95,,62,35,-2.8,36,20116,2024.02.29
1,1989 (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,2,20,8574,-5.2,9047,2103713,2024.03.07
2,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,4,188,5933,2.3,5799,2356198,2024.03.07
3,Guts,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT,1,5,7,26,5425,14.2,4751,453307,2024.03.07
4,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,3,72,5376,-9.6,5949,2874952,2024.03.07
5,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,6,6,35,4053,0.6,4030,962740,2024.03.07
6,Djesse Vol. 4,Jacob Collier,INTERSCOPE/GEFFEN/A&M,INT ,6,,,1,3186,,0,3186,2024.03.07
7,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,7,10,145,2938,3.0,2853,1108879,2024.03.07
8,Golden (Shine),Jung Kook (Bts),BIGHIT MUSIC/IGA,INT,1,8,8,18,2485,-8.6,2719,327841,2024.03.07
9,2nd Ep 'Get Up',Newjeans,INTERSCOPE/GEFFEN/A&M,INT,1,10,12,33,1736,-11.0,1950,361133,2024.03.07
10,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,12,11,50,1683,-11.9,1910,318002,2024.03.07
11,Snow Angel,Reneé Rapp,UMGRI INTERSCOPE,INT,3,11,15,29,1575,-18.8,1939,47038,2024.03.07
12,This Is Me...Now,Jennifer Lopez, BMG DISTRIBUTION,BMG,1,9,1,4,1520,-42.4,2641,18553,2024.03.07
13,I'Ve Tried Everything But Therapy (Part,Teddy Swims, WARNER Records,WAR,6,13,13,25,1474,-16.2,1760,43201,2024.03.07
14,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,14,14,49,1301,-2.7,1337,285740,2024.03.07
15,Layover,V (Bts),BIG HIT,INT,2,16,17,26,1009,-11.9,1145,202000,2024.03.07
16,Think Later,Tate McRae, RCA,RCA ,5,15,5,13,901,-24.9,1199,19322,2024.03.07
17,NOW 89,Various Artists,NOW,NOW,7,19,19,6,873,-10.0,970,9233,2024.03.07
18,Barbie The Album,Barbie The Album,ATLANTIC GROUP,ATLG,2,18,16,33,837,-19.2,1036,221906,2024.03.07
19,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,17,18,52,823,-27.9,1141,151608,2024.03.07
20,Trolls Band Together (Ori,Various Artists, RCA,RCA ,12,21,23,20,695,1.8,683,30887,2024.03.07
21,Hazbin Hotel (Original Soundtrack),Various Artists,A24 Music,A24,11,20,20,5,669,-19.2,828,6058,2024.03.07
22,The Rise And Fall Of A Midwest Princess,Chappell Roan,ISLAND / REPUBLIC RECORDS,R-IS,12,26,39,25,628,52.4,412,13564,2024.03.07
23,Diamonds,Elton John,ISLAND,ISL,4,24,24,329,573,9.1,525,812160,2024.03.07
24,World Music Radio,Jon Batiste,VERVE,VERV,7,21,25,29,432,-36.7,683,28825,2024.03.07
25,Plum Blossom,Mxmtoon,HOAR,HOAR,25,,,1,428,,0,428,2024.03.07
26,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,23,22,84,393,-34.9,604,35120,2024.03.07
27,Wonka (Original Motion Picture Soundtrac,"Joby Talbot, Neil Hannon, & The Cast Of",WARNER RECORDS,WAR ,16,29,26,13,319,-9.6,353,7628,2024.03.07
28,Trustfall,P!nk, RCA,RCA ,1,32,32,55,310,8.4,286,159474,2024.03.07
29,Wish,Various Artists,DISNEY,DISN,18,36,28,16,297,15.1,258,15666,2024.03.07
30,Perfect Picture,Hannah Diamond,INGROOVES,INGV,30,,,1,284,999.0,1,479,2024.03.07
31,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,34,30,37,280,0.7,278,92108,2024.03.07
32,The Maybe Man,AJR,MERCURY / REPUBLIC RECORDS,R-MR,3,35,36,17,274,-0.4,275,26900,2024.03.07
33,Austin,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,38,33,32,271,18.3,229,77407,2024.03.07
34,NOW 88,Various Artists,NOW,NOW ,12,31,31,19,240,-17.2,290,15321,2024.03.07
35,My 21st Century Blues,Raye,THE ORCHARD,ORCH,12,,,20,235,612.1,33,8665,2024.03.07
36,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,33,34,44,229,-18.8,282,175659,2024.03.07
37,NOW 25th Anniversary Volume 1,Various Artists,NOW,NOW,16,40,38,19,226,4.1,217,12657,2024.03.07
38,Heat,(G)I-DLE,88 Rising,88R,1,30,26,22,213,-27.3,293,52519,2024.03.07
39,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,39,40,42,207,-9.2,228,37288,2024.03.07
40,The Good Riddance Acoustic Shows (Live),Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,4,4,,2,182,-96.6,5350,5537,2024.03.07
41,Heaven Knows,PinkPantheress,300 ENTERTAINME,300E,18,55,50,17,175,53.5,114,6651,2024.03.07
42,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,43,46,39,173,11.6,155,112391,2024.03.07
43,"Evergreens, Celebrating Six Decades on Columbia Records",Barbra Streisand,Columbia Records,COL,8,46,56,19,172,24.6,138,14826,2024.03.07
44,"Desire, I Want To Turn In",Caroline Polachek,THE ORCHARD,ORCH,3,45,41,18,155,10.7,140,26890,2024.03.07
45,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,37,49,54,152,-36.7,240,43013,2024.03.07
46,Autumn Variations,Ed Sheeran,ATLANTIC GROUP,ATLG,1,41,43,23,149,-7.5,161,64394,2024.03.07
47,Something To Give Each Other,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,1,41,42,21,147,-8.7,161,28473,2024.03.07
48,Dear Insanity...,DPR IAN,THE ORCHARD,ORCH,7,44,53,22,139,-6.1,148,12318,2024.03.07
49,Mean Girls,"Reneé Rapp, Auli'I Cravalho",INTERSCOPE/GEFFEN/A&M,INT,15,28,83,8,138,-64.2,385,1838,2024.03.07
50,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,48,47,70,134,0.0,134,70191,2024.03.07
51,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,52,54,43,131,6.5,123,64183,2024.03.07
52,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,51,52,77,126,0.0,126,201405,2024.03.07
53,Now 87,Various Artists,NOW,NOW,7,46,45,31,116,-15.9,138,21836,2024.03.07
54,Out Of The Blue,Brynn Cartelli,NEW ELEKTRA,NELK,54,,,1,115,,0,115,2024.03.07
55,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,58,65,12,114,22.6,93,7776,2024.03.07
56,Cher Christmas,Cher,Warner Records,WAR,1,50,51,20,113,-11.0,127,140934,2024.03.07
57,Now That I'Ve Been Honest,Maddie Zahm,AWAL,AWAL,29,56,60,5,112,4.7,107,1097,2024.03.07
58,Tension,Kylie Minogue, BMG DISTRIBUTION,BMG,2,59,67,24,110,27.9,86,29325,2024.03.07
59,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,64,64,31,106,41.3,75,15608,2024.03.07
60,Re:View,Melissa Manchester,VIRGIN MUSIC,VCMG,25,25,,2,102,-77.8,460,562,2024.03.07
61,Stephen Sondheim's Old Friends: A Celeb,Stephen Sondheim,,,61,,,1,91,405.6,18,910,2024.03.07
62,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,36,53,36,3,90,-25.6,121,501,2024.03.07
62,Silence Between Songs,Madison Beer,EPIC,EPIC,7,63,58,25,90,18.4,76,11093,2024.03.07
64,The Original Hits,"Steve Lawrence, Eydie Gormé",REAL GONE MUSIC LLC,RGM,64,,,1,88,,0,88,2024.03.07
65,Blind,Iann Dior,,,65,,,1,87,,0,87,2024.03.07
66,Sondheim In The City (Cd),Melissa Errico & Stephen Sondheim,CNCO,CNCO,43,,43,2,76,137.5,32,291,2024.03.07
67,The Art Of War,Eddy Mack,,,57,57,,2,73,-27.7,101,174,2024.03.07
68,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,61,66,42,70,-12.5,80,42268,2024.03.07
68,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,68,89,3,70,7.7,65,3053,2024.03.07
70,Soft Rock,"Thy Slaughter,A. G. Cook,Easyfun",,,61,,,1,69,999.0,2,254,2024.03.07
71,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,68,73,9,65,0.0,65,4338,2024.03.07
72,Venus,Zara Larsson,EPIC,EPIC,19,27,48,4,64,-83.9,397,1458,2024.03.07
73,Gypsy Bells: Columbia Recordings 1967,Lou Christie,ACE,ACE,73,,,1,63,,0,63,2024.03.07
74,Pulse,Benson Boone,Warner Records,WAR,31,75,69,6,61,10.9,55,1552,2024.03.07
75,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,65,70,37,60,-16.7,72,12110,2024.03.07
76,Beyond,Lucy Thomas,THE ORCHARD,ORCH,33,,77,4,59,118.5,27,782,2024.03.07
76,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,67,84,69,59,-13.2,68,85547,2024.03.07
78,5SOS5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,77,84,76,54,0.0,54,76539,2024.03.07
79,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,84,81,14,53,15.2,46,46432,2024.03.07
80,Live For Me,Omar Apollo,WARNER RECORDS,WAR,12,81,68,14,52,4.0,50,8066,2024.03.07
81,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,97,86,18,51,41.7,36,31464,2024.03.07
82,NOW 86,Various Artists,NOW,NOW ,7,75,89,44,47,-14.5,55,18090,2024.03.07
82,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,73,,14,47,-16.1,56,35472,2024.03.07
84,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,60,91,6,46,-43.9,82,11271,2024.03.07
84,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,89,79,12,46,9.5,42,16385,2024.03.07
86,Weedkiller,Ashnikko,PARLOPHONE,PRL,6,70,62,28,44,-27.9,61,11486,2024.03.07
87,Lucid Dreams,BoyWithUke,MERCURY / REPUBLIC RECORDS,R-MR,20,97,78,21,42,16.7,36,3490,2024.03.07
88,Stellaria,Chelsea Cutler,MERCURY / REPUBLIC RECORDS,R-MR,12,,,1,40,66.7,24,3640,2024.03.07
89,The Glorification Of Sadness,Paloma Faith,THE ORCHARD,ORCH,35,88,35,3,39,-9.3,43,379,2024.03.07
89,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,,81,57,39,14.7,34,33636,2024.03.07
89,Drowning,Jessie Murph,Columbia Records,COL ,16,89,,6,39,-7.1,42,3006,2024.03.07
92,My 21st Century Symphony (Live At The Royal Albert Hall),Raye,THE ORCHARD,ORCH,92,,,1,38,322.2,9,843,2024.03.07
93,Just Because,Claire Rosinkranz,REPUBLIC RECORDS,R-RR,28,,,1,37,208.3,12,1587,2024.03.07
93,Who We Used To Be,James Blunt,ATLANTIC GROUP,ATLG,20,49,71,3,37,-71.3,129,2146,2024.03.07
93,Messy,Olivia Dean,ISLAND,ISL,42,92,,2,37,-9.8,41,1337,2024.03.07
96,Slut Pop Miami,Kim Petras,REPUBLIC RECORDS,R-RR,26,62,29,4,36,-53.2,77,848,2024.03.07
96,Ar,Addison Rae,ATLANTIC GROUP,ATLG,13,73,62,7,36,-35.7,56,3856,2024.03.07
96,The Greatest Christmas Hits,Pentatonix, RCA,RCA ,9,86,,19,36,-18.2,44,31644,2024.03.07
99,Matteo,Matteo Bocelli,CAPITOL MUSIC GROUP,CAP ,14,,79,22,35,2.9,34,6117,2024.03.07
100,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,100,95,63,34,-2.9,35,20150,2024.03.07
100,The Loveliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,9,,91,24,34,0.0,34,9361,2024.03.07
1,Eternal Sunshine,Ariana Grande,REPUBLIC RECORDS,R-RR,1,,,1,77254,999.0,5,77259,2024.03.14
2,1989 (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,21,8769,2.3,8574,2112482,2024.03.14
3,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,3,189,6151,3.7,5933,2362349,2024.03.14
4,Guts,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT,1,3,5,27,5459,0.6,5425,458766,2024.03.14
5,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,4,2,73,5324,-1.0,5376,2880276,2024.03.14
6,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,6,36,4019,-0.8,4053,966759,2024.03.14
7,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,7,7,146,3053,3.9,2938,1111932,2024.03.14
8,Golden (Shine),Jung Kook (Bts),BIGHIT MUSIC/IGA,INT,1,8,8,19,2357,-5.2,2485,330198,2024.03.14
9,A Hometown Odyssey,Livingston, INDEPENDENT LABEL SUBMISSION,INDI,9,,,1,2064,,0,2064,2024.03.14
10,2nd Ep 'Get Up',Newjeans,INTERSCOPE/GEFFEN/A&M,INT,1,9,10,34,1834,5.6,1736,362967,2024.03.14
11,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,10,12,51,1689,0.4,1683,319691,2024.03.14
12,Barbie The Album,Barbie The Album,ATLANTIC GROUP,ATLG,2,18,18,34,1475,76.2,837,223381,2024.03.14
13,Snow Angel,Reneé Rapp,UMGRI INTERSCOPE,INT,3,11,11,30,1457,-7.5,1575,48495,2024.03.14
14,I'Ve Tried Everything But Therapy (Part,Teddy Swims, WARNER Records,WAR,6,13,13,26,1428,-3.1,1474,44629,2024.03.14
15,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,14,14,50,1247,-4.2,1301,286987,2024.03.14
16,This Is Me...Now,Jennifer Lopez, BMG DISTRIBUTION,BMG,1,12,9,5,1033,-32.0,1520,19586,2024.03.14
17,Djesse Vol. 4,Jacob Collier,INTERSCOPE/GEFFEN/A&M,INT ,6,6,,2,941,-70.5,3186,4127,2024.03.14
18,Think Later,Tate McRae, RCA,RCA ,5,16,15,14,819,-9.1,901,20141,2024.03.14
19,NOW 89,Various Artists,NOW,NOW,7,17,19,7,768,-12.0,873,10001,2024.03.14
20,The Rise And Fall Of A Midwest Princess,Chappell Roan,ISLAND / REPUBLIC RECORDS,R-IS,12,22,26,26,739,17.7,628,14303,2024.03.14
21,Layover,V (Bts),BIG HIT,INT,2,15,16,27,719,-28.7,1009,202719,2024.03.14
22,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,19,17,53,652,-20.8,823,152260,2024.03.14
23,Trolls Band Together (Ori,Various Artists, RCA,RCA ,12,20,21,21,605,-12.9,695,31492,2024.03.14
24,Diamonds,Elton John,ISLAND,ISL,4,23,24,330,552,-3.7,573,812712,2024.03.14
25,Hazbin Hotel (Original Soundtrack),Various Artists,A24 Music,A24,11,21,20,6,548,-18.1,669,6606,2024.03.14
26,Wonka (Original Motion Picture Soundtrac,"Joby Talbot, Neil Hannon, & The Cast Of",WARNER RECORDS,WAR ,16,27,29,14,464,45.5,319,8092,2024.03.14
27,Austin,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,33,38,33,425,56.8,271,77832,2024.03.14
28,Everything I Thought It Was (Box Set 1),Justin Timberlake, RCA,RCA,28,,,1,424,,0,424,2024.03.14
29,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,26,23,85,413,5.1,393,35533,2024.03.14
30,Wish,Various Artists,DISNEY,DISN,18,29,36,17,355,19.5,297,16021,2024.03.14
31,Heaven Knows,PinkPantheress,300 ENTERTAINME,300E,18,41,55,18,294,68.0,175,6945,2024.03.14
32,The Maybe Man,AJR,MERCURY / REPUBLIC RECORDS,R-MR,3,32,35,18,292,6.6,274,27192,2024.03.14
33,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,59,64,32,284,167.9,106,15892,2024.03.14
34,Trustfall,P!nk, RCA,RCA ,1,28,32,56,283,-8.7,310,159757,2024.03.14
35,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,31,34,38,246,-12.1,280,92354,2024.03.14
36,World Music Radio,Jon Batiste,VERVE,VERV,7,24,21,30,234,-45.8,432,29059,2024.03.14
37,Glorious - The Ultimate Collection,Bananarama,LONDON RECORDS,LN2,37,,,1,215,999.0,1,220,2024.03.14
38,NOW 88,Various Artists,NOW,NOW ,12,34,31,20,197,-17.9,240,15518,2024.03.14
39,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,36,33,45,194,-15.3,229,175853,2024.03.14
40,Heat,(G)I-DLE,88 Rising,88R,1,38,30,23,190,-10.8,213,52709,2024.03.14
41,"Desire, I Want To Turn In",Caroline Polachek,THE ORCHARD,ORCH,3,44,45,19,170,9.7,155,27060,2024.03.14
41,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,39,39,43,170,-17.9,207,37458,2024.03.14
43,My 21st Century Blues,Raye,THE ORCHARD,ORCH,12,35,,21,168,-28.5,235,8833,2024.03.14
44,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,50,48,71,166,23.9,134,70357,2024.03.14
45,NOW 25th Anniversary Volume 1,Various Artists,NOW,NOW,16,37,40,20,163,-27.9,226,12820,2024.03.14
46,Something To Give Each Other,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,1,47,41,22,155,5.4,147,28628,2024.03.14
47,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,42,43,40,152,-12.1,173,112543,2024.03.14
48,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,45,37,55,144,-5.3,152,43157,2024.03.14
49,Mean Girls,"Reneé Rapp, Auli'I Cravalho",INTERSCOPE/GEFFEN/A&M,INT,15,49,28,9,136,-1.4,138,1974,2024.03.14
50,"Evergreens, Celebrating Six Decades on Columbia Records",Barbra Streisand,Columbia Records,COL,8,43,46,20,134,-22.1,172,14960,2024.03.14
51,The Good Riddance Acoustic Shows (Live),Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,4,40,4,3,127,-30.2,182,5664,2024.03.14
52,Dear Insanity...,DPR IAN,THE ORCHARD,ORCH,7,48,44,23,111,-20.1,139,12429,2024.03.14
53,Autumn Variations,Ed Sheeran,ATLANTIC GROUP,ATLG,1,46,41,24,106,-28.9,149,64500,2024.03.14
54,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,51,52,44,103,-21.4,131,64286,2024.03.14
54,Now 87,Various Artists,NOW,NOW,7,53,46,32,103,-11.2,116,21939,2024.03.14
56,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,55,58,13,96,-15.8,114,7872,2024.03.14
57,Cher Christmas,Cher,Warner Records,WAR,1,56,50,21,90,-20.4,113,141024,2024.03.14
58,Silence Between Songs,Madison Beer,EPIC,EPIC,7,62,63,26,87,-3.3,90,11180,2024.03.14
59,The Original Hits,"Steve Lawrence, Eydie Gormé",REAL GONE MUSIC LLC,RGM,59,64,,2,81,-8.0,88,169,2024.03.14
60,Facing The Past,Justin Parker,,,60,,,1,78,169.0,29,107,2024.03.14
61,Daydream,Candie Dehaven,,,61,,,1,76,153.3,30,106,2024.03.14
62,Tension,Kylie Minogue, BMG DISTRIBUTION,BMG,2,58,59,25,74,-32.7,110,29399,2024.03.14
63,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,76,67,70,71,20.3,59,85618,2024.03.14
64,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,68,61,43,65,-7.1,70,42333,2024.03.14
65,The Greatest Christmas Hits,Pentatonix, RCA,RCA ,9,96,86,20,63,75.0,36,31707,2024.03.14
66,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,84,60,7,61,32.6,46,11332,2024.03.14
67,Matteo,Matteo Bocelli,CAPITOL MUSIC GROUP,CAP ,14,99,,23,60,71.4,35,6177,2024.03.14
68,Pulse,Benson Boone,Warner Records,WAR,31,74,75,7,58,-4.9,61,1610,2024.03.14
68,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,36,62,53,4,58,-35.6,90,559,2024.03.14
70,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,68,68,4,57,-18.6,70,3110,2024.03.14
71,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,79,84,15,56,5.7,53,46488,2024.03.14
72,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,71,68,10,55,-15.4,65,4393,2024.03.14
73,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,,96,36,54,63.6,33,11712,2024.03.14
74,Live For Me,Omar Apollo,WARNER RECORDS,WAR,12,80,81,15,52,0.0,52,8118,2024.03.14
