Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
1,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,1,35,11228,-34.4,17125,2414524,2023.06.22
2,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,35,56,17,10267,999.0,300,21784,2023.06.22
3,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,3,151,7529,5.8,7115,1944075,2023.06.22
4,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,1,,2,6806,-90.0,68128,74934,2023.06.22
5,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,4,6,13,5005,-1.6,5086,188838,2023.06.22
6,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,6,7,12,4660,18.8,3923,190415,2023.06.22
7,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,5,4,7,3194,-28.0,4439,129941,2023.06.22
8,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,7,5,5,2346,-31.7,3435,24277,2023.06.22
9,Harry's House,Harry Styles,Columbia Records,COL ,1,8,8,58,2278,-0.0,2279,862239,2023.06.22
10,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,11,11,108,1793,20.2,1492,965507,2023.06.22
11,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,10,9,15,1709,8.6,1573,109160,2023.06.22
12,Diamonds,Elton John,ISLAND,ISL,4,14,14,292,1323,14.9,1151,777820,2023.06.22
13,Special,Lizzo,ATLANTIC GROUP,ATLG,1,15,20,49,1244,8.8,1143,146978,2023.06.22
14,Trustfall,P!nk, RCA,RCA ,1,12,13,18,1209,-9.7,1339,125820,2023.06.22
15,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,22,31,44,1062,100.8,529,60572,2023.06.22
16,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,13,10,6,1007,-22.8,1304,44462,2023.06.22
17,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,17,16,5,927,-1.2,938,25001,2023.06.22
18,Rita Wilson Now & Forever: Duets,Rita Wilson,THE ORCHARD,ORCH,18,,,1,828,999.0,22,2621,2023.06.22
19,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,19,20,34,31,798,38.3,577,12012,2023.06.22
20,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,16,18,33,764,-32.4,1131,55077,2023.06.22
21,NOW 86,Various Artists,NOW,NOW ,7,18,15,7,727,-20.4,913,11123,2023.06.22
22,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,,,1,649,999.0,29,20991,2023.06.22
23,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,19,21,40,602,-16.5,721,188109,2023.06.22
24,NOW 85,Various Artists,SONY,SONY,4,25,25,20,449,-2.8,462,25835,2023.06.22
25,Planet Her,Doja Cat, RCA,RCA ,2,23,32,103,429,-8.5,469,132319,2023.06.22
26,"PARANOÏA, ANGELS, TRUE LOVE",Christine And The Queens,BECAUSE MUSIC SAS,BECU,9,9,,2,399,-75.2,1611,2010,2023.06.22
27,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,26,28,52,395,-13.6,457,104739,2023.06.22
28,NOW Proud,Various Artists,NOW,NOW ,18,29,22,7,372,-11.0,418,4586,2023.06.22
29,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,30,30,55,364,-1.9,371,74864,2023.06.22
30,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,42,48,66,341,53.6,222,57699,2023.06.22
31,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,37,41,63,340,22.7,277,79137,2023.06.22
32,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,32,36,32,326,-6.9,350,77846,2023.06.22
33,Coco Moon,Owl City, INDEPENDENT LABEL SUBMISSION,INDI,16,94,,2,290,778.8,33,1697,2023.06.22
34,Drift Back,Phillip Phillips, INDEPENDENT LABEL SUBMISSION,INDI,34,39,,2,286,19.7,239,525,2023.06.22
35,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,27,23,4,276,-39.1,453,3494,2023.06.22
36,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,23,43,3,273,-41.8,469,975,2023.06.22
37,Ivory,Omar Apollo,Warner Records,WAR,3,38,33,29,258,4.0,248,20395,2023.06.22
38,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,33,50,39,250,-23.1,325,69108,2023.06.22
39,Love Letters,Persia White,,,39,,,1,234,,0,234,2023.06.22
40,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,45,37,4,221,8.3,204,1424,2023.06.22
41,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,8,31,29,5,216,-40.2,361,6070,2023.06.22
42,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,45,39,40,198,-2.9,204,32091,2023.06.22
43,Everything I Know About Love,Laufey,,AWAL,9,36,46,15,187,-35.3,289,11347,2023.06.22
44,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,39,45,17,174,-27.2,239,18503,2023.06.22
45,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,51,47,32,173,20.1,144,16767,2023.06.22
45,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,43,35,6,173,-19.2,214,3559,2023.06.22
45,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,41,40,8,173,-27.0,237,8290,2023.06.22
48,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,44,38,21,156,-25.4,209,29390,2023.06.22
49,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,47,42,7,141,-18.0,172,6271,2023.06.22
50,The Songs Of Bacharach & Costello,Elvis Costello & Burt Bacharach,ISLAND,ISL ,4,57,61,16,136,17.2,116,7785,2023.06.22
51,Time,Simply Red,INTERNATIONAL R,IRI,21,21,,3,132,-75.3,534,902,2023.06.22
52,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,52,55,21,122,-6.9,131,13289,2023.06.22
53,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,54,51,35,113,-7.4,122,43903,2023.06.22
54,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,58,65,37,111,-1.8,113,26326,2023.06.22
55,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,60,69,35,107,0.9,106,26552,2023.06.22
56,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,66,,2,103,18.4,87,4455,2023.06.22
56,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,49,62,49,103,-39.8,171,24907,2023.06.22
58,Last Man Dancing,Jake Shears, MUTE,MTE ,12,28,12,3,100,-77.6,446,1878,2023.06.22
59,Bebe,Bebe Rexha,WARNER RECORDS,WAR ,11,53,52,8,99,-23.8,130,3874,2023.06.22
60,Higher Than Heaven,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,6,50,53,11,93,-44.0,166,8158,2023.06.22
61,Now 84,Various Artists,NOW,NOW ,8,61,59,34,88,-14.6,103,25676,2023.06.22
61,Higher,Michael Buble,WARNER RECORDS,WAR ,1,64,64,65,88,-5.4,93,70901,2023.06.22
63,Hana,Sophie Ellis-Bextor,COOKING VINYL,CKVL,26,47,26,3,87,-49.4,172,738,2023.06.22
64,Decades Of Love,Ernie Haase & Signature Sound, SONY MUSIC ENTERTAINMENT INC.,SMEI,35,,,1,83,999.0,3,3232,2023.06.22
65,NOW Decade 2000s,Various Artists,NOW,NOW ,9,75,80,59,82,43.9,57,30239,2023.06.22
66,Euphoria Season 2 Official Score,Labrinth,Columbia Records,COL ,21,77,87,27,81,55.8,52,9078,2023.06.22
67,Tough Love,Teddy Swims, WARNER Records,WAR ,5,,,1,78,169.0,29,12948,2023.06.22
68,Ben,Macklemore,BENDO LLC,BN3 ,1,59,72,16,75,-33.0,112,19962,2023.06.22
68,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,82,78,29,75,53.1,49,9297,2023.06.22
70,I Used To Think I Could Fly,Tate McRae, RCA,RCA ,5,83,81,23,71,47.9,48,9749,2023.06.22
70,+11 Hours,Conor Maynard,,,62,62,,2,71,-29.7,101,172,2023.06.22
72,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,70,67,23,69,-2.8,71,2169,2023.06.22
73,Hold The Girl,Rina Sawayama,DIRTY HIT,DRHI,4,54,58,41,67,-45.1,122,14606,2023.06.22
74,Magic Man,Jackson Wang,88 Rising (Invisible),88RM,1,73,70,41,65,8.3,60,36068,2023.06.22
75,NOW 83,Various Artists,SBME,SBME,5,79,83,46,63,26.0,50,23436,2023.06.22
76,My 21st Century Blues,Raye,THE ORCHARD,ORCH,12,63,75,20,61,-35.1,94,6006,2023.06.22
77,Here Comes Ricky Nelson 1957-1,Ricky Nelson,,,77,,,1,57,,0,57,2023.06.22
78,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,,,1,55,111.5,26,4253,2023.06.22
79,My Mind Wanders And Sometimes Leaves Com,Lola Young,CAPITOL MUSIC GROUP,CAP ,34,,63,3,54,100.0,27,505,2023.06.22
79,Zombies 3,"Cast - Zombies, Disney",DISNEY,DISN,11,72,74,49,54,-21.7,69,14773,2023.06.22
81,Dirt Femme,Tove Lo,MTHEORY,MTY ,7,54,76,36,53,-56.6,122,13483,2023.06.22
81,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,67,17,3,53,-35.4,82,1195,2023.06.22
83,The Gods We Can Touch,AURORA,GLASSNOTE,GLSN,11,79,95,59,50,0.0,50,13468,2023.06.22
84,Pulse,Benson Boone,Warner Records,WAR,31,90,,5,49,32.4,37,542,2023.06.22
85,Panorama,Hayley Kiyoko,ATLANTIC GROUP,ATLG,18,76,57,14,46,-16.4,55,5349,2023.06.22
86,The Hardest Part,Noah Cyrus,Columbia Records,COL,21,94,84,22,45,36.4,33,4657,2023.06.22
86,NOW 82,Various Artists,NOW,NOW,2,,94,56,45,55.2,29,31596,2023.06.22
88,The Joy Of Music,Ben Rector, INDEPENDENT LABEL SUBMISSION,INDI,4,,99,2,42,100.0,21,10058,2023.06.22
88,So Far So Good,Chainsmokers,Columbia Records,COL ,13,97,,2,42,40.0,30,6297,2023.06.22
90,Born For This Moment,Chicago, BMG DISTRIBUTION,BMG,5,93,,2,41,17.1,35,13319,2023.06.22
91,All 4 Nothing,Lauv,CAPITOL MUSIC GROUP,CAP,3,83,65,44,40,-16.7,48,14524,2023.06.22
91,Gabriel,Keshi,ISLAND,ISL ,2,86,81,62,40,-14.9,47,25944,2023.06.22
91,Bedroom Walls,November Ultra,REPUBLIC RECORDS,R-RR,68,,68,2,40,233.3,12,597,2023.06.22
91,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,77,71,11,40,-23.1,52,3649,2023.06.22
95,Bridges,Calum Scott,CAPITOL MUSIC GROUP,CAP ,13,97,97,8,39,30.0,30,7208,2023.06.22
96,Drowning,Jessie Murph,Columbia Records,COL ,16,,,1,38,31.0,29,1392,2023.06.22
96,Pep,Lights,FUELED BY RAMEN,FUER,9,,,1,38,81.0,21,10972,2023.06.22
98,NOW Pride,Various Artists,NOW,NOW ,10,71,73,57,37,-47.1,70,15093,2023.06.22
98,California Cowboy,Forrest Frank,,,98,,,1,37,,0,37,2023.06.22
98,Familia,Camila Cabello,EPIC,EPIC,2,83,89,63,37,-22.9,48,30596,2023.06.22
1,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,,,1,43097,999.0,7,43103,2023.06.29
2,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,2,36,10787,-3.9,11228,2425311,2023.06.29
3,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,3,152,7824,3.9,7529,1951899,2023.06.29
4,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,,,1,4445,,0,4445,2023.06.29
5,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,,,1,4295,,0,4295,2023.06.29
6,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,6,6,13,3957,-15.1,4660,194372,2023.06.29
7,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,5,4,14,3913,-21.8,5006,192751,2023.06.29
8,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,4,1,3,3725,-45.3,6806,78659,2023.06.29
9,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,,,1,3310,999.0,14,3325,2023.06.29
10,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,7,5,8,2669,-16.5,3197,132610,2023.06.29
11,Harry's House,Harry Styles,Columbia Records,COL ,1,9,8,59,2124,-6.8,2278,864363,2023.06.29
12,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,8,7,6,1870,-20.3,2346,26147,2023.06.29
13,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,10,11,109,1686,-6.0,1794,967193,2023.06.29
14,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,11,10,16,1464,-14.4,1710,110624,2023.06.29
15,Grease: Rise Of The Pink Ladies Soundtrack,Soundtrack,CAPITOL RECORDS,CAP,15,,,1,1277,999.0,1,1278,2023.06.29
16,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,2,35,18,1186,-88.4,10268,22970,2023.06.29
17,Trustfall,P!nk, RCA,RCA ,1,14,12,19,1084,-10.3,1209,126904,2023.06.29
18,Diamonds,Elton John,ISLAND,ISL,4,12,14,293,1023,-22.7,1323,778843,2023.06.29
19,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,16,13,7,850,-15.6,1007,45312,2023.06.29
20,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,15,22,45,810,-23.7,1062,61382,2023.06.29
21,Special,Lizzo,ATLANTIC GROUP,ATLG,1,13,15,50,797,-35.9,1244,147775,2023.06.29
22,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,17,17,6,743,-19.8,927,25744,2023.06.29
23,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,20,16,34,723,-5.4,764,55800,2023.06.29
24,Yacht On The Rocks,Straight No Chaser,ARTS MUSIC,AMSC,24,,,1,696,,0,696,2023.06.29
25,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,23,19,41,654,8.6,602,188763,2023.06.29
26,NOW 86,Various Artists,NOW,NOW ,7,21,18,8,628,-13.6,727,11751,2023.06.29
27,Lost In Translation,Valley,CAPITOL MUSIC GROUP,CAP ,27,,,1,588,,0,588,2023.06.29
28,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,19,19,20,32,490,-38.6,798,12502,2023.06.29
29,Planet Her,Doja Cat, RCA,RCA ,2,25,23,104,457,6.5,429,132776,2023.06.29
30,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,27,26,53,438,10.9,395,105177,2023.06.29
31,When Everything Went Dark,Bishop Briggs,Arista,ARIS,31,,,1,423,,0,423,2023.06.29
32,NOW 85,Various Artists,SONY,SONY,4,24,25,21,388,-13.6,449,26223,2023.06.29
33,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,8,41,31,6,356,64.8,216,6426,2023.06.29
34,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,32,32,33,333,2.1,326,78179,2023.06.29
35,NOW Proud,Various Artists,NOW,NOW ,18,28,29,8,297,-20.2,372,4883,2023.06.29
36,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,29,30,56,290,-20.3,364,75154,2023.06.29
37,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,31,37,64,287,-15.6,340,79424,2023.06.29
38,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,36,23,4,268,-1.8,273,1243,2023.06.29
39,Everything I Know About Love,Laufey,,AWAL,9,43,36,16,229,22.5,187,11576,2023.06.29
40,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,30,42,67,216,-36.7,341,57915,2023.06.29
41,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,44,39,18,212,21.8,174,18715,2023.06.29
42,Hold The Girl,Rina Sawayama,DIRTY HIT,DRHI,4,73,54,42,199,197.0,67,14805,2023.06.29
43,"PARANOÏA, ANGELS, TRUE LOVE",Christine And The Queens,BECAUSE MUSIC SAS,BECU,9,26,9,3,198,-50.4,399,2208,2023.06.29
43,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,49,47,8,198,40.4,141,6469,2023.06.29
45,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,81,67,4,196,269.8,53,1391,2023.06.29
46,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,38,33,40,186,-25.6,250,69294,2023.06.29
47,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,45,41,9,185,6.9,173,8475,2023.06.29
48,Live At The Bon Soir,Barbra Streisand,, COL,3,,65,33,184,999.0,14,5721,2023.06.29
49,Higher,Michael Buble,WARNER RECORDS,WAR ,1,61,64,66,179,103.4,88,71080,2023.06.29
50,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,54,58,38,178,60.4,111,26504,2023.06.29
51,Ivory,Omar Apollo,Warner Records,WAR,3,37,38,30,170,-34.1,258,20565,2023.06.29
52,Grease: Rise Of The Pink Ladies,Cast Of Grease: Rise Of The Pink La,CAPITOL RECORDS,CAP,52,,74,3,169,550.0,26,375,2023.06.29
53,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,22,,2,168,-74.1,649,21159,2023.06.29
54,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,45,43,7,165,-4.6,173,3724,2023.06.29
55,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,35,27,5,160,-42.0,276,3654,2023.06.29
56,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,42,45,41,152,-23.2,198,32243,2023.06.29
57,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,48,44,22,151,-3.2,156,29541,2023.06.29
58,Last Man Dancing,Jake Shears, MUTE,MTE ,12,58,28,4,132,32.0,100,2010,2023.06.29
59,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,56,49,50,131,27.2,103,25038,2023.06.29
60,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,55,60,36,127,18.7,107,26679,2023.06.29
60,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,45,51,33,127,-26.6,173,16894,2023.06.29
62,Coco Moon,Owl City, INDEPENDENT LABEL SUBMISSION,INDI,16,33,94,3,126,-56.6,290,1823,2023.06.29
63,Magic Man,Jackson Wang,88 Rising (Invisible),88RM,1,74,73,42,122,87.7,65,36190,2023.06.29
64,Rita Wilson Now & Forever: Duets,Rita Wilson,THE ORCHARD,ORCH,18,18,,2,117,-85.9,828,2738,2023.06.29
65,Till Next Time,Nic D & Connor Price,,,65,,,1,112,,0,112,2023.06.29
66,Higher Than Heaven,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,6,60,50,12,107,15.1,93,8265,2023.06.29
67,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,52,52,22,106,-13.1,122,13395,2023.06.29
68,Tough Love,Teddy Swims, WARNER Records,WAR ,5,67,,2,103,32.1,78,13051,2023.06.29
68,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,53,54,36,103,-8.8,113,44006,2023.06.29
70,Time,Simply Red,INTERNATIONAL R,IRI,21,51,21,4,96,-27.3,132,998,2023.06.29
71,Bebe,Bebe Rexha,WARNER RECORDS,WAR ,11,59,53,9,92,-7.1,99,3966,2023.06.29
72,Ballerina - Ep,Ava Kolker,,,72,,,1,86,,0,86,2023.06.29
73,Ben,Macklemore,BENDO LLC,BN3 ,1,68,59,17,85,13.3,75,20047,2023.06.29
74,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,56,66,3,84,-18.4,103,4539,2023.06.29
75,I Used To Think I Could Fly,Tate McRae, RCA,RCA ,5,70,83,24,82,15.5,71,9831,2023.06.29
76,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,72,70,24,81,17.4,69,2250,2023.06.29
77,Now 84,Various Artists,NOW,NOW ,8,61,61,35,80,-9.1,88,25756,2023.06.29
78,Pulse,Benson Boone,Warner Records,WAR,31,84,90,6,78,59.2,49,620,2023.06.29
79,Lalalalovesongs,Jason Mraz,ATLANTIC GROUP,ATLG,14,,97,2,76,347.1,17,7712,2023.06.29
80,Kellyoke - Ep,Kelly Clarkson,ATLANTIC GROUP,ATLG,8,,,1,75,435.7,14,8030,2023.06.29
81,Decades Of Love,Ernie Haase & Signature Sound, SONY MUSIC ENTERTAINMENT INC.,SMEI,35,64,,2,69,-16.9,83,3301,2023.06.29
82,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,40,45,5,68,-69.2,221,1492,2023.06.29
83,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,91,77,12,64,60.0,40,3713,2023.06.29
83,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,78,,2,64,16.4,55,4317,2023.06.29
85,NOW 83,Various Artists,SBME,SBME,5,75,79,47,63,0.0,63,23499,2023.06.29
86,NOW Decade 2000s,Various Artists,NOW,NOW ,9,65,75,60,62,-24.4,82,30301,2023.06.29
87,Drift Back,Phillip Phillips, INDEPENDENT LABEL SUBMISSION,INDI,34,34,39,3,61,-78.7,286,586,2023.06.29
88,The Gods We Can Touch,AURORA,GLASSNOTE,GLSN,11,83,79,60,56,12.0,50,13524,2023.06.29
88,The Hardest Part,Noah Cyrus,Columbia Records,COL,21,86,94,23,56,24.4,45,4713,2023.06.29
90,Fantasy Gateway,Cuco,INTERSCOPE/GEFFEN/A&M,INT ,15,,,1,55,57.1,35,6310,2023.06.29
91,My 21st Century Blues,Raye,THE ORCHARD,ORCH,12,76,63,21,54,-11.5,61,6060,2023.06.29
92,Hana,Sophie Ellis-Bextor,COOKING VINYL,CKVL,26,63,47,4,52,-40.2,87,790,2023.06.29
93,Euphoria Season 2 Official Score,Labrinth,Columbia Records,COL ,21,66,77,28,51,-37.0,81,9129,2023.06.29
93,My Mind Wanders And Sometimes Leaves Com,Lola Young,CAPITOL MUSIC GROUP,CAP ,34,79,,4,51,-5.6,54,556,2023.06.29
95,Zombies 3,"Cast - Zombies, Disney",DISNEY,DISN,11,79,72,50,49,-9.3,54,14822,2023.06.29
96,Dirt Femme,Tove Lo,MTHEORY,MTY ,7,81,54,37,46,-13.2,53,13529,2023.06.29
97,Bridges,Calum Scott,CAPITOL MUSIC GROUP,CAP ,13,95,97,9,45,15.4,39,7253,2023.06.29
98,Love Letters,Persia White,,,39,39,,2,44,-81.2,234,278,2023.06.29
99,folklore: the long pond studio sessions,Taylor Swift,REPUBLIC RECORDS,R-RR,1,,,1,43,,0,76175,2023.06.29
100,The Songs Of Bacharach & Costello,Elvis Costello & Burt Bacharach,ISLAND,ISL ,4,50,57,17,42,-69.1,136,7827,2023.06.29
100,Drowning,Jessie Murph,Columbia Records,COL ,16,96,,2,42,10.5,38,1434,2023.06.29
1,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,1,37,11734,8.8,10787,2437045,2023.07.06
2,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,3,153,8686,11.0,7824,1960585,2023.07.06
3,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,3,33,41,7,7613,999.0,356,14039,2023.07.06
4,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,1,,2,6925,-83.9,43097,50028,2023.07.06
5,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,6,6,14,4242,7.2,3957,198614,2023.07.06
6,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,7,5,15,3695,-5.6,3913,196446,2023.07.06
7,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,10,7,9,3402,27.5,2669,136012,2023.07.06
8,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,8,4,4,2990,-19.7,3725,81649,2023.07.06
9,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,20,15,46,2788,242.9,813,64173,2023.07.06
10,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,13,10,110,2585,53.3,1686,969778,2023.07.06
11,Harry's House,Harry Styles,Columbia Records,COL ,1,11,9,60,2066,-2.7,2124,866429,2023.07.06
12,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,12,8,7,1861,-0.5,1870,28008,2023.07.06
13,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,14,11,17,1368,-6.6,1464,111992,2023.07.06
14,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,16,2,19,1240,4.6,1186,24210,2023.07.06
15,Trustfall,P!nk, RCA,RCA ,1,17,14,20,1094,0.9,1084,127998,2023.07.06
16,Diamonds,Elton John,ISLAND,ISL,4,18,12,294,1048,2.4,1023,779891,2023.07.06
17,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,22,17,7,878,18.2,743,26622,2023.07.06
18,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,9,,2,823,-75.1,3310,4148,2023.07.06
19,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,19,16,8,818,-3.8,850,46130,2023.07.06
20,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,25,23,42,703,7.5,654,189466,2023.07.06
21,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,5,,2,689,-84.0,4295,4984,2023.07.06
22,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,23,20,35,645,-10.8,723,56445,2023.07.06
23,NOW 86,Various Artists,NOW,NOW ,7,26,21,9,624,-0.6,628,12375,2023.07.06
24,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,4,,2,551,-87.6,4445,4996,2023.07.06
25,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,45,81,5,525,167.9,196,1916,2023.07.06
26,Special,Lizzo,ATLANTIC GROUP,ATLG,1,21,13,51,511,-35.9,797,148286,2023.07.06
27,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,30,27,54,458,4.6,438,105635,2023.07.06
28,Planet Her,Doja Cat, RCA,RCA ,2,29,25,105,375,-17.9,457,133151,2023.07.06
