Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
29,I Never Liked You,Future,EPIC,EPIC,1,32,27,62,210,51.1,139,32085,2023.07.06
30,Saved & Surrendered,Bryann T,,,30,,,1,201,,0,201,2023.07.06
31,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,31,24,47,197,35.9,145,43982,2023.07.06
32,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,20,9,3,185,-41.6,317,1357,2023.07.06
33,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,29,14,3,179,17.0,153,1256,2023.07.06
34,Maps,Billy Woods,THE ORCHARD,ORCH,2,33,20,9,172,24.6,138,7670,2023.07.06
35,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,24,19,37,160,-32.5,237,16952,2023.07.06
36,Vinyl Days,Logic,DEF JAM,DEFJ,1,47,47,55,141,50.0,94,25071,2023.07.06
37,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,,,2,140,900.0,14,3099,2023.07.06
38,Protea,KOTA The Friend,,,38,,,1,138,,0,138,2023.07.06
39,Almost Healed,Lil Durk,Alamo Records,ALAM,2,51,39,6,132,55.3,85,2848,2023.07.06
40,Been One,Rylo Rodriguez,GLASS WINDOW ENTERTAINMENT,4PF,40,,,1,129,,0,129,2023.07.06
41,Spaceships On The Blade,Larry June,Empire,EMPR,3,45,49,21,125,31.6,95,7785,2023.07.06
42,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,37,52,38,124,7.8,115,5848,2023.07.06
43,Directors Cut 4,"Ransom, Nicholas Craven",,,43,,,1,117,,0,117,2023.07.06
44,Heaven Over Hollywood,"Only For The Fans, Hi-Rez",,,44,,,1,116,,0,116,2023.07.06
45,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,6,47,34,37,115,22.3,94,8621,2023.07.06
46,Sls: Sounds Like Summer,Juhovah,,,46,,,1,114,,0,114,2023.07.06
46,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,58,37,18,114,56.2,73,3938,2023.07.06
48,Jack In The Box,J-hope,BIG HIT,INT,1,67,73,4,106,86.0,57,23708,2023.07.06
49,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,35,61,48,104,-10.3,116,49160,2023.07.06
50,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,51,46,21,102,20.0,85,13585,2023.07.06
51,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,66,33,27,96,65.5,58,5615,2023.07.06
52,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,67,55,63,94,64.9,57,38602,2023.07.06
53,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,41,48,15,93,-8.8,102,6210,2023.07.06
54,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,55,45,38,90,11.1,81,13810,2023.07.06
55,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,9,,59,5,88,363.2,19,7716,2023.07.06
56,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,28,32,12,85,-52.8,180,8596,2023.07.06
57,Trendsetter,Coi Leray,REPUBLIC RECORDS,R-RR,27,85,,2,82,105.0,40,1658,2023.07.06
58,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,2,50,59,60,79,-12.2,90,16622,2023.07.06
59,Sremm 4 Life,Rae Sremmurd,INTERSCOPE/GEFFEN/A&M,INT ,2,69,42,9,78,39.3,56,8881,2023.07.06
60,Big Jersey 3,Arsonal Da Rebel,,,60,,,1,77,,0,77,2023.07.06
60,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,56,31,5,77,1.3,76,2822,2023.07.06
62,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,60,40,9,76,10.1,69,4549,2023.07.06
63,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,62,53,35,73,14.1,64,18695,2023.07.06
64,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,7,72,43,39,72,44.0,50,8128,2023.07.06
64,Freddie's Inferno,Freddie Dredd, RCA,RCA ,26,26,,2,72,-67.0,218,617,2023.07.06
66,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,42,71,14,71,-27.6,98,4411,2023.07.06
67,Fish Don'T Climb Trees,Chester Watson, INDEPENDENT LABEL SUBMISSION,INDI,67,,,1,70,,0,70,2023.07.06
68,Woh The Weeping Weirdo,Insane Clown Posse,PSO ,PSO ,68,,,1,68,,0,68,2023.07.06
68,Hard Trap Sample,Jermation,,,34,,,1,68,,0,497,2023.07.06
68,Ánh Mắt,Polande,,,68,,,2,68,,0,112,2023.07.06
71,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,77,55,26,62,29.2,48,6628,2023.07.06
71,Heavenonearth,Heavenonearth,,,71,,,1,62,,0,62,2023.07.06
71,Ben,Macklemore,BENDO LLC,BN3 ,1,51,54,18,62,-27.1,85,20109,2023.07.06
74,Naujour,TOOSII,CAPITOL RECORDS,CAP,12,70,61,5,61,19.6,51,798,2023.07.06
75,Won'T He Do It,Conway The Machine,Empire,EMPR,8,,,7,57,307.1,14,1556,2023.07.06
76,The Drive In Theater Part 2,Curren$y,,,37,62,73,4,55,-14.1,64,859,2023.07.06
77,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,39,30,30,54,-51.4,111,12413,2023.07.06
78,From A Birds Eye View,Cordae,ATLANTIC GROUP,ATLG,2,85,,15,52,30.0,40,4467,2023.07.06
78,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,42,40,173,52,-46.9,98,70524,2023.07.06
80,Red & White - Ep,Lil Uzi Vert,ATLANTIC GROUP,ATLG,20,,,1,51,264.3,14,1507,2023.07.06
81,Multiverse,Wiz Khalifa, INDEPENDENT LABEL SUBMISSION,INDI,81,,,1,50,,0,50,2023.07.06
82,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,59,36,7,49,-31.9,72,1764,2023.07.06
82,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,80,64,10,49,11.4,44,2817,2023.07.06
82,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,27,,8,49,-73.9,188,2248,2023.07.06
85,Goldilocks X,Tommy Genesis,THE ORCHARD,ORCH,29,,,1,48,999.0,4,574,2023.07.06
86,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,,92,58,46,91.7,24,18095,2023.07.06
87,Ghetto Gods,EarthGang,INTERSCOPE/GEFFEN/A&M,INT,14,,78,3,45,999.0,4,3707,2023.07.06
87,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,65,70,31,45,-25.0,60,25458,2023.07.06
89,More About Nothing,Wale, INDEPENDENT LABEL SUBMISSION,INDI,27,,76,22,44,76.0,25,2208,2023.07.06
90,Pocket Kings,Lenny Cooper And Kingery,,,90,,,1,43,,0,43,2023.07.06
90,Doobie,Doobie,BLAC NOIZE!,BNOZ,90,,,1,43,999.0,2,77,2023.07.06
90,Till Next Time,Nic D & Connor Price,,,38,38,,2,43,-61.6,112,155,2023.07.06
93,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,3,57,87,7,42,-44.0,75,5841,2023.07.06
93,2 Sides To Every Story,Teflon,,,93,,,1,42,,0,42,2023.07.06
95,Red Summer,Ot The Real,THE ORCHARD,ORCH,95,,,1,41,,0,41,2023.07.06
95,Nothing’s Ever Good (EP)/I’m Gone,Iann Dior,"TENTHOUSAND PROJECTS, LLC",10K,27,,82,2,41,173.3,15,715,2023.07.06
97,Long Live Pif,"Pif, Don Trip",Amazing Entertainment  LLC. / Connect Music,NOMG,97,,,1,40,,0,40,2023.07.06
98,Toxic Chocolate,Kali,ATLANTIC GROUP,ATLG,78,,,1,37,311.1,9,294,2023.07.06
99,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,35,39,35,5,36,-67.6,111,383,2023.07.06
100,Bin Reaper 3: New Testament,BabyTron,Empire,EMPR,7,23,,2,35,-86.5,259,1388,2023.07.06
1,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,2,2,13,2488,-0.7,2505,204993,2023.07.13
2,S*X M*Ney Dr*Gs,Lucki,Empire,EMPR,2,,,1,2064,,0,2064,2023.07.13
3,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,1,,2,1321,-88.5,11447,12768,2023.07.13
4,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,,72,31,1304,999.0,25,12821,2023.07.13
5,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,4,5,32,1036,-9.3,1142,48739,2023.07.13
6,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,5,9,61,909,-13.0,1045,254256,2023.07.13
7,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,7,8,269,899,9.8,819,199939,2023.07.13
8,Hope,NF,NF REAL MUSIC,NFRM,1,10,12,14,582,0.5,579,101047,2023.07.13
9,Hollywood's Bleeding,Post Malone,REPUBLIC RECORDS,R-RR,2,12,14,199,539,-2.5,553,568038,2023.07.13
10,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,3,91,4,533,-63.5,1461,15844,2023.07.13
11,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,,,1,532,999.0,9,1998,2023.07.13
12,No Thank You,Little Simz, AWAL,AWAL,5,8,10,4,489,-18.4,599,4193,2023.07.13
13,College Park,Logic, BMG DISTRIBUTION,BMG ,1,25,6,21,480,105.1,234,16712,2023.07.13
14,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,9,16,42,452,-22.9,586,61497,2023.07.13
15,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,3,21,3,22,442,27.0,348,3964,2023.07.13
16,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,15,19,36,431,0.0,431,32770,2023.07.13
17,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,16,22,30,377,-10.9,423,31837,2023.07.13
18,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,14,17,49,355,-18.6,436,26750,2023.07.13
19,MICHAEL,Killer Mike,LOMA VISTA,LVR,2,11,7,4,349,-38.3,566,5606,2023.07.13
20,Malcolm In The Middle,Fatt Macc,,,20,,,1,303,,0,303,2023.07.13
21,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,17,15,6,274,-30.8,396,6228,2023.07.13
22,Conway The Machine Presents: D,Conway The Machine,Empire,EMPR,22,,,1,251,,0,251,2023.07.13
23,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,6,1,3,244,-76.0,1017,9788,2023.07.13
24,2000,Joey Bada$$,Columbia Records,COL ,4,20,18,14,205,-44.7,371,10748,2023.07.13
25,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,31,31,48,184,-6.6,197,44166,2023.07.13
26,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,19,21,23,177,-54.7,391,9432,2023.07.13
27,Dreams Don'T Have Deadlines,Yb,,,27,,,1,160,,0,160,2023.07.13
28,I Never Liked You,Future,EPIC,EPIC,1,29,32,63,156,-25.7,210,32249,2023.07.13
29,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,27,25,23,154,-31.9,226,13585,2023.07.13
30,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,33,29,4,149,-16.8,179,1405,2023.07.13
31,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,13,13,3,146,-71.9,519,1204,2023.07.13
32,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,26,30,62,142,-38.3,230,38057,2023.07.13
33,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,49,35,49,132,26.9,104,49292,2023.07.13
34,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,32,20,4,130,-29.7,185,1487,2023.07.13
35,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,50,51,22,125,22.5,102,13710,2023.07.13
36,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,7,64,72,40,105,45.8,72,8233,2023.07.13
37,Almost Healed,Lil Durk,Alamo Records,ALAM,2,39,51,7,104,-21.2,132,2952,2023.07.13
38,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,62,60,10,100,31.6,76,4649,2023.07.13
39,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,56,28,13,98,15.3,85,8694,2023.07.13
40,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,46,58,19,94,-17.5,114,4032,2023.07.13
41,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,35,24,38,93,-41.9,160,17045,2023.07.13
42,Vinyl Days,Logic,DEF JAM,DEFJ,1,36,47,56,90,-36.2,141,25161,2023.07.13
43,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,63,62,36,83,13.7,73,18778,2023.07.13
44,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,2,58,50,61,82,3.8,79,16704,2023.07.13
45,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,54,55,39,78,-13.3,90,13888,2023.07.13
45,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,4,28,4,3,78,-64.5,220,1648,2023.07.13
45,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,52,67,64,78,-17.0,94,38680,2023.07.13
48,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,77,39,31,76,40.7,54,12489,2023.07.13
49,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,6,45,47,38,71,-38.3,115,8692,2023.07.13
49,Flawless Like Me,Lucki,Empire,EMPR,16,,85,12,71,108.8,34,1881,2023.07.13
49,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,6,24,35,41,71,-69.8,235,12270,2023.07.13
52,Maps,Billy Woods,THE ORCHARD,ORCH,2,34,33,10,69,-59.9,172,7739,2023.07.13
52,Directors Cut 4,"Ransom, Nicholas Craven",,,43,43,,2,69,-41.0,117,186,2023.07.13
54,God's Carpenter,"Stu Bangas, Chino Xl",,,54,,,1,65,,0,65,2023.07.13
55,Saved & Surrendered,Bryann T,,,30,30,,2,61,-69.7,201,262,2023.07.13
56,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,35,99,39,6,60,66.7,36,444,2023.07.13
56,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,78,42,174,60,15.4,52,70584,2023.07.13
58,Scaring The Hoes: Dlc Pack - Ep,"Jpegmafia, Danny Brown",,,58,,,1,59,,0,59,2023.07.13
58,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,86,,59,59,28.3,46,18154,2023.07.13
58,Trendsetter,Coi Leray,REPUBLIC RECORDS,R-RR,27,57,85,3,59,-28.0,82,1728,2023.07.13
61,Here 2 Stay,DD Osama,Alamo Records,ALAM,61,,,1,58,,0,67,2023.07.13
61,Vices,Curren$y & Harry Fraud,THE ORCHARD,ORCH,22,22,,2,58,-82.4,329,387,2023.07.13
63,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,66,42,15,56,-21.1,71,4467,2023.07.13
64,Magadonia,Forgiato Blow,,,64,,,1,54,,0,54,2023.07.13
64,God Did,DJ Khaled,EPIC,EPIC,2,,,2,54,350.0,12,15932,2023.07.13
66,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,71,77,27,53,-14.5,62,6681,2023.07.13
67,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,10,,98,3,52,100.0,26,4106,2023.07.13
68,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,87,65,32,51,13.3,45,25509,2023.07.13
69,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,18,18,,2,50,-87.2,392,444,2023.07.13
70,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,51,66,28,49,-49.0,96,5664,2023.07.13
70,Tia Sáng,Stronger Pure,,,70,,,1,49,276.9,13,163,2023.07.13
72,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,60,56,6,48,-37.7,77,2870,2023.07.13
73,Purgatory,Esham,,,73,,,1,47,,0,47,2023.07.13
73,"Never Broke Again Presents: Green Flag Activity, Vol. 2",Never Broke Again,MOTOWN/QUALITY CONTROL,MOT,73,,,1,47,,0,47,2023.07.13
73,Hard Trap Sample,Jermation,,,34,68,,2,47,-30.9,68,544,2023.07.13
76,Woh The Weeping Weirdo,Insane Clown Posse,PSO ,PSO ,68,68,,2,46,-32.4,68,114,2023.07.13
76,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,53,41,16,46,-50.5,93,6256,2023.07.13
78,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,,92,12,43,59.3,27,1448,2023.07.13
79,Multiverse,Wiz Khalifa,ATLANTIC GROUP,ATLG,15,,,1,41,-19.6,51,1178,2023.07.13
80,The Drive In Theater Part 2,Curren$y,,,37,76,62,5,40,-27.3,55,899,2023.07.13
81,Jack In The Box,J-hope,BIG HIT,INT,1,48,67,5,39,-63.2,106,23747,2023.07.13
81,Flying High,Alchemist, EMPIRE DISTRIBUTION,EMPI,23,23,,2,39,-83.8,240,279,2023.07.13
81,Federal Indictment,Philthy Rich,,,81,,,1,39,,0,39,2023.07.13
84,Spaceships On The Blade,Larry June,Empire,EMPR,3,41,45,22,38,-69.6,125,7823,2023.07.13
84,Been One,Rylo Rodriguez,GLASS WINDOW ENTERTAINMENT,4PF,40,40,,2,38,-70.5,129,167,2023.07.13
84,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,42,37,39,38,-69.4,124,5886,2023.07.13
87,Ánh Mắt,Polande,,,68,68,,3,37,-45.6,68,149,2023.07.13
87,Till Next Time,Nic D & Connor Price,,,38,90,38,3,37,-14.0,43,192,2023.07.13
87,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,82,59,8,37,-24.5,49,1801,2023.07.13
90,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,9,55,,6,36,-59.1,88,7759,2023.07.13
90,Dear Hater You Lost,Troy Ave,,,90,,,1,36,,0,36,2023.07.13
92,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,16,,,3,35,59.1,22,480,2023.07.13
93,Still (Five & A F*** You),GRIP,INTERSCOPE/GEFFEN/A&M,INT ,93,,,1,34,,0,34,2023.07.13
93,Trên Lối Về,Lid,,,93,,,1,34,100.0,17,150,2023.07.13
95,Newzboy: The Lone Wolf - Ep,Duce Banx,,,95,,,1,33,,0,33,2023.07.13
96,NOW 2000s Hip Hop,Various Artists,NOW,NOW,1,,,1,32,68.4,19,34366,2023.07.13
96,Still Workin & Winnin: The Promise,Yusha Assad,,,96,,,1,32,,0,32,2023.07.13
96,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,82,80,11,32,-34.7,49,2849,2023.07.13
99,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,37,,3,31,-77.9,140,3130,2023.07.13
99,Only Built For Infinity Links,Quavo & Takeoff,"QUALITY CONTROL MUSIC, LLC",QCM,5,,95,18,31,-8.8,34,6329,2023.07.13
99,Ruff Draft: Dilla's Mix (2023 Re-Issue),J Dilla (Jay Dee),,,99,,,1,31,999.0,1,228,2023.07.13
99,Las Ruinas,Rico Nasty,ARTIST PARTNER GROUP,APG1,15,,89,6,31,47.6,21,1005,2023.07.13
99,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,41,,99,7,31,121.4,14,970,2023.07.13
1,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,1,2,14,2525,1.5,2488,207518,2023.07.20
2,Grandson,King Von,Empire,EMPR,2,,,1,1786,,0,1786,2023.07.20
3,Blue Gene's,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,3,,,1,1339,,0,1339,2023.07.20
4,College Park,Logic, BMG DISTRIBUTION,BMG ,1,13,25,22,1201,149.7,481,17913,2023.07.20
5,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,5,4,33,1029,-0.7,1036,49768,2023.07.20
6,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,6,5,62,956,5.1,910,255212,2023.07.20
7,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,7,7,270,834,-7.2,899,200773,2023.07.20
8,Hollywood's Bleeding,Post Malone,REPUBLIC RECORDS,R-RR,2,9,12,200,753,39.7,539,568791,2023.07.20
9,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,9,,,1,714,999.0,28,3375,2023.07.20
10,Hope,NF,NF REAL MUSIC,NFRM,1,8,10,15,669,14.9,582,101716,2023.07.20
11,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,4,,32,598,-54.1,1304,13419,2023.07.20
12,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,14,9,43,562,24.3,452,62059,2023.07.20
13,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,11,,2,521,-2.4,534,2519,2023.07.20
14,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,10,3,5,491,-8.7,538,16335,2023.07.20
15,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,18,14,50,478,34.3,356,27228,2023.07.20
16,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,17,16,31,466,23.6,377,32303,2023.07.20
17,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,3,15,21,23,419,-5.4,443,4383,2023.07.20
18,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,3,1,3,418,-68.8,1340,13186,2023.07.20
19,Fortune Favors The Bold,Dave East,DEF JAM RECORDINGS,DEF ,19,,,1,416,,0,416,2023.07.20
20,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,16,15,37,352,-18.5,432,33122,2023.07.20
21,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,26,19,24,347,96.0,177,9779,2023.07.20
22,No Thank You,Little Simz, AWAL,AWAL,5,12,8,5,337,-31.4,491,4530,2023.07.20
23,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,41,35,39,323,247.3,93,17368,2023.07.20
24,2000,Joey Bada$$,Columbia Records,COL ,4,24,20,15,253,22.8,206,11001,2023.07.20
25,222,Lil Tjay,Columbia Records,COL ,25,,,1,243,,0,243,2023.07.20
26,MICHAEL,Killer Mike,LOMA VISTA,LVR,2,19,11,5,205,-41.3,349,5811,2023.07.20
27,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,21,17,7,195,-28.8,274,6423,2023.07.20
28,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,32,26,63,192,35.2,142,38249,2023.07.20
29,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,30,33,5,174,16.8,149,1579,2023.07.20
30,Maybe It's Me...,DDG,EPIC,EPIC,30,,,1,172,,0,172,2023.07.20
30,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,25,31,49,172,-6.5,184,44338,2023.07.20
32,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,84,42,40,165,334.2,38,6051,2023.07.20
33,Vinyl Days,Logic,DEF JAM,DEFJ,1,42,36,57,148,64.4,90,25309,2023.07.20
34,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,23,6,4,145,-40.6,244,9933,2023.07.20
35,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,6,49,24,42,142,100.0,71,12412,2023.07.20
36,Maps,Billy Woods,THE ORCHARD,ORCH,2,52,34,11,140,102.9,69,7879,2023.07.20
37,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,33,49,50,136,3.0,132,49428,2023.07.20
38,Everybody Good?,Black Milk,,,38,,,1,133,,0,133,2023.07.20
39,I Never Liked You,Future,EPIC,EPIC,1,28,29,64,130,-16.7,156,32379,2023.07.20
40,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,38,62,11,126,26.0,100,4775,2023.07.20
41,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,29,27,24,122,-20.8,154,13707,2023.07.20
42,Spaceships On The Blade,Larry June,Empire,EMPR,3,84,41,23,120,215.8,38,7943,2023.07.20
42,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,40,46,20,120,27.7,94,4152,2023.07.20
44,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,31,13,4,114,-21.9,146,1318,2023.07.20
45,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,76,53,17,110,134.0,47,6366,2023.07.20
46,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,56,78,175,107,78.3,60,70691,2023.07.20
47,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,34,32,5,104,-20.0,130,1591,2023.07.20
48,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,6,49,45,39,103,43.1,72,8795,2023.07.20
49,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,45,52,65,97,24.4,78,38777,2023.07.20
50,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,2,44,58,62,88,7.3,82,16792,2023.07.20
51,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,35,50,23,83,-33.6,125,13793,2023.07.20
52,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,4,45,28,4,82,3.8,79,1730,2023.07.20
53,Flawless Like Me,Lucki,Empire,EMPR,16,49,,13,79,11.3,71,1960,2023.07.20
54,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,39,56,14,74,-24.5,98,8768,2023.07.20
55,Black Elvis 2,Kool Keith,MMGZ,MMGZ,23,,,3,73,386.7,15,491,2023.07.20
56,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,3,,93,8,72,166.7,27,5940,2023.07.20
57,Lofi Chilling Way,Polande,,,57,,,1,71,999.0,3,94,2023.07.20
58,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,70,51,29,69,40.8,49,5733,2023.07.20
59,Ben,Macklemore,BENDO LLC,BN3 ,1,,71,19,67,116.1,31,20208,2023.07.20
