US_Chart - Pop On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
149,Hips Don't Lie,Shakira Feat. Wyclef Jean,EPIC,EPIC,28,131,140,419,2691921,-1.3,2728746,2419954,271967,43750791,1027577257,2024.04.25
150,drivers license,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,103,85,172,2672039,-11.1,3007293,2419223,252816,54068880,1207219483,2024.04.25
151,Rolling In The Deep,Adele,Columbia Records,COL ,30,145,125,353,2664430,1.3,2630349,2342690,321740,46413346,1014827171,2024.04.25
152,Cold Heart,Elton John & Dua Lipa,INTERSCOPE/GEFFEN/A&M,INT ,5,112,118,141,2663047,-8.5,2911210,2465046,198001,48100765,704677772,2024.04.25
153,High Hopes,Panic! At The Disco,FUELED BY RAMEN,FUER,105,152,126,73,2632995,1.2,2601541,2438259,194736,43661544,1318087133,2024.04.25
154,Favorite,Isabel Larosa, RCA,RCA,97,162,150,4,2622674,4.1,2520567,2440191,182483,10606390,10606390,2024.04.25
155,Easy On Me,Adele,SONY/COLUMBIA,COL,1,151,145,133,2615409,0.5,2602117,2307513,307896,50108305,905143440,2024.04.25
156,When The Party's Over,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,120,105,282,2613146,-7.5,2826143,2465016,148130,49048784,1361155082,2024.04.25
157,Chemical,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,3,141,136,54,2610340,-2.0,2663714,2431823,178517,51246619,270099773,2024.04.25
158,Say Yes To Heaven,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,14,119,176,49,2607992,-7.7,2826285,2436502,171490,46379296,176833396,2024.04.25
159,Diamonds,Rihanna,DEF JAM RECORDINGS,DEF ,13,132,128,269,2592968,-4.5,2715339,2006742,586226,57034899,956444629,2024.04.25
160,California Dreamin',The Mamas & The Papas,INTERSCOPE/GEFFEN/A&M,INT ,41,144,185,47,2551173,-4.0,2658293,2156280,394893,48351249,572164980,2024.04.25
161,Happier Than Ever,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,2,136,141,143,2548959,-5.0,2683705,2363692,185267,51437733,901959717,2024.04.25
162,Unstoppable,Sia, RCA,RCA,5,171,163,126,2536946,2.8,2467047,2212636,324310,78605155,1106106908,2024.04.25
163,Toxic,Britney Spears, RCA,RCA,52,148,142,284,2516584,-3.5,2607683,2320743,195841,43192184,906491424,2024.04.25
164,Dancing Queen,ABBA,CAPITOL MUSIC GROUP,CAP ,21,143,137,139,2512251,-5.5,2659354,2248225,264026,43878843,758024786,2024.04.25
165,Bad Habits,Ed Sheeran,ATLANTIC GROUP,ATLG,4,150,166,147,2506198,-3.7,2602160,2279537,226661,45044615,872129891,2024.04.25
166,Tik Tok,Ke$ha, RCA,RCA,62,140,152,169,2502377,-6.2,2668245,2363487,138890,39567706,792761645,2024.04.25
167,Give Me Everything,"Pitbull Feat. Ne-Yo, Afrojack & Nayer", RCA,RCA,146,168,161,12,2498092,0.6,2483413,2336301,161791,38476339,598217985,2024.04.25
168,Shallow,Lady Gaga & Bradley Cooper,INTERSCOPE/GEFFEN/A&M,INT ,2,147,148,286,2495762,-4.8,2621356,2128755,367007,44055110,1349926936,2024.04.25
169,Let The World Burn,Chris Grey,,,169,,,1,2495445,64.3,1518568,2236454,258991,4621508,4621508,2024.04.25
170,Stay,Rihanna Feat. Mikky Ekko,DEF JAM RECORDINGS,DEF ,25,153,154,408,2487681,-4.3,2599995,2207828,279853,47108407,999579843,2024.04.25
171,Baby,Justin Bieber Feat. Ludacris,DEF JAM RECORDINGS,DEF ,39,158,156,328,2484604,-2.9,2558429,2098721,385883,49237581,975549937,2024.04.25
172,Someone Like You,Adele,Universal Music Enterprises,UME ,22,170,0,435,2479448,0.4,2469972,2188829,290619,46618449,1250549235,2024.04.25
173,Unholy,Sam Smith & Kim Petras,CAPITOL RECORDS,CAP,1,138,124,84,2478110,-7.5,2678571,2173279,304831,53281003,924428844,2024.04.25
174,favorite crime,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,8,133,119,124,2462333,-8.9,2703519,2381777,80556,46501508,552334701,2024.04.25
175,STARSHIPS,Nicki Minaj,CASH MONEY,R-CM,71,161,162,70,2447053,-3.4,2532169,2312298,134755,43046413,698059642,2024.04.25
176,Standing Next To You,Jung Kook,INTERSCOPE/GEFFEN/A&M,INT ,7,155,129,25,2434533,-5.7,2580701,2182635,251898,69414659,128063309,2024.04.25
177,I'm Still Standing,Elton John,ISLAND,ISL ,110,156,144,71,2426213,-5.8,2574312,2181390,244823,41174553,459693766,2024.04.25
178,Thinking Out Loud,Ed Sheeran,NEW ELEKTRA,NELK,17,149,0,434,2416823,-7.2,2604380,2107678,309145,48095718,1971842015,2024.04.25
179,Can't Feel My Face,Weeknd,REPUBLIC RECORDS,R-RR,6,139,146,324,2408407,-10.0,2676345,2239622,168785,46396718,1300307895,2024.04.25
180,Dark Horse,Katy Perry Feat. Juicy J,CAPITOL MUSIC GROUP,CAP ,4,166,175,430,2403677,-3.7,2495506,1932695,470982,49364849,1525594560,2024.04.25
181,Girls Just Want to Have Fun,Cyndi Lauper,EPIC,EPIC,106,180,187,55,2403502,-0.2,2408765,2074289,329213,38393587,707987986,2024.04.25
182,Meant To Be,Bebe Rexha & Florida Georgia Line,NOW,NOW ,1,188,149,348,2403064,0.7,2387168,2157564,245500,47877655,2057034866,2024.04.25
183,Video Games,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,135,135,0,4,2401622,-10.6,2687207,2295523,106099,32693204,438978791,2024.04.25
184,Bad Romance,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,31,164,159,422,2394124,-4.7,2511040,1994936,399188,49702031,1071428730,2024.04.25
185,Killing Me Softly,Fugees, SONY/COLUMBIA,COL,30,195,0,61,2392404,2.1,2343466,1923925,468479,36554606,711932133,2024.04.25
186,Look What You Made Me Do,Taylor Swift,BIG MACHINE,BGMA,1,67,88,201,2392264,-30.7,3449570,2367742,24522,61666559,1270027552,2024.04.25
187,Timber,Pitbull Feat. Ke$ha, RCA,RCA,38,175,198,304,2382830,-2.2,2437333,2203998,178832,38005880,1011612920,2024.04.25
188,7 Rings,Ariana Grande,REPUBLIC RECORDS,R-RR,1,159,171,270,2372881,-6.4,2535641,2142108,230773,45406031,1842661381,2024.04.25
189,Lavender Haze,Taylor Swift,REPUBLIC RECORDS,R-RR,2,65,64,79,2372450,-33.3,3557265,2261545,110905,59830033,505105671,2024.04.25
190,Classic,MKTO,SONY/COLUMBIA,COL,28,169,199,186,2361325,-4.6,2475131,2250927,110398,35560750,881614778,2024.04.25
191,Last Friday Night,Katy Perry,CAPITOL MUSIC GROUP,CAP ,71,165,157,217,2358768,-5.9,2506228,2148610,210158,44761372,821928726,2024.04.25
192,Payphone,Maroon 5 Feat. Wiz Khalifa,INTERSCOPE/GEFFEN/A&M,INT,17,163,170,210,2355727,-6.5,2518524,2141997,213730,45489963,853604055,2024.04.25
193,Call Me Maybe,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,37,190,0,279,2349348,-0.9,2369619,2000508,348840,39375590,999113712,2024.04.25
194,I Like You (A Happier Song),Post Malone Feat. Doja Cat,MERCURY / REPUBLIC RECORDS,R-MR,2,167,164,98,2327861,-6.5,2490224,2141238,186623,43570984,563614991,2024.04.25
195,There's Nothing Holdin' Me Back,Shawn Mendes,ISLAND,ISL ,5,197,190,289,2321316,-0.3,2327520,2121956,199360,40548246,1256560895,2024.04.25
196,Make You Mine,Madison Beer,EPIC,EPIC,35,0,169,10,2311380,9.0,2119689,1863107,448273,32774767,32774767,2024.04.25
197,I Gotta Feeling,Black Eyed Peas,INTERSCOPE/GEFFEN/A&M,INT ,82,185,189,98,2311080,-3.5,2394961,2048961,262119,40872697,746060191,2024.04.25
198,Don't Stop the Music,Rihanna,DEF JAM RECORDINGS,DEF ,39,173,168,15,2305001,-5.5,2439861,2150465,154536,38501269,515450138,2024.04.25
199,bad guy,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,0,0,263,2289054,-0.1,2290316,2096642,192412,43506140,2291777722,2024.04.25
200,Let It Go,Idina Menzel,DISNEY,DISN,22,0,196,377,2288978,-0.5,2299377,2131598,157380,40578738,1242855104,2024.04.25
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.04.25
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2024.05.02
1,Fortnight,Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,0,2,37539948,-50.6,76053142,35248245,2291703,113820466,113820466,2024.05.02
2,Espresso,Sabrina Carpenter,ISLAND,ISL,2,17,3,3,30633953,26.9,24131803,29209173,1424780,74508379,74508379,2024.05.02
3,I Can Do It With A Broken Heart,Taylor Swift,REPUBLIC RECORDS,R-RR,3,4,0,2,26764369,-38.9,43823313,25933428,830941,70644385,70644385,2024.05.02
4,Down Bad,Taylor Swift,REPUBLIC RECORDS,R-RR,2,2,0,2,25601956,-48.5,49689272,24938266,663690,75377355,75377355,2024.05.02
5,Beautiful Things,Benson Boone,Warner Records,WAR,1,22,1,15,21496552,0.3,21437803,19155349,2341203,330841044,330841044,2024.05.02
6,Who's Afraid Of Little Old Me?,Taylor Swift,REPUBLIC RECORDS,R-RR,6,9,0,2,19636901,-48.1,37810641,18967982,668919,57506819,57506819,2024.05.02
7,"So Long, London",Taylor Swift,REPUBLIC RECORDS,R-RR,5,5,0,2,19598990,-54.8,43383963,19094127,504863,63067292,63067292,2024.05.02
8,My Boy Only Breaks His Favorite Toys,Taylor Swift,REPUBLIC RECORDS,R-RR,6,6,0,2,19336284,-54.0,42014694,18856066,480218,61441329,61441329,2024.05.02
9,But Daddy I Love Him,Taylor Swift,REPUBLIC RECORDS,R-RR,7,7,0,2,18742369,-55.1,41759180,18713019,29350,60583211,60583211,2024.05.02
10,Lose Control,Teddy Swims,Warner Records,WAR,2,26,4,42,18444053,2.9,17930001,16483236,1960817,306557199,458981328,2024.05.02
11,The Tortured Poets Department,Taylor Swift,REPUBLIC RECORDS,R-RR,3,3,0,2,18230507,-58.4,43846113,17762591,467916,62204324,62204324,2024.05.02
12,Guilty As Sin?,Taylor Swift,REPUBLIC RECORDS,R-RR,10,10,0,2,18028298,-47.1,34077810,17621950,406348,52164980,52164980,2024.05.02
13,I Like The Way You Kiss Me,Artemas,TENTHOUSAND PRO,TK1 ,2,23,2,6,17984849,-8.4,19643554,16538839,1446010,103160831,103160831,2024.05.02
14,Florida!!!,Taylor Swift,REPUBLIC RECORDS,R-RR,8,8,0,2,17929515,-53.1,38266364,17899161,30354,56267183,56267183,2024.05.02
15,The Smallest Man Who Ever Lived,Taylor Swift,REPUBLIC RECORDS,R-RR,13,13,0,2,14725869,-52.2,30803323,14437035,288834,45582109,45582109,2024.05.02
16,Fresh Out The Slammer,Taylor Swift,REPUBLIC RECORDS,R-RR,11,11,0,2,13848678,-55.6,31218060,13603582,245096,45134120,45134120,2024.05.02
17,The Alchemy,Taylor Swift,REPUBLIC RECORDS,R-RR,14,14,0,2,13608645,-55.7,30687604,13321718,286927,44348856,44348856,2024.05.02
18,Loml,Taylor Swift,REPUBLIC RECORDS,R-RR,12,12,0,2,13565324,-56.1,30916055,13547347,17977,44541655,44541655,2024.05.02
19,we can't be friends (wait for your love),Ariana Grande,REPUBLIC RECORDS,R-RR,1,34,5,8,12924809,-3.9,13442978,11997624,927185,156748186,156748186,2024.05.02
20,I Can Fix Him (No Really I Can),Taylor Swift,REPUBLIC RECORDS,R-RR,15,15,0,2,12317565,-55.9,27951867,12128191,189374,40325700,40325700,2024.05.02
21,So High School,Taylor Swift,REPUBLIC RECORDS,R-RR,20,20,0,2,11606698,-47.8,22249075,11355846,250852,33861776,33861776,2024.05.02
22,"Good Luck, Babe!",Chappell Roan,,,8,37,8,4,11580897,-0.5,11637523,11328632,252265,39450005,39450005,2024.05.02
23,Imgonnagetyouback,Taylor Swift,REPUBLIC RECORDS,R-RR,21,21,0,2,11487790,-47.2,21754321,11295640,192150,33249425,33249425,2024.05.02
24,The Black Dog,Taylor Swift,REPUBLIC RECORDS,R-RR,19,19,0,2,11188570,-49.8,22308794,10974017,214553,33505510,33505510,2024.05.02
25,Clara Bow,Taylor Swift,REPUBLIC RECORDS,R-RR,16,16,0,2,11044561,-56.8,25590976,11031215,13346,36689591,36689591,2024.05.02
26,The Prophecy,Taylor Swift,REPUBLIC RECORDS,R-RR,25,25,0,2,9561057,-47.5,18210508,9351695,209362,27775831,27775831,2024.05.02
27,Thank You Aimee,Taylor Swift,REPUBLIC RECORDS,R-RR,18,18,0,2,9140977,-60.2,22958429,8857948,283029,32104898,32104898,2024.05.02
28,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,1,38,6,92,9112962,-11.1,10252751,8662486,450476,242073091,1202867825,2024.05.02
29,How Did It End?,Taylor Swift,REPUBLIC RECORDS,R-RR,28,28,0,2,9088516,-49.1,17844767,8931536,156980,26939334,26939334,2024.05.02
30,The Albatross,Taylor Swift,REPUBLIC RECORDS,R-RR,24,24,0,2,8916836,-52.9,18917915,8793982,122854,27841398,27841398,2024.05.02
31,Greedy,Tate Mcrae, RCA,RCA,2,39,7,33,8915690,-3.3,9215620,8456588,459102,218365896,469198690,2024.05.02
32,Slow It Down,Benson Boone,Warner Records,WAR,5,40,9,6,8777067,0.1,8772029,8526238,250829,58522205,58522205,2024.05.02
33,I Hate It Here,Taylor Swift,REPUBLIC RECORDS,R-RR,27,27,0,2,8726480,-51.1,17854015,8580970,145510,26585633,26585633,2024.05.02
34,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,REPUBLIC RECORDS,R-RR,29,29,0,2,8233007,-53.6,17736924,8113801,119206,25976228,25976228,2024.05.02
35,I Look In People's Windows,Taylor Swift,REPUBLIC RECORDS,R-RR,30,30,0,2,7778413,-52.6,16409157,7680776,97637,24192036,24192036,2024.05.02
36,The Bolter,Taylor Swift,REPUBLIC RECORDS,R-RR,33,33,0,2,7646102,-47.9,14683963,7533208,112894,22333409,22333409,2024.05.02
37,Peter,Taylor Swift,REPUBLIC RECORDS,R-RR,32,32,0,2,7570442,-49.4,14946958,7428475,141967,22520745,22520745,2024.05.02
38,Feather,Sabrina Carpenter,ISLAND,ISL,8,42,11,30,7211812,9.3,6597527,6803198,408614,134001537,222572218,2024.05.02
39,Cassandra,Taylor Swift,REPUBLIC RECORDS,R-RR,31,31,0,2,6877294,-54.4,15077648,6790708,86586,21959140,21959140,2024.05.02
40,Belong Together,Mark Ambor,,,24,43,24,5,6773208,14.4,5922068,6639978,133230,30927217,30927217,2024.05.02
41,Cry,Benson Boone,Warner Records,WAR,8,41,12,4,6460283,-10.1,7185827,6151059,309224,29143839,29143839,2024.05.02
42,Hide Away,Daya,Z ENTERTAINMENT,ZENT,14,95,142,66,6129234,88.8,3246301,5781426,347808,20288930,402458324,2024.05.02
43,The Manuscript,Taylor Swift,REPUBLIC RECORDS,R-RR,35,35,0,2,6010697,-54.4,13171974,5938105,72592,19184852,19184852,2024.05.02
44,Flowers,Miley Cyrus,COLUMBIA,COL,1,46,16,68,5695634,0.3,5679668,4812935,882699,131565075,1111580416,2024.05.02
45,Illusion,Dua Lipa,Warner Records,WAR,10,45,10,3,5642088,-2.2,5766578,5428093,213995,20357934,20357934,2024.05.02
46,Robin,Taylor Swift,REPUBLIC RECORDS,R-RR,36,36,0,2,5619255,-54.9,12449048,5561410,57845,18070669,18070669,2024.05.02
47,Vampire,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,47,14,44,5507539,-2.8,5664988,5109455,398084,144864511,603695550,2024.05.02
48,Obsessed,Olivia Rodrigo,,,4,44,13,6,5431952,-7.1,5844171,5190186,241766,53388091,53396951,2024.05.02
49,Save Your Tears,Weeknd,REPUBLIC RECORDS,R-RR,2,48,19,192,5342549,-0.6,5374399,4548800,793749,106028472,1575516628,2024.05.02
50,Sundress,A$ap Rocky, RCA,RCA,50,,,1,5288310,13.6,4654854,5223341,64969,43553809,337941243,2024.05.02
51,Unwritten,Natasha Bedingfield,EPIC,EPIC,23,66,39,20,5284806,27.3,4151606,5271670,13136,79324493,460586013,2024.05.02
52,What Was I Made For? [From The Motion Picture 'Barbie'],Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,3,49,18,42,5242197,-0.6,5275805,4816104,426093,140022596,469250363,2024.05.02
53,Red Wine Supernova,Chappell Roan,,,20,50,20,5,5210303,1.5,5135298,5069999,140304,33249025,45077801,2024.05.02
54,Nonsense,Sabrina Carpenter,ISLAND,ISL,17,57,31,77,5002812,12.7,4439098,4774952,227860,73484425,342985598,2024.05.02
55,Someone You Loved,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP,2,54,23,273,4679864,3.3,4528956,4006630,673234,102153715,2011133251,2024.05.02
56,As It Was,Harry Styles,Columbia Records,COL ,1,62,38,110,4540196,7.7,4214738,4176691,363505,87340421,1330130173,2024.05.02
57,If U Think I'm Pretty,Artemas,,,22,53,22,14,4471604,-9.0,4913098,4304997,166607,57998021,68556857,2024.05.02
58,Exes,Tate Mcrae, RCA,RCA,5,58,26,24,4390546,1.6,4322043,4180499,210047,125210153,186148735,2024.05.02
59,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,18,63,35,419,4342482,3.7,4188008,3922987,419495,77901000,1192664278,2024.05.02
60,Rich Girl,Daryl Hall & John Oates, RCA,RCA,24,68,44,76,4304670,4.2,4132819,4271056,33614,59754289,663165788,2024.05.02
61,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,3,67,33,101,4292973,3.5,4147312,4026906,266067,86227045,692380053,2024.05.02
62,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,51,15,80,4285660,-16.2,5116320,4069379,216281,118052529,955190566,2024.05.02
63,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,52,17,242,4227634,-17.2,5103081,4054243,173391,109904996,1000784921,2024.05.02
64,Circles,Post Malone,REPUBLIC RECORDS,R-RR,1,69,45,244,4196007,3.1,4070143,3886281,309726,77581491,1790294777,2024.05.02
65,Daylight,David Kushner,DAVID KUSHNER,DVK,2,61,30,55,4123602,-2.3,4221220,3560989,562613,118676636,482336609,2024.05.02
66,Hot To Go!,Chappell Roan,,,63,76,63,4,4097112,9.5,3742832,3934606,162506,21111040,26710979,2024.05.02
67,Perfect,Ed Sheeran,ATLANTIC GROUP,ATLG,1,64,41,374,4043412,-3.1,4172174,3443599,599813,88599323,2822597303,2024.05.02
68,Houdini,Dua Lipa,Warner Records,WAR,7,59,28,25,4026079,-6.6,4311700,3761022,265057,102234162,160192015,2024.05.02
69,The Boy Is Mine,Ariana Grande,,,4,55,25,8,4024765,-10.4,4490983,3814391,210374,64980067,64980067,2024.05.02
70,Take On Me,A-Ha,HIP-O RECORDS,HIPD,12,71,46,440,4011856,4.4,3842242,3583425,428431,67702081,1381179158,2024.05.02
71,Lil Boo Thang,Paul Russell,Arista,ARIS,17,70,51,37,3996810,2.3,3905473,3705253,291557,94981917,188887846,2024.05.02
72,"Yes, And?",Ariana Grande,REPUBLIC RECORDS,R-RR,1,60,27,16,3979267,-5.9,4226852,3958703,20564,162456656,162456656,2024.05.02
73,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,1,78,50,195,3910104,5.5,3707246,3624432,285672,72420012,1750884296,2024.05.02
74,Counting Stars,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,4,74,48,440,3909580,3.0,3794545,3427083,482497,80012224,1852779948,2024.05.02
75,Lovely,Billie Eilish w/ Khalid,INTERSCOPE/GEFFEN/A&M,INT ,7,73,49,315,3852340,1.1,3810723,3192733,659607,89938799,2059385720,2024.05.02
76,Dance The Night,Dua Lipa,ATLANTIC GROUP,ATLG,1,72,47,44,3773715,-1.6,3836785,3588186,185529,107552668,546724530,2024.05.02
77,I Luv It,Camila Cabello,,,12,56,42,6,3708033,-17.3,4481903,3467504,240529,28361633,28361633,2024.05.02
78,You Make My Dreams,Hall & Oates, RCA,RCA,21,87,59,252,3703276,8.0,3428246,3630559,72717,57271642,1000554846,2024.05.02
79,Shivers,Ed Sheeran,ATLANTIC GROUP,ATLG,3,77,61,138,3655629,-2.1,3733523,3427405,228224,67984071,832842336,2024.05.02
80,The Door,Teddy Swims,Warner Records,WAR,80,90,86,9,3621992,7.1,3382449,3304953,317039,36507049,42654469,2024.05.02
81,July,Noah Cyrus Feat. Leon Bridges,Columbia Records,COL ,22,79,54,215,3599163,-2.0,3673276,3521266,77897,58450367,790784182,2024.05.02
82,Ocean Eyes,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,14,81,56,345,3585327,0.5,3568932,3122777,462550,64653703,1474517068,2024.05.02
83,Golden Hour,Jvke,AWAL,AWAL,4,85,64,89,3560377,2.0,3488898,3068452,491925,77703414,826743619,2024.05.02
84,In The Stars,Benson Boone,Warner Records,WAR,23,88,52,46,3477905,1.8,3414804,3112721,365184,54531395,263255303,2024.05.02
85,Intro (end of the world),Ariana Grande,REPUBLIC RECORDS,R-RR,12,80,58,8,3452750,-4.3,3609149,3360817,91933,42787285,42787285,2024.05.02
86,That's What I Like,Bruno Mars,NOW,NOW ,1,84,66,389,3451165,-1.2,3494755,3150277,300888,67573991,2080237464,2024.05.02
87,When I Was Your Man,Bruno Mars,ATLANTIC GROUP,ATLG,21,83,69,440,3424521,-2.4,3508223,3152055,272466,71341916,1359553019,2024.05.02
88,Locked Out Of Heaven,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,40,82,68,300,3414231,-2.9,3515854,3227786,186445,65575242,969439896,2024.05.02
89,Another Love,Tom Odell, RCA,RCA,3,91,74,83,3388312,0.7,3364485,2749060,639252,106908040,1281403873,2024.05.02
90,Make You Mine,Madison Beer,EPIC,EPIC,35,196,0,11,3361773,45.4,2311427,2381291,980482,36136587,36136587,2024.05.02
91,Just The Way You Are,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,26,86,73,426,3343368,-3.3,3457275,3100514,242854,67267843,1295160329,2024.05.02
92,Africa,Toto,EAGLE ROCK ENT.,EGRO,26,103,93,428,3288915,7.2,3067792,2898582,390333,53571266,1315666688,2024.05.02
93,Uptown Girl,Billy Joel,Columbia Records,COL ,93,113,98,12,3276484,10.0,2978579,3161853,114631,44373628,551692435,2024.05.02
94,Promiscuous,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,13,96,76,196,3272962,1.2,3235594,3014544,258418,62188193,903166639,2024.05.02
95,Time of Our Lives,Pitbull & Ne-Yo, RCA,RCA,92,117,105,127,3222146,9.1,2952035,3158479,63667,46815535,763742540,2024.05.02
96,Without Me,Halsey,ASTRALWERKS,ASTW,1,102,83,291,3188084,2.0,3125040,2730360,457724,60466468,2175755695,2024.05.02
97,7 YEARS,Lukas Graham,WARNER RECORDS,WAR ,1,109,102,438,3180857,6.1,2997225,2481805,699052,58908257,1709082468,2024.05.02
98,traitor,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,3,97,62,154,3156103,-2.4,3233081,2860070,296033,66770551,914908406,2024.05.02
99,Kiss Me More,Doja Cat Feat. Sza, RCA,RCA,1,123,95,160,3146644,7.4,2930022,2933531,213113,51992436,1090110544,2024.05.02
100,good 4 u,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,104,72,155,3142270,2.5,3065786,2966522,175748,61117477,1302677003,2024.05.02
101,Poker Face,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,20,105,87,413,3105507,2.1,3040297,2587958,517549,62083502,1127873492,2024.05.02
102,Stay,The Kid LAROI & Justin Bieber,Columbia Records,COL ,1,106,104,147,3095647,2.1,3031394,2754928,340719,63374328,1710827067,2024.05.02
103,Pain,Pinkpantheress,NEW ELEKTRA,NELK,43,98,100,74,3091055,-3.8,3213749,2969179,121876,56837656,358908360,2024.05.02
104,Sweet Dreams (Are Made Of This),Eurythmics, RCA,RCA,9,112,101,319,3080668,3.1,2987892,2730462,350206,77934031,1145700211,2024.05.02
105,Say You Won't Let Go,James Arthur,Columbia Records,COL ,4,129,108,394,3078727,7.0,2878322,2805460,273267,52351085,1796913537,2024.05.02
106,Maneater,Hall & Oates, RCA,RCA,84,125,96,10,3077434,6.1,2899519,2812136,265298,43451964,421348344,2024.05.02
107,Come And Get Your Love,Redbone,CITY LIGHTS PIC,CLP ,10,110,123,96,3062628,2.3,2995114,2943230,119398,37185575,814250549,2024.05.02
108,Watermelon Sugar,Harry Styles,Columbia Records,COL ,2,140,110,224,3026450,9.6,2762017,2917108,109342,45880310,1162544805,2024.05.02
109,Vienna,Billy Joel,Columbia Records,COL ,84,126,84,13,3022173,4.5,2891663,2945856,76317,41968906,358602518,2024.05.02
110,Deja Vu,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,2,114,78,162,3020612,1.7,2971271,2754727,265885,60321157,921620098,2024.05.02
111,Brandy (You're A Fine Girl),Looking Glass,SME/LEGACY RECORDINGS,LEGC,79,100,90,133,3017565,-4.3,3151924,2868432,149133,45024728,662546863,2024.05.02
112,Cold,Jessie Murph,SONY/COLUMBIA,COL,112,,,1,3017073,118776.0,2538,2867796,149277,3019611,3019611,2024.05.02
113,You Need To Calm Down,Taylor Swift,REPUBLIC RECORDS,R-RR,2,101,40,200,3009186,-4.3,3145920,2839393,169793,70609313,960701370,2024.05.02
114,Favorite,Isabel Larosa, RCA,RCA,97,154,162,5,3000335,14.4,2622689,2790823,209512,13606740,13606740,2024.05.02
115,Bad Idea Right?,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,107,60,38,3000107,-0.9,3027016,2861692,138415,72592234,285547803,2024.05.02
116,We Found Love,Rihanna Feat. Calvin Harris,DEF JAM RECORDINGS,DEF ,18,124,94,155,2988788,2.2,2924687,2857297,131491,57586347,770754555,2024.05.02
