US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.22
1,College Park,Logic, BMG DISTRIBUTION,BMG ,1,22,37,18,6577,999.0,510,14789,2023.06.22
2,Sos,SZA, RCA,RCA ,1,2,1,28,6349,-8.1,6905,80769,2023.06.22
3,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,1,,2,4611,-75.7,18966,23577,2023.06.22
4,MICHAEL,Killer Mike,LOMA VISTA,LVR,4,,,1,3718,,0,3718,2023.06.22
5,Bohunk,Ghostluvme, INDEPENDENT LABEL SUBMISSION,INDI,5,,,1,1979,,0,1979,2023.06.22
6,No Thank You,Little Simz, AWAL,AWAL,6,,,1,1672,999.0,3,2416,2023.06.22
7,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,4,7,29,1523,5.1,1449,45222,2023.06.22
8,Renaissance,Beyonce,Columbia Records,COL ,1,5,5,47,1257,-1.0,1270,388907,2023.06.22
9,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,6,4,16,1137,-5.6,1204,64173,2023.06.22
10,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,10,10,58,953,-2.6,978,251387,2023.06.22
11,Gemini Rights,Steve Lacy, RCA,RCA ,2,9,8,49,941,-5.7,998,78699,2023.06.22
12,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,8,14,12,925,-8.7,1013,20210,2023.06.22
13,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,11,6,266,918,-0.8,925,197287,2023.06.22
14,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,,,1,855,,0,855,2023.06.22
15,NOW Disco,Various Artists,NOW,NOW ,3,13,9,7,747,-2.9,769,7386,2023.06.22
16,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,7,2,3,745,-31.7,1091,5043,2023.06.22
17,Hope,NF,NF REAL MUSIC,NFRM,1,12,11,11,678,-17.0,817,99296,2023.06.22
18,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,19,21,40,618,15.5,535,59932,2023.06.22
19,Dawn Fm,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,17,18,76,569,-4.0,593,255816,2023.06.22
20,Hollywood's Bleeding,Post Malone,REPUBLIC RECORDS,R-RR,3,20,17,196,559,6.1,527,566409,2023.06.22
21,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,,,1,539,999.0,7,924,2023.06.22
22,Music By ShowTime,Showtime From Gmg, INDEPENDENT LABEL SUBMISSION,INDI,22,,,1,523,,0,523,2023.06.22
23,After Hours,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,18,15,167,517,-8.8,567,654088,2023.06.22
24,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,21,19,20,515,0.6,512,8578,2023.06.22
25,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,16,13,47,511,-19.9,638,25434,2023.06.22
26,Good Morning Gorgeous,Mary J. Blige,300 ENTERTAINME,300E,1,30,40,71,443,29.9,341,53570,2023.06.22
27,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,32,39,41,438,35.2,324,21171,2023.06.22
28,Planet Her,Doja Cat, RCA,RCA ,2,23,26,103,429,-8.5,469,132319,2023.06.22
29,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,25,27,33,428,6.5,402,31560,2023.06.22
30,Texas Moon,Khruangbin & Leon Bridges,Dead Oceans,DOC,1,33,36,70,413,34.5,307,60072,2023.06.22
31,Lavette!,Bettye LaVette,JAVE,JAVE,31,,,1,392,,0,392,2023.06.22
32,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,29,29,38,372,6.3,350,22045,2023.06.22
33,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,28,23,55,364,-1.9,371,74864,2023.06.22
34,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,3,143,37,360,-91.5,4252,16555,2023.06.22
35,Maps,Billy Woods,THE ORCHARD,ORCH,1,15,22,7,357,-46.2,663,7360,2023.06.22
36,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,6,45,93,43,348,91.2,182,22652,2023.06.22
37,Ultimate Aaliyah,Aaliyah,BLACKGROUND REC,BLKG,4,36,35,88,347,26.6,274,42606,2023.06.22
38,Grudges,Kiana Lede,REPUBLIC RECORDS,R-RR,38,,,1,340,,0,340,2023.06.22
39,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,26,25,27,319,-16.7,383,30731,2023.06.22
40,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,33,31,20,296,-3.6,307,12970,2023.06.22
41,Black Elvis 2,Kool Keith,MMGZ,MMGZ,41,,,1,284,,0,284,2023.06.22
42,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,52,68,14,275,88.4,146,2962,2023.06.22
43,"Honestly, Nevermind",Drake,OVO / REPUBLIC RECORDS,R-RR,1,35,33,14,258,-10.1,287,25572,2023.06.22
44,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,44,44,45,225,23.0,183,43640,2023.06.22
45,2000,Joey Bada$$,Columbia Records,COL ,6,31,30,11,217,-35.0,334,9810,2023.06.22
46,The Rebirth Of Marvin,October London,,,46,88,76,19,178,114.5,83,1907,2023.06.22
47,I Never Liked You,Future,EPIC,EPIC,3,39,46,60,177,-16.1,211,31736,2023.06.22
48,Heart On My Sleeve,Ella Mai,INTERSCOPE/GEFFEN/A&M,INT,3,61,56,59,170,34.9,126,15408,2023.06.22
49,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,49,45,59,156,-1.9,159,37534,2023.06.22
50,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,8,55,38,38,153,10.9,138,11843,2023.06.22
51,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,57,71,8,146,9.8,133,3168,2023.06.22
52,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,60,65,28,145,14.2,127,12248,2023.06.22
53,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,38,3,3,135,-41.3,230,2669,2023.06.22
54,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,50,46,10,134,-15.2,158,8331,2023.06.22
55,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,9,87,71,25,131,52.3,86,5461,2023.06.22
56,Louie,Kenny Beats,Merok,XL,1,67,134,22,129,21.7,106,11524,2023.06.22
57,When I Hear Your Name,MAETA,ROC NATION,R0CN,14,14,,2,126,-83.0,743,869,2023.06.22
58,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,46,32,39,122,-31.5,178,17128,2023.06.22
59,Raven,Kelela,WARP RECORDS,WARP,3,54,53,19,116,-16.5,139,7603,2023.06.22
60,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,11,77,83,40,112,23.1,91,8412,2023.06.22
61,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,61,114,81,3,111,136.2,47,236,2023.06.22
62,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,42,40,5,110,-41.5,188,1643,2023.06.22
63,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,58,55,16,108,-16.9,130,3751,2023.06.22
64,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,68,62,21,107,2.9,104,3880,2023.06.22
65,Check The Volume,Eldorodo Regg, INDEPENDENT LABEL SUBMISSION,INDI,10,,,1,104,,0,4506,2023.06.22
66,Almost Healed,Lil Durk,Alamo Records,ALAM,2,59,34,4,102,-20.9,129,2631,2023.06.22
67,Through And Through,Baby Rose,Secretly Canadian,SC,42,156,96,5,101,288.5,26,474,2023.06.22
67,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,65,97,41,101,-12.2,115,10495,2023.06.22
69,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,80,59,171,100,13.6,88,70374,2023.06.22
69,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,62,49,7,100,-16.7,120,4404,2023.06.22
71,Sremm 4 Life,Rae Sremmurd,INTERSCOPE/GEFFEN/A&M,INT ,3,131,162,10,97,185.3,34,8747,2023.06.22
72,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,64,87,37,95,-20.2,119,8006,2023.06.22
73,Surf Or Drown 2,"Hit-Boy, Big Hit", INDEPENDENT LABEL SUBMISSION,INDI,73,,,1,94,,0,94,2023.06.22
74,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,83,71,36,93,6.9,87,13639,2023.06.22
75,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,48,42,58,91,-45.2,166,13398,2023.06.22
76,Vinyl Days,Logic,DEF JAM,DEFJ,2,62,89,53,90,-25.0,120,24836,2023.06.22
77,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,141,63,13,89,187.1,31,6015,2023.06.22
78,Spaceships On The Blade,Larry June,Empire,EMPR,4,40,67,41,87,-54.7,192,7565,2023.06.22
79,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,41,74,7,85,-55.5,191,2464,2023.06.22
80,See Ya,Wiz Khalifa,,,73,73,,2,84,-10.6,94,178,2023.06.22
80,Blue Water Road,Kehlani,ARTIST PARTNER GROUP,APG1,2,47,90,60,84,-51.4,173,25435,2023.06.22
82,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,83,74,9,83,-4.6,87,3359,2023.06.22
83,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,9,118,91,37,81,80.0,45,5609,2023.06.22
84,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,101,65,33,77,24.2,62,18558,2023.06.22
85,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,91,83,61,74,-3.9,77,38451,2023.06.22
85,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,97,98,24,74,15.6,64,6518,2023.06.22
87,Super Bigot,Bryson Gray,,,87,,,1,73,,0,73,2023.06.22
87,Hypnos,Ravyn Lenae,ATLANTIC GROUP,ATLG,24,24,,2,73,-82.0,405,1529,2023.06.22
89,"Sav It Out Mobb, Vol. 6",Big Tone,,,89,,,1,72,,0,72,2023.06.22
90,Natural Brown Prom Queen,Sudan Archives,STACRECORDS,STDS,16,,132,39,71,294.4,18,7877,2023.06.22
91,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,4,104,118,60,70,18.6,59,16453,2023.06.22
91,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,109,111,41,70,27.3,55,7609,2023.06.22
91,Who's Loving You?,Ambre',ROC NATION,R0CN,91,,,1,70,,0,70,2023.06.22
94,Naujour,TOOSII,CAPITOL RECORDS,CAP,20,73,20,3,69,-26.6,94,686,2023.06.22
94,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,83,52,46,69,-20.7,87,48940,2023.06.22
94,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,,,1,69,527.3,11,4000,2023.06.22
97,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,51,68,8,67,-55.3,150,2724,2023.06.22
98,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,43,105,64,9,66,13.8,58,1025,2023.06.22
98,Ds4ever,Gunna,300 ENTERTAINME,300E,2,109,107,71,66,20.0,55,14920,2023.06.22
100,Gold-Diggers Sound,Leon Bridges,Columbia Records,COL,1,94,77,100,65,-8.5,71,77319,2023.06.22
101,Flawless Like Me,Lucki,Empire,EMPR,30,125,134,10,64,60.0,40,1736,2023.06.22
101,Gospel In The Ghetto,Price,,,101,,,1,64,,0,64,2023.06.22
103,Yessie,Jessie Reyez,ISLAND,ISL ,7,135,100,40,59,78.8,33,7724,2023.06.22
104,Breezy,Chris Brown, RCA,RCA ,5,151,104,52,58,114.8,27,15115,2023.06.22
105,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,2,65,59,11,57,-50.4,115,10102,2023.06.22
105,Clear 2: Soft Life Ep,Summer Walker,INTERSCOPE/GEFFEN/A&M,INT ,2,96,79,5,57,-12.3,65,3095,2023.06.22
107,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,77,83,55,56,-38.5,91,25353,2023.06.22
108,Black Radio III,Robert Glasper,LOMA VISTA,LVR,2,118,122,69,54,20.0,45,17548,2023.06.22
109,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,92,50,12,53,-30.3,76,4242,2023.06.22
110,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,114,111,18,52,10.6,47,1345,2023.06.22
111,The Drive In Theater Part 2,Curren$y,,,63,80,,2,50,-43.2,88,673,2023.06.22
112,Ghost,Hb The Engineer,,,112,,,1,49,,0,49,2023.06.22
112,Live In Asheville (Fuzz Club),King Gizzard & The Lizard Wizard,,,112,,,1,49,999.0,1,58,2023.06.22
114,Carry Me Home,Mavis Staples & Levon Helm,Anti/Epitaph,ATEP,6,170,113,57,48,100.0,24,12362,2023.06.22
115,Magic,Nas,MASS APPEAL RECORDS,MSAP,2,103,126,49,47,-21.7,60,25639,2023.06.22
116,Disco Heat--The Fantasy Years 1977-1981,Sylvester,REDSTARDIGITALMUSIC,REIC,48,73,48,3,46,-51.1,94,295,2023.06.22
117,Summer Of Soul,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,117,118,73,45,-2.2,46,24623,2023.06.22
117,Red Balloon,Tank & The Bangas,VERVE,VERV,6,130,,3,45,25.0,36,6191,2023.06.22
119,Girls Night Out,Babyface,CAPITOL MUSIC GROUP,CAP ,6,166,168,7,43,72.0,25,6443,2023.06.22
119,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,40,131,128,31,43,26.5,34,2389,2023.06.22
121,Enigmatic Society,Dinner Party,Empire,EMPR,48,191,,3,42,110.0,20,471,2023.06.22
121,Hydeout Productions: 2nd Colle,Various Artists,,,51,,110,2,42,200.0,14,825,2023.06.22
121,More About Nothing,Wale, INDEPENDENT LABEL SUBMISSION,INDI,43,,191,23,42,133.3,18,2139,2023.06.22
121,Resurrection,DKG Kie,,,121,,,1,42,,0,42,2023.06.22
121,Live At Glastonb(2lp,Amy Winehouse,REPUBLIC RECORDS,R-RR,6,156,99,55,42,61.5,26,14400,2023.06.22
126,"Chicago (A Side, B Side)",Legendary Traxster,,,126,,,1,41,,0,41,2023.06.22
126,Ghetto Gods,EarthGang,INTERSCOPE/GEFFEN/A&M,INT,23,,,28,41,192.9,14,3658,2023.06.22
128,Round Trip,Statik Selektah,MASS APPEAL RECORDS,MSAP,43,43,,2,40,-78.4,185,225,2023.06.22
128,The End.,Trip Lee,REACH RECORDS,RCAH,21,,,1,40,263.6,11,1426,2023.06.22
128,Otis Forever: The Albums & Singles (1968-1970),Otis Redding,ATLANTIC GROUP,ATLG,52,52,,2,40,-72.6,146,186,2023.06.22
131,God Did,DJ Khaled,EPIC,EPIC,3,176,182,42,39,69.6,23,15850,2023.06.22
131,Nothing’s Ever Good (EP)/I’m Gone,Iann Dior,"TENTHOUSAND PROJECTS, LLC",10K,43,,,1,39,290.0,10,659,2023.06.22
131,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,72,115,8,39,-59.4,96,2204,2023.06.22
134,Leap,Rav, INDEPENDENT LABEL SUBMISSION,INDI,10,151,,5,38,40.7,27,1263,2023.06.22
134,Sentimental Fool,Lee Fields,DADSTACHERECORDS,DADS,18,99,143,31,38,-39.7,63,4291,2023.06.22
134,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,39,127,,35,38,0.0,38,2306,2023.06.22
137,Love You Anyway,Devon Gilfillian,FANTASY RECORDS,FAN ,24,99,122,11,36,-42.9,63,1880,2023.06.22
137,Soft Spot,California Honeydrops,,,58,,,1,36,999.0,1,908,2023.06.22
139,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,14,,165,5,35,105.9,17,1063,2023.06.22
139,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,67,141,134,16,35,12.9,31,898,2023.06.22
139,Based On A Feeling,Sabrina Claudio,ATLANTIC GROUP,ATLG,14,125,79,4,35,-12.5,40,2256,2023.06.22
142,Step On Step,Charles Stepney,INTERNATIONALANTHEM,INEM,12,,,1,34,580.0,5,4147,2023.06.22
143,Don'T Get Too Cozy,Phabo,THE ORCHARD,ORCH,143,,,1,33,,0,33,2023.06.22
143,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,124,104,5,33,-21.4,42,5724,2023.06.22
143,Pioneer,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,4,127,126,15,33,-13.2,38,3784,2023.06.22
143,The Summer Of Love,Raheem DeVaughn,,,143,,,1,33,,0,33,2023.06.22
143,Love Language,Angie Stone,"INDEPENDENT LABEL SERVICES, INC",ILS ,40,102,102,5,33,-45.9,61,467,2023.06.22
148,Good Movie,Pi'erre Bourne,INTERSCOPE/GEFFEN/A&M,INT ,41,,,5,32,700.0,4,516,2023.06.22
148,Pink Moon,Pink Sweat$,ATLANTIC GROUP,ATLG,29,131,182,9,32,-5.9,34,1402,2023.06.22
148,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,8,114,148,29,32,-31.9,47,11442,2023.06.22
151,Las Ruinas,Rico Nasty,ARTIST PARTNER GROUP,APG1,27,111,91,4,31,-42.6,54,916,2023.06.22
151,Larry Levan's Paradise Garage,Various Artists,SALSOUL LEYENDA,SCD,10,,117,8,31,999.0,1,1817,2023.06.22
153,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,,93,58,29,314.3,7,18025,2023.06.22
153,Wasteland,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,2,,,1,29,190.0,10,8016,2023.06.22
153,Some Of Us Are Brave,Danielle Ponder, INDY LABEL,INDY,15,,,37,29,81.2,16,4117,2023.06.22
153,Only Built For Infinity Links,Quavo & Takeoff,"QUALITY CONTROL MUSIC, LLC",QCM,7,122,191,35,29,-32.6,43,6232,2023.06.22
153,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,27,27,,2,29,-92.4,380,409,2023.06.22
153,Daydreams & Endless Nights,Justin Nozuka,BBX,BBX,153,,,1,29,,0,29,2023.06.22
153,The Brave,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,181,134,68,29,31.8,22,26485,2023.06.22
153,Mj The Musical - Original Broadway Cast,Various Artists,EPIC,EPIC,12,181,,4,29,31.8,22,3250,2023.06.22
153,Prism,Say She She,333 Company,INDI,37,191,162,33,29,45.0,20,2378,2023.06.22
153,Thy Kingdom Come,King Tee,GGRN,GGRN,153,,,1,29,70.6,17,119,2023.06.22
163,"Yo! Boombox - Early Independent Hip Hop, Electro And Disco Rap 1979-83",Soul Jazz Records Presents,SOCIALDISEASERECORDS,SODS,56,70,56,3,28,-71.4,98,234,2023.06.22
163,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,,,30,28,55.6,18,13815,2023.06.22
163,Jean Carne Jid012,"Jean Carne, Adrian Younge & Ali Shaheed Muhammad",JAZZISDEAD,JAAD,93,,,2,28,999.0,2,882,2023.06.22
166,Definitive Stereo Fats Domino:,Fats Domino,,,134,176,134,4,27,17.4,23,127,2023.06.22
166,Last Call,Morris Day,CIA,CIAU,15,195,,6,27,42.1,19,3322,2023.06.22
166,Blood On Da X,Onyx,CITY LIGHTS PIC,CLP ,79,,,3,27,,0,188,2023.06.22
169,Funk Wav Bounces Vol. 2,Calvin Harris,Columbia Records,COL ,5,195,177,27,26,36.8,19,6866,2023.06.22
169,Sticking With It,Dip,DUALTONE RECORD,DUAL,3,141,132,4,26,-16.1,31,5207,2023.06.22
171,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,25,136,100,5,25,-21.9,32,646,2023.06.22
171,Golden Joe Vol. 2,Sadhugold,,,171,,,1,25,,0,39,2023.06.22
171,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,19,151,177,22,25,-7.4,27,1667,2023.06.22
171,Forward Ep,Paul Grant,,,171,,,1,25,,0,25,2023.06.22
175,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,86,141,86,3,24,-22.6,31,128,2023.06.22
175,This Must Be The Place,Apollo Brown,MMGZ,MMGZ,66,,,8,24,118.2,11,741,2023.06.22
177,Creed Iii: The Soundtrack,Dreamville,INTERSCOPE/GEFFEN/A&M,INT ,24,121,,3,23,-47.7,44,1238,2023.06.22
177,Tortured In The Name Of God's Unconditional Love,Vinnie Paz, INDEPENDENT LABEL SUBMISSION,INDI,43,,,1,23,999.0,1,1186,2023.06.22
177,Pieces,Will Downing,,,120,195,157,7,23,21.1,19,394,2023.06.22
177,Remember Your North Star,Yaya Bey,BIG DADA,BDA,43,,,1,23,,0,1724,2023.06.22
181,Capricorn Sun,TSHA,NINJA TUNE,NTR,68,,,1,22,450.0,4,879,2023.06.22
181,Full Court Press,"Wiz Khalifa, Big K.R.I.T., Girl Talk",ASYLUM/WARNER RECORDS,ASWR,24,,,1,22,144.4,9,2011,2023.06.22
181,R&B Money,Tank,ATLANTIC GROUP,ATLG,8,176,165,41,22,-4.3,23,5298,2023.06.22
181,From A Birds Eye View,Cordae,ATLANTIC GROUP,ATLG,5,151,134,15,22,-18.5,27,4375,2023.06.22
181,Anniversary – The Live Album,Kem,MOTOWN/QUALITY CONTROL,MOT,84,,,1,22,266.7,6,327,2023.06.22
186,Sick!,Earl Sweatshirt,WARNER RECORDS,WAR ,8,,,22,21,162.5,8,4639,2023.06.22
186,Sorry 4 The Wait,Lil Wayne,YOUNG MONEY,R-RR,13,166,,3,21,-16.0,25,3798,2023.06.22
186,The Fooler,Nick Waterhouse,INNOVATIVE LEISURE,INVQ,69,141,182,9,21,-32.3,31,781,2023.06.22
186,Sure Thing: The Warner Bros Recordings 1972-1977,Dionne Warwick,,,61,,,1,21,425.0,4,422,2023.06.22
190,"Midnight Microdose, Vol. 1",Kevin Ross,Empire,EMPR,69,156,,3,20,-23.1,26,155,2023.06.22
190,Certified Lover Boy,Drake,OVO / REPUBLIC RECORDS,R-RR,1,,195,3,20,17.6,17,71079,2023.06.22
190,Three Dimensions Deep,Amber Mark,Universal,UME,12,,,1,20,900.0,2,4700,2023.06.22
190,Lo-Fi Ghibli,Grey October Sound,,,100,,,1,20,25.0,16,575,2023.06.22
190,"Ladies, Lust, & Liquor","Young X , Dray Solis",,,190,,,1,20,,0,20,2023.06.22
190,I Ain'T Gone Hold You,LaNell Grant,,,190,,,1,20,81.8,11,31,2023.06.22
196,Paper Route Frank,Young Dolph,Empire,EMPR,9,195,,2,19,0.0,19,4940,2023.06.22
196,Component System With The Auto Reverse,Open Mike Eagle,THE ORCHARD,ORCH,30,,,11,19,280.0,5,1595,2023.06.22
196,Sage Motel,Monophonics & Kelly Finnigan,Colemine Records,COLR,2,,,53,19,35.7,14,7525,2023.06.22
196,Garbology (Insturmentals),Aesop Rock X Blockhead,RHYMESAYERS ENT,RMY ,43,,,1,19,999.0,1,387,2023.06.22
196,Richest Opp,YoungBoy Never Broke Again,MOTOWN,MOT ,20,166,148,6,19,-24.0,25,737,2023.06.22
196,Leather Blvd.,B. Cool-Aid,,,114,,,2,19,,0,170,2023.06.22
196,Lost Knights,Orgone,333 Company,INDI,69,,,1,19,137.5,8,601,2023.06.22
196,Masego,Masego,CAPITOL RECORDS,CAP,57,,,1,19,58.3,12,599,2023.06.22
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.06.22
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.06
1,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,,,1,11447,,0,11447,2023.07.06
2,Sos,SZA, RCA,RCA ,1,2,2,30,5270,-8.8,5776,91815,2023.07.06
3,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,4,3,4,2444,-8.8,2679,28700,2023.07.06
4,Renaissance,Beyonce,Columbia Records,COL ,1,9,8,49,1828,48.5,1231,391966,2023.07.06
5,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,139,161,32,1461,999.0,35,15311,2023.07.06
6,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,3,9,18,1359,-64.8,3856,69388,2023.07.06
7,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,7,7,31,1142,-14.7,1339,47703,2023.07.06
8,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,14,10,60,1045,16.5,897,253329,2023.07.06
9,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,1,,2,1017,-88.1,8527,9544,2023.07.06
10,Gemini Rights,Steve Lacy, RCA,RCA ,2,11,11,51,844,-14.5,987,80530,2023.07.06
11,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,13,13,268,819,-12.0,931,199037,2023.07.06
12,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,16,12,14,682,-19.7,849,21741,2023.07.06
13,NOW Disco,Various Artists,NOW,NOW ,3,20,15,9,677,15.1,588,8651,2023.07.06
14,No Thank You,Little Simz, AWAL,AWAL,6,17,6,3,599,-11.7,678,3693,2023.07.06
15,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,24,18,42,586,14.5,512,61030,2023.07.06
16,Hope,NF,NF REAL MUSIC,NFRM,1,19,17,13,579,-1.9,590,100465,2023.07.06
17,MICHAEL,Killer Mike,LOMA VISTA,LVR,4,12,4,3,566,-41.8,973,5257,2023.07.06
18,After Hours,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,28,23,169,565,35.2,418,655071,2023.07.06
19,Hollywood's Bleeding,Post Malone,REPUBLIC RECORDS,R-RR,3,22,20,198,553,3.0,537,567499,2023.07.06
20,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,21,,2,519,-3.7,539,1058,2023.07.06
21,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,25,25,49,436,-11.0,490,26360,2023.07.06
22,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,33,29,35,431,23.9,348,32339,2023.07.06
23,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,40,39,29,423,51.1,280,31434,2023.07.06
