US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
116,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,106,74,40,43,-31.7,63,19030,2023.08.10
116,Grow Up,Lid,,,104,,,1,43,999.0,3,180,2023.08.10
116,The Drive In Theater Part 2,Curren$y,,,63,112,142,9,43,-25.9,58,1058,2023.08.10
120,Mr. Biggs,Leroy Biggs,,,120,,,1,42,,0,42,2023.08.10
120,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,25,116,111,6,42,-25.0,56,647,2023.08.10
122,Last Call,Morris Day,CIA,CIAU,15,186,189,4,40,81.8,22,3476,2023.08.10
122,#floridaman,$ir Mike,,,122,,,1,40,,0,40,2023.08.10
122,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,114,121,65,40,-29.8,57,13935,2023.08.10
122,Lavette!,Bettye LaVette,JAVE,JAVE,31,94,116,8,40,-47.4,76,914,2023.08.10
122,More About Nothing,Wale, INDEPENDENT LABEL SUBMISSION,INDI,43,162,171,29,40,33.3,30,2331,2023.08.10
127,You Can’t Kill Me,070 Shake,DEF JAM RECORDINGS,DEF ,24,,,35,39,387.5,8,4092,2023.08.10
127,Heart On My Sleeve,Ella Mai,INTERSCOPE/GEFFEN/A&M,INT,3,124,122,66,39,-22.0,50,15889,2023.08.10
127,Black Elvis 2,Kool Keith,MMGZ,MMGZ,41,177,,6,39,62.5,24,563,2023.08.10
127,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,146,120,10,39,2.6,38,3059,2023.08.10
131,Carry Me Home,Mavis Staples & Levon Helm,Anti/Epitaph,ATEP,6,120,113,64,38,-28.3,53,12653,2023.08.10
132,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,9,129,76,32,37,-21.3,47,5899,2023.08.10
133,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,157,169,12,36,16.1,31,1921,2023.08.10
133,Decay,Fatboi Sharif,THE ORCHARD,ORCH,41,99,41,4,36,-48.6,70,321,2023.08.10
135,Component System With The Auto Reverse,Open Mike Eagle,THE ORCHARD,ORCH,30,153,169,3,35,6.1,33,1766,2023.08.10
135,Lupara,Rick Hyde,THE ORCHARD,ORCH,135,,,1,35,,0,35,2023.08.10
137,God Did,DJ Khaled,EPIC,EPIC,3,200,151,47,34,70.0,20,16052,2023.08.10
137,Transit Damage,Shinyribs,THE ORCHARD,ORCH,17,71,51,5,34,-67.6,105,1172,2023.08.10
137,Won'T He Do It,Conway The Machine,Empire,EMPR,11,146,94,11,34,-10.5,38,1731,2023.08.10
140,Me Vs. Myself,A Boogie Wit Da Hoodie,ATLANTIC GROUP,ATLG,10,,,1,33,725.0,4,5036,2023.08.10
140,Drill Music In Zion,Lupe Fiasco,RED INK,RDIK,9,,156,52,33,266.7,9,9762,2023.08.10
140,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,103,116,15,33,-48.4,64,3052,2023.08.10
140,"Yo! Boombox - Early Independent Hip Hop, Electro And Disco Rap 1979-83",Soul Jazz Records Presents,SOCIALDISEASERECORDS,SODS,56,,,7,33,999.0,2,364,2023.08.10
140,Clear The Series,Summer Walker,INTERSCOPE/GEFFEN/A&M,INT ,19,63,99,4,33,-75.0,132,1387,2023.08.10
145,Nothing’s Ever Good (EP)/I’m Gone,Iann Dior,"TENTHOUSAND PROJECTS, LLC",10K,43,200,,2,32,60.0,20,783,2023.08.10
145,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,124,183,25,32,-36.0,50,1583,2023.08.10
145,Deathfame,Quelle Chris,MELLOMUSICGROUP,MEUP,99,,136,5,32,100.0,16,562,2023.08.10
148,To What End,Oddisee,THE ORCHARD,ORCH,28,,156,2,31,106.7,15,724,2023.08.10
149,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,149,,,1,30,,0,30,2023.08.10
149,Natural Brown Prom Queen,Sudan Archives,STACRECORDS,STDS,16,,134,43,30,57.9,19,8045,2023.08.10
151,The Skippy White Story: Boston Soul 1961-1967,Various Artists,YEP ROC RECORDS,YROC,47,,,1,29,107.1,14,1116,2023.08.10
151,Naujour,TOOSII,CAPITOL RECORDS,CAP,20,200,116,10,29,45.0,20,945,2023.08.10
151,Girl In The Half Pearl,Live,,AWAL,151,,,1,29,999.0,2,115,2023.08.10
151,Mid-Atlantic Story (Vol. 3),Various Artists,333 Company,INDI,81,,,13,29,,0,745,2023.08.10
155,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,85,89,48,28,-65.4,81,11040,2023.08.10
155,The Detox,Anthony Greatness Cotton,,,155,,,1,28,,0,28,2023.08.10
155,Bourbon Legend,100 Proof,,,155,,,1,28,,0,28,2023.08.10
155,30 Day Run,J-Diggs,THE ORCHARD,ORCH,155,,,1,28,,0,28,2023.08.10
155,Sentimental Fool,Lee Fields,DADSTACHERECORDS,DADS,18,144,,35,28,-31.7,41,4456,2023.08.10
155,Long Live Dj Shay,Black Soprano Family,MNRK,MNRK,34,,,1,28,86.7,15,772,2023.08.10
155,Duets - Love & Soul - White,Teddy Pendergrass,,,78,141,,3,28,-33.3,42,1676,2023.08.10
155,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,119,128,7,28,-48.1,54,1850,2023.08.10
155,Almost Healed,Lil Durk,Alamo Records,ALAM,2,135,125,11,28,-37.8,45,3117,2023.08.10
155,Jammy Fader Breaks,Jfb,,,155,,,1,28,999.0,1,35,2023.08.10
155,Breezy,Chris Brown, RCA,RCA ,5,157,134,59,28,-9.7,31,15356,2023.08.10
166,Let's Ball,Mob$ta Myk,,,97,,,1,27,575.0,4,747,2023.08.10
166,Mj The Musical - Original Broadway Cast,Various Artists,EPIC,EPIC,12,,,9,27,125.0,12,3412,2023.08.10
166,Throwblock Music Ii: 88' D Boi,B-Legit,,,62,62,,2,27,-79.7,133,160,2023.08.10
166,Ways Of Knowing,Navy Blue,DEF JAM/DEF SOUL,DEF,95,,,1,27,999.0,1,151,2023.08.10
166,Warrior's Anthem,Marine Rapper,,,166,,,1,27,,0,27,2023.08.10
166,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,166,,18,27,-3.6,28,4578,2023.08.10
172,Been One,Rylo Rodriguez,GLASS WINDOW ENTERTAINMENT,GWE,63,149,100,6,26,-29.7,37,324,2023.08.10
172,Really Her,BIA,EPIC,EPIC,66,66,,2,26,-78.5,121,147,2023.08.10
172,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,67,,,20,26,73.3,15,1054,2023.08.10
172,Black Radio III,Robert Glasper,LOMA VISTA,LVR,2,135,122,76,26,-42.2,45,17855,2023.08.10
176,Self Explanatory,Ne-Yo,MOTOWN,MOT ,9,200,198,3,25,25.0,20,4427,2023.08.10
177,Sremm 4 Life,Rae Sremmurd,INTERSCOPE/GEFFEN/A&M,INT ,3,186,122,17,24,9.1,22,9008,2023.08.10
177,Parthian Shots,Aj Suede And Televangel,FAKE FOUR INC.,FKFZ,177,,,1,24,,0,24,2023.08.10
177,Tony Touch Presents: The Def Tape,Tony Touch,DEF JAM,DEF,114,114,,2,24,-57.9,57,81,2023.08.10
180,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,116,,15,23,-58.9,56,3632,2023.08.10
180,Dante Bowe,Dante Bowe,True Music,TRUE,59,166,59,3,23,-17.9,28,177,2023.08.10
180,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,40,157,136,38,23,-25.8,31,2746,2023.08.10
183,90 Days,Finesse2tymes,ATLANTIC GROUP,ATLG,37,,,1,22,266.7,6,1920,2023.08.10
183,Eccentric Deep Soul,Various Artists,Numero Group,NUM,50,,,1,22,999.0,2,909,2023.08.10
183,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,27,,175,7,22,22.2,18,574,2023.08.10
183,Calling,CHERISE,,,183,,,1,22,,0,23,2023.08.10
183,Beautiful Dreams,Acantha Lang,,,55,186,,4,22,0.0,22,271,2023.08.10
188,Hypnos,Ravyn Lenae,ATLANTIC GROUP,ATLG,24,,100,7,21,90.9,11,1689,2023.08.10
188,Masego,Masego,CAPITOL RECORDS,CAP,30,81,30,3,21,-77.2,92,1086,2023.08.10
188,Grudges,Kiana Lede,REPUBLIC RECORDS,R-RR,38,129,69,3,21,-55.3,47,604,2023.08.10
191,I Am Controlled By Your Love,Helene Smith,Numero Group,NUM,120,,,1,20,42.9,14,189,2023.08.10
191,Blood In The Water,Millyz,THE ORCHARD,ORCH,191,,,1,20,,0,20,2023.08.10
191,Yield To Pedestrians - Ep,"K-See, Christopher Syncere",,,191,,,1,20,,0,20,2023.08.10
191,Some Of Us Are Brave,Danielle Ponder, INDY LABEL,INDY,15,177,198,43,20,-16.7,24,4285,2023.08.10
191,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,10,,,1,20,42.9,14,3194,2023.08.10
191,Trendsetter,Coi Leray,REPUBLIC RECORDS,R-RR,36,,148,15,20,33.3,15,1814,2023.08.10
197,Intravibronic,Branjae,,,197,,,1,19,,0,19,2023.08.10
197,Return Of The Sp-1200 V.2,Pete Rock,Frontiers Music Srl,INDI,27,,,1,19,72.7,11,2665,2023.08.10
197,They Cloned Tyrone,Various Artists,REPUBLIC RECORDS,R-RR,94,153,94,3,19,-42.4,33,113,2023.08.10
197,Skinemaxxx (Side A & Side B),Fly Anakin,,,197,,,1,19,72.7,11,30,2023.08.10
197,"Homecourt Advantage, Vol. 2",Marlon Craft,,,163,163,,2,19,-34.5,29,48,2023.08.10
197,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,61,128,91,10,19,-60.4,48,640,2023.08.10
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.10
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.17
1,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,1,1,3,98832,169.4,36682,387817,2023.08.17
2,A Love Letter To You 5,Trippie Redd,TEN THOUSAND PROJECTS,CAP,2,,,1,11004,,0,11004,2023.08.17
3,Sos,SZA, RCA,RCA ,1,3,2,36,4408,10.3,3998,119841,2023.08.17
4,Defiant Presents: Jiggy In Jersey,Defiant Presents X Sha Ek & Bandmanrill, WARNER Records,WARN,4,,,1,2299,,0,2299,2023.08.17
5,Renaissance,Beyonce,Columbia Records,COL ,1,4,4,55,1588,-9.3,1751,401242,2023.08.17
6,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,3,,200,10,1539,999.0,12,4131,2023.08.17
7,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,8,9,37,948,14.2,830,53481,2023.08.17
8,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,6,6,6,3,919,-13.1,1058,3242,2023.08.17
9,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,9,,,1,896,999.0,5,943,2023.08.17
10,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,11,17,274,824,15.1,716,203907,2023.08.17
11,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,7,10,10,816,-2.2,834,36165,2023.08.17
12,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,20,14,11,803,87.6,428,8645,2023.08.17
13,His Glory Alone Ii,KB,RCAI,RCAI,13,,,1,786,,0,786,2023.08.17
14,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,9,15,66,768,-7.1,827,258487,2023.08.17
15,Gemini Rights,Steve Lacy, RCA,RCA ,2,10,13,57,713,-8.0,775,85505,2023.08.17
16,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,16,33,52,5,681,218.2,214,2136,2023.08.17
17,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,12,19,24,622,2.1,609,74000,2023.08.17
18,Hope,NF,NF REAL MUSIC,NFRM,1,16,18,19,557,4.3,534,104157,2023.08.17
19,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,14,5,55,526,0.4,524,30307,2023.08.17
20,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,17,20,20,507,-0.6,510,25576,2023.08.17
21,Porches,The Reason,VIRGIN MUSIC GROUP,CIT,21,,,1,484,,0,484,2023.08.17
22,After Hours,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,15,23,175,463,-14.9,544,658298,2023.08.17
23,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,18,22,63,447,-2.6,459,78321,2023.08.17
24,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,5,27,30,30,420,35.0,311,6370,2023.08.17
25,DU4LI7Y: REDUX,Ez Mil,FFP RECORDS MANAGEMENT LLC (EZ MIL),FFPR,25,,,1,418,,0,418,2023.08.17
26,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,38,27,35,417,82.9,228,33851,2023.08.17
27,Enigmatic Society,Dinner Party,Empire,EMPR,25,25,96,9,401,25.3,320,1422,2023.08.17
28,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,19,25,48,391,-6.5,418,64060,2023.08.17
29,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,14,36,33,6,372,53.1,243,4684,2023.08.17
30,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,6,26,31,37,312,0.0,312,14858,2023.08.17
31,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,30,11,7,297,2.8,289,15189,2023.08.17
31,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,29,28,41,297,2.4,290,34607,2023.08.17
33,NOW Disco,Various Artists,NOW,NOW ,3,22,32,15,296,-20.6,373,10995,2023.08.17
34,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,53,78,47,291,106.4,141,18587,2023.08.17
35,Planet Her,Doja Cat, RCA,RCA ,2,31,36,111,288,2.1,282,135254,2023.08.17
36,The Rebirth Of Marvin,October London,,,36,39,46,27,285,27.8,223,3572,2023.08.17
37,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,46,35,28,280,55.6,180,10827,2023.08.17
38,Sundial,Noname,AWAL,AWAL,38,,,1,271,,0,271,2023.08.17
39,2000,Joey Bada$$,Columbia Records,COL ,6,37,40,19,266,16.2,229,12059,2023.08.17
40,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,45,45,46,259,38.5,187,24252,2023.08.17
41,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,6,23,43,51,256,-24.3,338,24875,2023.08.17
42,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,16,24,34,6,242,-23.2,315,3832,2023.08.17
43,No Thank You,Little Simz, AWAL,AWAL,6,32,38,9,235,-15.5,278,5590,2023.08.17
44,"Honestly, Nevermind",Drake,OVO / REPUBLIC RECORDS,R-RR,1,41,44,22,234,7.8,217,27445,2023.08.17
45,Rêverie,Les Imprimés,Big Crown Records,BCR,45,,,1,221,,0,221,2023.08.17
46,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,101,81,32,214,250.8,61,7160,2023.08.17
47,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,8,48,65,46,213,37.4,155,13111,2023.08.17
48,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,48,149,,2,206,586.7,30,236,2023.08.17
49,Godtwang 3: The Next Chapter,Rare Of Breed,,,49,,,1,202,,0,202,2023.08.17
50,Defiant Presents: Jiggy In Jersey (Slowed Down),"Sha Ek, Defiant Presents, Bandmanrill",,,50,,,1,197,,0,197,2023.08.17
51,Frontier's Edge,Budos Band,Diamond West Records,DWR,21,35,21,3,182,-30.0,260,1064,2023.08.17
52,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,34,29,38,176,-32.8,262,17865,2023.08.17
53,Anniversary – The Live Album,Kem,MOTOWN,MOT,24,48,24,6,169,0.6,168,1253,2023.08.17
54,I Never Liked You,Future,EPIC,EPIC,3,46,53,68,166,-0.6,167,33032,2023.08.17
55,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,2,43,26,4,157,-25.6,211,5155,2023.08.17
56,"Make Me Say It Again, Girl","Isley Brothers, Ronald Isley",RI TOP TEN LLC,RI10,31,80,,3,151,79.8,84,2950,2023.08.17
57,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,60,50,53,149,40.6,106,44947,2023.08.17
58,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,42,52,42,3,130,-11.0,146,513,2023.08.17
59,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,72,73,67,128,37.6,93,38741,2023.08.17
60,Wasteland,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,2,54,64,9,127,-6.6,136,10746,2023.08.17
61,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,113,78,44,125,166.0,47,14350,2023.08.17
62,I Wanna Dance With Somebo,Whitney Houston, RCA,RCA ,42,,,1,123,999.0,5,2391,2023.08.17
63,Eccentric Northern Soul,Various Artists,Numero Group,NUM,63,,,1,121,999.0,1,125,2023.08.17
64,MICHAEL,Killer Mike,LOMA VISTA,LVR,4,69,55,9,115,18.6,97,6359,2023.08.17
64,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,44,60,45,115,-36.8,182,17926,2023.08.17
66,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,66,76,9,114,6.5,107,1950,2023.08.17
67,Angels & Queens,Gabriels,NEW ELEKTRA,NELK,34,67,131,6,111,8.8,102,1047,2023.08.17
68,The Raptivist,Mesus,,,68,,,1,109,,0,109,2023.08.17
69,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,81,74,179,107,28.9,83,71063,2023.08.17
70,Spaceships On The Blade,Larry June,Empire,EMPR,4,64,97,49,106,-5.4,112,8340,2023.08.17
70,Blue Water Road,Kehlani,ARTIST PARTNER GROUP,APG1,2,58,70,68,106,-12.4,121,26430,2023.08.17
72,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,4,77,85,68,104,18.2,88,17147,2023.08.17
72,College Park,Logic, BMG DISTRIBUTION,BMG ,1,51,49,26,104,-31.1,151,18528,2023.08.17
74,Defiant Presents: Jiggy In Jersey (Sped Up),"Sha Ek, Defiant Presents, Bandmanrill",,,74,,,1,103,,0,103,2023.08.17
75,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,30,57,102,8,100,-18.0,122,1054,2023.08.17
76,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,60,131,8,98,-17.6,119,1646,2023.08.17
77,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,85,92,8,96,21.5,79,10344,2023.08.17
78,Vinyl Days,Logic,DEF JAM,DEFJ,2,70,68,61,95,14.5,83,25718,2023.08.17
79,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,9,42,69,45,94,-55.7,212,6533,2023.08.17
80,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,75,56,28,93,2.2,91,14195,2023.08.17
80,Mj The Musical - Original Broadway Cast,Various Artists,EPIC,EPIC,12,166,,10,93,244.4,27,3505,2023.08.17
82,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,58,80,54,92,-24.0,121,49870,2023.08.17
83,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,13,13,41,4,91,-84.9,602,2051,2023.08.17
84,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,68,57,15,90,-9.1,99,5273,2023.08.17
84,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,85,89,16,90,13.9,79,3848,2023.08.17
86,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,96,,68,89,32.8,67,39023,2023.08.17
86,Some Of Us Are Brave,Danielle Ponder, INDY LABEL,INDY,15,191,177,44,89,345.0,20,4374,2023.08.17
88,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,78,141,8,81,-5.8,86,4394,2023.08.17
89,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,82,89,49,80,-1.2,81,22299,2023.08.17
90,Paper Route Frank,Young Dolph,Empire,EMPR,9,62,15,3,78,-24.3,103,5971,2023.08.17
90,Watch The Sun Live: The Mansion Sessions,PJ Morton,,,90,,,1,78,,0,78,2023.08.17
92,Carry Me Home,Mavis Staples & Levon Helm,Anti/Epitaph,ATEP,6,131,120,65,77,102.6,38,12730,2023.08.17
92,Bliss,Tech N9Ne,STRANGE MUSIC,SMIF,3,54,3,3,77,-43.4,136,2868,2023.08.17
92,I Showed U So,Yo Gotti & DJ Drama,INTERSCOPE/GEFFEN/A&M,INT ,2,2,,2,77,-98.9,6872,6949,2023.08.17
95,Louie,Kenny Beats,Merok,XL,1,89,193,30,76,1.3,75,12100,2023.08.17
96,Raven,Kelela,WARP RECORDS,WARP,3,89,106,27,75,0.0,75,8218,2023.08.17
96,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,155,85,49,75,167.9,28,11115,2023.08.17
96,Grandson,King Von,Empire,EMPR,2,74,67,5,75,-18.5,92,2233,2023.08.17
99,L.A.W.,Sammie,,,99,,,1,74,,0,74,2023.08.17
100,Masego,Masego,CAPITOL RECORDS,CAP,30,188,81,4,72,242.9,21,1158,2023.08.17
101,Natural Brown Prom Queen,Sudan Archives,STACRECORDS,STDS,16,149,,44,71,136.7,30,8116,2023.08.17
102,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,92,60,18,70,-1.4,71,9137,2023.08.17
103,Blue Gene's,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,95,58,5,69,0.0,69,1877,2023.08.17
104,Reflections,Louis Cato,,,104,,,1,63,,0,63,2023.08.17
105,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,72,123,24,61,-34.4,93,4446,2023.08.17
106,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,106,124,15,60,13.2,53,3054,2023.08.17
106,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,96,118,21,60,-10.4,67,6638,2023.08.17
108,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,28,92,20,59,-80.4,301,3506,2023.08.17
108,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,6,98,,17,59,15.7,51,2446,2023.08.17
110,Tori,Tori Kelly,EPIC,EPIC,7,65,7,3,58,-46.8,109,1224,2023.08.17
110,Tony Touch Presents: The Def Tape,Tony Touch,DEF JAM,DEF,110,177,114,3,58,141.7,24,139,2023.08.17
110,Heart On My Sleeve,Ella Mai,INTERSCOPE/GEFFEN/A&M,INT,3,127,124,67,58,48.7,39,15947,2023.08.17
113,Signature,Joell Ortiz,MMGZ,MMGZ,113,,,1,57,,0,57,2023.08.17
114,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,102,85,9,56,-3.4,58,1856,2023.08.17
115,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,180,116,16,55,139.1,23,3687,2023.08.17
115,Black Radio III,Robert Glasper,LOMA VISTA,LVR,2,172,135,77,55,111.5,26,17910,2023.08.17
117,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,,186,15,53,194.4,18,2462,2023.08.17
118,7 Figures Later,G Perico,Empire,EMPR,118,,,1,52,,0,52,2023.08.17
118,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,25,120,116,7,52,23.8,42,699,2023.08.17
120,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,111,94,29,51,2.0,50,4457,2023.08.17
121,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,61,197,128,11,50,150.0,20,691,2023.08.17
121,If Tomorrow Never Comes,Cozmo,,,121,,,1,50,,0,50,2023.08.17
123,Duets - Love & Soul - White,Teddy Pendergrass,,,78,155,141,4,48,71.4,28,1724,2023.08.17
123,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,133,157,13,48,33.3,36,1969,2023.08.17
125,CandyDrip,Lucky Daye, RCA,RCA ,10,,152,39,47,571.4,7,6798,2023.08.17
126,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,106,127,13,46,-13.2,53,6136,2023.08.17
126,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,105,109,36,46,-14.8,54,12795,2023.08.17
128,Sage Motel,Monophonics & Kelly Finnigan,Colemine Records,COLR,2,,,1,45,164.7,17,7709,2023.08.17
128,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,122,114,66,45,12.5,40,13980,2023.08.17
130,Breezy,Chris Brown, RCA,RCA ,5,155,157,60,44,57.1,28,15400,2023.08.17
130,Still Emo,Emotional Oranges, INDY LABEL,INDY,130,,,1,44,,0,44,2023.08.17
130,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,9,132,129,33,44,18.9,37,5943,2023.08.17
133,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,98,145,49,42,-17.6,51,7979,2023.08.17
133,Yessie,Jessie Reyez,ISLAND,ISL ,7,106,103,47,42,-20.8,53,8080,2023.08.17
135,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,116,106,41,41,-4.7,43,19071,2023.08.17
136,Let's Ball,Mob$ta Myk,,,97,166,,2,40,48.1,27,787,2023.08.17
136,Miscellaneous Flowers,Majik R. Allison,,,136,,,1,40,,0,40,2023.08.17
136,But If Iim Honest,Raahiim,,,136,,,1,40,,0,40,2023.08.17
136,Prism,Say She She,333 Company,INDI,37,116,,39,40,-7.0,43,2612,2023.08.17
140,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,127,146,11,39,0.0,39,3098,2023.08.17
141,Goin Thru Some Thangs,Boosie Badazz,,,141,,,1,38,,0,38,2023.08.17
141,Music To Make Love To Your Old,"Merriweather,Nathaniel& Lovag",BULK RECORDINGS-BKR,BKR ,47,,,1,38,999.0,3,1710,2023.08.17
141,DU4LI7Y,Ez Mil, INDY LABEL,INDY,82,82,84,4,38,-53.1,81,318,2023.08.17
141,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,155,119,8,38,35.7,28,1888,2023.08.17
141,Mid-Atlantic Story (Vol. 3),Various Artists,333 Company,INDI,81,151,,14,38,31.0,29,783,2023.08.17
146,Won'T He Do It,Conway The Machine,Empire,EMPR,11,137,146,12,37,8.8,34,1768,2023.08.17
