US_Chart - Heatseekers Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.06.22
85,Decide,Djo,,AWAL,9,80,,27,1121,-16.8,1348,569,14,719627,,2023.09.07
86,Breathe,Chad Lawson,DECCA,DECU,44,106,101,36,1108,8.0,1026,5,2,1389653,,2023.09.07
87,Moment Of Truth,Red Clay Strays, INDEPENDENT LABEL SUBMISSION,INDI,87,,,1,1101,,,161,944,1096517,,2023.09.07
88,Electric Dusk,Leon Thomas,MOTOWN,MOT ,39,73,39,3,1095,-22.6,1414,6,87,1422735,,2023.09.07
89,5lbs Of Pressure - Ep,Superstar Pride, INDEPENDENT LABEL SUBMISSION,INDI,3,95,92,27,1094,0.6,1087,0,26,1601757,,2023.09.07
90,Kx5,Kx5,AWAL,AWAL,11,93,89,25,1093,-3.0,1127,9,209,1388818,,2023.09.07
91,Preacher’s Daughter,Ethel Cain,,AWAL,60,102,106,41,1092,4.2,1048,23,53,1385581,,2023.09.07
92,Code Red,Primal Fear,CODE RED,COD9,92,,,1,1079,,,1023,104,61455,,2023.09.07
93,Linger Awhile,Samara Joy,VERVE,VERV,1,141,119,38,1075,32.2,813,739,70,426067,,2023.09.07
94,Memento Mori,Marduk,CEME,CEME,94,,,1,1056,,,992,21,80612,,2023.09.07
95,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,11,89,87,43,1056,-14.1,1230,58,48,1300457,,2023.09.07
96,Every Little Detail,Forest Blakk,ATLANTIC GROUP,ATLG,45,110,107,45,1041,2.1,1020,11,247,1388005,,2023.09.07
97,I've IVE,IVE,THE ORCHARD,ORCH,8,91,91,22,1037,-10.1,1153,112,69,1367038,,2023.09.07
98,Milk Teeth,Suki Waterhouse, SUB POP,SUBP,67,104,104,44,1033,-1.1,1045,12,13,1485312,,2023.09.07
99,Only Built 4 Diamond Links,Peezy,Empire,EMPR,1,107,98,56,1033,1.0,1023,1,27,1585671,,2023.09.07
100,P.S.,Kylie Morgan,EMI NASHVILLE,ENAS,31,108,90,56,1029,0.6,1023,2,49,1473260,,2023.09.07
101,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,99,93,11,1022,-3.9,1064,5,154,1460444,,2023.09.07
102,Memorial,Soen,SILVER LINING M,UDR ,102,,,1,1016,,,875,48,176437,,2023.09.07
103,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,109,103,28,1003,-1.8,1021,10,67,1317230,,2023.09.07
104,Ryan Ellis,Ryan Ellis,PROVIDENT/RED,PROV,80,113,100,50,1001,0.8,993,30,264,1250922,,2023.09.07
105,Rachmaninoff: The Piano Concertos & Paga,"Yuja Wang, Los Angeles Philharmonic, Gus",DGG CLASSICS (D),DGG ,105,,,1,998,,,586,110,503305,,2023.09.07
106,Walk Down World,Lil Double 0,Vydia,VYD,1,114,109,44,985,-0.6,991,0,6,1405869,,2023.09.07
107,Fountain Baby,Amaarae,INTERSCOPE/GEFFEN/A&M,INT ,33,,,8,982,,,190,46,1034475,,2023.09.07
108,22,Hunxho,300 ENTERTAINME,300E,12,126,138,24,977,12.0,872,0,7,1489222,,2023.09.07
109,Teenfresh,Stayc,Hello82,H82,14,65,14,3,970,-34.6,1484,589,50,537561,,2023.09.07
110,Rabbit Rabbit,Speedy Ortiz,WALKIETALKIERECORDS,WADS,110,,,1,967,,,863,43,127396,,2023.09.07
111,God Is Good!,Cody Carnes,SPARROW RECORDS,SPAR,69,115,105,42,940,-3.3,972,16,185,1179083,,2023.09.07
112,An Object In Motion,Drab Majesty,Dais Records,DAIS,112,,,1,922,,,902,6,25254,,2023.09.07
113,"Red, White And Bruised: The Midnight Live (Color Vinyl)",Midnight,NINJA TUNE,NTR,77,,,2,920,,,706,55,267069,,2023.09.07
114,At The Roadhouse,Paper Kites,NETTWERK RECORD,NETT,114,,,1,918,,,297,81,785878,,2023.09.07
115,Endless Summer,Elovaters, INDEPENDENT LABEL SUBMISSION,INDI,21,122,114,6,916,2.3,895,69,187,1070010,,2023.09.07
116,Who Hurt You?,Ali Gatie,Warner Records,WAR,10,94,,46,903,-18.1,1103,0,51,1308843,,2023.09.07
117,Muna,Muna,Dead Oceans,DOC,2,117,102,43,901,-1.4,914,237,53,850508,,2023.09.07
118,Ar,Addison Rae,ATLANTIC GROUP,ATLG,19,79,19,3,899,-33.6,1353,14,50,1160704,,2023.09.07
119,"It's Not You, It's Me",Chase Shakur,DEF JAM,DEF,119,,,2,876,,,20,59,1106724,,2023.09.07
120,Orange Blood,Mt. Joy,ISLAND,ISL ,2,105,88,61,874,-15.8,1038,136,35,940506,,2023.09.07
121,Dolls Ep,Bella Poarch,WARNER RECORDS,WAR ,8,129,129,56,870,1.2,860,22,96,1334481,,2023.09.07
122,House Of Tricky : How To Play,Xikers,Hello82,H82,38,100,77,4,868,-18.1,1060,733,16,192263,,2023.09.07
123,Maverick,Kizz Daniel,Empire,EMPR,33,134,113,6,860,2.3,841,3,112,1367603,,2023.09.07
124,Aunque Digan,Marca MP,SONY MUSIC LATIN,SML ,30,132,131,9,858,1.8,843,0,53,1227529,,2023.09.07
125,Cupido,Tini,5020 Records,5020,31,128,128,29,849,-1.8,865,3,37,1317625,,2023.09.07
126,Basketcase,Bones,Empire,EMPR,58,58,,2,845,-48.2,1630,4,23,1137047,,2023.09.07
127,The Reykjavík Sessions,Laufey,,AWAL,127,135,130,8,836,-0.5,840,2,24,1246385,,2023.09.07
128,Defiant Presents: Jiggy In Jersey,Defiant Presents X Sha Ek & Bandmanrill, WARNER Records,WARN,17,119,,3,825,-8.8,905,1,20,1476134,,2023.09.07
129,Onnafriday,Charlieonnafriday,,,15,139,123,60,825,1.1,816,1,27,1177778,,2023.09.07
130,Thrive,SLANDER, INDEPENDENT LABEL SUBMISSION,INDI,54,127,136,50,824,-5.5,872,2,118,1158314,,2023.09.07
131,Tequila Ever After,Adekunle Gold,DEF JAM/DEF SOUL,DEF,32,124,99,6,807,-8.4,881,2,50,1100453,,2023.09.07
132,Dark Sun,Dayseeker,SpineFarm,SFMU,13,145,145,44,806,0.9,799,51,79,1003387,,2023.09.07
133,RUCKUS!,Movements,FEARLESS RECORD,FEAR,8,92,8,3,798,-30.0,1140,302,25,634341,,2023.09.07
134,Life In Hell,Lancey Foux,THE ORCHARD,ORCH,41,136,121,5,792,-5.1,835,0,10,1206443,,2023.09.07
135,Uta's Songs One Piece Film Red,Ado,EVERYTHING 2 EVERYONE (CENTRAL),UME,9,,,24,783,,,32,85,1157976,,2023.09.07
136,Sincerely Mad,Jdot Breezy,Blac Noize!,BNOZ,53,125,108,6,774,-11.5,875,0,8,1306480,,2023.09.07
137,Tekkno,Electric Callboy,THE ORCHARD,ORCH,16,111,148,28,773,-23.1,1005,105,161,915102,,2023.09.07
138,Girls Like Me Don'T Cry,Thuy,Venice Music,VEN,114,,,10,769,,,1,61,1142472,,2023.09.07
139,Tuff Luv,Yatta Bandz,Empire,EMPR,86,123,86,3,766,-13.6,887,2,12,1160556,,2023.09.07
140,Dirt Road When I Die,Dylan Marlowe,RCA NASHVILLE,RCNA,26,,,8,764,,,4,30,1082296,,2023.09.07
141,Making Memories,Karan Aujla X Ikky,INTERNATIONAL R,IRI,97,140,97,3,763,-6.3,814,8,27,1178147,,2023.09.07
142,Trap Kitty,Young Miko,CAPITOL MUSIC GROUP,CAP ,128,,,3,758,,,3,33,1085019,,2023.09.07
143,Game Plan,Jeon Somi,INTERSCOPE/GEFFEN/A&M,INT ,80,,,4,754,,,26,168,1057143,,2023.09.07
144,In The End It Always,Japanese House,DIRTY HIT,DRHI,8,148,122,10,754,-3.0,777,186,29,720070,,2023.09.07
145,Alkebulan,Matt B,THE ORCHARD,ORCH,145,,,1,753,,,753,1,532,,2023.09.07
146,Desgenerados Mixtape,Mau Y Ricky, WEA LATINA,WEAL,104,,,5,748,,,0,21,1169180,,2023.09.07
147,Sembrando,Peso Pluma,THE ORCHARD,ORCH,25,142,140,24,746,-7.7,808,0,16,1199184,,2023.09.07
148,Stand By You,Walk Off The Earth,THE ORCHARD,ORCH,95,143,95,3,743,-7.2,801,32,212,969707,,2023.09.07
149,The Man From Waco,Charley Crockett,RED INK,RDIK,3,,,51,743,,,233,86,658846,,2023.09.07
150,Everybody Go To The Disco,Darell,SONY MUSIC LATIN,SML ,63,137,116,6,741,-10.7,830,0,34,1149690,,2023.09.07
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2023.09.07
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.09.14
1,Why... (Dazed Ver.),Boynextdoor,INTERSCOPE/GEFFEN/A&M,INT,1,,,1,8147,,,7704,54,658339,,2023.09.14
2,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,1,2,3,31,7751,3.8,7465,29,465,11342347,,2023.09.14
3,How Do You Sleep At Night?,Teezo Touchdown, RCA,RCA ,3,,,1,6951,,,211,140,8652045,,2023.09.14
4,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,3,4,16,6799,1.8,6680,106,167,10305817,,2023.09.14
5,Make Them Beg For Death,Dying Fetus,RELAPSE RECORDS,RLS ,5,,,1,5063,,,4646,86,525222,,2023.09.14
6,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,4,4,7,6,4726,-10.7,5293,7,57,7391996,,2023.09.14
7,Blacktop,Corey Kent,RCA NASHVILLE,RCNA,2,6,8,15,4700,-3.1,4851,22,520,6287939,,2023.09.14
8,Everything I Know About Love,Laufey,,AWAL,8,10,10,54,4593,9.3,4203,584,102,6064755,,2023.09.14
9,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,5,8,5,3,4260,-3.5,4413,29,200,5787955,,2023.09.14
10,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,11,9,15,3753,-2.4,3847,12,121,5321581,,2023.09.14
11,Easy On My Eyes,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,1,13,13,56,3732,2.5,3641,30,807,5335555,,2023.09.14
12,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,7,12,11,14,3676,-2.1,3755,1,64,5532374,,2023.09.14
13,Mid Air,Romy,YOUNG,YONG,13,,,1,3673,,,2577,468,1338564,,2023.09.14
14,Weedkiller,Ashnikko,PARLOPHONE,PRL,2,5,2,3,3563,-26.9,4874,487,179,4235823,,2023.09.14
15,Drowning,Jessie Murph,Columbia Records,COL ,1,17,15,31,3358,3.4,3249,40,183,4723181,,2023.09.14
16,Five Seconds Flat,Lizzy McAlpine,,AWAL,2,18,16,75,3225,2.2,3156,62,75,4242757,,2023.09.14
17,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,17,21,21,22,3072,7.8,2849,26,316,4339000,,2023.09.14
18,Hit Parade,Roisin Murphy,NINJA TUNA / NINJA TUNE,NNJ ,18,,,1,3049,,,2585,134,571915,,2023.09.14
19,What Is Life?,Dax,Columbia Records,COL ,12,16,14,4,2877,-11.7,3257,125,716,4161576,,2023.09.14
20,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,6,22,20,45,2683,-5.3,2832,19,417,3926959,,2023.09.14
21,Good Times Go,Nicky Youre,Columbia Records,COL ,14,20,22,6,2654,-7.0,2855,4,373,3668380,,2023.09.14
22,House On A Hill,Eric Nam,THE ORCHARD,ORCH,22,,,1,2568,,,1824,200,981233,,2023.09.14
23,Black Classical Music,Yussef Dayes, WARNER Records,WAR ,23,,,1,2563,,,1927,166,787112,,2023.09.14
24,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,25,27,19,2552,6.3,2401,7,512,3743614,,2023.09.14
25,Where The Shooters Be,Sleazyworld Go,ISLAND,ISL ,1,27,28,44,2424,5.8,2292,0,29,3969266,,2023.09.14
26,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,23,24,14,2372,-9.3,2614,22,194,3228201,,2023.09.14
27,Her Love Still Haunts Me Like A Ghost,Montell Fish,"LORD'S CHILD, INC. ",LCH,11,71,31,46,2359,79.4,1315,4,107,3502243,,2023.09.14
28,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,24,23,12,2323,-6.4,2483,22,147,3174185,,2023.09.14
29,We Were Cowboys,Kameron Marlowe,CLNV,CLNV,1,26,26,55,2308,-0.1,2311,14,156,3127985,,2023.09.14
30,The Lost Petals,D4vd,INTERSCOPE/GEFFEN/A&M,INT,30,,,1,2223,,,36,84,2964027,,2023.09.14
31,Walk Me Home...,Benson Boone,WARNER RECORDS,WAR ,3,33,35,59,2085,3.5,2014,19,328,2952208,,2023.09.14
32,Exiit,Kanii, WARNER Records,WAR,11,32,33,13,2080,2.6,2027,0,18,3668699,,2023.09.14
33,Jamie,Montell Fish,"LORD'S CHILD, INC. ",LCH,16,38,44,60,2042,10.1,1854,133,23,2841351,,2023.09.14
34,Beatopia (Cd),Beabadoobee,DIRTY HIT,DRHI,2,31,32,61,2022,-0.6,2034,254,59,2590085,,2023.09.14
35,Self Inflicted Scars,Bryan Martin,DOUG KAYE,AJE ,30,34,30,69,2002,2.6,1952,17,195,2820899,,2023.09.14
36,Twenty Something,Alana Springsteen,Columbia Records,COL ,17,29,25,4,2001,-11.3,2255,14,336,2615794,,2023.09.14
37,Muddy Water Rockstar,Austin Snell,Warner Music Nashville,WNS,37,,,1,1974,,,190,386,2355599,,2023.09.14
38,No Love,Byron Messia,INTERSCOPE/GEFFEN/A&M,INT ,16,28,,14,1960,-14.0,2279,4,189,2771689,,2023.09.14
39,The Returner,Allison Russell,FANTASY RECORDS,FAN ,39,,,1,1957,,,1668,354,325395,,2023.09.14
40,Pineapple Sunrise,Beach Weather,Arista,ARIS,20,,,22,1954,,,4,99,2932523,,2023.09.14
41,Speshal Machinery,38 Spesh,THE ORCHARD,ORCH,41,,,1,1941,,,377,313,2067233,,2023.09.14
42,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,5,35,39,50,1887,-1.3,1912,16,82,2734729,,2023.09.14
43,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,37,41,22,1861,-0.8,1876,4,20,2703766,,2023.09.14
44,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,39,42,17,1846,2.2,1807,4,24,2871426,,2023.09.14
45,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,40,56,17,1756,-1.6,1784,15,162,2347483,,2023.09.14
46,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,1,47,51,62,1753,7.1,1637,44,8,2495208,,2023.09.14
47,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,18,46,55,52,1688,2.7,1643,59,55,2293186,,2023.09.14
48,Heart On Ice,Jon Langston,MCA NASHVILLE,MCAN,48,,,1,1677,,,527,638,1416857,,2023.09.14
49,Freddie's Inferno,Freddie Dredd, RCA,RCA ,6,49,54,57,1658,4.7,1583,9,27,2546232,,2023.09.14
50,The Hutson Sessions,Wyatt Flores,Empire,EMPR,45,45,45,32,1640,-0.4,1647,11,54,2282146,,2023.09.14
51,Hellmode,Jeff Rosenstock, INDEPENDENT LABEL SUBMISSION,INDI,7,7,,2,1630,-65.9,4787,1081,23,694305,,2023.09.14
52,Slow Burn,Conquer Divide, MASCOT LABEL GROUP,MAS ,52,,,1,1591,,,1260,121,414252,,2023.09.14
53,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,6,30,6,3,1578,-28.1,2194,292,107,1705755,,2023.09.14
54,Boy Alone,Omah Lay,SIRE,SIR,8,43,52,61,1573,-4.7,1650,7,94,2218269,,2023.09.14
55,All Bad,Nick Shoulders, INDEPENDENT LABEL SUBMISSION,INDI,55,,,1,1534,,,1263,26,340684,,2023.09.14
56,Donde Quiero Estar,Quevedo, WARNER Records,WAR,4,54,60,34,1522,1.9,1494,1,13,2261406,,2023.09.14
57,Back2datrap,Lancey Foux,THE ORCHARD,ORCH,57,,,1,1508,,,9,30,2067893,,2023.09.14
58,Mundo,Santa Fe Klan,THE ORCHARD,ORCH,5,59,83,56,1503,3.9,1446,1,40,2507917,,2023.09.14
59,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,41,50,23,1495,-10.5,1670,57,207,1895371,,2023.09.14
60,Too Late To Die Young - Ep,Sonder, INDEPENDENT LABEL SUBMISSION,INDI,2,60,64,47,1492,4.0,1434,1,8,2042907,,2023.09.14
61,We Eat The Most,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,16,50,63,13,1490,-4.3,1557,1,11,2354997,,2023.09.14
62,A Study Of The Human Experience Volume One,Gayle,ATLANTIC GROUP,ATLG,1,53,59,78,1460,-2.7,1500,4,250,1968254,,2023.09.14
63,Dlux,DannyLux, WEA LATINA,WEAL,13,48,29,4,1449,-10.0,1610,1,14,2136239,,2023.09.14
64,Raised,Hailey Whitters,Big Loud,BGL,9,56,53,76,1432,-2.5,1468,38,208,1872933,,2023.09.14
65,Not Through Blood,Pain Of Truth, INDEPENDENT LABEL SUBMISSION,INDI,65,,,1,1421,,,1044,24,471612,,2023.09.14
66,Road To Casablanco.,Armani White,DEF JAM,DEF,20,66,76,18,1382,2.9,1343,4,183,1908579,,2023.09.14
67,As Gomorrah Burns,Cryptopsy,NUCLEAR BLAST,NUB,67,,,1,1369,,,1250,29,149116,,2023.09.14
68,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,4,57,101,12,1354,-7.0,1456,302,61,1356473,,2023.09.14
69,Earned It,Larry Fleet,Big Loud Records,BLR,15,15,,2,1353,-58.8,3285,144,409,1535382,,2023.09.14
70,Fatalism,Polaris,SHARPTONE,SHT ,9,9,,2,1350,-69.2,4390,404,170,1192754,,2023.09.14
71,"Half Man, Half Vamp",Lil Poppa,INTERSCOPE/GEFFEN/A&M,INT ,8,69,77,12,1342,1.9,1317,0,6,2122509,,2023.09.14
72,Punk Tactics,"Joey Valence, Brae",ADWB,ADWB,72,,,1,1334,,,103,269,1675995,,2023.09.14
73,A Sign Of Things To Come,Sylosis,NUCLEAR BLAST,NUB,73,,,1,1334,,,1030,88,380248,,2023.09.14
74,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,26,62,61,42,1332,-5.5,1409,42,56,1756653,,2023.09.14
75,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,39,72,84,35,1315,1.0,1302,59,432,1787294,,2023.09.14
76,Egg In The Backseat,Em Beihold,REPUBLIC RECORDS,R-RR,7,78,81,60,1315,5.2,1250,17,99,1811120,,2023.09.14
77,The Dark,Band Camino,NEW ELEKTRA,NELK,1,67,49,5,1313,-2.1,1341,177,66,1449939,,2023.09.14
78,Blood Shore Season 3,Xavier Wulf, EMPIRE DISTRIBUTION,EMPI,30,74,82,48,1308,0.7,1299,0,5,1864249,,2023.09.14
79,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,70,71,8,1276,-3.0,1316,32,324,1624241,,2023.09.14
80,Memory Reboot,Voj & Narvent,THE ORCHARD,ORCH,80,81,,2,1275,5.0,1214,13,255,1856218,,2023.09.14
81,My Vision,Luh Tyler,ATLANTIC GROUP,ATLG,2,75,75,24,1273,-1.5,1293,4,5,1954870,,2023.09.14
82,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,11,95,89,44,1264,19.7,1056,119,142,1477686,,2023.09.14
83,Endling,Kvelertak, RISE RECORDS,RISE,83,,,1,1251,,,1150,31,123972,,2023.09.14
84,Proof,Big Yavo, INDEPENDENT LABEL SUBMISSION,INDI,16,58,34,4,1242,-14.6,1454,2,-1,1742028,,2023.09.14
85,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,76,86,28,1236,-1.5,1255,24,178,1682036,,2023.09.14
86,P.O.V,Tone Stith, RCA,RCA ,86,,,1,1213,,,90,230,1418602,,2023.09.14
87,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,43,68,43,22,1202,-9.5,1328,2,21,1594582,,2023.09.14
88,Cross Country,Breland,ATLANTIC GROUP,ATLG,1,42,57,53,1174,-28.9,1651,8,93,1496256,,2023.09.14
89,Life Of A Slimecrook,Sett,ATLANTIC GROUP,ATLG,29,79,78,5,1150,-6.7,1232,2,17,1923809,,2023.09.14
90,Breathe,Chad Lawson,DECCA,DECU,44,86,106,37,1150,3.8,1108,6,10,1440632,,2023.09.14
91,Born For Greatness,Buju Banton,ROC NATION,R0CN,91,,,1,1147,,,445,466,890413,,2023.09.14
92,Perfect Storm,Yatta Bandz,Empire,EMPR,40,83,90,71,1120,-5.1,1180,1,21,1766723,,2023.09.14
93,Who Hurt You?,Ali Gatie,Warner Records,WAR,10,116,94,47,1102,22.0,903,0,58,1609455,,2023.09.14
94,Milk Teeth,Suki Waterhouse, SUB POP,SUBP,67,98,104,45,1094,5.9,1033,61,14,1497281,,2023.09.14
95,Kx5,Kx5,AWAL,AWAL,11,90,93,26,1085,-0.7,1093,5,227,1382710,,2023.09.14
96,Beautiful And Brutal Yard,J Hus,EPIC,EPIC,10,82,85,9,1082,-8.8,1186,3,75,1454232,,2023.09.14
97,Suburban Legend,Durry,RED INK,RDIK,97,,,1,1071,,,694,95,491658,,2023.09.14
98,Every Little Detail,Forest Blakk,ATLANTIC GROUP,ATLG,45,96,110,46,1071,2.9,1041,9,234,1432287,,2023.09.14
99,5lbs Of Pressure - Ep,Superstar Pride, INDEPENDENT LABEL SUBMISSION,INDI,3,89,95,28,1066,-2.6,1094,1,22,1558754,,2023.09.14
100,Unruly,Olamide,Empire,EMPR,9,65,46,6,1056,-21.4,1344,1,16,1536263,,2023.09.14
101,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,4,84,88,55,1047,-10.1,1165,156,36,1204345,,2023.09.14
102,Ru The World,Ruger,INGROOVES,INGV,52,52,,2,1042,-30.9,1508,4,19,1447825,,2023.09.14
103,Moment Of Truth,Red Clay Strays, INDEPENDENT LABEL SUBMISSION,INDI,87,87,,2,1038,-5.7,1101,157,653,1060641,,2023.09.14
104,Gotta Find The Moon,Empty Pockets, INDEPENDENT LABEL SUBMISSION,INDI,104,,,1,1035,,,1026,8,12092,,2023.09.14
105,Only Built 4 Diamond Links,Peezy,Empire,EMPR,1,99,107,57,1030,-0.3,1033,0,21,1569927,,2023.09.14
106,I've IVE,IVE,THE ORCHARD,ORCH,8,97,91,23,1023,-1.4,1037,127,45,1326449,,2023.09.14
107,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,103,109,29,1019,1.6,1003,23,92,1323836,,2023.09.14
108,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,101,99,12,1017,-0.5,1022,2,147,1465252,,2023.09.14
109,Preacher’s Daughter,Ethel Cain,,AWAL,60,91,102,42,1015,-7.1,1092,24,59,1284408,,2023.09.14
110,Deadly Fun,Dark Divine,INVOGUE,IVRE,110,,,1,1014,,,730,75,366787,,2023.09.14
111,Walk Down World,Lil Double 0,Vydia,VYD,1,106,114,45,1005,2.0,985,0,1,1437104,,2023.09.14
112,22,Hunxho,300 ENTERTAINME,300E,12,108,126,25,991,1.4,977,1,8,1513494,,2023.09.14
113,Dat Boy Den,Sauce Walka,Empire,EMPR,12,51,12,3,985,-36.6,1553,9,16,1401898,,2023.09.14
114,Muna,Muna,Dead Oceans,DOC,2,117,117,44,983,9.1,901,341,43,825553,,2023.09.14
115,P.S.,Kylie Morgan,EMI NASHVILLE,ENAS,31,100,108,57,972,-5.5,1029,5,72,1393622,,2023.09.14
116,Lend Me A Hand,String Cheese Inciden,12th Street Rec,RDIK,116,,,1,969,,,817,47,187220,,2023.09.14
117,Fountain Baby,Amaarae,INTERSCOPE/GEFFEN/A&M,INT ,33,107,,9,969,-1.3,982,258,44,930715,,2023.09.14
118,To Whoever Wants To Hear,Dream,REPUBLIC RECORDS,R-RR,1,1,,2,967,-87.7,7837,320,17,995697,,2023.09.14
119,Electric Dusk,Leon Thomas,MOTOWN,MOT ,39,88,73,4,961,-12.2,1095,11,41,1250795,,2023.09.14
120,After The Magic,Parannoul,TOMKOTTERRECORDS,TODS,103,,,2,941,,,925,0,20989,,2023.09.14
121,Ryan Ellis,Ryan Ellis,PROVIDENT/RED,PROV,80,104,113,51,910,-9.1,1001,30,261,1137108,,2023.09.14
122,The Reykjavík Sessions,Laufey,,AWAL,122,127,135,9,901,7.8,836,3,30,1344733,,2023.09.14
123,Proof Of Life,Joy Oladokun,VERVE,VERV,19,,,18,896,,,190,201,890434,,2023.09.14
124,Dark Sun,Dayseeker,SpineFarm,SFMU,13,132,145,45,896,11.2,806,113,81,1037939,,2023.09.14
125,Hypochondriac,brakence,Columbia Records,COL ,13,,,32,885,,,7,17,1174919,,2023.09.14
126,Aunque Digan,Marca MP,SONY MUSIC LATIN,SML ,30,124,132,10,883,2.9,858,1,43,1264485,,2023.09.14
127,Buddy's Magic Toy Box,Mega Ran,,,127,,,1,869,,,869,0,0,,2023.09.14
128,Dolls Ep,Bella Poarch,WARNER RECORDS,WAR ,8,121,129,57,865,-0.6,870,43,64,1294720,,2023.09.14
129,Golden Age - The 4th Album,NCT,SM ENTERTAINMENT - NCT 2020,SM5,62,80,62,3,856,-29.7,1217,39,123,1182183,,2023.09.14
130,Tougher Than Nails,Steeldrivers,GAITHER MUSIC GROUP,VCMG,130,,,1,850,,,449,154,493956,,2023.09.14
131,God Is Good!,Cody Carnes,SPARROW RECORDS,SPAR,69,111,115,43,841,-10.5,940,19,169,1054013,,2023.09.14
132,Cupido,Tini,5020 Records,5020,31,125,128,30,839,-1.2,849,2,18,1306562,,2023.09.14
133,RUCKUS!,Movements,FEARLESS RECORD,FEAR,8,133,92,4,834,4.5,798,345,12,627723,,2023.09.14
134,Thrive,SLANDER, INDEPENDENT LABEL SUBMISSION,INDI,54,130,127,51,833,1.1,824,0,119,1173403,,2023.09.14
135,Tekkno,Electric Callboy,THE ORCHARD,ORCH,16,137,111,29,802,3.8,773,114,164,939611,,2023.09.14
136,Onnafriday,Charlieonnafriday,ISLAND,ISL ,15,129,139,61,799,-3.2,825,1,11,1146907,,2023.09.14
137,Uta's Songs One Piece Film Red,Ado,EVERYTHING 2 EVERYONE (CENTRAL),UME,9,135,,25,798,1.9,783,29,82,1181684,,2023.09.14
138,Struggler,Genesis Owusu,THE ORCHARD,ORCH,138,,,1,796,,,642,24,195371,,2023.09.14
139,Orange Blood,Mt. Joy,ISLAND,ISL ,2,120,105,62,795,-9.0,874,75,20,922465,,2023.09.14
140,Careful!,Deeper, SUB POP,SUBP,140,,,1,792,,,698,25,115063,,2023.09.14
141,Teenfresh,Stayc,Hello82,H82,14,109,65,4,787,-18.9,970,463,40,455175,,2023.09.14
142,Maverick,Kizz Daniel,Empire,EMPR,33,123,134,7,780,-9.3,860,4,75,1240888,,2023.09.14
143,Sembrando,Peso Pluma,THE ORCHARD,ORCH,25,147,142,25,778,4.3,746,2,10,1248102,,2023.09.14
