Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
100,Dirt Cheap,Cody Johnson,Warner Music Nashville,WNS,32,96,82,52,2767804,-7.9,3006271,2511399,256405,179026803,202586650,2024.10.31
101,Baggage,Kelsea Ballerini,Black River Entertainment,BRVG,101,,,1,2760972,126782.9,2176,2727323,33649,2763148,2763148,2024.10.31
102,Spotless,Zach Bryan,Warner Records,WAR,6,97,85,62,2754371,-5.2,2906982,2702639,51732,154640415,250885107,2024.10.31
103,"Take Me Home, Country Roads",John Denver, RCA,RCA,17,105,97,438,2736956,-1.7,2785571,2466756,270200,113649632,970190804,2024.10.31
104,Maxed Out,Bayker Blankenship,Santa Anna,SANT,80,101,99,21,2669168,-6.2,2846756,2330844,338324,74943647,74943647,2024.10.31
105,American Nights,Zach Bryan,Warner Records,WAR,8,100,90,18,2648049,-7.2,2853696,2619653,28396,91117406,91117406,2024.10.31
106,Weren't For The Wind,Ella Langley,COLUMBIA,COL,106,121,166,4,2628452,2.1,2574814,2584413,44039,9337708,9337708,2024.10.31
107,Texas Hold 'Em,Beyonce,Columbia Records,COL ,1,117,101,38,2593164,-1.0,2618365,2495983,97181,349673244,349673244,2024.10.31
108,Til You Can't,Cody Johnson,Warner Music Nashville,WNS,1,110,100,174,2589138,-4.0,2696615,2236414,352724,136404563,670624096,2024.10.31
109,Darlin',Chase Matthew, WARNER Records,WAR ,91,107,107,17,2587211,-6.2,2757770,2465714,121497,66615133,66615133,2024.10.31
110,Neon Moon,Brooks & Dunn,RCA LABEL GROUP SMG,RLSG,21,127,120,419,2558144,1.3,2524555,2268338,289806,118418392,845131139,2024.10.31
111,Broken Window Serenade,Whiskey Myers,THE ORCHARD,ORCH,111,123,119,54,2549876,-0.1,2552150,2416979,132897,89020248,351611375,2024.10.31
112,Sweet Dreams,Koe Wetzel,Columbia Records,COL ,11,106,102,24,2542186,-8.4,2776507,2424549,117637,130851323,130851323,2024.10.31
113,Wagon Wheel,Darius Rucker,CAPITOL NASHVILLE,CAPN,20,120,103,466,2539564,-2.6,2608457,2193362,346202,144131531,1288794631,2024.10.31
114,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,4,108,111,142,2529220,-7.6,2735793,2237417,291803,144424832,720341766,2024.10.31
115,4x4xu,Lainey Wilson,,,83,122,127,9,2528558,-1.4,2563471,2419233,109325,36810094,36810094,2024.10.31
116,Cover Me Up,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,109,106,284,2520802,-7.7,2731440,2226335,294467,138689014,1041636574,2024.10.31
117,Springsteen,Eric Church,EMI NASHVILLE,ENAS,46,111,115,466,2502733,-7.2,2696237,2431739,70994,114056678,787371933,2024.10.31
118,Wild As Her,Corey Kent,Sony Music Nashville,SMNV,11,124,125,138,2476337,-2.9,2549621,2392673,83664,115571663,495436465,2024.10.31
119,Bulletproof,Nate Smith,Sony Music Nashville,SMNV,19,125,117,38,2466838,-2.8,2537979,2367170,99668,168008844,168008844,2024.10.31
120,East Side Of Sorrow,Zach Bryan,Warner Records,WAR,5,113,108,62,2462065,-7.5,2660704,2413580,48485,127454881,217139653,2024.10.31
121,Next Thing You Know,Jordan Davis,MCA NASHVILLE,MCAN,11,103,92,116,2454604,-13.2,2828679,2262147,192457,166892979,516130379,2024.10.31
122,House Again,Hudson Westbrook,,,122,143,0,2,2423301,4.6,2316352,2364563,58738,4740639,4740639,2024.10.31
123,Sand In My Boots,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,126,124,199,2421073,-4.4,2533545,2328659,92414,142805346,878858699,2024.10.31
124,Rumor,Lee Brice,CURB,CURB,4,135,132,326,2413048,-0.7,2430637,2283633,129415,102741153,921030332,2024.10.31
125,Please Don't Go,Wyatt Flores,,,68,129,112,55,2394104,-3.8,2488286,2331253,62851,94095051,190802672,2024.10.31
126,Somebody's Problem,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,114,118,206,2380845,-10.3,2654769,2274458,106387,117308468,650105871,2024.10.31
127,In Case You Didn't Know,Brett Young,BMX,BMX ,2,140,151,415,2359768,-0.1,2363163,1947244,412524,107979059,1541621530,2024.10.31
128,Fishin' in the Dark,Nitty Gritty Dirt Band,CAPITOL NASHVILLE,CAPN,85,116,110,323,2351778,-10.3,2621725,2245853,105925,115632594,606891610,2024.10.31
129,Run Your Mouth,Gavin Adcock,Warner Music Nashville,WNS,99,132,105,13,2347575,-4.6,2461010,2277552,70023,34471364,34471364,2024.10.31
130,Motorcycle Drive By,Zach Bryan,Warner Records,WAR,79,118,116,65,2342332,-10.5,2615944,2303905,38427,112233518,207705878,2024.10.31
131,Before He Cheats,Carrie Underwood,RCA LABEL GROUP SMG,RLSG,45,134,113,466,2312635,-5.5,2448060,2144942,167693,116548992,865798105,2024.10.31
132,Chicken Fried,Zac Brown Band,Universal Music Enterprises,UME ,14,137,122,466,2303685,-4.6,2414839,2142238,161447,134458864,1141187940,2024.10.31
133,She Had Me At Heads Carolina,Cole Swindell,Warner Music Nashville,WNS,3,159,160,133,2296505,8.3,2121466,2146700,149805,117003349,610937444,2024.10.31
134,Lady May,Tyler Childers,THE ORCHARD,ORCH,25,133,129,225,2267494,-7.4,2448975,2215969,51525,119797031,650016343,2024.10.31
135,Man Made A Bar,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,8,128,130,87,2243633,-9.9,2488800,2167619,76014,199518822,402211528,2024.10.31
136,Break It Right Back,Megan Moroney,Sony Music Nashville,SMNV,72,155,123,4,2229518,2.2,2182453,2208205,21313,10355254,10355254,2024.10.31
137,Remember Him That Way,Luke Combs,Sony Music Nashville,SMNV,16,141,144,20,2223614,-5.4,2349559,2188267,35347,67479874,67479874,2024.10.31
138,Should've Been A Cowboy,Toby Keith,MERCURY NASHVILLE,MERN,12,158,163,97,2223132,3.5,2147983,2111251,111881,131920136,518530325,2024.10.31
139,Body Like A Back Road,Sam Hunt,MCA NASHVILLE,MCAN,1,136,133,405,2202114,-9.1,2422185,2111539,90575,113161956,1668670186,2024.10.31
140,This Damn Song,Pecos & The Rooftops,Warner Records,WAR,60,151,153,189,2199773,-0.1,2201786,2010297,189476,100660684,452922046,2024.10.31
141,Rich Men North Of Richmond,Oliver Anthony Music,,,1,148,142,64,2195436,-2.3,2248251,2176991,18445,152567543,348824925,2024.10.31
142,PLAY IT AGAIN,Luke Bryan,CAPITOL NASHVILLE,CAPN,12,139,128,466,2184239,-8.1,2377626,1990806,193433,115509749,1027008279,2024.10.31
143,From Austin,Zach Bryan,Warner Records,WAR,20,149,138,140,2183551,-2.3,2234185,2163249,20302,116738973,317028359,2024.10.31
144,Holding On,Bailey Zimmerman, WARNER Records,WAR ,76,76,0,2,2176186,-36.9,3447890,2088311,87875,5633939,5633939,2024.10.31
145,Head Over Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,131,134,466,2162915,-12.2,2462875,2092207,70708,101715773,877996301,2024.10.31
146,Heart Like A Truck,Lainey Wilson,BROKEN BOW RECO,BB2 ,6,147,167,116,2152216,-5.0,2265279,1952093,200123,124083865,472610064,2024.10.31
147,Heaven,Kane Brown,SME/LEGACY RECORDINGS,LEGC,1,145,140,369,2148378,-6.6,2299696,1910395,237983,107370942,1615952685,2024.10.31
148,Need You Now,Lady A,CAPITOL NASHVILLE,CAPN,58,160,147,455,2136344,0.9,2117009,1765886,370458,90190992,783780025,2024.10.31
149,Missed Call,Treaty Oak Revival,,,133,153,143,14,2126070,-3.0,2192830,2102397,23673,81304438,113594754,2024.10.31
150,A Cigarette,Gavin Adcock,Warner Music Nashville,WNS,105,152,141,40,2114775,-3.6,2193736,2000947,113828,95463257,105688824,2024.10.31
151,What My World Spins Around,Jordan Davis,MCA NASHVILLE,MCAN,9,142,146,127,2104729,-10.2,2343149,2009953,94776,118849401,454093027,2024.10.31
152,Parachute,Chris Stapleton,MERCURY NASHVILLE,MERN,14,150,145,337,2093186,-5.2,2207218,2066945,26241,96248705,633844575,2024.10.31
153,Chattahoochee,Alan Jackson,RCA LABEL GROUP SMG,RLSG,95,154,148,329,2083684,-4.8,2187617,1925546,158138,93873176,578083227,2024.10.31
154,Know You Like That,Jordan Davis,MCA NASHVILLE,MCAN,154,,,1,2069742,27353.8,7539,2040213,29529,2077281,2077281,2024.10.31
155,Watermelon Moonshine,Lainey Wilson,BROKEN BOW RECO,BB2 ,14,156,156,77,2054420,-5.4,2171020,1850499,203921,140920894,327774069,2024.10.31
156,wait in the truck,Hardy Feat. Lainey Wilson,Big Loud Records,BLR,3,157,155,114,2037893,-5.3,2151731,1651399,386494,128900059,516092499,2024.10.31
157,Sarah's Place,Zach Bryan,Warner Records,WAR,3,162,139,58,2034472,-2.4,2084629,2016609,17863,117532950,192454512,2024.10.31
158,American Kids,Kenny Chesney,COLUMBIA NASHVILLE,CLNV,65,146,131,252,2033455,-10.9,2282317,1991361,42094,105173198,566616292,2024.10.31
159,You Belong With Me,Taylor Swift,BIG MACHINE,BGMA,18,161,152,442,2030532,-3.5,2104908,1766135,264397,106288803,925553565,2024.10.31
160,Single Again,Josh Ross,,,160,187,184,15,2008989,6.1,1893059,1988571,20418,66723739,66723739,2024.10.31
161,Dirt On My Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,163,183,424,2002480,-2.4,2052259,1904993,97487,107622791,950757366,2024.10.31
162,Dirt Road Anthem,Jason Aldean,NOW,NOW ,31,164,164,466,1999941,-2.3,2046476,1867901,132040,105399005,922627561,2024.10.31
163,Nose On The Grindstone,Tyler Childers, INDEPENDENT LABEL SUBMISSION,INDI,110,165,149,123,1992980,-2.6,2046430,1932047,60933,107116971,441845501,2024.10.31
164,Country Girl (Shake It For Me),Luke Bryan,CAPITOL NASHVILLE,CAPN,30,169,171,465,1989323,-1.2,2014475,1838782,150541,95306435,804457129,2024.10.31
165,Bad Luck,Zach Top,Leo33,LE33,157,175,169,7,1967927,-0.5,1978284,1898970,68957,36125586,39496213,2024.10.31
166,Don'T Wanna Say Goodnight,Wyatt Flores,,,144,144,0,2,1959546,-15.4,2315584,1959212,334,10505580,10505580,2024.10.31
167,Hell Is A Dance Floor,Vincent Mason,,,164,181,176,5,1958858,0.4,1950678,1863118,95740,56112951,56112951,2024.10.31
168,Last Of My Kind,Shaboozey,Empire,EMPR,167,167,0,5,1953628,-3.4,2021774,1806907,146721,36729055,36729055,2024.10.31
169,World On Fire,Nate Smith,Sony Music Nashville,SMNV,17,98,98,77,1953457,-32.6,2899341,1886172,67285,148563246,262329603,2024.10.31
170,Stop & Stare,Treaty Oak Revival,,,140,173,157,10,1919458,-3.2,1982944,1863882,55576,74067049,76940963,2024.10.31
171,Change My Mind,Riley Green,,,130,130,0,3,1917909,-22.5,2473936,1902564,15345,7842028,7842028,2024.10.31
172,Fire Away,Chris Stapleton,MERCURY NASHVILLE,MERN,8,183,190,457,1910224,-1.1,1930826,1720756,189468,91859262,710667417,2024.10.31
173,You For A Reason,Warren Zeiders,Warner Records,WAR,89,89,0,2,1909648,-38.8,3120651,1831235,78413,5031819,5031819,2024.10.31
174,Sounds Like The Radio,Zach Top,Leo33,LE33,153,178,161,5,1897040,-3.6,1968294,1794791,102249,41098749,41098749,2024.10.31
175,Sleeping On The Blacktop,Colter Wall,THIRTY TIGERS,THTG,117,186,191,116,1891559,-0.2,1895765,1823218,68341,90443797,409692991,2024.10.31
176,Die A Happy Man,Thomas Rhett,ELI YOUNG,VALO,1,177,159,452,1890526,-4.3,1975495,1817807,72719,87792050,1357432162,2024.10.31
177,Dancin' In The Country,Tyler Hubbard,MCA NASHVILLE,MCAN,10,176,150,96,1879351,-5.0,1977244,1762149,117202,115023655,360350339,2024.10.31
178,Low Road,Adrien Nunez,,,178,,,1,1878082,107.0,907488,1866472,11610,11262296,11262296,2024.10.31
179,Sunrise,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,12,172,189,87,1873988,-6.4,2002705,1657838,216150,100746375,275138198,2024.10.31
180,I'M The Worst,Treaty Oak Revival,,,158,190,181,7,1872314,0.7,1859767,1832154,40160,58195946,60374114,2024.10.31
181,9 to 5,Dolly Parton,RCA LABEL GROUP SMG,RLSG,50,166,180,169,1867093,-7.8,2025761,1790623,76470,87227310,480688745,2024.10.31
182,Jailbreak (With Bayker Blankenship),"Bayker Blankenship, Waylon Wyatt",,,182,,,1,1865862,4.3,1788317,1797048,68814,12442251,12442251,2024.10.31
183,One Of Them Girls,Lee Brice,CURB,CURB,2,179,195,229,1849620,-5.4,1955364,1740465,109155,96047460,815924822,2024.10.31
184,Night Shift,Jon Pardi,CAPITOL NASHVILLE,CAPN,14,168,154,243,1848962,-8.2,2014750,1790524,58438,98373829,610817443,2024.10.31
185,Bottoms Up,Brantley Gilbert,ELI YOUNG,VALO,14,0,0,423,1846096,3.4,1785475,1625961,220135,75950910,824860756,2024.10.31
186,Whiskey On You,Nate Smith,Sony Music Nashville,SMNV,10,185,0,119,1839038,-3.3,1901025,1801271,37767,90941615,430767636,2024.10.31
187,Flower Shops,Ernest Feat. Morgan Wallen,Big Loud Records,BLR,6,170,187,140,1835904,-8.8,2013082,1724561,111343,94535195,476016709,2024.10.31
188,In Between,Treaty Oak Revival,,,169,199,172,15,1831883,0.2,1827519,1802626,29257,76540300,81321675,2024.10.31
189,Millionaire,Chris Stapleton,MERCURY NASHVILLE,MERN,21,174,185,316,1816035,-8.3,1980158,1748290,67745,86911948,580531499,2024.10.31
190,Love Story (Taylor’s Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,0,0,150,1814394,-0.0,1814937,1706628,107766,97894573,447952655,2024.10.31
191,Boot Scootin' Boogie,Brooks & Dunn,CAPITOL MUSIC GROUP,CAP ,123,200,168,236,1810802,-0.6,1822075,1580804,229998,81207734,539416041,2024.10.31
192,Spin You Around,Morgan Wallen, INDEPENDENT LABEL SUBMISSION,INDI,69,171,0,196,1805355,-9.9,2003144,1785454,19901,83783756,433218288,2024.10.31
193,Better Together,Luke Combs,Sony Music Nashville,SMNV,2,194,162,247,1804700,-2.4,1849942,1746576,58124,89364158,823232707,2024.10.31
194,Smoke & A Light,Ole 60,,,40,184,178,33,1804352,-5.6,1910702,1800939,3413,109573079,109611295,2024.10.31
195,Thank God,Kane Brown w/ Katelyn Brown,Sony Music Nashville,SMNV,3,189,170,110,1802856,-4.5,1887655,1634171,168685,105006740,527451724,2024.10.31
196,God's Country,Blake Shelton, WARNER Records,WAR ,1,0,196,284,1798362,0.1,1796679,1626172,172190,93798308,995079520,2024.10.31
197,"Forever And Ever, Amen",Randy Travis,WARNER RECORDS,WAR ,114,193,0,220,1797445,-2.8,1850027,1654391,143054,81940260,529963694,2024.10.31
198,Drink Don't Need No Mix,Shaboozey,Empire,EMPR,99,195,192,17,1774417,-3.9,1845737,1626628,147789,49165979,49165979,2024.10.31
199,Fancy Like,Walker Hayes,MONU,MONU,1,0,174,174,1769129,2.1,1733103,1606503,162626,99384659,916586823,2024.10.31
200,Life Is A Highway,Rascal Flatts,DISNEY,DISN,41,198,188,451,1764893,-3.8,1834471,1567787,197106,86650534,695332033,2024.10.31
1,A Bar Song (Tipsy),Shaboozey,Empire,EMPR,1,2,2,30,17984360,-4.3,18794419,16131346,1853014,880123158,880123158,2024.11.07
2,Love Somebody,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,1,1,3,17025330,-15.0,20028897,16367862,657468,66792571,66792571,2024.11.07
3,I Had Some Help,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,3,3,26,14733281,-5.9,15662597,13529611,1203670,776821295,776821295,2024.11.07
4,Pink Skies,Zach Bryan,WARNER RECORDS,WAR ,3,4,4,24,10854137,-5.3,11461666,10461127,393010,420231516,420231516,2024.11.07
5,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,Warner Records,WAR,1,6,6,63,10128254,-3.5,10495025,9645908,482346,704322190,1078692849,2024.11.07
6,Something In The Orange,Zach Bryan,Warner Records,WAR,1,7,7,133,9509110,-5.2,10030337,8632190,876920,538850898,1678406438,2024.11.07
7,Cowgirls,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,8,8,88,8856720,-9.8,9815709,8444174,412546,437191296,702834524,2024.11.07
8,Lies Lies Lies,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,3,5,5,18,8798634,-18.3,10766513,8262653,535981,266633613,266633613,2024.11.07
9,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,ATLANTIC GROUP,ATLG,4,9,9,25,7901402,-10.4,8821208,7226151,675251,284811781,284811781,2024.11.07
10,I Am Not Okay,Jelly Roll,BBR MUSIC GROUP / JELLY ROLL / REPUBLIC RECORDS,R-RR,9,11,12,22,7744507,-1.8,7883353,7081860,662647,176583871,176583871,2024.11.07
11,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,10,11,93,7626866,-4.9,8016061,7124728,502138,539737091,1655643148,2024.11.07
12,You Look Like You Love Me,Ella Langley & Riley Green,COLUMBIA,COL,12,13,14,20,7152500,-3.4,7404143,6489076,663424,166178089,166178089,2024.11.07
13,Miles On It,Marshmello & Kane Brown,Sony Music Nashville,SMNV,7,15,10,27,6877558,-4.6,7206201,6544210,333348,278244912,278244912,2024.11.07
14,Austin,Dasha,WARNER RECORDS,WAR ,5,17,15,38,6794347,-3.0,7001253,6355291,439056,357900284,358096402,2024.11.07
15,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,12,13,88,6750347,-9.7,7478025,6251509,498838,475079055,1009269759,2024.11.07
16,Wind Up Missin' You,Tucker Wetmore,UMG NASHVILLE,UMGN,14,14,20,32,6737470,-8.1,7331782,6512940,224530,205228641,205228641,2024.11.07
17,Fast Car,Luke Combs,Sony Music Nashville,SMNV,2,18,16,85,6556446,-5.0,6900555,6154199,402247,405420239,966887439,2024.11.07
18,28,Zach Bryan,Warner Records,WAR,5,16,17,19,6200725,-11.7,7025249,6058307,142418,208026806,208026806,2024.11.07
19,High Road,Koe Wetzel,COLUMBIA,COL,8,19,18,22,6145066,-5.2,6483137,5777589,367477,209996638,209996638,2024.11.07
20,I Never Lie,Zach Top,Leo33,LE33,20,21,23,15,5927555,-1.9,6039961,5651936,275619,80255494,80255494,2024.11.07
21,Tennessee Whiskey,Chris Stapleton,MERCURY NASHVILLE,MERN,1,20,19,467,5924275,-8.3,6458408,5282983,641292,318548879,2656623769,2024.11.07
22,I'm Gonna Love You,Cody Johnson, WARNER Records,WAR ,20,25,35,6,5650519,4.7,5396276,5471059,179460,33824904,33824904,2024.11.07
23,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,23,21,130,5458547,-3.9,5679029,5133541,325006,361737488,1298242262,2024.11.07
24,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,24,22,200,5313781,-4.7,5577763,4871496,442285,345996073,1593278090,2024.11.07
25,Beautiful Crazy,Luke Combs,SME/LEGACY RECORDINGS,LEGC,1,26,25,340,5127094,-3.7,5321824,4653982,473112,272128712,2004170597,2024.11.07
26,Heading South,Zach Bryan, WARNER Records,WAR ,17,27,26,98,5044706,-4.0,5255237,4867093,177613,283598851,756245416,2024.11.07
27,Whiskey Whiskey,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,5,28,31,21,4811531,-8.0,5230063,4283212,528319,180205577,180205577,2024.11.07
28,Oklahoma Smokeshow,Zach Bryan,Warner Records,WAR,13,29,28,121,4792913,-8.0,5211417,4459807,333106,281567599,604129151,2024.11.07
29,Whiskey Glasses,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,1,33,32,323,4639580,-5.9,4928794,4274092,365488,250064463,1866699848,2024.11.07
30,Am I Okay?,Megan Moroney,Sony Music Nashville,SMNV,25,36,42,17,4630081,0.4,4613486,4520772,109309,85116040,85116040,2024.11.07
31,When It Rains It Pours,Luke Combs,SME/LEGACY RECORDINGS,LEGC,2,30,39,388,4610003,-7.9,5003504,4230477,379526,241233338,1599476150,2024.11.07
32,Liar,Jelly Roll,BBR MUSIC GROUP / JELLY ROLL / REPUBLIC RECORDS,R-RR,25,40,38,14,4597050,3.7,4430974,4361910,235140,52650885,52650885,2024.11.07
33,Where The Wild Things Are,Luke Combs,Sony Music Nashville,SMNV,7,22,24,61,4591393,-19.7,5720618,4235795,355598,368621850,448482331,2024.11.07
34,Chasin' You,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,2,32,29,278,4576372,-7.3,4937320,4266177,310195,244459450,1413007051,2024.11.07
35,Wild Ones,Jessie Murph & Jelly Roll,COLUMBIA,COL,5,35,37,57,4564118,-3.8,4746764,3832728,731390,349135529,451124265,2024.11.07
36,Sun To Me,Zach Bryan,Warner Records,WAR,24,31,27,115,4549985,-8.7,4981527,4426147,123838,246442511,486419614,2024.11.07
37,Rock And A Hard Place,Bailey Zimmerman,Warner Music Nashville,WNS,1,54,53,126,4483731,17.2,3824967,4175800,307931,220646323,971702230,2024.11.07
38,Wondering Why,Red Clay Strays,THE ORCHARD,ORCH,13,41,55,52,4427609,0.5,4403421,4296808,130801,212746582,254988732,2024.11.07
39,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,34,30,273,4425380,-10.0,4917993,4178684,246696,220747250,1431334821,2024.11.07
40,You Should Probably Leave,Chris Stapleton,MERCURY NASHVILLE,MERN,6,37,36,208,4277322,-7.1,4602256,4128834,148488,240539893,912349971,2024.11.07
41,Truck Bed,Hardy,Big Loud Records,"BLR
",11,39,41,107,4262584,-3.8,4431996,3957908,304676,271887992,514419101,2024.11.07
42,She Got the Best of Me,Luke Combs,COLUMBIA NASHVILLE,CLNV,3,42,40,336,4118378,-6.2,4392430,3953478,164900,227485470,1366939066,2024.11.07
43,Where It Ends,Bailey Zimmerman,Warner Music Nashville,WNS,4,43,45,106,4020607,-4.4,4204097,3890945,129662,222286244,417287562,2024.11.07
44,Need A Favor,Jelly Roll,BROKEN BOW RECO,BB2 ,7,45,46,98,4018953,-4.0,4184645,3751671,267282,236914253,530014783,2024.11.07
45,Just Like Johnny,Redferrin, WARNER Records,WAR ,45,75,79,23,4002358,21.6,3290441,3718661,283697,78085184,78085184,2024.11.07
46,Guy For That,Post Malone,MERCURY RECORDS,R-MR,4,38,33,15,3995709,-12.3,4556965,3861996,133713,128826907,128826907,2024.11.07
47,Tennessee Orange,Megan Moroney,Sony Music Nashville,SMNV,10,48,48,114,3943308,-2.9,4062260,3699458,243850,196775714,558212581,2024.11.07
48,Worst Way,Riley Green,BIG MACHINE,BGMA,34,46,34,31,3887090,-6.6,4161749,3795771,91319,115934191,115934191,2024.11.07
49,Spin You Around (1/24),Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,47,43,41,3851590,-6.3,4110180,3733475,118115,224342587,224342587,2024.11.07
50,Beautiful As You,Thomas Rhett,VALORY,VALO,34,86,75,26,3841147,28.1,2999177,3785647,55500,103254128,103254128,2024.11.07
51,Think I’m In Love With You,Chris Stapleton,MERCURY NASHVILLE,MERN,18,49,47,58,3818867,-4.8,4012548,3627050,191817,196726976,231471946,2024.11.07
52,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,14,50,50,113,3738647,-4.8,3928558,3571420,167227,224261184,482010034,2024.11.07
53,White Horse,Chris Stapleton,MERCURY NASHVILLE,MERN,5,56,57,68,3634745,-4.4,3801683,3447756,186989,254817215,415754617,2024.11.07
54,Fix What You Didn't Break,Nate Smith,Sony Music Nashville,SMNV,43,53,62,10,3616152,-6.0,3846018,3589366,26786,36753633,36753633,2024.11.07
55,Revival,Zach Bryan,WARNER RECORDS,WAR ,36,55,56,76,3611639,-5.4,3819250,3526116,85523,198913564,393249421,2024.11.07
56,More Than My Hometown,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,2,57,54,238,3588538,-4.4,3753920,3430235,158303,195588168,1095593567,2024.11.07
57,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,8,59,52,81,3585140,-3.5,3716216,3159611,425529,250793371,414873761,2024.11.07
58,Wine Into Whiskey,Tucker Wetmore,UMG NASHVILLE,UMGN,23,52,60,37,3581284,-7.8,3883584,3427007,154277,185067914,185067914,2024.11.07
59,The Kind Of Love We Make,Luke Combs,Sony Music Nashville,SMNV,1,60,58,125,3577976,-2.0,3652280,3436163,141813,207702111,822519954,2024.11.07
60,What He'll Never Have,Dylan Scott,CURB,CURB,58,58,59,32,3562001,-4.5,3730042,3497387,64614,111126787,111126787,2024.11.07
61,The Painter,Cody Johnson,Warner Music Nashville,WNS,14,69,70,65,3516956,4.1,3377592,3447203,69753,210036164,294039195,2024.11.07
62,Pour Me A Drink,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,4,51,49,20,3479623,-11.3,3922241,3213414,266209,171127385,171127385,2024.11.07
63,Hurricane,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,61,64,445,3430948,-3.8,3568211,3171830,259118,177752394,1563678416,2024.11.07
64,23,Chayce Beckham, BMG DISTRIBUTION,BMG ,15,63,66,145,3405774,-4.2,3556164,3161730,244044,199875028,426688417,2024.11.07
65,Thought You Should Know,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,62,51,131,3394742,-4.6,3557671,3164067,230675,242181531,868488610,2024.11.07
66,Cowboys Cry Too,Kelsea Ballerini,Black River Entertainment,BRVG,22,44,138,19,3257529,-22.4,4196014,3235008,22521,69253064,69253064,2024.11.07
67,Holy Smokes,Bailey Zimmerman, WARNER Records,WAR ,13,68,61,37,3246092,-3.9,3379301,3206053,40039,154975735,154975735,2024.11.07
68,Nine Ball,Zach Bryan,Warner Records,WAR,14,64,63,46,3240232,-8.6,3544286,2977894,262338,146068219,177018365,2024.11.07
69,Religiously,Bailey Zimmerman,Warner Music Nashville,WNS,5,94,91,86,3238797,13.3,2858498,3151974,86823,204871188,530345770,2024.11.07
70,Losers,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,11,65,68,12,3238641,-8.3,3532150,3118919,119722,66396682,66396682,2024.11.07
71,Tourniquet,Zach Bryan,Warner Records,WAR,8,66,69,63,3199595,-6.5,3422320,3133410,66185,190060322,305523617,2024.11.07
72,All Too Well (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,71,81,156,3193074,-3.6,3312444,3005669,187405,134493492,695885415,2024.11.07
73,Feathered Indians,Tyler Childers,THE ORCHARD,ORCH,31,70,67,276,3162695,-5.7,3355307,3113750,48945,169235710,837958599,2024.11.07
74,Hey Driver,Zach Bryan Feat. The War and Treaty,Warner Records,WAR,4,67,74,63,3144701,-8.0,3418954,3047276,97425,250351208,398827984,2024.11.07
75,I Ain'T Sayin',Jordan Davis,MCA NASHVILLE,MCAN,73,73,115,13,3131263,-5.3,3304803,3043840,87423,34376281,34376281,2024.11.07
76,All Your'N,Tyler Childers, RCA,RCA,21,72,72,248,3089226,-6.7,3310023,3011294,77932,189730712,677042606,2024.11.07
77,We Ride,Bryan Martin,,,56,77,77,97,3077065,-4.6,3223912,2727502,349563,164997091,303456282,2024.11.07
78,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,4,114,108,143,3057157,20.9,2529220,2800632,256525,147481989,723398923,2024.11.07
79,Ends Of The Earth,Ty Myers,SONY/COLUMBIA,COL,65,74,65,3,3055838,-7.4,3298724,2962311,93527,10045472,10045472,2024.11.07
