Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
37,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,4,37,38,90,4150460,-4.6,4349241,3778824,371636,255363572,544880504,2023.11.02
38,In Your Love,Tyler Childers, RCA,RCA,6,36,30,14,4101499,-6.5,4386605,4000170,101329,84903960,84903960,2023.11.02
39,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,39,37,220,4071478,-5.2,4294487,3793615,277863,218624668,1179626471,2023.11.02
40,To Be A Man,Dax,COLUMBIA,COL,40,0,0,3,4054002,339.5,922431,2633241,1420761,42100102,42100102,2023.11.02
41,Sun To Me,Zach Bryan,Warner Records,WAR,38,38,39,62,3974608,-8.0,4321290,3858916,115692,154630759,209262246,2023.11.02
42,Coal,Dylan Gossett,,,42,60,58,11,3885244,8.9,3567343,3785380,99864,36056818,36056818,2023.11.02
43,Revival,Zach Bryan,,,36,41,44,23,3845036,-6.3,4104819,3725269,119767,113009898,163939530,2023.11.02
44,wait in the truck,Hardy Feat. Lainey Wilson,Big Loud Records,BLR,3,49,50,62,3836556,-4.1,4002287,3375920,460636,253242864,357648870,2023.11.02
45,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,14,45,48,60,3800976,-6.4,4061211,3617754,183222,169257426,223772904,2023.11.02
46,She Had Me At Heads Carolina,Cole Swindell,Warner Music Nashville,WNS,3,42,51,81,3796957,-6.9,4077360,3628309,168648,233178241,471526477,2023.11.02
47,Everything I Love,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,69,75,40,3787361,12.6,3362827,3620637,166724,226788496,226788496,2023.11.02
48,Buy Dirt,Jordan Davis Feat. Luke Bryan,MCA NASHVILLE,MCAN,1,40,46,128,3774733,-9.1,4153028,3634549,140184,187893363,618183978,2023.11.02
49,We Don'T Fight Anymore,Carly Pearce,BIG MACHINE,BGMA,49,118,108,15,3762266,54.0,2443318,3656495,105771,43343740,43343740,2023.11.02
50,Love You Anyway,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,55,35,38,3644707,-4.6,3820047,3318180,326527,261765754,261765754,2023.11.02
51,When It Rains It Pours,Luke Combs,SME/LEGACY RECORDINGS,LEGC,2,52,54,335,3643101,-5.2,3844240,3296678,346423,193452649,1329389077,2023.11.02
52,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,48,47,48,3639594,-9.3,4011103,3499852,139742,327453774,358489626,2023.11.02
53,Try That In A Small Town,Jason Aldean,BB2,BB2,1,47,41,16,3629828,-9.7,4019010,3019564,610264,154905926,154905926,2023.11.02
54,All Your'N,Tyler Childers, RCA,RCA,21,50,49,195,3604446,-8.5,3938150,3485042,119404,175150211,458012456,2023.11.02
55,Feathered Indians,Tyler Childers,HICKMAN HOLLER RECORDS,HICK,31,54,53,223,3505527,-8.3,3821921,3437614,67913,172239120,640501219,2023.11.02
56,Spotless,Zach Bryan,Warner Records,WAR,6,44,36,10,3501666,-13.9,4067357,3429465,72201,69288179,69288179,2023.11.02
57,She Got the Best of Me,Luke Combs,COLUMBIA NASHVILLE,CLNV,3,59,64,283,3421944,-4.1,3567796,3253935,168009,164518170,1112080907,2023.11.02
58,More Than My Hometown,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,2,56,59,185,3411095,-6.5,3649839,3220264,190831,189828644,872708777,2023.11.02
59,Enchanted (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,46,40,17,3401704,-15.4,4019510,2896189,505515,90130212,90130212,2023.11.02
60,Cover Me Up,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,57,60,232,3368550,-6.6,3607088,3047622,320928,181320321,876931390,2023.11.02
61,Wild As Her,Corey Kent,RCA NASHVILLE,RCNA,11,58,67,86,3347079,-6.3,3570835,3171871,175208,187007864,354310247,2023.11.02
62,East Side Of Sorrow,Zach Bryan,Warner Records,WAR,5,51,45,10,3320877,-13.7,3849001,3248239,72638,67351158,67351158,2023.11.02
63,Forever After All,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,63,65,158,3314943,-5.2,3497939,3032746,282197,175346088,894780170,2023.11.02
64,Starting Over,Chris Stapleton,MERCURY NASHVILLE,MERN,1,68,70,166,3290682,-3.0,3391571,3044553,246129,149809877,661542272,2023.11.02
65,Sand In My Boots,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,62,68,147,3261416,-7.0,3505918,3109505,151911,180374337,709239534,2023.11.02
66,Wagon Wheel,Darius Rucker,CAPITOL NASHVILLE,CAPN,20,71,83,414,3240341,-1.2,3278541,2892910,347431,157841071,1121871613,2023.11.02
67,7 Summers,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,64,62,168,3226106,-7.2,3475809,3054675,171431,170488621,723151102,2023.11.02
68,Heartbroken,"Diplo, Jessie Murph & Polo G",SONY/COLUMBIA,COL,19,61,61,15,3188499,-9.9,3538825,2999648,188851,68575630,68575630,2023.11.02
69,Ain't That Some,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,67,66,35,3156798,-7.5,3412313,2968581,188217,217047207,217047207,2023.11.02
70,We Ride,Bryan Martin,,,70,70,81,44,3121724,-5.8,3313747,2905107,216617,105641258,113469479,2023.11.02
71,You Belong With Me,Taylor Swift,BIG MACHINE,BGMA,18,74,84,390,3080021,-3.7,3198109,2523887,556134,124014676,797755897,2023.11.02
72,Heart Like A Truck,Lainey Wilson,BROKEN BOW RECO,BB2 ,6,43,42,64,3077206,-24.4,4070930,2734208,342998,251263176,324767473,2023.11.02
73,You Belong With Me (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,66,56,49,3073213,-10.0,3416460,2327086,746127,112274749,216330270,2023.11.02
74,Hurricane,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,73,76,392,3065632,-4.6,3214933,2819798,245834,149859851,1361566773,2023.11.02
75,World On Fire,Nate Smith,RCA NASHVILLE,RCNA,62,92,90,25,3044904,11.1,2739571,2959472,85432,75310171,75310171,2023.11.02
76,Dancin' In The Country,Tyler Hubbard,MCA NASHVILLE,MCAN,10,72,74,46,3014445,-7.0,3240263,2888712,125733,205795478,223822505,2023.11.02
77,You Make It Easy,Jason Aldean,BROKEN BOW RECORDS,BB2,3,79,82,301,3004376,-2.9,3095045,2948373,56003,148522445,1087164111,2023.11.02
78,Til You Can't,Cody Johnson,Warner Music Nashville,WNS,1,80,86,122,2999014,-2.4,3074026,2732772,266242,164913772,511436726,2023.11.02
79,What My World Spins Around,Jordan Davis,MCA NASHVILLE,MCAN,9,75,78,75,2965069,-6.0,3154303,2830472,134597,177278827,314555373,2023.11.02
80,Straight And Narrow,Sam Barber,ATLANTIC       ,ATL,71,83,80,19,2900916,0.7,2880583,2753535,147381,98885864,99183213,2023.11.02
81,One Man Band,Old Dominion,RCA NASHVILLE,RCNA,2,77,73,250,2884970,-7.1,3105871,2636946,248024,131521244,961961475,2023.11.02
82,Thank God,Kane Brown w/ Katelyn Brown,RCA NASHVILLE,RCNA,3,81,71,60,2814335,-6.9,3024252,2445114,369221,274773277,400837587,2023.11.02
83,Lady May,Tyler Childers,,,25,82,79,173,2814293,-6.9,3024221,2719033,95260,140149970,507729047,2023.11.02
84,23,Chayce Beckham, BMG DISTRIBUTION,BMG ,84,89,99,92,2802002,0.8,2780604,2559709,242293,95676937,204859257,2023.11.02
85,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,2,65,57,17,2737902,-21.0,3464109,2559636,178266,109797567,109797567,2023.11.02
86,El Dorado,Zach Bryan,Warner Records,WAR,14,78,72,10,2737534,-11.8,3104145,2707926,29608,51907940,51907940,2023.11.02
87,Flower Shops,Ernest Feat. Morgan Wallen,Big Loud Records,BLR,6,88,91,96,2674473,-5.2,2819756,2559851,114622,148721864,361271360,2023.11.02
88,Broken Halos,Chris Stapleton,MERCURY NASHVILLE,MERN,15,91,89,342,2663619,-3.3,2753113,2538545,125074,116401321,747521277,2023.11.02
89,Before He Cheats,Carrie Underwood,RCA LABEL GROUP SMG,RLSG,45,93,95,414,2638561,-3.4,2730610,2438186,200375,133791728,728895355,2023.11.02
90,Chicken Fried,Zac Brown Band,Universal Music Enterprises,UME ,14,86,88,414,2636119,-7.2,2839206,2504458,131661,146293043,987438171,2023.11.02
91,Fancy Like,Walker Hayes,MONU,MONU,1,87,94,124,2624759,-7.0,2821304,2356715,268044,156880261,799266487,2023.11.02
92,One Of Them Girls,Lee Brice,CURB,CURB,2,84,93,186,2610804,-8.5,2852350,2412358,198446,139244723,700303166,2023.11.02
93,Boys Of Faith,Zach Bryan,Warner Records,WAR,7,76,55,6,2591044,-17.5,3140742,2545738,45306,30850311,30850311,2023.11.02
94,Your Heart Or Mine,Jon Pardi,CAPITOL NASHVILLE,CAPN,52,103,107,52,2551469,-1.4,2588057,2473860,77609,124586378,144821349,2023.11.02
95,Neon Moon,Brooks & Dunn,RCA LABEL GROUP SMG,RLSG,21,99,102,367,2546006,-3.2,2631005,2083536,462470,125742415,708171008,2023.11.02
96,Can'T Have Mine,Dylan Scott,CURB,CURB,63,102,106,69,2544467,-2.5,2609095,2436580,107887,88499282,161470448,2023.11.02
97,Body Like A Back Road,Sam Hunt,MCA NASHVILLE,MCAN,1,95,98,353,2543645,-4.5,2662580,2419682,123963,147265188,1536208596,2023.11.02
98,Heaven,Kane Brown,SME/LEGACY RECORDINGS,LEGC,1,101,112,317,2514699,-3.9,2615535,2120866,393833,126020062,1489501011,2023.11.02
99,Head Over Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,107,118,414,2485302,-2.2,2541127,2424283,61019,113140458,758892210,2023.11.02
100,I Wrote The Book,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,97,97,40,2481475,-6.4,2651107,2346738,134737,220494940,220494940,2023.11.02
101,God's Country,Blake Shelton, WARNER Records,WAR ,1,130,132,240,2478144,5.6,2346779,1997021,481123,117885414,882774059,2023.11.02
102,Love Story,Taylor Swift,BIG MACHINE,BGMA,25,100,128,414,2442855,-6.7,2617011,2262002,180853,103159006,729411406,2023.11.02
103,Beer Never Broke My Heart,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,105,104,235,2435458,-4.6,2552173,2315137,120321,135536878,943656773,2023.11.02
104,In Case You Didn't Know,Brett Young,BMX,BMX ,2,111,105,363,2415112,-4.2,2521967,1830640,584472,127702041,1415287414,2023.11.02
105,Whiskey On You,Nate Smith,RCA NASHVILLE,RCNA,10,108,109,78,2396335,-5.3,2529228,2351751,44584,157604585,322606759,2023.11.02
106,"Going, Going, Gone",Luke Combs,COLUMBIA NASHVILLE,CLNV,7,113,114,57,2378492,-3.9,2474793,2276207,102285,214311295,275168132,2023.11.02
107,I Can Feel It,Kane Brown,,,63,90,172,6,2371304,-14.3,2767016,2317347,53957,15245388,15245388,2023.11.02
108,Boys Back Home,Dylan Marlowe,,,108,,,1,2369359,407006.4,582,2270305,99054,2369941,2369941,2023.11.02
109,Dirt On My Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,121,129,372,2366242,-2.7,2432109,2284048,82194,109645582,826739720,2023.11.02
110,Our Song,Taylor Swift,BIG MACHINE,BGMA,24,96,101,54,2331997,-12.4,2662031,1952194,379803,113768198,383894399,2023.11.02
111,'98 Braves,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,10,98,96,35,2324460,-12.2,2646911,2246856,77604,155716749,155716749,2023.11.02
112,Man Made A Bar,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,8,106,100,35,2319976,-8.9,2546545,2266718,53258,172525286,172525286,2023.11.02
113,Bury Me In Georgia,Kane Brown,RCA NASHVILLE,RCNA,21,104,103,31,2303130,-10.1,2561199,2133449,169681,124986718,128839494,2023.11.02
114,Sunrise,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,12,114,116,35,2296582,-6.7,2461855,2098643,197939,157640376,157640376,2023.11.02
115,"Take Me Home, Country Roads",John Denver,LEG,LEG,17,117,113,386,2293622,-6.2,2445724,2013324,280298,120054579,851145336,2023.11.02
116,This Town's Been Too Good To Us,Dylan Scott,,,109,109,144,14,2269197,-10.2,2526033,2226346,42851,42036216,42036216,2023.11.02
117,Different 'Round Here,Riley Green,BMX,BMX ,69,119,69,14,2242739,-7.9,2435664,2216289,26450,58449888,151046376,2023.11.02
118,Thinking 'Bout You,Dustin Lynch Feat. Mackenzie Porter,BROKEN BOW RECO,BB2 ,4,112,120,152,2233378,-10.2,2485690,2201828,31550,120408496,493890431,2023.11.02
119,Fear And Friday's,Zach Bryan,Warner Records,WAR,11,94,87,10,2227845,-16.7,2675004,2206182,21663,51480022,51480022,2023.11.02
120,Country Girl (Shake It For Me),Luke Bryan,CAPITOL NASHVILLE,CAPN,30,125,126,414,2216556,-7.5,2395355,2035556,181000,123294555,692536917,2023.11.02
121,Memory Lane,Old Dominion,COLUMBIA NASHVILLE,CLNV,12,120,110,43,2214790,-9.1,2435338,2168958,45832,166401544,166408132,2023.11.02
122,I'M Not Pretty,Megan Moroney,COLUMBIA,COL,96,110,138,33,2187413,-13.3,2523263,2159771,27642,84208442,84208442,2023.11.02
123,Where It Ends,Bailey Zimmerman,Warner Music Nashville,WNS,4,132,135,53,2181885,-4.9,2294259,2118142,63743,91263203,173112570,2023.11.02
124,What He Didn't Do,Carly Pearce,BIG MACHINE,BGMA,25,127,115,84,2178686,-7.8,2362454,2040618,138068,142933275,273526258,2023.11.02
125,Somebody's Problem,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,133,127,154,2178051,-4.4,2278773,2059604,118447,118604865,515229363,2023.11.02
126,Springsteen,Eric Church,EMI NASHVILLE,ENAS,46,122,124,414,2166304,-10.5,2421391,2108220,58084,100755031,657807906,2023.11.02
127,Spin You Around,Morgan Wallen, INDEPENDENT LABEL SUBMISSION,INDI,74,134,133,167,2148303,-5.6,2274834,2095131,53172,88996229,332755446,2023.11.02
128,Porch Light,Josh Meloy,,,128,146,159,8,2143233,2.1,2099126,2105845,37388,41206279,42326170,2023.11.02
129,Die A Happy Man,Thomas Rhett,ELI YOUNG,VALO,1,136,145,414,2142124,-4.1,2234476,2034640,107484,114149127,1254420506,2023.11.02
130,Something's Gonna Kill Me,Corey Kent,RCA NASHVILLE,RCNA,66,124,153,22,2131081,-11.3,2402994,2099766,31315,60616108,60616108,2023.11.02
131,This Damn Song,Pecos & The Rooftops,Warner Records,WAR,60,140,142,137,2126621,-4.2,2219604,1823702,302919,106027067,335918189,2023.11.02
132,5 Foot 9,Tyler Hubbard,MCA NASHVILLE,MCAN,6,131,136,76,2126030,-8.5,2322464,2024457,101573,161935877,344348854,2023.11.02
133,Hell's Comin' With Me,Poor Mans Poison,,,10,85,85,69,2119889,-25.4,2840993,647412,1472477,162118488,238286836,2023.11.02
134,PLAY IT AGAIN,Luke Bryan,CAPITOL NASHVILLE,CAPN,12,126,122,414,2106242,-11.7,2385981,1937044,169198,104962719,894886529,2023.11.02
135,Please Don'T Go,Wyatt Flores,,,119,135,134,19,2087913,-8.0,2268914,2055504,32409,74228340,74843525,2023.11.02
136,Back To December (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,6,115,111,17,2083311,-14.9,2446653,1941044,142267,65466790,65466790,2023.11.02
137,Dirt Road Anthem,Jason Aldean,NOW,NOW ,31,141,150,414,2079234,-4.7,2181083,1909355,169879,107949132,801001166,2023.11.02
138,White House Road,Tyler Childers & The Highwall,HICKMAN HOLLER RECORDS,HICK,89,142,140,43,2033520,-6.5,2175072,1952811,80709,104879222,451951167,2023.11.02
139,Need You Now,Lady A,CAPITOL NASHVILLE,CAPN,58,143,143,414,2020004,-5.1,2127985,1579957,440047,97010145,679178591,2023.11.02
140,Give Heaven Some Hell,Hardy,Big Loud,BGL,42,150,160,162,2012731,-2.2,2058497,1876210,136521,102953722,346148309,2023.11.02
141,Night Shift,Jon Pardi,CAPITOL NASHVILLE,CAPN,14,148,157,193,2007852,-3.3,2076441,1966609,41243,89108740,496857229,2023.11.02
142,Mamaw's House,Thomas Rhett,,,19,116,119,5,1999683,-18.3,2446173,1923572,76111,15863819,15863819,2023.11.02
143,Nose On The Grindstone,Tyler Childers, INDEPENDENT LABEL SUBMISSION,INDI,121,145,141,71,1993455,-5.1,2101433,1884872,108583,90814402,318490624,2023.11.02
144,Deep Satin,Zach Bryan,Warner Records,WAR,10,123,92,6,1990012,-17.5,2412924,1967718,22294,24094116,24094116,2023.11.02
145,The Way I Talk,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,72,154,147,278,1947701,-5.1,2052473,1850579,97122,107263902,534317365,2023.11.02
146,Heartache On The Dance Floor,Jon Pardi,CAPITOL NASHVILLE,CAPN,7,144,149,328,1943414,-8.4,2121678,1908762,34652,89677113,612943447,2023.11.02
147,Got What I Got,Jason Aldean,BROKEN BOW RECO,BB2 ,1,164,173,212,1930570,-0.7,1943577,1745202,185368,100931234,661338177,2023.11.02
148,Love You Again,Chase Matthew, WARNER Records,WAR ,104,165,176,24,1927349,-0.8,1942285,1881241,46108,76037429,80063753,2023.11.02
149,What Ifs,Kane Brown Feat. Lauren Alaina,RCA NASHVILLE,RCNA,1,149,162,361,1922690,-6.9,2064396,1792161,130529,95925325,1222525880,2023.11.02
150,Fire Away,Chris Stapleton,MERCURY NASHVILLE,MERN,8,160,164,408,1922637,-2.1,1963404,1758581,164056,84285861,603237044,2023.11.02
151,The Good I'Ll Do,Zach Bryan,Warner Records,WAR,53,147,158,50,1915377,-7.9,2080109,1831718,83659,99051467,136648242,2023.11.02
152,Life Is A Highway,Rascal Flatts,DISNEY,DISN,41,152,155,408,1915056,-6.9,2056101,1615644,299412,108679665,591969216,2023.11.02
153,Dear Alcohol,Dax,SONY/COLUMBIA,COL,24,177,169,86,1902880,3.4,1840007,1427366,475514,96517613,227527494,2023.11.02
154,Rumor,Lee Brice,CURB,CURB,4,170,177,277,1887708,-0.6,1898894,1726431,161277,99309732,804353297,2023.11.02
155,One Number Away,Luke Combs,COLUMBIA NASHVILLE,CLNV,6,162,163,330,1874574,-4.4,1960284,1750995,123579,89571623,803873941,2023.11.02
156,Smaller Acts,Zach Bryan,Warner Records,WAR,16,138,125,10,1861398,-16.5,2228343,1839469,21929,42837298,42837298,2023.11.02
157,Summertime's Close,Zach Bryan,Warner Records,WAR,10,139,121,10,1859277,-16.4,2224037,1822711,36566,47276417,47276417,2023.11.02
158,Up Down,Morgan Wallen Feat. Florida Georgia Line,"BIG LOUD RECORDS, LLC",BGL ,9,166,161,316,1855042,-4.3,1938503,1689532,165510,90394463,795298665,2023.11.02
159,I Hope,Gabby Barrett,WARNER RECORDS,WAR ,1,167,146,243,1822116,-5.7,1931917,1666988,155128,107965767,1063994968,2023.11.02
160,"You, Me, And Whiskey",Justin Moore & Priscilla Block,VALORY,VALO,37,159,165,49,1819950,-7.3,1964140,1728312,91638,121936770,135189269,2023.11.02
161,Lil Bit,Nelly & Florida Georgia Line,Columbia Records,COL ,1,169,174,158,1811367,-4.7,1900487,1743693,67674,101440172,561637466,2023.11.02
162,Fishin' in the Dark,Nitty Gritty Dirt Band,CAPITOL NASHVILLE,CAPN,93,182,200,274,1809590,-0.3,1814825,1637653,171937,97705775,478037612,2023.11.02
163,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,9,137,130,33,1798376,-19.5,2233461,1527969,270407,81155690,139423520,2023.11.02
164,The Bones,Maren Morris,COLUMBIA NASHVILLE,CLNV,1,158,178,236,1797772,-8.8,1970615,1794244,3528,86815111,974280644,2023.11.02
165,"Forever And Ever, Amen",Randy Travis,WARNER RECORDS,WAR ,114,163,167,192,1789184,-8.1,1946315,1675265,113919,85100947,435769567,2023.11.02
166,Bottoms Up,Brantley Gilbert,ELI YOUNG,VALO,14,181,187,414,1781576,-2.1,1820448,1583296,198280,92073065,736132376,2023.11.02
167,From Austin,Zach Bryan,Warner Records,WAR,20,161,166,88,1777495,-9.4,1961397,1738220,39275,89365011,184041730,2023.11.02
168,Tequila,Dan + Shay, WARNER Records,WAR ,2,173,170,299,1756613,-6.5,1878255,1695833,60780,87523248,1188631489,2023.11.02
169,Trouble,Josh Ross,,,125,0,0,8,1754267,23.5,1420473,1716698,37569,53994485,53994485,2023.11.02
170,One Beer,HARDY Feat. Lauren Alaina & Devin Dawson,Big Loud Records,BLR,10,189,189,202,1753544,-1.6,1781400,1726549,26995,86970680,508934310,2023.11.02
171,But I Got A Beer In My Hand,Luke Bryan,CAPITOL NASHVILLE,CAPN,117,188,171,22,1748071,-2.5,1792542,1687340,60731,53324682,53324682,2023.11.02
172,I Deserve A Drink,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,25,176,0,24,1747601,-5.1,1842021,1631954,115647,98105972,98105972,2023.11.02
173,Me and My Kind,Cody Johnson,,,168,172,185,11,1742594,-7.7,1887229,1730994,11600,61471879,255021132,2023.11.02
174,Mine (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,4,155,154,17,1742559,-14.9,2046485,1679648,62911,60635945,60635945,2023.11.02
175,865,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,174,175,147,1729090,-7.0,1859972,1642507,86583,95725111,370908599,2023.11.02
176,Sleeping On The Blacktop,Colter Wall,THIRTY TIGERS,THTG,117,180,184,75,1728995,-5.2,1824704,1650540,78455,80531295,305213194,2023.11.02
177,Drinkin' Problem,Midland,BIG MACHINE,BGMA,14,184,188,335,1726145,-4.7,1811691,1489891,236254,80562894,642258931,2023.11.02
178,Ticking,Zach Bryan,Warner Records,WAR,13,153,137,10,1712010,-16.6,2053248,1677620,34390,45501357,45501357,2023.11.02
179,Better Together,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,179,183,208,1711432,-6.4,1828879,1604666,106766,96168183,720446048,2023.11.02
180,Cruise,Florida Georgia Line,BMX,BMX ,12,185,182,414,1702417,-5.7,1804645,1572682,129735,95931363,857769574,2023.11.02
181,Where The Wild Things Are,Luke Combs,COLUMBIA NASHVILLE,CLNV,72,171,0,8,1699309,-10.3,1894519,1587901,111408,54170839,54170839,2023.11.02
182,Holy Roller,Zach Bryan,Warner Records,WAR,15,151,131,10,1691437,-17.8,2057853,1655684,35753,42575686,42575686,2023.11.02
183,Millionaire,Chris Stapleton,MERCURY NASHVILLE,MERN,21,193,180,268,1671432,-4.7,1753397,1577795,93637,75911943,480462714,2023.11.02
184,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,58,186,151,21,1663551,-7.4,1795670,1581634,81917,67156013,67156013,2023.11.02
185,Good Directions,Billy Currington,MERCURY NASHVILLE,MERN,159,187,196,101,1659617,-7.5,1794104,1614168,45449,77570383,409752511,2023.11.02
186,This Bar,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,25,192,179,200,1656408,-6.6,1772716,1615469,40939,107367756,446412600,2023.11.02
187,If I Didn't Love You,Jason Aldean & Carrie Underwood,BROKEN BOW RECO,BB2 ,2,198,190,117,1652524,-4.4,1728067,1456834,195690,90367182,430816616,2023.11.02
188,betty,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,129,117,49,1652349,-29.7,2348777,1606828,45521,68658382,228444021,2023.11.02
189,Save Me The Trouble,Dan + Shay,Warner Music Nashville,WNS,76,0,0,7,1644565,4.0,1582000,1616692,27873,31141811,31141811,2023.11.02
190,Overtime,Zach Bryan,Warner Records,WAR,9,157,139,10,1638938,-17.9,1996754,1615783,23155,46066783,46066783,2023.11.02
191,Sparks Fly (Taylor’s Version),Taylor Swift,REPUBLIC RECORDS,R-RR,7,183,181,16,1635970,-9.8,1813993,1408388,227582,52685699,52685699,2023.11.02
192,Parachute,Chris Stapleton,MERCURY NASHVILLE,MERN,14,200,195,287,1634084,-4.2,1705357,1597474,36610,70868254,524320695,2023.11.02
193,Jolene,Dolly Parton,COLUMBIA NASHVILLE,CLNV,76,195,0,231,1630858,-6.6,1746514,1532072,98786,76812233,452814327,2023.11.02
194,Nine Ball,Zach Bryan,Warner Records,WAR,14,156,123,6,1627949,-18.9,2006322,1598740,29209,20472172,20472172,2023.11.02
195,Can't Break Up Now,Old Dominion,COLUMBIA NASHVILLE,CLNV,119,0,0,4,1625851,14.3,1421920,1609194,16657,17066059,17066059,2023.11.02
196,Should'Ve Been A Cowboy,Toby Keith,MERCURY NASHVILLE,MERN,103,0,0,56,1612927,-4.5,1688899,1363029,249898,75922083,375904362,2023.11.02
197,Motorcycle Drive By,Zach Bryan,Warner Records,WAR,128,191,193,15,1608900,-9.3,1774680,1576971,31929,65823416,81569375,2023.11.02
198,Broken Window Serenade,Whiskey Myers,THIRTY TIGERS,THTG,180,0,197,17,1586507,-4.4,1659405,1455873,130634,71093006,249689980,2023.11.02
199,Drunk (And I Don'T Wanna Go Home),Elle King & Miranda Lambert, RCA,RCA,7,197,0,122,1584278,-8.4,1729320,1487148,97130,98720889,449978725,2023.11.02
200,Outskirts,Sam Hunt,MCA NASHVILLE,MCAN,82,190,156,29,1572428,-11.4,1775335,1530855,41573,79929610,79929610,2023.11.02
1,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,Warner Records,WAR,1,1,1,11,19067647,5.1,18150614,18122865,944782,254745197,254745197,2023.11.09
2,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,2,2,41,13575572,-1.7,13811035,12133782,1441790,1025148485,1025148485,2023.11.09
3,Something In The Orange,Zach Bryan,Warner Records,WAR,1,3,3,81,12966093,4.4,12418903,11935355,1030738,621359569,1053425754,2023.11.09
4,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,4,4,36,11622560,5.8,10982931,10654711,967849,461268916,461268916,2023.11.09
5,Fast Car,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,5,5,33,9927009,2.7,9668393,9083645,843364,500454619,500454619,2023.11.09
6,Wild Ones,Jessie Murph & Jelly Roll,SONY/COLUMBIA,COL,6,6,8,5,9187396,7.4,8553776,8167427,1019969,43582875,43582875,2023.11.09
7,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,8,7,148,8133100,2.6,7925687,7239523,893577,432955268,1192757481,2023.11.09
8,White Horse,Chris Stapleton,MERCURY NASHVILLE,MERN,8,9,10,16,8013120,7.5,7452996,7653520,359600,104254589,104254589,2023.11.09
9,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,10,9,78,7437341,1.7,7314713,7030933,406408,501473691,887710012,2023.11.09
10,Save Me,Jelly Roll & Lainey Wilson,,,10,11,15,24,6973315,4.8,6656435,6693689,279626,128553878,128553878,2023.11.09
11,Religiously,Bailey Zimmerman,Warner Music Nashville,WNS,5,7,6,34,6887955,-17.6,8361048,6396104,491851,284045383,284045383,2023.11.09
12,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,12,13,13,29,6862159,6.8,6423385,6580165,281994,118748687,118748687,2023.11.09
13,Hey Driver,Zach Bryan Feat. The War and Treaty,Warner Records,WAR,4,16,14,11,6780415,12.3,6035700,6620183,160232,105083381,105083381,2023.11.09
