Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
75,How Is She,Cole Swindell,25,-2,27,1,0,163700,-7600,171300,85286,2023.06.29
76,Dance With You,Brett Young,102,91,11,26,0,133600,101400,32200,1897797,2023.06.29
77,Life Goes On,Ed Sheeran,19,-24,43,2,0,132500,-168500,301000,2613423,2023.06.29
78,Oklahoma Smokeshow,Zach Bryan,30,-3,33,3,0,117000,1600,115400,4788121,2023.06.29
79,Best Of Me,David Nail,35,12,23,1,0,114800,37000,77800,12480,2023.06.29
80,"If You See Him, If You See Her (2023)",Reba McEntire/ Brooks & Dunn,48,,,47,0,107200,,,0,2023.06.29
81,Chameleon,Alana Springsteen,48,,,48,0,107100,,,12491,2023.06.29
82,Drinkin' Problems,Dillon Carmichael,67,42,25,19,0,105600,59300,46300,124973,2023.06.29
83,Colorado,Florida Georgia Line,16,-2,18,2,0,104700,-2900,107600,72281,2023.06.29
84,5 Leaf Clover,Luke Combs,16,-5,21,1,0,96100,-22200,118300,3098778,2023.06.29
85,One Of Us,Matt Stell,21,3,18,4,0,95400,23300,72100,869659,2023.06.29
86,Penthouse,Kelsea Ballerini,48,,,48,0,92000,,,1247679,2023.06.29
87,Wasting All These Tears,Austin Snell,13,0,13,1,0,85100,-16200,101300,845726,2023.06.29
88,Sun To Me,Zach Bryan,39,-2,41,4,0,84900,-22800,107700,4372859,2023.06.29
89,Damn Love,Kip Moore,116,-23,139,23,0,81200,-200,81400,695556,2023.06.29
90,Reason For A Rita,Smithfield,15,,,14,0,76600,,,6311,2023.06.29
91,A Walk In The Bar,Lauren Alaina,19,3,16,2,0,76000,14100,61900,595335,2023.06.29
92,Young Man's Blues,Parker Mccollum,5,2,3,2,0,71600,52200,19400,498790,2023.06.29
93,Grease,Lainey Wilson,27,4,23,3,0,69200,-18400,87600,250775,2023.06.29
94,A Special Place,Danielle Bradbery,39,3,36,8,0,68300,22600,45700,341700,2023.06.29
95,Lovin' Where It's Goin',Josh Ward,4,2,2,1,0,68000,34800,33200,41830,2023.06.29
96,Cowgirls,Morgan Wallen,30,2,28,15,0,67600,3700,63900,7221841,2023.06.29
97,Wrong Side Of A Sunrise,Adam Doleac,26,16,10,1,0,66000,41300,24700,283575,2023.06.29
98,Cold Feet,Tenille Arts,10,,,10,0,64600,,,5621,2023.06.29
98,Praise The Lord,Breland,10,,,10,0,64600,,,231484,2023.06.29
100,Tulsa,Elle King,23,0,23,2,0,59900,700,59200,73906,2023.06.29
101,Ain't That Some,Morgan Wallen,17,-2,19,1,0,59800,-3300,63100,6605815,2023.06.29
102,Thicc As Thieves,Lauren Alaina,28,-7,35,2,0,58200,-23600,81800,891313,2023.06.29
103,With You I Am,Cody Johnson,4,-4,8,1,0,55500,-51000,106500,1296648,2023.06.29
104,Something's Gonna Kill Me,Corey Kent,16,13,3,3,0,55100,39500,15600,3763254,2023.06.29
105,Heartfirst,Kelsea Ballerini,15,6,9,2,0,54000,26900,27100,764162,2023.06.29
106,The Star-Spangled Banner,Chris Stapleton,11,-2,13,11,0,49500,4000,45500,0,2023.06.29
107,Neon You,Don Louis,5,2,3,2,0,43500,16300,27200,78014,2023.06.29
108,Question The Universe,Teddy Robb,77,-1,78,19,0,43400,-200,43600,7837,2023.06.29
109,"Love, Beer",Andrew Sevener,75,-1,76,19,0,43000,-200,43200,1135,2023.06.29
110,The Star-Spangled Banner,Carly Pearce,4,3,1,4,0,42600,36400,6200,0,2023.06.29
111,Granny's Got A Garden (For G'maw Jan),Kameron Marlowe,4,2,2,1,0,41500,18800,22700,0,2023.06.29
112,Holy Water,Michael Ray,8,-2,10,1,0,41300,3500,37800,325353,2023.06.29
113,Out Of Nowhere,Walker Montgomery,10,-1,11,1,0,40800,-7200,48000,16144,2023.06.29
114,Sun Sets In Colorado,Dierks Bentley,15,0,15,2,0,40200,0,40200,45133,2023.06.29
115,Still,Luke Combs,11,-1,12,1,0,34100,2700,31400,613814,2023.06.29
116,First Rodeo,Daves Highway,58,,,19,0,32600,,,943,2023.06.29
117,Pretender,Sarah Darling,57,0,57,19,0,32400,0,32400,406,2023.06.29
118,Honey!,Rayne Johnson,57,,,19,0,32400,,,39018,2023.06.29
119,Too Much Of A Woman,Roberta Lea,55,-3,58,19,0,32000,-600,32600,0,2023.06.29
120,I Hope Heaven,Karissa Ella,55,-21,76,19,0,32000,-11200,43200,0,2023.06.29
121,Giving You Up,Kameron Marlowe,8,1,7,2,0,31500,-400,31900,1045311,2023.06.29
122,3 Tequila Floor,Josiah Siska,24,-1,25,4,0,29100,-3900,33000,12174,2023.06.29
123,Polaroid,Keith Urban,12,,,6,0,28600,,,19330,2023.06.29
124,Daylight Savings,Kidd G,16,-15,31,3,0,28400,-23700,52100,224714,2023.06.29
125,Better Off,Trace Adkins,5,3,2,1,0,26900,17200,9700,17116,2023.06.29
126,Forever Bound,12/Oc,12,0,12,1,0,26600,3700,22900,5454,2023.06.29
127,Codigo,George Strait,2,,,1,0,25400,,,36371,2023.06.29
128,Whatcha Looking At,Curves,43,-11,54,14,0,25100,-7700,32800,5223,2023.06.29
129,Tuggin' On My Heartstrings,Randall King,4,2,2,1,0,24700,5900,18800,24764,2023.06.29
130,How I Get High,Josh Kaiser,41,-1,42,14,0,24700,-200,24900,0,2023.06.29
131,So Many Summers,Brad Paisley,3,,,3,0,22700,,,1294803,2023.06.29
132,So Will I,Phillip Phillips,10,-27,37,9,0,21600,-153600,175200,122338,2023.06.29
133,Star Spangled Banner,Mickey Guyton,4,3,1,4,0,20200,17800,2400,0,2023.06.29
134,Songs We Used To Sing,Ernest,9,3,6,1,0,20100,3500,16600,84800,2023.06.29
135,June In July,Robby Johnson,4,,,4,0,20100,,,10528,2023.06.29
136,Does He Love You,Reba Mcentire W/ Dolly Parton,1,,,1,0,19600,,,0,2023.06.29
137,I'm Feelin' Good (Steve Miller Band),King Calaway,20,4,16,7,0,19500,10200,9300,2938,2023.06.29
138,Spirits And Demons,Michael Ray,8,,,8,0,19300,,,0,2023.06.29
139,I Should Have Married You,Old Dominion,4,,,4,0,18900,,,1679320,2023.06.29
140,You In A Honky Tonk,Randall King,3,-1,4,1,0,18800,-29000,47800,531695,2023.06.29
141,For What It's Worth,Breland,13,1,12,2,0,18500,-4200,22700,2057240,2023.06.29
142,Picture Frames,Randy Rogers Band,1,,,1,0,18200,,,10936,2023.06.29
142,Should'Ve Known Better,Erin Viancourt,1,,,1,0,18200,,,14521,2023.06.29
142,Leave Her Wild,Sundance Head,1,,,1,0,18200,,,5147,2023.06.29
142,Built Different,Casey Donahew,1,,,1,0,18200,,,62228,2023.06.29
142,Boy From Anderson County,Kolby Cooper,1,,,1,0,18200,,,41320,2023.06.29
142,Ain't It Baby (Live at Billy Bob's Texas),Josh Ward,1,,,1,0,18200,,,980,2023.06.29
148,House Fire,Tyler Childers,5,3,2,1,0,17300,10700,6600,1209401,2023.06.29
149,Nothin' On You,Cody Johnson,2,0,2,1,0,16800,8000,8800,1235054,2023.06.29
150,You'Re Gonna Love Me,Tim Dugger,2,0,2,1,0,15900,6200,9700,9459,2023.06.29
151,It's A Great Day To Be Alive (Live),Sam Hunt,3,,,2,0,15600,,,0,2023.06.29
152,Star Spangled Banner,Abby Anderson,3,0,3,3,0,15500,-11000,26500,1,2023.06.29
153,Better With You,Niko Moon,5,,,1,0,15500,,,487273,2023.06.29
154,Longneck Way To Go,Midland Feat. Jon Pardi,4,-1,5,1,0,15300,-800,16100,187459,2023.06.29
155,Any Given Friday Night,Luke Combs,2,0,2,1,0,15200,0,15200,350499,2023.06.29
156,Lucky,Megan Moroney,6,4,2,2,0,14800,12800,2000,324072,2023.06.29
157,When It Comes To Loving You,Jon Langston,3,1,2,1,0,14800,3800,11000,129858,2023.06.29
158,Feel Like This,Ingrid Andress,22,-6,28,5,0,14800,-7400,22200,1700747,2023.06.29
159,That's Why We Fight,Ella Langley & Koe Wetzel,9,,,1,0,14400,,,1140002,2023.06.29
160,Hungover You,Emily Brooke,6,0,6,6,0,14300,0,14300,1011,2023.06.29
161,Wild as You,Cody Johnson,2,-1,3,2,0,14300,3800,10500,1180605,2023.06.29
162,Get Her Back,Michael Ray,6,,,6,0,14300,,,222108,2023.06.29
162,Just Drive,Erin Kinsey,6,,,6,0,14300,,,156397,2023.06.29
162,Goodbye Looks Good On You,Alana Springsteen Feat. Mitchell Tenpenny,6,,,6,0,14300,,,1377693,2023.06.29
165,Star Spangled Banner,Marlana Vanhoose,2,,,2,0,14300,,,0,2023.06.29
166,Love Is Real,Morgan Evans,7,3,4,2,0,14100,5500,8600,60806,2023.06.29
167,The Weight Of The Badge,George Strait,3,,,2,0,14000,,,57443,2023.06.29
168,Martha Divine,Ashley McBryde,6,4,2,2,0,13800,10300,3500,101212,2023.06.29
169,The Star Spangled Banner,Locash,1,,,1,0,13700,,,0,2023.06.29
170,Don't Think Jesus,Morgan Wallen,2,1,1,2,0,13100,12400,700,1884912,2023.06.29
171,Sometimes She Stays,Kip Moore,7,,,2,0,13000,,,179612,2023.06.29
172,I Can Lie (The Truth Is),Kameron Marlowe,2,1,1,2,0,12800,11400,1400,659799,2023.06.29
173,Testify,Legacy Five,2,,,2,0,12800,,,17047,2023.06.29
174,Too Soon To Say Goodbye,Wayland,24,,,18,0,12600,,,497,2023.06.29
175,One Name,Jeff & Sheri Easter,2,0,2,2,0,12400,-900,13300,17355,2023.06.29
176,The Night You Walked Away,Costello,2,0,2,1,0,12200,0,12200,39,2023.06.29
177,Heart Of A Small Town,Tim Dugger,3,0,3,1,0,12000,-7100,19100,20017,2023.06.29
178,Peaked In High School,Priscilla Block,6,0,6,6,0,11800,-2500,14300,19189,2023.06.29
178,When Will I Be Loved,"Ashley McBryde, Caylee Hammack & Pillbox Patti",6,0,6,6,0,11800,-2500,14300,41296,2023.06.29
180,Keith Whitley,Morgan Wallen,1,0,1,1,0,11800,6300,5500,1630772,2023.06.29
181,Keeping Me Up All Night,Chayce Beckham,6,,,6,0,11800,,,146037,2023.06.29
182,Try Losing One,Tyler Braden,1,,,1,0,11800,,,371637,2023.06.29
183,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,3,0,3,3,0,11700,-5600,17300,6863099,2023.06.29
184,God Only Knows,for King & Country,2,1,1,1,0,11600,4100,7500,1117424,2023.06.29
185,"Lord, I Hope This Day Is Good",Caylee Hammack Feat. Alan Jackson,2,,,2,0,11100,,,7819,2023.06.29
186,"Salt, Lime & Tequila",Ryan Griffin,3,1,2,2,0,11000,-7200,18200,134211,2023.06.29
187,"The Father, My Son, And The Holy Ghost",Craig Morgan,3,1,2,1,0,11000,-600,11600,57960,2023.06.29
188,Sparkle,Harper Grace,20,-36,56,19,0,11000,-21200,32200,23029,2023.06.29
189,Firebird,Jordan Fletcher,19,-57,76,19,0,10800,-32400,43200,5190,2023.06.29
190,Goin' Crazy,Jameson Rodgers,9,2,7,1,0,10600,5600,5000,19965,2023.06.29
191,I'Ve Seen Me Do It,Joe Peters,2,1,1,1,0,10600,5600,5000,585,2023.06.29
192,In Her Shoes,Sophia Scott,18,-39,57,18,0,10600,-21800,32400,9269,2023.06.29
193,Cover Me Up,Morgan Wallen,2,0,2,1,0,10100,800,9300,4928446,2023.06.29
194,Star Spangled Banner,Demi Lovato,1,0,1,1,0,9400,0,9400,77,2023.06.29
195,Glad To Be Here,Hailey Whitters Feat. Lori Mckenna & Hillary Lindsey,5,2,3,1,0,9300,5400,3900,0,2023.06.29
196,Get To Gettin’ Gone,Bailey Zimmerman,3,0,3,1,0,9300,0,9300,1615165,2023.06.29
197,Am I The Only One,Aaron Lewis,3,0,3,2,0,9200,-5300,14500,825152,2023.06.29
198,Girl On Fire,Kameron Marlowe,2,0,2,1,0,9000,-27400,36400,1005913,2023.06.29
199,Star Spangled Banner,Maren Morris,1,,,1,0,9000,,,0,2023.06.29
200,BELLS,Rachelle Garniez,1,0,1,1,0,8700,0,8700,0,2023.06.29
201,She's Somebody's Daughter,Drew Baldridge,1,,,1,0,8700,,,138068,2023.06.29
1,Fast Car,Luke Combs,8269,18,8251,145,0,33627900,272300,33355600,23361106,2023.07.06
2,Last Night,Morgan Wallen,7679,-216,7895,145,0,31942400,-898300,32840700,31016154,2023.07.06
3,Next Thing You Know,Jordan Davis,7745,-660,8405,145,0,30848900,-2262700,33111600,8453928,2023.07.06
4,Memory Lane,Old Dominion,7631,1081,6550,145,0,28991900,3659400,25332500,7998939,2023.07.06
5,Dancin' In The Country,Tyler Hubbard,5919,-307,6226,145,0,26600300,-1528800,28129100,7245869,2023.07.06
6,Need A Favor,Jelly Roll,6945,827,6118,144,0,26243700,3845700,22398000,11603590,2023.07.06
7,"You, Me, And Whiskey",Justin Moore & Priscilla Block,6240,173,6067,145,0,23377800,957800,22420000,3540739,2023.07.06
8,Your Heart Or Mine,Jon Pardi,5401,-56,5457,145,0,19305100,-148500,19453600,4547823,2023.07.06
9,Bury Me In Georgia,Kane Brown,4912,217,4695,145,0,19000100,709300,18290800,6704461,2023.07.06
10,Love You Anyway,Luke Combs,5161,150,5011,145,0,18625800,328100,18297700,7258307,2023.07.06
11,Angels,Thomas Rhett,4446,250,4196,145,0,16734000,1332600,15401400,1914475,2023.07.06
12,Girl In Mine,Parmalee,4051,148,3903,144,0,14256200,462200,13794000,3189383,2023.07.06
13,Religiously,Bailey Zimmerman,3670,326,3344,145,0,14171500,1657200,12514300,10736813,2023.07.06
14,Drinkaby,Cole Swindell,3633,202,3431,145,0,12145000,794800,11350200,2861924,2023.07.06
15,Looking For You,Chris Young,3580,387,3193,145,0,12114800,1919000,10195800,2766630,2023.07.06
16,Standing Room Only,Tim McGraw,3426,156,3270,145,0,11033800,682900,10350900,3020063,2023.07.06
17,But I Got A Beer In My Hand,Luke Bryan,2948,220,2728,145,0,10346900,674700,9672200,2765470,2023.07.06
18,Everything She Ain't,Hailey Whitters,3224,99,3125,145,0,10238200,724900,9513300,3003329,2023.07.06
19,God Gave Me A Girl,Russell Dickerson,2660,258,2402,140,0,8738200,660700,8077500,2076210,2023.07.06
20,Can'T Have Mine,Dylan Scott,2788,89,2699,145,0,8360600,376900,7983700,3281427,2023.07.06
21,Watermelon Moonshine,Lainey Wilson,2359,108,2251,145,0,7665500,328800,7336700,4840926,2023.07.06
22,If You Go Down (I'M Going Down Too),Kelsea Ballerini,2658,28,2630,145,0,7288000,131900,7156100,2710643,2023.07.06
23,Everything I Love,Morgan Wallen,1676,895,781,120,0,6890300,3676700,3213600,5339967,2023.07.06
24,Something In The Orange,Zach Bryan,2136,-73,2209,133,0,6483500,-334600,6818100,16040459,2023.07.06
25,Stars Like Confetti,Dustin Lynch,2174,223,1951,139,0,6202700,956000,5246700,1963458,2023.07.06
26,Try That In A Small Town,Jason Aldean,1796,199,1597,130,0,5769100,500800,5268300,1735391,2023.07.06
27,All I Need Is You,Chris Janson,2214,113,2101,139,0,5526000,483300,5042700,1113285,2023.07.06
28,We Got History,Mitchell Tenpenny,1712,43,1669,136,0,5147100,-10300,5157400,1693526,2023.07.06
29,Light On In The Kitchen,Ashley McBryde,1919,48,1871,143,0,4884300,271600,4612700,1134884,2023.07.06
30,Creek Will Rise,Conner Smith,1609,110,1499,142,0,3581600,291300,3290300,1247185,2023.07.06
31,23,Chayce Beckham,1372,80,1292,136,0,3548000,139800,3408200,2889458,2023.07.06
32,Nobody's Nobody,Brothers Osborne,1469,67,1402,137,0,3489800,-36900,3526700,1733199,2023.07.06
33,Glory Days,Gabby Barrett,1140,183,957,130,0,3298500,336400,2962100,2071291,2023.07.06
34,Different 'Round Here,Riley Green,1108,136,972,121,0,3210000,454900,2755100,1844154,2023.07.06
35,Mind On You,George Birge,1326,10,1316,135,0,3151200,93100,3058100,210673,2023.07.06
36,Fearless,Jackson Dean,1463,-64,1527,142,0,3077200,-32800,3110000,1063523,2023.07.06
37,Fires Don'T Start Themselves,Darius Rucker,923,-2,925,97,0,2685800,315300,2370500,1045361,2023.07.06
38,Truck Bed,Hardy,885,69,816,80,0,2370600,184800,2185800,5881380,2023.07.06
39,See You Next Summer,Brian Kelley,934,55,879,100,0,2365200,94500,2270700,567849,2023.07.06
40,Out Of That Truck,Carrie Underwood,711,109,602,70,0,2184800,595900,1588900,3306502,2023.07.06
41,Heaven By Then,Brantley Gilbert & Blake Shelton Feat. Vince Gill,1091,-22,1113,134,0,2179700,-55300,2235000,652169,2023.07.06
42,We Don'T Fight Anymore,Carly Pearce,745,184,561,96,0,1968800,665000,1303800,2658686,2023.07.06
43,World On Fire,Nate Smith,733,141,592,72,0,1884600,523900,1360700,4350706,2023.07.06
44,Over For You,Morgan Evans,732,39,693,69,0,1835800,151600,1684200,1732932,2023.07.06
45,Thinkin' Bout Me,Morgan Wallen,559,74,485,28,0,1813800,199600,1614200,15123855,2023.07.06
46,Drive You Out Of My Mind,Kassi Ashton,735,12,723,78,0,1663900,162500,1501400,1064923,2023.07.06
47,Giving Up On That,Dalton Dover,773,40,733,83,0,1565700,191400,1374300,1023185,2023.07.06
48,On The Boat Again,Jake Owen,624,-50,674,75,0,1529900,-336600,1866500,756339,2023.07.06
49,Burn It Down,Parker Mccollum,521,77,444,59,0,1524500,170600,1353900,3467179,2023.07.06
50,Save Me (With Lainey Wilson),Jelly Roll,379,7,372,25,0,1351900,-38300,1390200,5283617,2023.07.06
51,Shoot Tequila,Tigirlily Gold,560,14,546,65,0,1119400,-40800,1160200,1070960,2023.07.06
52,Bad Day To Be A Cold Beer,Chase Rice,541,58,483,60,0,1076600,221200,855400,352651,2023.07.06
53,Bout Damn Time,Neon Union,617,-17,634,76,0,1057100,-71900,1129000,52708,2023.07.06
54,Somebody Else's Whiskey,Frank Ray,564,20,544,66,0,981800,36000,945800,26933,2023.07.06
55,Marry That Girl,Easton Corbin,493,-19,512,62,0,939800,12700,927100,179652,2023.07.06
56,If I Die Young (Pt. 2),Kimberly Perry,427,2,425,86,0,807900,78800,729100,1007924,2023.07.06
57,Love You Again,Chase Matthew,348,15,333,39,0,675800,-1100,676900,2622813,2023.07.06
58,'98 Braves,Morgan Wallen,97,7,90,2,0,601100,28600,572500,4030661,2023.07.06
59,Jealous Of Myself,Tenille Arts,366,-35,401,52,0,555700,-144600,700300,52025,2023.07.06
60,Save The Roses,Lee Brice,227,14,213,35,0,552000,40600,511400,683945,2023.07.06
61,Without You,Thompson Square,400,-2,402,57,0,548600,-55200,603800,26783,2023.07.06
62,Something Real,Dierks Bentley,232,128,104,39,0,489500,291300,198200,560420,2023.07.06
63,Buy A Bar,Tim Dugger,206,73,133,33,0,430300,150800,279500,33124,2023.07.06
64,Drinkin' Problems,Dillon Carmichael,231,164,67,40,0,419700,314100,105600,89661,2023.07.06
65,Trouble,Josh Ross,249,11,238,45,0,334100,64700,269400,2834143,2023.07.06
66,Pretty Little Poison,Warren Zeiders,110,32,78,8,0,318600,78000,240600,3669254,2023.07.06
67,Sound Of A Saturday Night,LANCO,59,57,2,56,0,308500,302300,6200,54629,2023.07.06
68,I Just Killed A Man,Catie Offerman,227,-3,230,34,0,273400,17700,255700,146242,2023.07.06
69,Brokenhearted,Joe Nichols,213,63,150,29,0,271700,67400,204300,18463,2023.07.06
70,Wine Country,Hannah Ellis,208,36,172,43,0,267200,29500,237700,96885,2023.07.06
71,Heart To Break,Ryan Griffin,212,3,209,29,0,264800,-2800,267600,159931,2023.07.06
72,Along For The Ride,Jordan Harvey,183,-64,247,39,0,209700,-66100,275800,61720,2023.07.06
73,Flowers,Miley Cyrus,37,,,19,0,191100,,,16349683,2023.07.06
74,Lovin You Gets In The Way,Ben Gallaher,101,4,97,16,0,189100,-3800,192900,20303,2023.07.06
75,Dance With You,Brett Young,192,90,102,34,0,187900,54300,133600,2422085,2023.07.06
76,The Star-Spangled Banner,Chris Stapleton,42,31,11,18,0,177100,127600,49500,1005321,2023.07.06
77,Already Crazy,Carter Faith,37,,,37,0,175200,,,20658,2023.07.06
78,Wasting All These Tears,Austin Snell,26,13,13,1,0,161700,76600,85100,802252,2023.07.06
79,Make You Mine,Marynn Taylor,219,1,218,37,0,160000,-15800,175800,61289,2023.07.06
80,Oklahoma Smokeshow,Zach Bryan,49,19,30,3,0,158400,41400,117000,4781511,2023.07.06
81,How Is She,Cole Swindell,23,-2,25,1,0,146500,-17200,163700,88785,2023.07.06
82,Best Of Me,David Nail,39,4,35,1,0,128000,13200,114800,22631,2023.07.06
83,5 Leaf Clover,Luke Combs,18,2,16,2,0,114800,18700,96100,2954922,2023.07.06
84,Something's Gonna Kill Me,Corey Kent,42,26,16,9,0,113700,58600,55100,4006009,2023.07.06
85,Colorado,Florida Georgia Line,19,3,16,2,0,109700,5000,104700,77657,2023.07.06
86,Strangers,Maddie & Tae,49,,,48,0,109500,,,275239,2023.07.06
86,Everybody Wants To Rule The World,Anna Vaus,49,,,48,0,109500,,,1584,2023.07.06
88,A Walk In The Bar,Lauren Alaina,17,-2,19,3,0,94500,18500,76000,207204,2023.07.06
89,Damn Love,Kip Moore,109,-7,116,20,0,94200,13000,81200,326793,2023.07.06
90,One Of Us,Matt Stell,22,1,21,4,0,88500,-6900,95400,850169,2023.07.06
91,Grease,Lainey Wilson,22,-5,27,3,0,82200,13000,69200,242946,2023.07.06
92,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,11,8,3,4,0,73400,61700,11700,6888023,2023.07.06
93,21 Forever,Chris Janson,9,8,1,7,0,70100,69800,300,53106,2023.07.06
94,I'M Not Pretty,Megan Moroney,16,13,3,4,0,68700,60200,8500,2051879,2023.07.06
95,Sun To Me,Zach Bryan,32,-7,39,4,0,66900,-18000,84900,4184829,2023.07.06
96,With You I Am,Cody Johnson,5,1,4,2,0,63700,8200,55500,1348988,2023.07.06
97,Tulsa,Elle King,26,3,23,2,0,63500,3600,59900,72546,2023.07.06
98,Same Here,Brad Paisley,9,,,9,0,61200,,,7218,2023.07.06
99,If That Ain'T God,Chris Young,9,,,9,0,60600,,,25976,2023.07.06
100,Paradise To Me,Niko Moon,7,5,2,3,0,56600,55300,1300,770756,2023.07.06
101,Thicc As Thieves,Lauren Alaina,30,2,28,2,0,56500,-1700,58200,1270907,2023.07.06
102,Neon You,Don Louis,4,-1,5,1,0,54300,10800,43500,87162,2023.07.06
103,A Special Place,Danielle Bradbery,34,-5,39,7,0,54100,-14200,68300,321418,2023.07.06
104,Good Times Roll,Jimmie Allen & Nelly,5,,,1,0,52900,,,496254,2023.07.06
105,Wrong Side Of A Sunrise,Adam Doleac,23,-3,26,1,0,52800,-13200,66000,138512,2023.07.06
106,Heartfirst,Kelsea Ballerini,14,-1,15,1,0,50600,-3400,54000,813515,2023.07.06
107,Drink One For Me,Hardy,4,-15,19,1,0,47100,-142400,189500,192350,2023.07.06
108,"Love, Beer",Andrew Sevener,77,2,75,19,0,43400,400,43000,720,2023.07.06
109,I Hope Heaven,Karissa Ella,76,21,55,19,0,43200,11200,32000,0,2023.07.06
110,Too Much Of A Woman,Roberta Lea,74,19,55,19,0,42800,10800,32000,0,2023.07.06
111,Out Of Nowhere,Walker Montgomery,12,2,10,1,0,42500,1700,40800,15760,2023.07.06
112,Ain't That Some,Morgan Wallen,14,-3,17,2,0,41600,-18200,59800,6486745,2023.07.06
113,Star Spangled Banner,Abby Anderson,8,5,3,6,0,41200,25700,15500,0,2023.07.06
114,USA,Filmore Feat. Pitbull,4,,,2,0,40500,,,50912,2023.07.06
115,Longneck Way To Go,Midland Feat. Jon Pardi,8,4,4,1,0,38100,22800,15300,212672,2023.07.06
116,You In A Honky Tonk,Randall King,5,2,3,2,0,37600,18800,18800,513786,2023.07.06
117,Lovin' Where It's Goin',Josh Ward,4,0,4,1,0,37600,-30400,68000,42056,2023.07.06
118,Sun Sets In Colorado,Dierks Bentley,14,-1,15,1,0,37100,-3100,40200,44298,2023.07.06
119,Young Man's Blues,Parker Mccollum,3,-2,5,1,0,37000,-34600,71600,501667,2023.07.06
120,Should'Ve Known Better,Erin Viancourt,2,1,1,1,0,36400,18200,18200,8872,2023.07.06
121,Holy Water,Michael Ray,7,-1,8,2,0,34200,-7100,41300,305238,2023.07.06
122,Tuggin' On My Heartstrings,Randall King,3,-1,4,1,0,33800,9100,24700,28128,2023.07.06
123,How I Get High,Josh Kaiser,58,17,41,14,0,33600,8900,24700,0,2023.07.06
124,Whatcha Looking At,Curves,57,14,43,14,0,33400,8300,25100,33813,2023.07.06
125,First Rodeo,Daves Highway,59,1,58,19,0,32800,200,32600,342,2023.07.06
